[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[2:21:52.000 --> 2:21:56.000]  So let's say his planets were aligned a certain way.
[2:21:56.000 --> 2:21:57.000]  Okay, all right.
[2:21:57.000 --> 2:21:58.000]  So whatever.
[2:21:58.000 --> 2:22:00.000]  So they're astrologically compatible according to you.
[2:22:00.000 --> 2:22:02.000]  So what's the bottom line?
[2:22:02.000 --> 2:22:15.000]  The bottom line is that knowing this information, you can do so much with this because they're actually like a level where they're on the same page, on the same wavelength.
[2:22:15.000 --> 2:22:21.000]  So they're together, could be together for a greater purpose or a mission in life.
[2:22:21.000 --> 2:22:27.000]  So to me, knowing this, because I went through this myself, I know who my counterpart is.
[2:22:27.000 --> 2:22:28.000]  Okay, so let me ask you this.
[2:22:28.000 --> 2:22:29.000]  Let me ask you this.
[2:22:29.000 --> 2:22:33.000]  I mean, are you joking or are you trying to make a gay joke?
[2:22:33.000 --> 2:22:37.000]  Are you trying to say like they're going to do something good for the world because of this?
[2:22:37.000 --> 2:22:41.000]  Yes, if they can do something great for the world together.
[2:22:41.000 --> 2:22:42.000]  Yes.
[2:22:42.000 --> 2:22:47.000]  So, okay, so maybe, you know, like nationalism or, you know, saving the family.
[2:22:47.000 --> 2:22:52.000]  I think you can say one, when they collaborate together, when they're actually team players.
[2:22:52.000 --> 2:23:00.000]  So I wish I could give you this information somewhere, but there's a lot.
[2:23:00.000 --> 2:23:01.000]  It's called like twin flames.
[2:23:01.000 --> 2:23:06.000]  So when you get together and your counterparts, there's males, there's females with you.
[2:23:06.000 --> 2:23:09.000]  So you can use that information.
[2:23:09.000 --> 2:23:14.000]  Well, I'll tell you what, you can, you can, you can tweet the information to me at all.
[2:23:14.000 --> 2:23:15.000]  I do is Owen.
[2:23:15.000 --> 2:23:18.000]  You can tweet it at real Alex Jones at info wars on Twitter.
[2:23:18.000 --> 2:23:24.000]  But I'll tell you, I mean, Alex has never met Putin or spoke to Putin.
[2:23:24.000 --> 2:23:29.000]  So, so you're saying maybe, maybe we need to make that happen because they might be even more powerful.
[2:23:29.000 --> 2:23:30.000]  Yes.
[2:23:30.000 --> 2:23:31.000]  Yes.
[2:23:31.000 --> 2:23:33.000]  You guys are way more powerful than you think you are.
[2:23:33.000 --> 2:23:34.000]  Yes.
[2:23:34.000 --> 2:23:35.000]  Like you own the world.
[2:23:35.000 --> 2:23:37.000]  Basically, like at this point.
[2:23:37.000 --> 2:23:43.000]  Yes, Vladimir Putin and Alex Jones ride on horseback to defeat the new world order.
[2:23:43.000 --> 2:23:50.000]  No, that is why that is exactly why you guys are getting to that level where you're recognizing this.
[2:23:50.000 --> 2:23:53.000]  Well, I'll tell you, that is a very interesting call.
[2:23:53.000 --> 2:23:55.000]  And Cynthia, thank you guys so much for calling in.
[2:23:55.000 --> 2:23:58.000]  We don't get too much into astrology here at info wars.
[2:23:58.000 --> 2:24:00.000]  I know that a lot of people are into that.
[2:24:00.000 --> 2:24:02.000]  And I do believe there is a little bit of something to that.
[2:24:02.000 --> 2:24:07.000]  But hey, let's get Alex Jones and Vladimir Putin together.
[2:24:07.000 --> 2:24:09.000]  It would break the Internet.
[2:24:09.000 --> 2:24:15.000]  And according to Ed and Cynthia, New York, it might break the back of the new world order.
[2:24:15.000 --> 2:24:18.000]  So, Alex, now you have even more reason to meet Vladimir Putin.
[2:24:18.000 --> 2:24:19.000]  Apparently, you guys are soulmates.
[2:24:19.000 --> 2:24:21.000]  So hopefully that happens.
[2:24:21.000 --> 2:24:24.000]  All right, let's go out to Megan in Wisconsin.
[2:24:24.000 --> 2:24:26.000]  Go ahead, Megan.
[2:24:26.000 --> 2:24:29.000]  Do you how you follow something like that?
[2:24:29.000 --> 2:24:33.000]  So, Jupiter rising or ascending?
[2:24:33.000 --> 2:24:36.000]  Planet X?
[2:24:36.000 --> 2:24:39.000]  No, I'm just showing you. Go ahead.
[2:24:39.000 --> 2:24:46.000]  I actually first wanted to kind of give a shout out to your guys' products.
[2:24:46.000 --> 2:24:50.000]  Like, you literally changed my life.
[2:24:50.000 --> 2:24:52.000]  My parents recognize it.
[2:24:52.000 --> 2:24:54.000]  My husband recognizes it.
[2:24:54.000 --> 2:24:59.000]  I save thousands upon thousands of dollars every year now
[2:24:59.000 --> 2:25:04.000]  because I'm not buying into pharmaceuticals and I'm healthier than I've been in.
[2:25:04.000 --> 2:25:09.000]  Like, I can't even tell you the last time I remember feeling good like this.
[2:25:09.000 --> 2:25:12.000]  Your products are absolutely amazing.
[2:25:12.000 --> 2:25:16.000]  And I mean, it wasn't just my self that it changed for.
[2:25:16.000 --> 2:25:18.000]  You changed it for my children.
[2:25:18.000 --> 2:25:23.000]  Like, I'm so incredibly thankful that I found you guys.
[2:25:23.000 --> 2:25:26.000]  Well, you know, God bless you.
[2:25:26.000 --> 2:25:28.000]  And that's why we put these products out there.
[2:25:28.000 --> 2:25:31.000]  I mean, thank you for supporting us and sharing your testimony.
[2:25:31.000 --> 2:25:35.000]  If you don't mind, what were you getting from Infowars.com
[2:25:35.000 --> 2:25:39.000]  that was able to replace the pharmaceutical drugs?
[2:25:39.000 --> 2:25:43.000]  The first thing that I ever purchased was the survival shield.
[2:25:43.000 --> 2:25:45.000]  That's life-changing.
[2:25:45.000 --> 2:25:47.000]  It absolutely is.
[2:25:47.000 --> 2:25:50.000]  Like, I didn't believe it.
[2:25:50.000 --> 2:25:55.000]  Like, I was listening to your show and after a while of feeling like crap
[2:25:55.000 --> 2:25:58.000]  and not knowing why Dr. Group was on
[2:25:58.000 --> 2:26:02.000]  and he was talking about different things that iodine deficiency does.
[2:26:02.000 --> 2:26:06.000]  And I'd also been injured by vaccines.
[2:26:06.000 --> 2:26:13.000]  I was a mess and I was honorably but medically discharged from military
[2:26:13.000 --> 2:26:15.000]  because I was in chronic pain.
[2:26:15.000 --> 2:26:17.000]  They said it was fibromyalgia.
[2:26:17.000 --> 2:26:21.000]  And well, like seriously, 15 different prescriptions a day.
[2:26:21.000 --> 2:26:23.000]  Nothing was making me feel any better.
[2:26:23.000 --> 2:26:25.000]  I was always feeling worse.
[2:26:25.000 --> 2:26:31.000]  And trying your products after like a week
[2:26:31.000 --> 2:26:34.000]  because at first couple days, I mean, especially if you're really deficient
[2:26:34.000 --> 2:26:37.000]  and you've got a lot of the crud built up in your system,
[2:26:37.000 --> 2:26:41.000]  it feels bad at first because you're detoxing.
[2:26:41.000 --> 2:26:44.000]  But after that, like, I literally feel like a million bucks.
[2:26:44.000 --> 2:26:47.000]  And I've gotten my family members to try your products too
[2:26:47.000 --> 2:26:50.000]  after they saw the huge difference that it made in my life.
[2:26:50.000 --> 2:26:52.000]  And same for my dad.
[2:26:52.000 --> 2:26:56.000]  My dad, he had allergies for years.
[2:26:56.000 --> 2:26:58.000]  I just kept getting progressively worse.
[2:26:58.000 --> 2:27:01.000]  The first year that he was on it, he did not have any allergies.
[2:27:01.000 --> 2:27:06.000]  My sister, after she was done with the surgery,
[2:27:06.000 --> 2:27:09.000]  she was trying to get off of, you know, the pain medication
[2:27:09.000 --> 2:27:11.000]  that they gave you for the surgery.
[2:27:11.000 --> 2:27:13.000]  Well, then she couldn't sleep.
[2:27:13.000 --> 2:27:15.000]  She tried knockout.
[2:27:15.000 --> 2:27:17.000]  And the very next morning she said, oh my God,
[2:27:17.000 --> 2:27:20.000]  thank you so much for giving this to me.
[2:27:20.000 --> 2:27:23.000]  This is the best sleep that I have had in over a month
[2:27:23.000 --> 2:27:26.000]  because that's how long it had been since she could sleep.
[2:27:26.000 --> 2:27:29.000]  And she was going down the road of different pharmaceuticals.
[2:27:29.000 --> 2:27:32.000]  I'm like, no, you need to just try this.
[2:27:32.000 --> 2:27:35.000]  And she wouldn't have tried it until I gave it to her.
[2:27:35.000 --> 2:27:37.000]  But now she swears by it.
[2:27:37.000 --> 2:27:41.000]  I mean, your products literally make such a huge difference in people's lives.
[2:27:41.000 --> 2:27:44.000]  Now, let me ask you this because we're almost out of time in this segment.
[2:27:44.000 --> 2:27:46.000]  You were talking about dealing with fibromyalgia.
[2:27:46.000 --> 2:27:48.000]  This, for people that aren't familiar with this,
[2:27:48.000 --> 2:27:50.000]  this is one of the most painful things
[2:27:50.000 --> 2:27:52.000]  that they have no idea what to do with it.
[2:27:52.000 --> 2:27:54.000]  They don't even know what causes it.
[2:27:54.000 --> 2:27:57.000]  If you know someone that has it, it can be such deliberating pain.
[2:27:57.000 --> 2:27:59.000]  They don't even know what to do with themselves.
[2:27:59.000 --> 2:28:00.000]  Are you still experiencing that?
[2:28:00.000 --> 2:28:03.000]  No, after I started taking your guys' products.
[2:28:03.000 --> 2:28:05.000]  Have you tried DNA force?
[2:28:05.000 --> 2:28:10.000]  I have not tried DNA force just because the cost is a little prohibitive.
[2:28:10.000 --> 2:28:13.000]  I was just curious because I know, like I said, fibromyalgia,
[2:28:13.000 --> 2:28:15.000]  they don't even know what to do with it.
[2:28:15.000 --> 2:28:17.000]  It's kind of just a crapshoot trying to deal with it.
[2:28:17.000 --> 2:28:18.000]  So I'm just trying to figure out.
[2:28:18.000 --> 2:28:20.000]  I mean, you could probably really help a lot of people.
[2:28:20.000 --> 2:28:22.000]  I mean, I'm not a doctor.
[2:28:22.000 --> 2:28:24.000]  I don't know what you did to...
[2:28:24.000 --> 2:28:29.000]  Honestly, the doctors had no idea why I was in pain.
[2:28:29.000 --> 2:28:34.000]  I mean, I was at multiple different neurologists,
[2:28:34.000 --> 2:28:36.000]  different people for GI stuff.
[2:28:36.000 --> 2:28:38.000]  Well, I'll tell you what, Megan.
[2:28:38.000 --> 2:28:41.000]  Thank you so much for your testimony and the product plug there.
[2:28:41.000 --> 2:28:43.000]  You didn't even get to your point, but I got to go to break here.
[2:28:43.000 --> 2:28:47.000]  So we're going to hold Megan over into the next segment and we'll get her point.
[2:28:47.000 --> 2:28:51.000]  Most striking stories of 2017, we're hearing from our audience.
[2:28:51.000 --> 2:29:20.000]  Don't go anywhere. This is the Alex Jones Show.
[2:29:21.000 --> 2:29:24.000]  It's only at C-A-T-I-Armer.com.
[2:29:52.000 --> 2:29:58.000]  We have developed with the top firms in the United States
[2:29:58.000 --> 2:30:04.000]  powerful 50 billion live organism, probiotic, floral life
[2:30:04.000 --> 2:30:10.000]  that is so critical to having a healthy gut and a healthy life
[2:30:10.000 --> 2:30:13.000]  and that has changed my life and so many other people's lives.
[2:30:13.000 --> 2:30:16.000]  The other part is a compound like MycoZX
[2:30:16.000 --> 2:30:19.000]  that has all these key ingredients of organic herbs
[2:30:19.000 --> 2:30:23.000]  and other systems that are known to break down this garbage in the body.
[2:30:23.000 --> 2:30:26.000]  That's why as we go through Christmas and now into the new year,
[2:30:26.000 --> 2:30:31.000]  we're extending the free shipping and 50% off on all our best-selling items
[2:30:31.000 --> 2:30:33.000]  while supplies last.
[2:30:33.000 --> 2:30:36.000]  You can also get the two products together
[2:30:36.000 --> 2:30:40.000]  and get them at 50% off when you combo them.
[2:30:40.000 --> 2:30:42.000]  So popular, sold out for more than six months.
[2:30:42.000 --> 2:30:44.000]  Now, back in stock for a limited time
[2:30:44.000 --> 2:30:50.000]  in FullWarsStore.com, in FullWarsLifetime.com, or by calling toll-free,
[2:30:55.000 --> 2:31:00.000]  2017 has been a earth-shaking year.
[2:31:00.000 --> 2:31:04.000]  In 2018, guaranteed is even going to be wilder.
[2:31:04.000 --> 2:31:06.000]  In fact, my good friend Stephon Malanou said
[2:31:06.000 --> 2:31:08.000]  it's going to be like the Battle of the Gods,
[2:31:08.000 --> 2:31:11.000]  Ragnarok, so get ready ladies and gentlemen
[2:31:11.000 --> 2:31:14.000]  and that's why, thanking you for all your support,
[2:31:14.000 --> 2:31:16.000]  we are extending free shipping store-wide
[2:31:16.000 --> 2:31:19.000]  at FullWarsStore.com into early January
[2:31:19.000 --> 2:31:24.000]  and the massive 50% to 67% off all our best-selling items.
[2:31:24.000 --> 2:31:27.000]  So ladies and gentlemen, where it's colloidal silver or brain force
[2:31:27.000 --> 2:31:30.000]  or MycoZX or Floralife, they're now back in stock,
[2:31:30.000 --> 2:31:33.000]  they're all massively discounted with free shipping
[2:31:33.000 --> 2:31:35.000]  at FullWarsStore.com.
[2:31:35.000 --> 2:31:38.000]  Take advantage of it right through the new year
[2:31:38.000 --> 2:31:42.000]  in a salute to the FullWars and into a thanks to all of you
[2:31:42.000 --> 2:31:45.000]  that have made this operation possible.
