[00:00.000 --> 00:20.000]  Music
[2:12:30.900 --> 2:12:34.340]  came in we've shown the surveillance footage sort of attacking everybody hitting everybody
[2:12:34.340 --> 2:12:39.780]  so my son punched him pretty hard a couple times knocked him down the guy ran out cops showed up
[2:12:40.580 --> 2:12:44.500]  and the guy said i'm a black lives matter i'm protesting so the cops let the guy that was
[2:12:44.500 --> 2:12:49.380]  attacking everybody go and it's very very sad and and so that's really what we've reached here
[2:12:49.380 --> 2:12:56.020]  with soros taken over thousands of different da's and sheriffs and and you know former weathermen
[2:12:56.980 --> 2:13:01.780]  children you know in san francisco and so i could ask a lot of questions here john pierce
[2:13:01.780 --> 2:13:09.380]  uh and again with the legal team for call written house at uh tally kid jmp on twitter
[2:13:09.380 --> 2:13:16.340]  website free kyle usa dot com but for you and wendy written house what else do you want to
[2:13:16.340 --> 2:13:21.380]  talk about what else do you do do you want the public to know wendy about what's really happening
[2:13:21.380 --> 2:13:28.900]  here and where this is going you know um we need the donations and stuff like that because
[2:13:28.900 --> 2:13:36.660]  because we paid the two million dollar bail for him wasn't easy and now we're starting off
[2:13:36.660 --> 2:13:43.620]  scratch um free kyle usa dot com new website and everything like that we're selling merchandise
[2:13:44.580 --> 2:13:54.100]  from t-shirts the mods i know i'm gonna say it bikinis yes and um a lot of people are
[2:13:54.100 --> 2:14:02.500]  are disgusted by it but you know what i don't care i'm raising this money for my son's legal
[2:14:02.500 --> 2:14:08.900]  defense the security because we have um threats against our lives oh you should be proud of
[2:14:08.900 --> 2:14:11.940]  yourself of course the left trying to stop you from front rising that's the reason people should
[2:14:11.940 --> 2:14:18.340]  absolutely give their monsters let's black lives matter has gotten 10.6 billion dollars this year
[2:14:18.340 --> 2:14:24.820]  so far and almost no one running and is even blacks so let's talk about that how is kyle
[2:14:24.820 --> 2:14:31.220]  doing how was it in jail and and what are his spirits like mrs written house um he's with me
[2:14:31.220 --> 2:14:38.980]  right now he's in good spirit um you know we're trying to get back what we lost those 87 days
[2:14:38.980 --> 2:14:45.380]  you know every day i was praying to god that he will be coming home he came home november 20th
[2:14:45.380 --> 2:14:51.380]  you know one of the best days of my life you know i couldn't be i didn't want to leave him
[2:14:51.380 --> 2:14:58.740]  leave him you know when i saw him all i did was hug him knock his head off of course and you know
[2:14:58.740 --> 2:15:06.260]  he he's doing wonderful you know he's reading he's going through the videos of that night you know
[2:15:07.860 --> 2:15:13.780]  i couldn't be prouder of him you know he's a strong kid and i raised a strong young man
[2:15:13.780 --> 2:15:19.060]  and uh you know alex i'd like to touch on the uh the black lives matter theme that
[2:15:19.060 --> 2:15:23.140]  you mentioned um you know the connections of folks like george soros because this is
[2:15:23.140 --> 2:15:28.580]  this is a real uh issue and i'm not sure if your viewers know this um but the the district attorney
[2:15:28.580 --> 2:15:35.860]  in kenosha wisconsin uh michael gravely uh was in a six week uh extremely friendly
[2:15:36.420 --> 2:15:41.860]  personal texting uh relationship with one of the main black lives matter agitators
[2:15:41.860 --> 2:15:47.220]  in kenosha this texting relationship which included breakfast dates um in all manner of
[2:15:47.220 --> 2:15:55.940]  coordination occurred from the time span before during and after uh kenosha was burning down uh
[2:15:55.940 --> 2:16:02.020]  and included you know references uh by the black lives matter activists uh you know that the city
[2:16:02.980 --> 2:16:07.300]  you know was going to be was going to be burning and people were going to be coming in and uh things
[2:16:07.300 --> 2:16:13.860]  were not going to be good um and so you know low and behold um uh you know the rioters isolated
[2:16:13.860 --> 2:16:20.180]  their target uh they tried to kill him uh they didn't count on him defending himself as effectively
[2:16:20.180 --> 2:16:25.300]  uh and with as much restraint as he did and so you know now they have their uh you know
[2:16:25.300 --> 2:16:30.420]  sacrificial lamb that they're gonna try to go after it's right think about what the left's saying
[2:16:30.420 --> 2:16:35.540]  we're gonna organize we're gonna come to cities randomly burn things down we're gonna attack and
[2:16:35.540 --> 2:16:40.900]  kill people and the police are gonna stand down and if you defend yourself you're a criminal
[2:16:40.900 --> 2:16:44.900]  we're gonna throw the book at you this is terrorism this is them sending the message have you seen
[2:16:44.900 --> 2:16:49.140]  the videos where people come and are trying to attack a guy's house and he goes look i have a
[2:16:49.140 --> 2:16:55.220]  biden sign in my yard and they still keep attacking i mean the the left is trying to conjure
[2:16:55.220 --> 2:16:59.460]  a giant mob of criminals and most these folks aren't even black they're doing it in the name
[2:16:59.460 --> 2:17:04.420]  of black people so a bunch of convicted pedophiles and rapists uh literally can run around burning
[2:17:04.420 --> 2:17:11.060]  and looting this is just so sick this is yes it absolutely is and this is a as you're pointing
[2:17:11.060 --> 2:17:15.620]  out very effectively right now in a way that not too many people have this is a concerted effort
[2:17:15.620 --> 2:17:21.860]  this is a plan um uh you know i think about the viciousness of some of these folks you know we
[2:17:21.860 --> 2:17:27.780]  i i was in downtown canosha shortly after this happened there are there are houses multi-floor
[2:17:27.780 --> 2:17:33.780]  houses and apartments on that street shared an avenue uh that had children in the top floors
[2:17:33.780 --> 2:17:39.220]  that had disabled people on the top floors and those houses you know felt the need to spray paint
[2:17:39.220 --> 2:17:43.140]  on the outside of the houses that there were children and disabled people on the top floor
[2:17:43.140 --> 2:17:48.660]  please don't burn the house down because those people will be burned alive uh and you think that
[2:17:48.660 --> 2:17:53.620]  you know that that had any impact or or or or stopped these folks oh it's hard for me to watch
[2:17:53.620 --> 2:17:58.340]  not just there but the videos out of oregon and and seattle where they march into middle class
[2:17:58.340 --> 2:18:02.820]  neighborhoods and say we're gonna burn your house down you see little kids looking out the window
[2:18:02.820 --> 2:18:10.180]  i mean this is so villainous yeah it absolutely is and i tell you it's it's it's gotta stop it's
[2:18:10.180 --> 2:18:15.700]  gotta stop now uh and it's gonna stop and i will say that uh you know we we saw you out there uh
[2:18:15.700 --> 2:18:20.980]  you know watching in in one of those recent rallies in dc and and god bless you for it and uh
[2:18:20.980 --> 2:18:26.260]  you know if if by chance uh this pretender go by and gets inaugurated um you know in a few weeks
[2:18:26.260 --> 2:18:30.900]  i think one of the positive things that's gonna come out of it is there you know their tactics
[2:18:30.900 --> 2:18:36.020]  have been exposed there is going to be a rage and an energy which which i know you you have tapped
[2:18:36.020 --> 2:18:42.820]  into and and you're a real leader on that front um but uh i tell you what regular americans are slow
[2:18:42.820 --> 2:18:48.660]  to anger uh but when that arsenal democracy uh gets fired up um it's not good for the other you use
[2:18:48.660 --> 2:18:53.780]  the perfect word he's a pretender and the whole media saying he's the president elect with despite
[2:18:53.780 --> 2:18:58.580]  the evidence is a giant sigh up against us all it's just insane it's like it's like everything
[2:18:58.580 --> 2:19:04.100]  they do it's just total lies yeah that's right and and you know again as you know and as you've
[2:19:04.100 --> 2:19:08.820]  talked about there has been a long march uh through the institutions over the past uh a few decades
[2:19:08.820 --> 2:19:14.260]  it's very similar to the malice revolution um in china and the chinese communist party uh their
[2:19:14.260 --> 2:19:18.660]  tactics are very clear they attempt to destroy everything sacred in a society they attempt
[2:19:18.660 --> 2:19:24.980]  to they tear down statues they try to destroy history they try to destroy our faith in god
[2:19:24.980 --> 2:19:31.300]  and they try to capture the key uh cultural elite institutions such as the media such as academia
[2:19:31.300 --> 2:19:37.620]  such as you know the the financial institutions and and today such as big tech um and and they've
