[00:00:04.497 --> 00:00:06.372]  Mechanism, not globalism!
[02:09:43.905 --> 02:09:51.192]  Some legal experts have said that President Obama could close off that opportunity if he pardons Hillary Clinton.
[02:09:51.192 --> 02:09:54.054]  Is that something that the President is considering doing?
[02:09:54.054 --> 02:09:57.378]  Well, Jordan, as you know, the President has
[02:09:59.409 --> 02:10:13.294]  Offered clemency to a substantial number of Americans who were previously serving time in federal prisons.
[02:10:13.294 --> 02:10:19.436]  And we didn't talk in advance about the President's plans to offer clemency to any of those individuals.
[02:10:19.436 --> 02:10:25.919]  And that's because we don't talk about the President's thinking, particularly with respect to any specific cases.
[02:10:28.223 --> 02:10:34.387]  That may apply to, you know, pardons or commutations.
[02:10:34.387 --> 02:10:35.328]  All right.
[02:10:35.328 --> 02:10:43.974]  Now, next, we have Vladimir Putin congratulating one of the first world leaders to do it yesterday at a state event for the victory.
[02:10:43.974 --> 02:10:53.861]  And he, of course, said last week, this will be a vote against globalism and for national sovereignty against elites that have hijacked the United States, similar to the elites that have hijacked Russia.
[02:10:53.861 --> 02:10:55.282]  Well, it's the exact same elites.
[02:10:55.282 --> 02:10:56.923]  So this is the world
[02:10:58.114 --> 02:11:02.155]  Pulling away from the exploitive garbage that is Obamacare and all of it.
[02:11:02.155 --> 02:11:10.716]  And Trump has come out and said he's moving forward with meetings today with the Republicans to push to build the wall and to repeal Obamacare.
[02:11:10.716 --> 02:11:12.316]  So this is the big first test.
[02:11:12.316 --> 02:11:17.357]  And Trump, as he's told you publicly and myself publicly and privately, I will not disappoint you.
[02:11:17.357 --> 02:11:20.978]  He is going to shed his will and your will against them.
[02:11:20.978 --> 02:11:25.299]  And if he can do this, he'll be as great as George Washington or greater if he's able to carry this out.
[02:11:25.299 --> 02:11:26.779]  Already the feet of the landslide.
[02:11:27.921 --> 02:11:29.562]  against their fraud and the rest of it.
[02:11:29.562 --> 02:11:34.586]  Ben Harris confirmed they stole some states from Trump.
[02:11:34.586 --> 02:11:41.612]  Our victory is huge and is seismic and repudiates everything they're doing and everything they stand for.
[02:11:41.612 --> 02:11:43.554]  It also shows their arrogance.
[02:11:43.554 --> 02:11:50.499]  They really believed they were invincible like every other elite has in history and that's what's so dangerous because now we have nuclear weapons.
[02:11:50.499 --> 02:11:56.724]  We can't have the mistakes that other people made like a Hitler or a Mussolini or a
[02:11:58.581 --> 02:12:00.642]  You know, somebody like Napoleon.
[02:12:00.642 --> 02:12:02.604]  It can't be done now.
[02:12:02.604 --> 02:12:05.145]  And they're so disconnected, they're so arrogant.
[02:12:05.145 --> 02:12:09.288]  Billions spent, Hollywood, everything they had thrown at the American people.
[02:12:09.288 --> 02:12:11.610]  World leaders lecturing us, everyone telling us we couldn't.
[02:12:12.355 --> 02:12:13.475]  And they're now in stun.
[02:12:13.475 --> 02:12:17.777]  We'll talk to John Rappaport about the paradigm shift, the sea chains this year, and where he sees them going next.
[02:12:17.777 --> 02:12:20.477]  But they can set a nuke off and blame it on Patriots.
[02:12:20.477 --> 02:12:22.878]  They can blow up a school and say we did it.
[02:12:22.878 --> 02:12:24.699]  These folks are arrogant.
[02:12:24.699 --> 02:12:31.020]  Hopefully they've been knocked down enough that they don't cause some chain reaction, because we know they want a civil war.
[02:12:31.020 --> 02:12:34.381]  And I told you folks, they start that, we win even bigger.
[02:12:34.381 --> 02:12:35.362]  I don't want to go down that road.
[02:12:35.362 --> 02:12:38.042]  It's going to be messy and dangerous.
[02:12:38.042 --> 02:12:40.183]  But I told them they were going to lose this.
[02:12:41.567 --> 02:12:42.928]  Told you we had internal polls.
[02:12:42.928 --> 02:12:44.369]  I talked to so many polling agencies.
[02:12:44.369 --> 02:12:46.090]  I talked to other folks.
[02:12:46.090 --> 02:12:48.931]  Obviously, the Trump campaign did not want it out.
[02:12:48.931 --> 02:12:50.392]  That's why I kept saying, it's rigged, folks.
[02:12:50.392 --> 02:12:51.093]  It's rigged.
[02:12:51.093 --> 02:12:54.635]  They would go out and get 10, 15 polls.
[02:12:54.635 --> 02:12:58.297]  Big corporate top polls, but private polls.
[02:12:58.297 --> 02:13:02.059]  Because they won't even do them for you unless they do their methodology and just do straight up polling to this.
[02:13:02.059 --> 02:13:03.440]  And he was way ahead.
[02:13:03.440 --> 02:13:05.001]  I told you that.
[02:13:05.001 --> 02:13:08.363]  So we're going to play this clip, then take a few calls and go to Ravaport, then back to calls.
[02:13:08.363 --> 02:13:09.684]  But right now, here's Putin.
[02:13:10.936 --> 02:13:11.977]  Ladies and gentlemen.
[02:13:11.977 --> 02:13:16.923]  A few hours ago, presidential elections have finished in the United States of America.
[02:13:16.923 --> 02:13:20.627]  We have been following this campaign with attention.
[02:13:32.315 --> 02:13:45.758]  And I'd like to congratulate the American people with the end of the electoral cycle.
[02:13:45.758 --> 02:13:50.600]  And I'd also like to congratulate Mr. Donald Trump with his victory in these elections.
[02:13:53.993 --> 02:14:05.756]  We have heard his electoral slogans when he was still a candidate of the President.
[02:14:05.756 --> 02:14:10.097]  And he spoke about resuming and restoring relations between Russia and the United States.
[02:14:16.539 --> 02:14:24.910]  We understand that the way to that would be difficult, taking into account the current state of degradation of relations between the US and Russia.
[02:14:35.623 --> 02:14:39.825]  And as I have repeatedly said, that is not our fault that the Russian-American relations are in that poor state.
[02:14:39.825 --> 02:14:44.628]  But Russia is ready and wants to restore the full-fledged relations with the United States.
[02:15:01.698 --> 02:15:05.340]  I repeat, we understand that this will be a difficult way, but we are ready to play our part in it.
[02:15:05.340 --> 02:15:09.803]  And do everything to return the Russian-American relations to the stable and sustainable development track.
[02:15:27.234 --> 02:15:30.997]  The full statement is up on Infowars.com.
[02:15:30.997 --> 02:15:33.839]  Trump did better than Romney among Hispanics and blacks.
[02:15:33.839 --> 02:15:34.019]  U.S.
[02:15:34.019 --> 02:15:40.544]  stocks jump along with bond yields after Trump shock peso falls.
[02:15:40.544 --> 02:15:45.548]  And we got all the clips of Obama saying he'd never be president, making jokes, Hillary, the mainstream media.
[02:15:45.548 --> 02:15:50.572]  This isn't some foil where, you know, he's really an operative and they tricked the globalists or they tricked us.
[02:15:50.572 --> 02:15:53.734]  This is 100% real, folks, and they are in panic.
[02:15:53.734 --> 02:15:55.456]  Will they back off and be more sane?
[02:15:56.994 --> 02:16:00.836]  Or will they go ahead with the economic system of trying to have a controlled economy and make everybody else poor?
[02:16:00.836 --> 02:16:02.636]  Because that's their admitted plan.
[02:16:02.636 --> 02:16:06.678]  And that's not popular with almost anybody.
[02:16:06.678 --> 02:16:07.639]  How will they counter-strike?
[02:16:07.639 --> 02:16:10.040]  We're going to your calls, a few of them there.
[02:16:10.040 --> 02:16:13.201]  As I said, the John Rappaport, NoMoreFakeNews.com, and then back to calls.
[02:16:13.201 --> 02:16:15.342]  Andrew in the UK, thanks for holding, you're on the air.
[02:16:15.342 --> 02:16:18.203]  Hello.
[02:16:18.203 --> 02:16:20.244]  Welcome.
[02:16:20.244 --> 02:16:20.984]  Yeah, hi.
[02:16:20.984 --> 02:16:24.886]  I want to explain because I've got a Twitter account and I'm always on Twitter.
[02:16:25.840 --> 02:16:35.563]  And, um, I've seen today the gentleman at the, um, junction, the road junction with his car getting beaten by the other gentleman.
[02:16:35.563 --> 02:16:38.244]  I use the word gentleman loosely on that.
[02:16:38.244 --> 02:16:42.106]  And, uh, I remember Charlotte and what went on in Charlotte.
[02:16:42.106 --> 02:16:48.088]  And I'm just now waiting to see the BLM be activated and for the real violence to start.
[02:16:48.088 --> 02:16:49.168]  And I'm getting quite angry.
[02:16:49.168 --> 02:16:50.248]  I'm sat here shaking.
[02:16:50.248 --> 02:16:51.669]  I wish I was in your country, my son.
[02:16:53.052 --> 02:17:00.434]  Well, let me tell you, the problem is that they want to ignite civil unrest and then say that it's a race war.
[02:17:00.434 --> 02:17:05.676]  And it's just a lot of really dumb teenagers and thug types that are taught that it's cool to go beat up an old man.
[02:17:05.676 --> 02:17:06.756]  A lot of it isn't happening.
[02:17:06.756 --> 02:17:09.557]  This happened in Chicago because a lot of folks don't pack.
[02:17:09.557 --> 02:17:12.898]  A lot of it didn't happen in Texas because they know a lot of people are armed.
[02:17:12.898 --> 02:17:13.818]  It's very, very sad.
[02:17:13.818 --> 02:17:15.139]  It's the media manipulating people.
[02:17:16.099 --> 02:17:16.339]  Very well.
[02:17:42.481 --> 02:17:52.015]  I hope it all plays out, and it plays out well, and you stop me, because the way I look at Lenin is the way I looked at the IRA through the troubles when I was in the military.
[02:17:52.015 --> 02:17:58.404]  They are a domestic terrorist organisation now, funded by George Soros and Rockefeller and all the other foundations.
[02:17:58.404 --> 02:17:59.265]  Just throw money at them.
[02:17:59.645 --> 02:18:02.707]  You don't know where that money goes, but obviously they know where the money goes.
[02:18:02.707 --> 02:18:07.589]  Well, that's an interesting point you make, that George Soros was also involved in everything, basically.
[02:18:07.589 --> 02:18:15.012]  I don't know how he's... How is he able to travel freely when he's been caught funding every destabilization group under the sun?
[02:18:15.012 --> 02:18:19.454]  He's got more money and more power than all of us put together, dude.
[02:18:19.454 --> 02:18:20.655]  He killed Ukraine.
[02:18:20.655 --> 02:18:25.837]  The top 5% of Ukrainians ruined the country.
[02:18:25.837 --> 02:18:26.137]  Not the 95%.
[02:18:28.277 --> 02:18:29.698]  And yet you're picking on Russia.
[02:18:29.698 --> 02:18:31.600]  What the hell, mate?
[02:18:31.600 --> 02:18:33.762]  You don't do stuff like that, buddy.
[02:18:33.762 --> 02:18:35.764]  You don't poke a bear like Russia.
[02:18:35.764 --> 02:18:38.847]  Russia lost 20 million men in the Second World War.
[02:18:38.847 --> 02:18:44.612]  Do you honestly think that they're not gonna be bothered about losing 20 million more to destroy your flock?
[02:18:44.612 --> 02:18:44.952]  Really?
[02:18:44.952 --> 02:18:48.716]  Well, that's right, Anne.
[02:18:49.645 --> 02:18:58.907]  We have George Soros banned from Russia and they kicked out all his groups last year and our media said that Russia was a tyranny for kicking out thousands of operatives, U.S.
[02:18:58.907 --> 02:19:00.347]  citizens and others, in there.
[02:19:00.347 --> 02:19:03.728]  I can't believe they're even letting Soros operate until last year.
[02:19:03.728 --> 02:19:05.108]  We should let him operate.
[02:19:05.108 --> 02:19:06.489]  This isn't free speech.
[02:19:06.489 --> 02:19:08.289]  He is a globalist criminal.
[02:19:08.289 --> 02:19:10.170]  A frickin' international terrorist.
[02:19:10.170 --> 02:19:12.310]  And I want Donald Trump to have his ass thrown in prison.
[02:19:12.310 --> 02:19:14.430]  I'm tired of him.
[02:19:14.430 --> 02:19:16.351]  About two weeks ago, and it was...
[02:19:17.534 --> 02:19:20.116]  I think it was Port Russia or something like that.
[02:19:20.116 --> 02:19:21.417]  The first bit.
[02:19:21.417 --> 02:19:24.000]  And then it went to another bit, which was a Russian newspaper.
[02:19:24.000 --> 02:19:32.688]  It was a photo of a Russian newspaper and then it had the English subtitles to what they were saying.
[02:19:32.688 --> 02:19:33.248]  Sure.
[02:19:33.248 --> 02:19:39.634]  And basically they put a $100 million reward, death or life bounty, on his head.
[02:19:39.634 --> 02:19:40.875]  If you hide it in the US,
[02:19:41.570 --> 02:19:42.451]  He's in trouble.
[02:19:42.451 --> 02:19:44.452]  If he hides in Europe, he's in trouble.
[02:19:44.452 --> 02:19:47.113]  The only place he can go is the Middle East.
[02:19:47.113 --> 02:19:47.954]  And he'll be in trouble there.
[02:19:57.819 --> 02:20:02.441]  And now that he's moved and stuff, he's been moving the last few months, he's going to be co-hosting some and also hosting by himself some.
[02:20:02.441 --> 02:20:04.882]  He's invited here to host once a week for an hour if he'd like to.
[02:20:04.882 --> 02:20:05.982]  He does a great job.
[02:20:05.982 --> 02:20:07.302]  NoMoreFakeNews.com.
[02:20:07.302 --> 02:20:09.623]  Again, I'm Alex Jones, your host.
[02:20:09.623 --> 02:20:14.305]  We're going to go to David in Nevada and again, Monika and Justin and Dave and others.
[02:20:14.305 --> 02:20:25.229]  But when you think about the repudiation of the entire global government, corporate, Anglo-American establishment, that's what they call themselves.
[02:20:26.468 --> 02:20:39.935]  When you look at the repudiation of it, and people worldwide against it, it's very sickening to see how they're using race-based systems when they're called the Anglo-American establishment.
