[00:00.000 --> 00:16.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[02:32:42.680 --> 02:32:55.680]  Experience pure Methylcobalamin B12 for yourself and fund the Second American Revolution against the tyrants at infowarsstore.com, infowarslife.com, or AAA-253-3139.
[02:33:13.680 --> 02:33:19.680]  From the front lines of the Information War, it's Alex Jones.
[02:33:19.680 --> 02:33:23.680]  Mother. Mother.
[02:33:23.680 --> 02:33:30.680]  Tell your children not to walk my way. Tell your children not to hear my words.
[02:33:30.680 --> 02:33:32.680]  What they mean, what they say.
[02:33:32.680 --> 02:33:36.680]  Mother. Mother.
[02:33:36.680 --> 02:33:39.680]  Can you keep them in the dark for five?
[02:33:39.680 --> 02:33:43.680]  Can you hide them from the winging world?
[02:33:43.680 --> 02:33:48.680]  Oh, you can't Tim Cook. You can't Obama.
[02:33:48.680 --> 02:33:51.680]  Father. Father.
[02:33:51.680 --> 02:33:54.680]  I'm going to take your daughter out tonight.
[02:33:54.680 --> 02:33:58.680]  I'm going to show her my world.
[02:33:58.680 --> 02:34:01.680]  You're not going to stop this signal. You're going to fail.
[02:34:01.680 --> 02:34:04.680]  That's why you're a bunch of globalist followers.
[02:34:04.680 --> 02:34:07.680]  Not about to bend our knees to you.
[02:34:07.680 --> 02:34:12.680]  But if you want to bang heads, you're going to get to.
[02:34:12.680 --> 02:34:15.680]  Going back to Count Dankula.
[02:34:15.680 --> 02:34:25.680]  You know, the tip of the spear of the enemy is saying a comedian, a successful comedian, can't have his pug, Hal Hitler.
[02:34:25.680 --> 02:34:28.680]  Saying John Cleese can't do that.
[02:34:28.680 --> 02:34:31.680]  And people can spin that all day and say, oh, don't whine about it.
[02:34:31.680 --> 02:34:36.680]  We're just going to let you be arrested in England, arrested in England,
[02:34:36.680 --> 02:34:39.680]  arrested in the birthplace of supposedly free speech.
[02:34:39.680 --> 02:34:42.680]  My God, what's next? Well, we know what's next.
[02:34:42.680 --> 02:34:48.680]  We'll arrest you if you don't use the right word for he or she or if you if you misgender somebody.
[02:34:48.680 --> 02:34:51.680]  They're always moving the gold post. Count Dankula.
[02:34:51.680 --> 02:34:55.680]  Where do you think they'll move the gold post next?
[02:34:55.680 --> 02:34:57.680]  I think it's going to be right now.
[02:34:57.680 --> 02:35:00.680]  It is starting with anything in relation to diversity.
[02:35:00.680 --> 02:35:06.680]  I believe that diversity is being used as an excuse to bring these things in.
[02:35:06.680 --> 02:35:15.680]  Because, for example, you know, if you make any racist comments, comments about transgender people, comments about LGBT, so on and so on.
[02:35:15.680 --> 02:35:23.680]  If you try and defend your speech or defend someone's rights to do that, then it's very, very easy for them to paint you as a racist Nazi, bigot, et cetera, et cetera.
[02:35:23.680 --> 02:35:29.680]  And these are terms where anyone branded them has already been dehumanized to the point where people can do whatever they want to these people.
[02:35:29.680 --> 02:35:34.680]  These people technically aren't human. You can do whatever you want to them, guilt free.
[02:35:34.680 --> 02:35:40.680]  So nobody wants to be associated with those terms. You know, people are trying their hardest to stay the hell away from those terms.
[02:35:40.680 --> 02:35:47.680]  And so that is why people don't come out and speak out against, you know, free speech being restricted in regards to diversity.
[02:35:47.680 --> 02:35:53.680]  Because if you say, well, no, even though these things are mean, they are horrible, people should still be allowed to say them.
[02:35:53.680 --> 02:35:56.680]  You're painted as being against diversity.
[02:35:56.680 --> 02:35:58.680]  Exactly. And that's how they do it.
[02:35:58.680 --> 02:36:05.680]  Because every major comedian I see, when Norm MacDonald or something says the word retarded, which is a scientific word, they go, oh, he didn't mean to hurt.
[02:36:05.680 --> 02:36:07.680]  He's sorry. He won't say it anymore.
[02:36:07.680 --> 02:36:11.680]  No, retarded is a scientific word like homosexual or heterosexual.
[02:36:11.680 --> 02:36:17.680]  And we have to get back in the West to saying, even though you disagree with the speech, people have a right to do it.
[02:36:17.680 --> 02:36:20.680]  But they're tricking everyone to change laws to do this.
[02:36:20.680 --> 02:36:23.680]  They're suing me trying to create case law to do this.
[02:36:23.680 --> 02:36:27.680]  And it is total authoritarianism. I want to bring something else up to you.
[02:36:27.680 --> 02:36:41.680]  The right wing, you don't do this, but the right wing tends to jump on bandwagons and go, oh, the left says, if a white person is photographed eating fried chicken near black people, it's code word of making fun of black people.
[02:36:41.680 --> 02:36:43.680]  That's totally mentally ill.
[02:36:43.680 --> 02:36:46.680]  All over the South, people eat fried chicken.
[02:36:46.680 --> 02:36:48.680]  It doesn't matter what color you are.
[02:36:48.680 --> 02:36:50.680]  It's some weird northern projection.
[02:36:50.680 --> 02:36:58.680]  Two years ago, Bill Clinton was at a event and was serving the food that was there in the South.
[02:36:58.680 --> 02:36:59.680]  It had to be chicken.
[02:36:59.680 --> 02:37:00.680]  Black people were eating it.
[02:37:00.680 --> 02:37:04.680]  And the media said it was racist and it was wrong.
[02:37:04.680 --> 02:37:10.680]  And the right wing jumped on it because this is what people eat probably half the time in many areas of where I live.
[02:37:10.680 --> 02:37:12.680]  I eat fried chicken probably once or twice a week.
[02:37:12.680 --> 02:37:14.680]  But the point is it's insane.
[02:37:14.680 --> 02:37:18.680]  Like saying a teapot has the image of Hitler in it.
[02:37:18.680 --> 02:37:27.680]  And now the right wing has jumped on it and said, oh, look, Sanders has really screwed up at a restaurant at a food event saying this is great fried chicken and holding it up.
[02:37:27.680 --> 02:37:31.680]  Even though he'd hold up any other food that was finger food.
[02:37:31.680 --> 02:37:34.680]  So this is an attempt to create mass psychosis.
[02:37:34.680 --> 02:37:39.680]  So I got, then they're not a sponsor, Popeyes fried chicken right here.
[02:37:39.680 --> 02:37:43.680]  And I'm going to tell you, I'm going to hold this sucker up right here.
[02:37:43.680 --> 02:37:45.680]  And I'm going to say this is really, really good.
[02:37:45.680 --> 02:37:50.680]  And again, the idea that everything is racist.
[02:37:50.680 --> 02:37:51.680]  Everything is bad.
[02:37:51.680 --> 02:37:53.680]  They're, they're doing this on purpose in my view.
[02:37:53.680 --> 02:37:56.680]  Count Dankula, how bad do you think it's going to get?
[02:37:56.680 --> 02:37:57.680]  I think it is going to get worse.
[02:37:57.680 --> 02:38:01.680]  I think they're trying to encourage it on both sides.
[02:38:01.680 --> 02:38:06.680]  So basically the most, the vast majority of cancel culture right now comes from the far left.
[02:38:06.680 --> 02:38:09.680]  I'm trying not to use the term the left because it isn't all of them.
[02:38:09.680 --> 02:38:14.680]  A lot of people on the left get censored themselves because they are not left enough.
[02:38:14.680 --> 02:38:17.680]  You know, they get kicked out of universities, they get their talk shut down and so on.
[02:38:17.680 --> 02:38:21.680]  Now, the vast majority of cancel culture censorship comes from the far left.
[02:38:21.680 --> 02:38:26.680]  And I'm trying to get people that are on the right to not fall into the trap of,
[02:38:26.680 --> 02:38:29.680]  oh, well, we're just going to use their own tactics against them.
[02:38:29.680 --> 02:38:33.680]  We're going to appeal to the higher powers and the establishment and the raging mob
[02:38:33.680 --> 02:38:35.680]  to cancel and censor these people.
[02:38:35.680 --> 02:38:39.680]  And I'm trying to pull the leash back on that and go, no, do not do that.
[02:38:39.680 --> 02:38:41.680]  You're simply feeding into the narrative of both sides.
[02:38:41.680 --> 02:38:44.680]  Normalize censoring each other, then everyone gets censored.
[02:38:44.680 --> 02:38:46.680]  Nobody wins at the end of the day.
[02:38:46.680 --> 02:38:48.680]  It's just mutually assured destruction.
[02:38:48.680 --> 02:38:54.680]  So, you know, for example, if Bernie Sanders walked up to a synagogue and did a Nazi salute
[02:38:54.680 --> 02:38:59.680]  in a Jewish man's face, then yes, I would understand if that caused a little bit of outrage.
[02:38:59.680 --> 02:39:05.680]  But trying to say that basically serving fried chicken at an event that black people were attending,
[02:39:05.680 --> 02:39:08.680]  that's a reach. Everybody likes fried chicken.
[02:39:08.680 --> 02:39:10.680]  Right, there's nothing racist about it.
[02:39:10.680 --> 02:39:14.680]  Everybody likes fried chicken.
[02:39:14.680 --> 02:39:16.680]  Please continue.
[02:39:16.680 --> 02:39:23.680]  It's just, I just don't like the reaches.
[02:39:23.680 --> 02:39:25.680]  Don't you want some now?
[02:39:25.680 --> 02:39:26.680]  I kind of do.
[02:39:26.680 --> 02:39:28.680]  Yeah, you're making me a little bit hungry.
[02:39:28.680 --> 02:39:29.680]  Yeah, I'm not going to lie.
[02:39:29.680 --> 02:39:31.680]  I'm trying to focus on what I'm saying.
[02:39:31.680 --> 02:39:36.680]  But I think you try to find racism and outrage and, you know,
