[00:00:03.004 --> 00:00:04.945]  Big show.
[02:12:53.086 --> 02:13:09.713]  Specifically, to investigate leads that he picked up about the role that a former and probably current Central Intelligence Agency facility called the Pinal Air Park in Marana, Arizona, between Phoenix and Tucson.
[02:13:09.713 --> 02:13:16.636]  Phil Marshall came here to investigate leads, as I mentioned, that would have questioned the official 9-11 story.
[02:13:17.976 --> 02:13:28.175]  And it was these leads, this information that Phil Marshall obtained at the Pinal Airpark that ultimately led to his death.
[02:13:29.392 --> 02:13:34.535]  The deaths of his teenage son, his teenage daughter, and even the family dog.
[02:13:34.535 --> 02:13:47.963]  The Calaveras County Sheriff concluded that Phil Marshall, with a mix of alcohol and drugs, went into a rage, killed his two children, killed the family dog, and then turned the gun on himself.
[02:13:47.963 --> 02:13:50.885]  After our investigation here at the Pinal Airpark,
[02:13:51.705 --> 02:13:52.805]  Uh, where we spend time.
[02:13:52.805 --> 02:13:57.827]  It's quite clear that Pinal does hold the key to the 9-11 mystery.
[02:13:57.827 --> 02:14:02.248]  There have been attacks in two American cities, New York and in Washington.
[02:14:02.248 --> 02:14:06.108]  The trade centers here in New York have been hit by airplanes.
[02:14:06.108 --> 02:14:09.329]  In Washington, there is a large fire at the Pentagon.
[02:14:09.329 --> 02:14:12.030]  The Pentagon has been evacuated.
[02:14:12.030 --> 02:14:20.572]  And there, as you can see, perhaps the second tower, the front tower, the top portion of which is collapsing.
[02:14:20.572 --> 02:14:20.972]  Good Lord.
[02:14:22.185 --> 02:14:27.648]  At Canal, which has seen a different ownership over the years.
[02:14:27.648 --> 02:14:34.152]  At one time, it was a facility where several CIA airlines were based.
[02:14:34.152 --> 02:14:51.603]  These airline companies were organized by George Dooley, the CIA man who created Civil Air Transport, Southern Air Transport, Air America, from the movie by the same name, starring Mel Gibson.
[02:14:52.423 --> 02:14:54.084]  Also, Intermountain Aviation.
[02:14:54.084 --> 02:15:00.567]  Phil Marshall, of course, had some dealings working with Intermountain Aviation out of Maine, Arkansas.
[02:15:00.567 --> 02:15:09.612]  So, then it became Evergreen International, and now it's known as the Marana Aerospace Solutions.
[02:15:09.612 --> 02:15:16.355]  But before it became Marana Aerospace Solutions, Evergreen, which was a CIA proprietary company, sold
[02:15:17.615 --> 02:15:37.906]  It's assets to a company called Relativity LLC out of Virginia, specifically out of Arlington, Virginia, located in the Roslyn area where a lot of CIA operations are located, front companies, and Relativity turns out it's owned by the Carlyle Group.
[02:15:37.906 --> 02:15:39.286]  Yes, that Carlyle Group.
[02:15:39.286 --> 02:15:40.127]  The Carlyle Group
[02:15:40.547 --> 02:16:04.305]  That was partly owned by the Bin Laden family and the Bush family that figured so prominently over the years and not only everything including the support for Saddam Hussein in the 1980s and his war with Iran but also now as we discovered Carlisle played a significant role in the 9-11 mystery.
[02:16:04.305 --> 02:16:08.027]  Beyond being the boneyard for these aircraft that
[02:16:10.345 --> 02:16:18.052]  The Marana facility also what they do there is they bring planes in to do quick maintenance.
[02:16:18.052 --> 02:16:28.243]  They take planes in there to do maintenance and then putting them in storage and then from storage these aircraft can be put back into active service.
[02:16:28.243 --> 02:16:30.345]  But also what we learned is that
[02:16:31.105 --> 02:16:44.172]  At the Pinal Airpark, they have the capability to fabricate new parts and take parts from different aircraft and cobble them together to create what might be called a drop plane.
[02:16:44.172 --> 02:16:55.379]  We all know that a drop gun is pieces of various weapons put together to create a new weapon, which there's no obvious track record for.
[02:16:55.379 --> 02:16:57.640]  The serial numbers are shaved off.
[02:16:57.640 --> 02:16:59.541]  Well, the same thing can be done to an aircraft.
[02:17:00.422 --> 02:17:13.652]  It's quite clear that the capability at the Pinal Airpark included taking parts of planes and creating new aircraft, which of course could have drone technology then put in place.
[02:17:13.652 --> 02:17:18.917]  Here's the Air Force General talking to Congress on C-SPAN about remote controlling of aircraft.
[02:17:18.917 --> 02:17:23.721]  Because, see, if they can remote control them, they can nerve gas everybody and remote control them into the buildings.
[02:17:24.744 --> 02:17:32.174]  And all it takes is a very small group of people that have the codes to do it, and then the rest of the military thinks, hey, Mohammed Adda and all these guys got on the planes.
[02:17:32.174 --> 02:17:34.538]  They're taking part in the drill, which we know is going on.
[02:17:35.888 --> 02:17:36.648]  See how that works?
[02:17:36.648 --> 02:17:37.569]  Let's go to the clip.
[02:17:37.569 --> 02:17:41.130]  Missiles with inert warheads and other sophisticated gear.
[02:17:41.130 --> 02:18:04.958]  What have you guys done to equip our air guard and other NORAD potentially assigned units with the training, with the rules of engagement, and the hardware that gives them an option other than what we have now, which is just to destroy the aircraft and all its passengers?
[02:18:05.638 --> 02:18:15.606]  I'm aware of at least one program which is classified so we can either talk about it offline or provide you the classified paper on it.
[02:18:15.606 --> 02:18:19.349]  There may be others to do exactly that.
[02:18:19.349 --> 02:18:21.371]  Okay, and people say, oh no, they're talking about missiles there.
[02:18:21.371 --> 02:18:21.971]  No, they're not.
[02:18:21.971 --> 02:18:24.513]  Here's Bush in PBS.
[02:18:24.513 --> 02:18:26.375]  Bush announces new security measures.
[02:18:28.376 --> 02:18:33.698]  To enable air traffic controllers to take over a distressed aircraft and land it by remote control, okay?
[02:18:33.698 --> 02:18:35.399]  That's what the program is.
[02:18:35.399 --> 02:18:36.859]  That's what's going on.
[02:18:36.859 --> 02:18:57.968]  What Phil Marshall, who was qualified on both aircraft, obviously discovered in his own investigation was that there was a distinct possibility that some of the aircraft used, or all of the aircraft used on 9-11, were hybrid aircraft created for the purpose of being droned and being put into the
[02:18:58.508 --> 02:19:00.749]  For InfoWars.com, I'm Wayne Mattson.
[02:19:21.357 --> 02:19:27.219]  And again it's very powerful video because really nobody's ever gotten into that base until now.
[02:19:27.219 --> 02:19:40.183]  We've shot a few movies there but before it was totally closed getting a special authorization there's a little no man's land period where it was open for the next few months by permission you can get in now and we're going to actually put out some of the raw video of the
[02:19:41.508 --> 02:19:57.768]  aircraft boneyard because it's interesting just in a lonely kind of spooky way in and of itself when we come back gun sales set record for six months in a row and the ghost war in syria russian spitsnats up against us special forces
[02:19:58.885 --> 02:20:08.327]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:08.327 --> 02:20:12.747]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:12.747 --> 02:20:18.708]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:20:18.708 --> 02:20:21.609]  Buy now at DefenderShield.com.
[02:20:21.609 --> 02:20:24.009]  For 10% off, use promo code GCN.
[02:20:24.009 --> 02:20:27.530]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[02:20:28.953 --> 02:20:29.753]  This is Dan Pilla.
[02:20:29.753 --> 02:20:31.554]  Do you owe the IRS money you can't pay?
[02:20:31.554 --> 02:20:33.215]  Are tax debts crippling you?
[02:20:33.215 --> 02:20:36.037]  I've defended people from the IRS for over 30 years.
[02:20:36.037 --> 02:20:38.318]  I've helped thousands and I can help you too.
[02:20:38.318 --> 02:20:42.841]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[02:20:42.841 --> 02:20:46.783]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:20:46.783 --> 02:20:50.545]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:20:50.545 --> 02:20:50.965]  Call 800-34-NO-TAX.
[02:20:50.965 --> 02:20:52.606]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:20:58.052 --> 02:21:01.354]  This is a message for men concerned about prostate health.
[02:21:01.354 --> 02:21:07.779]  You may qualify to take part in a special offer for Peak Life Prostate, America's premier prostate formula.
[02:21:07.779 --> 02:21:12.542]  But supplies are limited, so to qualify you must answer yes to one of the following.
[02:21:12.542 --> 02:21:15.604]  Are you looking to maintain a normal prostate size?
[02:21:15.604 --> 02:21:17.526]  Are you urinating more often?
[02:21:17.526 --> 02:21:19.747]  Do you wake up at night to urinate?
[02:21:19.747 --> 02:21:25.151]  If you said yes to any of these, you qualify for a free supply of Peak Life Prostate.
[02:21:25.151 --> 02:21:26.832]  You only pay shipping and handling.
[02:21:27.112 --> 02:21:27.312]  Thank you.
[02:21:51.563 --> 02:21:51.983]  1-800-935-6435.
[02:21:51.983 --> 02:21:55.265]  1-800-935-6435.
[02:21:55.265 --> 02:22:10.912]  Atmospheric aluminum, mercury exposure, estrogen toxins from plastics, microwaves from cell phones and smart meters, and low quality foods, all combined to create conditions for the very high incidence of disease in our society.
[02:22:10.912 --> 02:22:11.652]  Now more than ever,
[02:22:11.812 --> 02:22:19.435]  We all need to be consuming those foods and herbs that epigenetically signal the cells of our body to produce energy, create proteins, and detoxify.
[02:22:19.435 --> 02:22:25.417]  When we properly support our bodies, then even in these toxic times, we can promote and achieve excellent health.
[02:22:25.417 --> 02:22:27.718]  One World Way is the first energetically encoded
[02:22:28.058 --> 02:22:28.638]  I think so.
[02:22:59.136 --> 02:23:03.098]  Thousands of people seeking home security get ripped off every day.
[02:23:03.098 --> 02:23:07.139]  And the home security industry wants you to believe that's your only option.
[02:23:07.139 --> 02:23:12.602]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[02:23:12.602 --> 02:23:17.504]  You get stuck writing huge checks month after month with no way out.
[02:23:17.504 --> 02:23:21.025]  It's robbery by contract and it can cost you thousands.
[02:23:21.025 --> 02:23:23.446]  But there's a better way to protect your home.
[02:23:23.446 --> 02:23:25.267]  SimpliSafe Home Security.
[02:23:25.267 --> 02:23:26.908]  SimpliSafe has no contracts.
[02:23:27.288 --> 02:23:27.848]  None!
[02:23:27.848 --> 02:23:30.670]  You'll get award-winning 24-7 protection.
[02:23:30.670 --> 02:23:38.275]  Security professionals watching over your home, ready to instantly send police to the rescue for just $14.99 per month.
[02:23:38.275 --> 02:23:40.896]  That's less than half what most companies charge.
