[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[02:15:27.241 --> 02:15:28.541]  It's all smoke and mirrors.
[02:15:28.541 --> 02:15:29.902]  And none of it will hold up in court.
[02:15:29.902 --> 02:15:30.862]  And I'm proof.
[02:15:30.862 --> 02:15:31.703]  They grabbed me.
[02:15:31.703 --> 02:15:32.183]  I'm here.
[02:15:32.183 --> 02:15:32.903]  I'm speaking to you.
[02:15:32.903 --> 02:15:34.304]  I was speaking on the van.
[02:15:34.304 --> 02:15:35.485]  I'm not hiding from anyone.
[02:15:35.485 --> 02:15:37.446]  You want me to take you and go talk to the police right now?
[02:15:37.446 --> 02:15:37.706]  I will.
[02:15:39.522 --> 02:15:43.386]  That's September of 2020, almost three years ago.
[02:15:43.386 --> 02:15:46.889]  It's easy to share that now and go, oh, that guy's just talking about what happened.
[02:15:46.889 --> 02:15:49.712]  No, he was talking about what was about to happen.
[02:15:49.712 --> 02:15:51.473]  He'll tell us what he believes is coming next.
[02:15:51.473 --> 02:15:53.635]  And I'm honored to have a hand in this guy's great development.
[02:15:53.635 --> 02:15:56.158]  Been listening to me since he was 14 years old.
[02:15:56.158 --> 02:15:57.959]  That's decades ago.
[02:15:57.959 --> 02:16:00.942]  Chris Sky is here at Chris.
[02:16:00.942 --> 02:16:02.624]  What's the best place for people to visit you?
[02:16:02.624 --> 02:16:04.165]  Arealchrissky.com?
[02:16:04.165 --> 02:16:04.586]  That's right.
[02:16:05.677 --> 02:16:07.397]  And you give out your personal number, 416-400-9994.
[02:16:07.397 --> 02:16:12.859]  You're here for the Liberty Awards, coming up at the Vulcan Gas Company.
[02:16:12.859 --> 02:16:16.640]  One of Joe Rogan's haunts this weekend, this Saturday.
[02:16:16.640 --> 02:16:19.641]  Yeah, apparently I was nominated for Best Public Servant.
[02:16:19.641 --> 02:16:21.721]  I'm the only non-American nominated.
[02:16:21.721 --> 02:16:25.142]  And I believe that's the only reason I actually got across the border.
[02:16:25.142 --> 02:16:26.123]  I haven't been in the U.S.
[02:16:26.123 --> 02:16:27.023]  for about 10 years.
[02:16:27.023 --> 02:16:27.983]  Yeah, let's talk about that.
[02:16:27.983 --> 02:16:29.423]  That's a whole other area.
[02:16:29.423 --> 02:16:31.844]  I get detained when I go to Canada, too, for six hours.
[02:16:31.844 --> 02:16:33.865]  You got detained for six hours.
[02:16:33.865 --> 02:16:34.645]  Tell us what happened to you.
[02:16:35.444 --> 02:16:38.588]  So I wanted to come for the awards.
[02:16:38.588 --> 02:16:46.337]  I was in Mexico basically on a vacation and I figured it'd probably be easier for me to cross from Mexico into the States than anywhere else.
[02:16:46.337 --> 02:16:54.546]  So I jumped on a bus and I tried to make it across and when I got to the border and they scanned my passport, it set off a literal alarm.
[02:16:55.367 --> 02:16:56.448]  In the city.
[02:16:56.448 --> 02:16:57.568]  In the station.
[02:16:57.568 --> 02:16:58.869]  And they all just stopped what they were doing.
[02:16:58.869 --> 02:17:00.090]  The phone rang.
[02:17:00.090 --> 02:17:00.870]  They got a call.
[02:17:00.870 --> 02:17:03.331]  They separated me from everyone in my luggage.
[02:17:03.331 --> 02:17:04.772]  I got detained just like you did.
[02:17:04.772 --> 02:17:05.953]  I got questioned.
[02:17:05.953 --> 02:17:07.254]  I was detained for so long.
[02:17:07.254 --> 02:17:08.694]  Shift change happened.
[02:17:08.694 --> 02:17:10.315]  Then they didn't know what to do with me.
[02:17:10.315 --> 02:17:13.917]  They said they needed to wait for more information from different departments.
[02:17:13.917 --> 02:17:15.038]  So they just threw me in a cell.
[02:17:15.658 --> 02:17:18.880]  By that point, I was so tired, I'd use it like a hotel room and went to bed.
[02:17:18.880 --> 02:17:21.582]  It was actually way more comfortable in the cells in Canada.
[02:17:21.582 --> 02:17:32.269]  And after like six, seven hours, they interviewed me one last time, saw that I was there for the award, saw I'm up against people like Donald Trump, and they said, welcome to the United States.
[02:17:32.269 --> 02:17:38.753]  So I'm actually in a really, really good mood because they had the sole ability to deny me.
[02:17:38.753 --> 02:17:43.116]  And it showed that they truly still believe in freedom here in the United States.
[02:17:43.116 --> 02:17:44.838]  Oh, when I came back from Cancun,
[02:17:46.438 --> 02:17:48.599]  I don't know, six, eight months ago.
[02:17:48.599 --> 02:17:49.520]  They go, hey, Alex.
[02:17:49.520 --> 02:17:50.600]  He goes, whoa.
[02:17:50.600 --> 02:17:51.761]  He goes, we got to pull you aside.
[02:17:51.761 --> 02:17:53.201]  And by the time they were done, they apologized.
[02:17:53.201 --> 02:17:55.202]  They said, yeah, you need to do a FOIA request.
[02:17:55.202 --> 02:17:56.223]  This is BS, man.
[02:17:56.223 --> 02:17:57.803]  They put some really bad stuff on your record.
[02:17:57.803 --> 02:17:58.544]  We know you're a good guy.
[02:17:58.544 --> 02:17:59.464]  No criminal record.
[02:17:59.464 --> 02:18:01.465]  They had me basically singled out as a terrorist.
[02:18:01.465 --> 02:18:03.626]  And that's just the bureaucrats up there can do that.
[02:18:03.626 --> 02:18:07.127]  But there's still the discretionary power of federal and state law enforcement.
[02:18:07.127 --> 02:18:08.108]  They can just say this is BS.
[02:18:08.328 --> 02:18:18.095]  Yeah, and that's why I gotta big them up, because I've dealt with law enforcement all over Canada, every province, border services, etc.
[02:18:18.095 --> 02:18:24.560]  And over there, you could tell these men and women were dedicated to their job, but they were also dedicated to your Constitution.
[02:18:24.560 --> 02:18:29.024]  And it was a really good feeling to know that they actually cared, and it actually mattered.
[02:18:29.024 --> 02:18:31.726]  So alarms went off when they scanned your passport?
[02:18:32.046 --> 02:18:33.307]  Seriously, like a siren.
[02:18:33.307 --> 02:18:35.068]  I don't know if you want to call it an alarm, a siren.
[02:18:35.068 --> 02:18:36.309]  Something went off in the thing.
[02:18:36.309 --> 02:18:37.050]  It was weird.
[02:18:37.050 --> 02:18:40.872]  And then phone rang right away and the only thing the guy said is, really?
[02:18:40.872 --> 02:18:43.514]  You want me to do that right now with him?
[02:18:43.514 --> 02:18:44.094]  Okay.
[02:18:44.094 --> 02:18:48.878]  And they just hung up the phone and they just brought me to a secondary area by myself and it started.
[02:18:48.878 --> 02:18:50.039]  But they were nice.
[02:18:50.039 --> 02:18:51.379]  Well, it's the same thing with me.
[02:18:51.379 --> 02:18:52.000]  They go, really?
[02:18:52.000 --> 02:18:53.961]  They go, okay.
[02:18:53.961 --> 02:18:54.682]  All right, Alex.
[02:18:54.682 --> 02:18:55.903]  We're going to, okay.
[02:18:55.903 --> 02:18:57.504]  It was just like, all right.
[02:18:58.390 --> 02:19:02.719]  And they come out and go, this is BS, you need to do a foyer, this is not right.
[02:19:02.719 --> 02:19:03.982]  We're letting you go.
[02:19:03.982 --> 02:19:07.911]  And the next time I came back in, this was about a year ago, I came back and they were like, Alex!
[02:19:08.854 --> 02:19:10.895]  Today, we're not even just going through.
[02:19:10.895 --> 02:19:12.716]  I mean, it's because they're sick of it.
[02:19:12.716 --> 02:19:13.576]  They know it's BS.
[02:19:13.576 --> 02:19:16.537]  They know, especially COVID was the pinnacle of the BS.
[02:19:16.537 --> 02:19:24.180]  They made all these law enforcement go against their oath, go against their own conscience, go against morality, go against their own people and families.
[02:19:24.180 --> 02:19:25.921]  And that wages a toll.
[02:19:25.921 --> 02:19:27.381]  And they've had enough of it.
[02:19:27.381 --> 02:19:28.902]  And I noticed it in Canada.
[02:19:28.902 --> 02:19:30.903]  They're trying to make the police, everybody take the deadly shots.
[02:19:30.903 --> 02:19:31.463]  Exactly.
[02:19:31.463 --> 02:19:32.583]  And they're still trying.
[02:19:32.583 --> 02:19:32.944]  In fact,
[02:19:34.244 --> 02:19:40.067]  They already announced that in British Columbia on the west coast of Canada, they're trying to re-institute mask mandates for the coming school year.
[02:19:40.067 --> 02:19:41.168]  They're trying it here?
[02:19:41.168 --> 02:19:42.448]  It's ridiculous.
[02:19:42.448 --> 02:19:46.971]  And I think they started talking about ARIS, the new variant.
[02:19:46.971 --> 02:19:48.912]  They started talking about upticks in cases.
[02:19:48.912 --> 02:19:53.094]  They're doing the exact same predictive programming that they did at the beginning of the pandemic.
[02:19:53.094 --> 02:19:55.015]  Because all of their agendas stalled.
[02:19:55.015 --> 02:19:57.677]  COVID was working very well for them.
[02:19:57.677 --> 02:20:00.178]  We kind of stopped it in Canada with the trucker convoy.
[02:20:00.498 --> 02:20:01.759]  That's what stopped our mandates.
[02:20:01.759 --> 02:20:03.319]  That's what got our travel restrictions gone.
[02:20:03.319 --> 02:20:05.100]  That's what got our businesses open.
[02:20:05.100 --> 02:20:07.501]  That's what basically stopped everything.
[02:20:07.501 --> 02:20:09.902]  So then they started with climate change.
[02:20:09.902 --> 02:20:10.502]  Climate change.
[02:20:10.502 --> 02:20:16.444]  And by the way, we had the Project Veritas a year and a half ago saying, we've been told the next thing is terrorize them and say it's the hottest ever.
[02:20:16.444 --> 02:20:16.704]  Of course.
[02:20:16.704 --> 02:20:17.665]  But none of that's true.
[02:20:17.665 --> 02:20:18.445]  It's not true at all.
[02:20:18.445 --> 02:20:19.325]  But now what are they doing?
[02:20:19.325 --> 02:20:22.146]  They're naming heat waves like they're hurricanes.
[02:20:22.146 --> 02:20:27.128]  And they're using air quality as a re- as both reasons to try to keep people locked up.
[02:20:27.128 --> 02:20:28.969]  And ban all gas powered systems.
[02:20:29.229 --> 02:20:30.390]  They're doing that already.
[02:20:30.390 --> 02:20:35.892]  In Toronto, they're trying to force everybody to give up their lawnmowers, give up their trimmers, give up anything that's gas-powered.
[02:20:35.892 --> 02:20:47.478]  They even enacted a zoning bylaw for all over the Greater Toronto Area that forces developers to adhere to new climate emergency policies that put in
[02:20:48.098 --> 02:20:50.320]  Restrictions on the amount of parking.
[02:20:50.320 --> 02:20:53.023]  And before it was minimum amounts required.
[02:20:53.023 --> 02:20:56.587]  Now there's maximum amounts of car parking allowed.
[02:20:56.587 --> 02:21:01.152]  And it's going right along with the World Economic Forum plan of a 75% reduction.
[02:21:01.152 --> 02:21:03.234]  And you're a builder, so you know this.
[02:21:03.234 --> 02:21:05.896]  So it's a global standardized system, just like the shot.
[02:21:05.896 --> 02:21:06.817]  It's all you and Ron.
[02:21:08.121 --> 02:21:09.402]  What's coming next from these people?
[02:21:09.402 --> 02:21:11.583]  That's what you're really good at.
[02:21:11.583 --> 02:21:20.269]  What's coming next is they realize that COVID worked really well to disarm people mentally, physically, spiritually, etc.
[02:21:20.269 --> 02:21:24.892]  because there was real fear for instantaneous death for everybody.
[02:21:25.592 --> 02:21:29.396]  And now with climate change, they're trying to do the same agenda, but people aren't scared.
[02:21:29.396 --> 02:21:31.237]  They don't believe these stupid predictions.
[02:21:31.237 --> 02:21:32.719]  They don't believe we're all going to die.
[02:21:32.719 --> 02:21:37.463]  So they're trying to guilt people into submission, to guilt people to give up their rights and freedoms.
[02:21:37.463 --> 02:21:39.605]  A man died in Death Valley!
[02:21:39.605 --> 02:21:41.727]  Exactly, but it's not working the same.
[02:21:41.727 --> 02:21:49.494]  So I believe they're going to try to do a combination of things to bring up the level of fear, to once again to bring up the level of compliance.
[02:21:49.694 --> 02:21:59.722]  Because they want to push through the climate allowance, they want to push through 15-minute cities, they want to push through digital ID, and 100% they want to push through a digital currency.
[02:21:59.722 --> 02:22:05.547]  But they don't have the fear in the public or enough chaos to be able to do that.
[02:22:05.547 --> 02:22:16.436]  So that's why we're going to see a resurgence of all this COVID or triple-demic, whatever type of propaganda they can to try to scare us back into submission, so they can get us all into that state of fear.
[02:22:16.656 --> 02:22:16.896]  Absolutely.
[02:22:16.896 --> 02:22:20.899]  Remember a year and a half ago, Prince Charles, now King Charles, I asked the crew to get the clip.
[02:22:20.899 --> 02:22:21.559]  Did you guys forget?
[02:22:21.559 --> 02:22:22.320]  If you don't, let me know.
[02:22:22.320 --> 02:22:24.061]  Did you guys find the Prince Charles clip?
[02:22:24.061 --> 02:22:27.903]  He gets up, gives a speech, he says, we need a military mobilization to cut the carbon.
[02:22:27.903 --> 02:22:28.864]  Well, trees are carbon.
[02:22:28.864 --> 02:22:30.205]  We're carbon.
[02:22:30.205 --> 02:22:32.626]  And now Biden came out with PlayClip 16.
[02:22:32.626 --> 02:22:37.069]  We're preparing the military for trying to deal with the climate stuff.
[02:22:37.069 --> 02:22:41.112]  So this is their excuse to now literally cut things off, shut down the resources.
[02:22:41.112 --> 02:22:41.532]  Here's the clip.
[02:22:42.233 --> 02:22:42.633]  Why is the U.S.
[02:22:42.633 --> 02:22:43.614]  preparing the military?
[02:22:43.614 --> 02:22:46.415]  Well, we're preparing the military by trying to deal with the climate.
[02:22:46.415 --> 02:22:55.438]  For example, many of the bases that have flooded, many of these massive floods, they've flooded out military bases in the Midwest and the South.
