[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[02:32:52.700 --> 02:32:59.707]  Thank you so much for all your work, sir, on this great product.
[02:32:59.707 --> 02:33:11.497]  You're listening to the Alex Jones Show.
[02:33:11.497 --> 02:33:12.058]  I follow Mark.
[02:33:13.284 --> 02:33:15.645]  Let me make this perfectly clear.
[02:33:15.645 --> 02:33:28.112]  You're listening to Roger Stone on InfoWars.
[02:33:28.112 --> 02:33:29.792]  Welcome back.
[02:33:29.792 --> 02:33:30.373]  That's right.
[02:33:30.373 --> 02:33:32.254]  This is Freedom Command Central.
[02:33:32.254 --> 02:33:36.616]  It's the Alex Jones Show, and I'm your host, Roger Stone.
[02:33:36.616 --> 02:33:42.219]  Now joining me is the number one Donald Trump impressionist in the world.
[02:33:43.274 --> 02:34:01.928]  Now, there probably wasn't a great market for Trump impressionists prior to Donald Trump being elected president, but John D. Domenico's career really took off, and you may have seen his dead-on impression, or heard it, in the Super Bowl commercial that I think we're going to run here.
[02:34:03.615 --> 02:34:09.117]  Melania did not kick me out of the White House for installing coal-burning fireplaces.
[02:34:09.117 --> 02:34:10.958]  Fake news!
[02:34:10.958 --> 02:34:12.439]  Mr. President!
[02:34:12.439 --> 02:34:16.020]  Why are you throwing balls at my face, Kirk Cousins?
[02:34:16.020 --> 02:34:16.941]  It's Kirk.
[02:34:16.941 --> 02:34:18.441]  That's what I said, Kirk.
[02:34:18.441 --> 02:34:19.102]  Never mind.
[02:34:19.102 --> 02:34:20.042]  I just saw your tweet.
[02:34:20.042 --> 02:34:21.082]  You look pretty upset.
[02:34:21.082 --> 02:34:23.463]  Well, you read my defense perfectly.
[02:34:23.463 --> 02:34:29.906]  Melania says these old-school fireplaces are dirty, and I'm turning the White House into an ash hole.
[02:34:29.906 --> 02:34:31.267]  Forget the mess, Mr. President.
[02:34:31.267 --> 02:34:31.867]  Just come with me.
[02:34:32.921 --> 02:34:36.543]  Clean, efficient, natural gas fireplaces from gasfireplaces.com.
[02:34:36.543 --> 02:34:37.743]  Do they do deals?
[02:34:37.743 --> 02:34:38.283]  Deals!
[02:34:38.283 --> 02:34:40.184]  Up to 80% off for President's Day.
[02:34:40.184 --> 02:34:41.545]  Install them in less than a week.
[02:34:41.545 --> 02:34:42.505]  Wait a minute.
[02:34:42.505 --> 02:34:44.046]  I'm a president.
[02:34:44.046 --> 02:34:44.266]  80%?
[02:34:44.266 --> 02:34:46.807]  That's almost as high as my approval rating.
[02:34:46.807 --> 02:34:47.768]  Whatever you say, sir.
[02:34:47.768 --> 02:34:48.448]  You know what?
[02:34:48.448 --> 02:34:49.028]  I know deals.
[02:34:49.028 --> 02:34:50.329]  This is a tremendous deal.
[02:34:50.329 --> 02:34:51.149]  I gotta tweet this.
[02:34:51.149 --> 02:34:51.830]  Forget Twitter.
[02:34:51.830 --> 02:34:53.750]  Just go to gasfireplaces.com.
[02:34:53.750 --> 02:34:54.691]  Cypress Air is the best.
[02:34:55.618 --> 02:35:01.284]  Sneaky Alex stole your job, so... I'm making you Secretary of Offense!
[02:35:01.284 --> 02:35:11.255]  Now, prepare for fire and fury!
[02:35:11.255 --> 02:35:12.537]  You like that, Kirk Cousins?
[02:35:12.537 --> 02:35:14.259]  You like that?
[02:35:14.259 --> 02:35:15.901]  Mr. President, that's my line.
[02:35:15.901 --> 02:35:16.982]  No, you've been trumped.
[02:35:17.756 --> 02:35:18.797]  You know what I do like?
[02:35:18.797 --> 02:35:21.159]  Gas fireplaces from gasfireplaces.com.
[02:35:21.159 --> 02:35:23.080]  Excuse me, excuse me.
[02:35:23.080 --> 02:35:26.703]  Only I get to talk directly to the camera.
[02:35:26.703 --> 02:35:31.186]  Gas fireplaces from gasfireplaces.com.
[02:35:31.186 --> 02:35:32.307]  The best.
[02:35:32.307 --> 02:35:32.888]  Big League.
[02:35:35.520 --> 02:35:37.180]  Well, there you have it.
[02:35:37.180 --> 02:35:39.081]  Terrific spot.
[02:35:39.081 --> 02:35:44.002]  Funny and satire without being overtly political or nasty.
[02:35:44.002 --> 02:35:46.343]  Congratulations, John D. Domenico.
[02:35:46.343 --> 02:35:52.444]  As someone who's known Donald Trump and studied his speech patterns myself for many years, you nailed it.
[02:35:52.444 --> 02:35:53.825]  You really nailed it.
[02:35:53.825 --> 02:35:55.605]  Thank you very much, Roger.
[02:35:55.605 --> 02:35:59.546]  I'm very excited to be on the show, I have to tell you.
[02:35:59.546 --> 02:36:00.486]  How are you?
[02:36:00.486 --> 02:36:01.307]  It's great.
[02:36:03.925 --> 02:36:12.632]  Now, it's my understanding that you, as an impressionist, you have done other characters, but this seems to be your new calling.
[02:36:12.632 --> 02:36:14.854]  I mean, this is, uh, that's as good as it gets.
[02:36:14.854 --> 02:36:18.497]  I mean, someplace, Alex Baldwin is killing himself right now.
[02:36:18.497 --> 02:36:18.798]  Somewhere.
[02:36:21.127 --> 02:36:37.122]  Well, I've been doing Trump since 2004, right around the end of the first season of The Apprentice, when there was a big demand corporately for Trump to come in and roast people and do apprentice games and things like that.
[02:36:37.122 --> 02:36:42.467]  So I've had a really long runway with him and to learn his voice and to really
[02:36:43.267 --> 02:36:46.029]  Get it down, especially these last two and a half years.
[02:36:46.029 --> 02:36:47.270]  Yeah, it's interesting.
[02:36:47.270 --> 02:36:55.356]  I've seen other impressionists out there on the circuit, and they seem to focus on the physicality of Donald Trump, his hand motions and so on.
[02:36:55.356 --> 02:37:01.901]  But you combine both his gestures and his idiosyncratic speech.
[02:37:01.901 --> 02:37:02.422]  Believe me.
[02:37:03.775 --> 02:37:05.476]  Believe me, believe me.
[02:37:05.476 --> 02:37:19.122]  He's got a lot of, you know, it's really interesting, and you obviously know him personally, but it seems like his, since he's announced, he's become more physical and his speech has become more him.
[02:37:19.122 --> 02:37:22.544]  It seems like he was very restricted on The Apprentice.
[02:37:22.544 --> 02:37:27.066]  Blue team, green team, you did a good job, but blue team, you're fired.
[02:37:27.066 --> 02:37:30.948]  It was kind of, he seems so big in a way.
[02:37:31.561 --> 02:37:40.545]  Well, I think that on the network television show he was using a teleprompter and now what you see is Donald Trump out there being Donald Trump.
[02:37:40.545 --> 02:37:45.267]  And it comes across as genuine, comes across as authentic.
[02:37:45.267 --> 02:37:48.948]  You know, even when the president makes a mistake, people say, well, you see that?
[02:37:48.948 --> 02:37:53.390]  He's not one of these cookie-cutter, blow-dried, phony politicians.
[02:37:53.390 --> 02:37:54.490]  He speaks from the heart.
[02:37:54.490 --> 02:37:55.671]  He speaks from the gut.
[02:37:55.671 --> 02:37:57.972]  He is the best instinctual politician.
[02:37:58.752 --> 02:37:59.752]  That's kind of an insult.
[02:37:59.752 --> 02:38:03.753]  He's the best instinctual political leader in my lifetime.
[02:38:03.753 --> 02:38:09.555]  And he doesn't rely on a giant bank of polls or focus groups to decide what to say.
[02:38:09.555 --> 02:38:11.575]  It's all Trump all the time.
[02:38:11.575 --> 02:38:18.917]  You know, his opponents in the primaries used to complain that, why is he getting a disproportionate amount of the coverage?
[02:38:18.917 --> 02:38:21.898]  Well, as you know, John, it's because he's interesting.
[02:38:21.898 --> 02:38:23.398]  It's fascinating.
[02:38:23.398 --> 02:38:27.199]  It's because that it's real and you never know what he might say.
[02:38:27.639 --> 02:38:42.194]  It's not scripted, but this is, now you've actually appeared as Trump in four feature films, which is pretty amazing, and I like this, you were an intern for my friend U.S.
[02:38:42.194 --> 02:38:43.335]  Senator Arlen Specter.
[02:38:43.860 --> 02:38:49.205]  Right, I spent a year doing that.
[02:38:49.205 --> 02:38:51.287]  It's funny that Trump has become president.
[02:38:51.287 --> 02:38:53.029]  I've always had an interest in politics.
[02:38:53.029 --> 02:39:00.457]  The first album I ever bought was David Frye's Nixon, a Four-Year Fantasy, which I would think you might be familiar with.
[02:39:00.457 --> 02:39:01.918]  I most definitely have it, yes.
[02:39:01.918 --> 02:39:03.059]  There's no question.
[02:39:03.059 --> 02:39:04.441]  David Frye's Richard Nixon.
[02:39:07.432 --> 02:39:08.573]  It was incredible.
[02:39:08.573 --> 02:39:09.794]  Much better than Rich Little.
[02:39:09.794 --> 02:39:10.875]  Not even close.
[02:39:10.875 --> 02:39:12.236]  Not even close.
[02:39:12.236 --> 02:39:14.218]  And he was also a great writer.
[02:39:14.218 --> 02:39:20.583]  David Frye was an amazing comedic writer and Gabe Kaplan was on that album with him.
[02:39:20.583 --> 02:39:24.306]  His whole album was a concept album and it was hilarious.
[02:39:24.306 --> 02:39:27.029]  It was just so funny and so prescient in the moment.
[02:39:27.469 --> 02:39:30.051]  Well, you had the opportunity to work for Arlen Specter.
[02:39:30.051 --> 02:39:34.213]  I fought with him over the single bullet theory over many, many martinis.
[02:39:34.213 --> 02:39:35.834]  I think a lot of people did.
[02:39:35.834 --> 02:39:39.536]  Yeah, he would never give an inch even though he was wrong.
[02:39:39.536 --> 02:39:42.318]  And he later went on and did a stand-up routine in Philadelphia.
[02:39:42.318 --> 02:39:45.420]  He always wanted to be a stand-up comedian when he was in the Senate.
[02:39:45.420 --> 02:39:54.985]  He sent to the Library of Congress for every book on stand-up comedy, read them all, and then he actually, yeah, he actually, you can find it on YouTube, he went to a club and he did a set.
[02:39:54.985 --> 02:39:55.866]  It was, it was
[02:39:56.246 --> 02:39:57.666]  You know, it was a U.S.
[02:39:57.666 --> 02:40:02.868]  Senator trying to be a comedian, but it's just something he always wanted to do.
[02:40:02.868 --> 02:40:05.288]  I'm so glad you told me that.
[02:40:05.288 --> 02:40:06.889]  Yeah, you can find it on YouTube.
[02:40:06.889 --> 02:40:08.769]  It's pretty entertaining.
[02:40:08.769 --> 02:40:15.611]  I would think that your career will get an enormous boost when the President runs for re-election.
[02:40:16.451 --> 02:40:18.372]  I mean, yeah, I would, I would think so.
[02:40:18.372 --> 02:40:32.998]  I, you know, when he first announced it was kind of a slow, not a slow, I mean, I got it since I had been doing him for so long and done him in so many other platforms that, uh, when he announced I was, I wanted to make sure that he was a hundred percent in the race.
[02:40:32.998 --> 02:40:39.661]  And then right around the time he made the John McCain comment, he was going up and I thought, well, that's interesting.
[02:40:39.661 --> 02:40:42.362]  It's kind of counterintuitive.
[02:40:42.362 --> 02:40:44.743]  And I thought to myself, you know, if he can make it to the first
[02:40:45.549 --> 02:41:02.677]  If he can make it to the first debate, I'll be set for the fall, because that's how, you know, they book out months in advance for these corporate things, and as you well know, not only did he make it to the first debate, he crushed it in the first debate, and the second debate, and the third debate, and then things just started taking off.
[02:41:02.677 --> 02:41:08.380]  And a friend of mine, Tom Shalhoub, who is on, he's still on Fox News, but he was on the show Red Eye,
[02:41:09.265 --> 02:41:10.446]  Um, he brought me on.
[02:41:10.446 --> 02:41:14.150]  I think I did about 50, 60 appearances on Red Eye as Trump.
[02:41:14.150 --> 02:41:17.072]  And then because of that, I did Fox and Friends a number of times.
[02:41:17.072 --> 02:41:25.660]  So it was a great platform and we did some really wonderful comedy and then some other shows picked me up and then voiceovers and the corporate stuff.
[02:41:25.660 --> 02:41:29.103]  And it's been kind of, it's pretty much taken over my, there's Tom right now!
[02:41:29.403 --> 02:41:32.986]  Tom's a very funny guy in his own right.
[02:41:32.986 --> 02:41:33.867]  Very funny guy.
[02:41:33.867 --> 02:41:35.628]  Great writer too.
[02:41:35.628 --> 02:41:41.333]  So we had a great run until his show unfortunately was cancelled but now he's on Fox Radio.
[02:41:41.333 --> 02:41:50.801]  So that really got me out there early on and it was great to do comedy with him again because we had done it in the early 90s together.
