[00:00:00.000 --> 00:00:21.640]  A
[02:05:42.980 --> 02:05:44.980]  For escape the prison planet light roast.
[02:05:44.980 --> 02:05:45.980]  That's the strongest.
[02:05:45.980 --> 02:05:48.980]  The amazing medium roast wig of America.
[02:05:48.980 --> 02:05:51.980]  And finally the best tasting dark roast tip of the spear.
[02:05:51.980 --> 02:05:55.980]  Now exclusively available at infowarsstore.com.
[02:05:55.980 --> 02:05:56.980]  Get your coffee now.
[02:06:02.980 --> 02:06:04.980]  Hour number three.
[02:06:04.980 --> 02:06:06.980]  On this August 22nd transmission.
[02:06:07.980 --> 02:06:12.980]  You are listening to an infowars.com front line report.
[02:06:12.980 --> 02:06:15.980]  If you are receiving this transmission.
[02:06:15.980 --> 02:06:17.980]  You are the resistance.
[02:06:24.980 --> 02:06:26.980]  They're getting ready for a rerun.
[02:06:26.980 --> 02:06:28.980]  As I told you last week.
[02:06:28.980 --> 02:06:29.980]  And then it all broke.
[02:06:29.980 --> 02:06:30.980]  They're doing it again.
[02:06:30.980 --> 02:06:32.980]  What they did three and a half years ago.
[02:06:32.980 --> 02:06:33.980]  But we've learned from this.
[02:06:33.980 --> 02:06:34.980]  Fool me once.
[02:06:34.980 --> 02:06:35.980]  Shame on you.
[02:06:35.980 --> 02:06:36.980]  Fool me twice.
[02:06:36.980 --> 02:06:37.980]  Shame on me.
[02:06:37.980 --> 02:06:40.980]  And absolutely Dr. Stella volunteered.
[02:06:40.980 --> 02:06:42.980]  I wanted her on as a guest years ago.
[02:06:42.980 --> 02:06:45.980]  She said hey I'm going to donate half my profits this week to your operation.
[02:06:45.980 --> 02:06:46.980]  She told keep us on air.
[02:06:46.980 --> 02:06:48.980]  She's got a great telemedicine system.
[02:06:48.980 --> 02:06:50.980]  A great supplement system.
[02:06:50.980 --> 02:06:52.980]  But I wanted her to talk about COVID.
[02:06:52.980 --> 02:06:53.980]  The new rollout.
[02:06:53.980 --> 02:06:54.980]  What she's seeing in Houston.
[02:06:54.980 --> 02:06:55.980]  But it is a win win.
[02:06:55.980 --> 02:06:57.980]  They will just send you home to die folks.
[02:06:57.980 --> 02:06:59.980]  So they'll send you home till you're super sick.
[02:06:59.980 --> 02:07:01.980]  You need to get prepared.
[02:07:01.980 --> 02:07:02.980]  You need to get healthy now.
[02:07:02.980 --> 02:07:04.980]  It's that simple.
[02:07:04.980 --> 02:07:06.980]  Everything they claimed about therapeutics was a lie.
[02:07:06.980 --> 02:07:07.980]  It's all been vetted.
[02:07:07.980 --> 02:07:08.980]  It's all come out in court.
[02:07:08.980 --> 02:07:09.980]  It's all been proven.
[02:07:09.980 --> 02:07:10.980]  So Dr. Stella you were saying during the break.
[02:07:10.980 --> 02:07:11.980]  I want you to repeat this on air.
[02:07:11.980 --> 02:07:14.980]  People should not make the same mistake again.
[02:07:14.980 --> 02:07:16.980]  Now it's clear they're trying to roll it out.
[02:07:16.980 --> 02:07:17.980]  Let me ask you this.
[02:07:17.980 --> 02:07:19.980]  Even though people are pretty much awake.
[02:07:19.980 --> 02:07:20.980]  At least half the public.
[02:07:20.980 --> 02:07:22.980]  Why are they trying the same thing again?
[02:07:22.980 --> 02:07:25.980]  I think it's because they want to incrementally bring in lockdowns next year.
[02:07:25.980 --> 02:07:27.980]  Ahead of the next election for mail-in ballots.
[02:07:27.980 --> 02:07:29.980]  Yes they want to do that for mail-in ballots.
[02:07:29.980 --> 02:07:33.980]  But we should also realize that in July they launched the American CBDC.
[02:07:33.980 --> 02:07:35.980]  Central Bank Digital Currency.
[02:07:35.980 --> 02:07:37.980]  So that they can lock us down.
[02:07:37.980 --> 02:07:40.980]  The globalists want everybody digitalized by 2025.
[02:07:40.980 --> 02:07:42.980]  UN has what we call.
[02:07:42.980 --> 02:07:44.980]  They want to do a digital compact.
[02:07:44.980 --> 02:07:46.980]  So if they start locking us down.
[02:07:46.980 --> 02:07:47.980]  Destroy businesses.
[02:07:47.980 --> 02:07:48.980]  Crash the economy.
[02:07:48.980 --> 02:07:51.980]  Then the next thing they will send you stimulus checks.
[02:07:51.980 --> 02:07:53.980]  And you have to take it in CBDC.
[02:07:53.980 --> 02:07:55.980]  And probably at the end in a MAC.
[02:07:55.980 --> 02:07:57.980]  Because the Bible says in Revelation 13.16.
[02:07:57.980 --> 02:08:00.980]  That there's going to come a time that you're not going to be able to buy or sell.
[02:08:00.980 --> 02:08:02.980]  Until you take a MAC.
[02:08:02.980 --> 02:08:04.980]  And I believe that this is like a preamble.
[02:08:04.980 --> 02:08:07.980]  To get you to a time when you have digital currency from the government.
[02:08:07.980 --> 02:08:09.980]  Inserted under your skin.
[02:08:09.980 --> 02:08:11.980]  And by the way Bill Gates just announced this two days ago.
[02:08:11.980 --> 02:08:12.980]  Yes.
[02:08:12.980 --> 02:08:13.980]  He said this.
[02:08:13.980 --> 02:08:14.980]  He said yeah.
[02:08:14.980 --> 02:08:15.980]  We need this new system right now.
[02:08:15.980 --> 02:08:16.980]  He's behind it.
[02:08:16.980 --> 02:08:17.980]  Yes.
[02:08:17.980 --> 02:08:18.980]  You know Bill Gates.
[02:08:18.980 --> 02:08:19.980]  They did what they call the Quantum Dot Tattoo.
[02:08:19.980 --> 02:08:21.980]  Where you can carry your vaccine records.
[02:08:21.980 --> 02:08:22.980]  You can carry your medical records.
[02:08:22.980 --> 02:08:23.980]  You can carry your financial records.
[02:08:23.980 --> 02:08:25.980]  You can carry your social credit score and everything.
[02:08:25.980 --> 02:08:27.980]  So we have to resist.
[02:08:27.980 --> 02:08:28.980]  These demons.
[02:08:28.980 --> 02:08:29.980]  They are not more than us.
[02:08:29.980 --> 02:08:32.980]  It's just that we have to realize humanity has to come together and stand up.
[02:08:32.980 --> 02:08:34.980]  And by the way they've tried this in Nigeria.
[02:08:34.980 --> 02:08:36.980]  They've tried it in Finland.
[02:08:36.980 --> 02:08:38.980]  They've already tried this in China.
[02:08:38.980 --> 02:08:39.980]  It worked.
[02:08:39.980 --> 02:08:40.980]  Everywhere else it failed.
[02:08:40.980 --> 02:08:42.980]  Do you know what's happening in Nigeria Alex?
[02:08:42.980 --> 02:08:43.980]  They went to Nigeria.
[02:08:43.980 --> 02:08:44.980]  Crashed the economy.
[02:08:44.980 --> 02:08:46.980]  They took out oil subsidies.
[02:08:46.980 --> 02:08:48.980]  So gasoline is like five times up.
[02:08:48.980 --> 02:08:50.980]  Nigerians are not even driving cars anymore.
[02:08:50.980 --> 02:08:51.980]  The roads are empty.
[02:08:51.980 --> 02:08:52.980]  People are starving.
[02:08:52.980 --> 02:08:53.980]  And they don't care.
[02:08:53.980 --> 02:08:55.980]  I started telling people in Nigeria.
[02:08:55.980 --> 02:08:56.980]  I have friends, family in Nigeria.
[02:08:56.980 --> 02:08:57.980]  I started telling them stock up food.
[02:08:57.980 --> 02:08:58.980]  Stock up food.
[02:08:58.980 --> 02:09:02.980]  And the crazy part about things is that most people don't really farm or anything like that.
[02:09:02.980 --> 02:09:04.980]  So people are starving in Nigeria.
[02:09:04.980 --> 02:09:06.980]  Just because they want to put the e-Naira.
[02:09:06.980 --> 02:09:08.980]  And they want to digitalize everywhere.
[02:09:08.980 --> 02:09:10.980]  So humanity has to wake up.
[02:09:10.980 --> 02:09:11.980]  This battle.
[02:09:11.980 --> 02:09:12.980]  This is a battle for us.
[02:09:12.980 --> 02:09:15.980]  And I tell people just wake up.
[02:09:15.980 --> 02:09:16.980]  Give your life to Christ.
[02:09:16.980 --> 02:09:18.980]  Because at the end of the day good versus evil.
[02:09:18.980 --> 02:09:19.980]  You need Jesus.
[02:09:19.980 --> 02:09:23.980]  It's crazy because this is like just wake up.
[02:09:23.980 --> 02:09:25.980]  Don't let them lock us down.
[02:09:25.980 --> 02:09:28.980]  Don't put back a mask on your face.
[02:09:28.980 --> 02:09:32.980]  Wearing those diapers is like putting on a chain link fence to filter a mosquito.
[02:09:32.980 --> 02:09:33.980]  It doesn't make any sense.
[02:09:33.980 --> 02:09:37.980]  It's just to make us scared and you know and everybody will be holding and hiding.
[02:09:37.980 --> 02:09:39.980]  Don't let them do this to you.
[02:09:39.980 --> 02:09:42.980]  We can stop this if we stand up together and say no.
[02:09:42.980 --> 02:09:43.980]  We're not going to get locked down.
[02:09:43.980 --> 02:09:45.980]  We're not going to get six feet apart.
[02:09:45.980 --> 02:09:47.980]  We're not going to hide in our houses anymore.
[02:09:47.980 --> 02:09:48.980]  It's not going to happen.
[02:09:48.980 --> 02:09:52.980]  And we are telling you right now before they start rolling it out so you get your mind prepared.
[02:09:53.980 --> 02:09:56.980]  And the other thing I say is get medically prepared.
[02:09:56.980 --> 02:09:59.980]  Get hydroxychloroquine and ivermectin in your medicine cabinet now.
[02:09:59.980 --> 02:10:02.980]  Because you cannot fight when you can't breathe.
[02:10:02.980 --> 02:10:05.980]  You cannot fight if they blow something in the air and you can't breathe.
[02:10:05.980 --> 02:10:07.980]  So I'm screaming from the rooftop now.
[02:10:07.980 --> 02:10:09.980]  Go to Dr. Stella MD today.
[02:10:09.980 --> 02:10:11.980]  Make sure you have it in your medicine cabinet.
[02:10:11.980 --> 02:10:12.980]  Get it shipped to you.
[02:10:12.980 --> 02:10:14.980]  COVID is better treated early.
[02:10:14.980 --> 02:10:16.980]  Let's not make the same mistake as any other.
[02:10:16.980 --> 02:10:18.980]  Support the broadcast and get 5-10% off.
[02:10:18.980 --> 02:10:20.980]  Use promo code Alex.
[02:10:20.980 --> 02:10:23.980]  So we're here and they've already done this before.
[02:10:23.980 --> 02:10:28.980]  They are making their move again out of weakness, out of desperation, I believe.
[02:10:28.980 --> 02:10:30.980]  But what other moves do they have?
[02:10:30.980 --> 02:10:32.980]  I mean people can't believe they're trying it again.
[02:10:32.980 --> 02:10:36.980]  After my whistleblowers told me this, it broke the day after I told people.
[02:10:36.980 --> 02:10:37.980]  I mean it's crazy.
[02:10:37.980 --> 02:10:39.980]  I shared it on, you know, we're sharing it.
[02:10:39.980 --> 02:10:41.980]  We're sharing it on Twitter and everything, what you broke.
[02:10:41.980 --> 02:10:45.980]  And then the very next day, everywhere is like, oh, we need to just see it.
[02:10:45.980 --> 02:10:46.980]  I've been telling this.
[02:10:46.980 --> 02:10:47.980]  I told people a long time ago.
[02:10:48.980 --> 02:10:50.980]  No, you told me two weeks ago.
[02:10:50.980 --> 02:10:52.980]  Because we were talking about getting you back on.
[02:10:52.980 --> 02:10:54.980]  And you said, look, it's coming back.
[02:10:54.980 --> 02:10:55.980]  It's here.
[02:10:55.980 --> 02:10:57.980]  I said it on Twitter, July 31st.
[02:10:57.980 --> 02:10:58.980]  I put a post on Twitter.
[02:10:58.980 --> 02:10:59.980]  I said, COVID is coming.
[02:10:59.980 --> 02:11:01.980]  Yeah, guys, pull up her Twitter on July 31st.
[02:11:01.980 --> 02:11:03.980]  Scroll down and show that.
[02:11:03.980 --> 02:11:04.980]  I know you told me over the phone.
[02:11:04.980 --> 02:11:06.980]  You were calling me a bunch.
[02:11:06.980 --> 02:11:08.980]  You were calling me like, Alex, they're doing it again.
[02:11:08.980 --> 02:11:09.980]  You're doing it again.
[02:11:09.980 --> 02:11:10.980]  And you weren't a whistleblower.
[02:11:10.980 --> 02:11:12.980]  You saw it with the patients and the numbers.
[02:11:12.980 --> 02:11:13.980]  Yes, I saw it with the patients.
[02:11:13.980 --> 02:11:15.980]  I saw some reports from CDC.
[02:11:15.980 --> 02:11:17.980]  And I was like, oh, no, these people are up to it again.
[02:11:17.980 --> 02:11:18.980]  And I put it on Twitter.
[02:11:18.980 --> 02:11:20.980]  I said, you know, July 31st.
[02:11:20.980 --> 02:11:21.980]  I said, COVID is coming back.
[02:11:21.980 --> 02:11:22.980]  I don't know why.
[02:11:22.980 --> 02:11:25.980]  This is not supposed to be happening in the summer.
[02:11:25.980 --> 02:11:26.980]  You understand what I'm saying?
[02:11:26.980 --> 02:11:27.980]  And people shared it.
[02:11:27.980 --> 02:11:29.980]  It had almost 900,000 views.
[02:11:29.980 --> 02:11:30.980]  There it is.
[02:11:30.980 --> 02:11:31.980]  Read that.
[02:11:31.980 --> 02:11:32.980]  That's what you said on July 31st.
[02:11:32.980 --> 02:11:33.980]  Yeah, I said, COVID.
[02:11:33.980 --> 02:11:34.980]  I don't have my glasses.
[02:11:34.980 --> 02:11:35.980]  I can't see.
[02:11:35.980 --> 02:11:36.980]  COVID is back in town.
[02:11:36.980 --> 02:11:37.980]  I don't know why.
[02:11:37.980 --> 02:11:39.980]  Respiratory viruses are usually a fall, winter thing.
[02:11:39.980 --> 02:11:40.980]  Something is up.
[02:11:40.980 --> 02:11:41.980]  Stay safe.
[02:11:41.980 --> 02:11:42.980]  Good hand washing.
[02:11:42.980 --> 02:11:43.980]  Stay home if sick.
[02:11:44.980 --> 02:11:46.980]  Take all cold symptoms seriously and start treatment.
[02:11:46.980 --> 02:11:47.980]  Early treatment is key.
[02:11:47.980 --> 02:11:49.980]  Take vitamin D, zinc, quercetin daily.
[02:11:49.980 --> 02:11:55.980]  We have it in the cupboards on Marketplace.StellaMD.com.
[02:11:55.980 --> 02:12:00.980]  Take extra dose of your Sunday, Sunday medicine if you are going to be in crowds.
[02:12:00.980 --> 02:12:03.980]  Get hydroxychloroquine and ivermectin on our website by making a telepath
[02:12:03.980 --> 02:12:05.980]  appointment at DrStella.com.
[02:12:05.980 --> 02:12:07.980]  In all 50 states, do not fear.
[02:12:07.980 --> 02:12:08.980]  Be prepared.
[02:12:08.980 --> 02:12:09.980]  Wow.
[02:12:09.980 --> 02:12:10.980]  This was July, you know.
[02:12:10.980 --> 02:12:12.980]  You got the Holy Ghost.
[02:12:12.980 --> 02:12:13.980]  We got the Holy Ghost.
[02:12:13.980 --> 02:12:14.980]  Yes.
[02:12:14.980 --> 02:12:15.980]  And the Lord tells me.
[02:12:15.980 --> 02:12:16.980]  They've got their AI.
[02:12:16.980 --> 02:12:17.980]  We've got the real one.
[02:12:17.980 --> 02:12:18.980]  Oh, yeah.
[02:12:18.980 --> 02:12:19.980]  We've got the Holy Ghost.
[02:12:19.980 --> 02:12:20.980]  And I've got fire.
[02:12:20.980 --> 02:12:21.980]  I'm an intercessor.
[02:12:21.980 --> 02:12:22.980]  I'm a sniper.
[02:12:22.980 --> 02:12:23.980]  So we pray and we pray.
[02:12:23.980 --> 02:12:24.980]  But the Holy Ghost hits you.
[02:12:24.980 --> 02:12:25.980]  What do you feel?
[02:12:25.980 --> 02:12:26.980]  I feel like my heart burns.
[02:12:26.980 --> 02:12:27.980]  My brain.
[02:12:27.980 --> 02:12:28.980]  My spine.
[02:12:28.980 --> 02:12:29.980]  Yeah, it's fire.
[02:12:29.980 --> 02:12:30.980]  Like real fire.
[02:12:30.980 --> 02:12:31.980]  Yes.
[02:12:31.980 --> 02:12:32.980]  Over me.
[02:12:32.980 --> 02:12:33.980]  I'm on fire right now.
[02:12:33.980 --> 02:12:34.980]  You feel the fire right now?
[02:12:34.980 --> 02:12:35.980]  Yes.
[02:12:35.980 --> 02:12:36.980]  We feel the anointing.
[02:12:36.980 --> 02:12:37.980]  It's called the anointing.
