[00:00:02.058 --> 00:00:04.350]  Let's go!
[02:24:50.366 --> 02:24:59.729]  So if you hear about a young person who dies in their sleep, perfectly healthy, someone, you know, a healthy young person, athlete, dying, the very first thing you should think of is,
[02:25:00.489 --> 02:25:04.451]  Is it fatal, COVID-19 vaccine-induced myocarditis?
[02:25:04.451 --> 02:25:04.971]  Incredible.
[02:25:04.971 --> 02:25:09.813]  So, in the first year of COVID, no upticks in myocarditis or any of this.
[02:25:09.813 --> 02:25:11.513]  The shots started to explode.
[02:25:11.513 --> 02:25:17.035]  So, when the media literally puts out the disinfo with no evidence, they just say, it might be COVID.
[02:25:17.035 --> 02:25:17.996]  It's Boulder Dash.
[02:25:19.460 --> 02:25:19.880]  It is.
[02:25:19.880 --> 02:25:22.542]  I think it's actually a form of a cover-up.
[02:25:22.542 --> 02:25:24.584]  It's an institutionalized cover-up.
[02:25:24.584 --> 02:25:38.874]  The American College of Cardiology, in their fall of 2022 document, you know, they falsely allege that COVID causes more myocarditis than the vaccine, so therefore we should give the vaccines and cause more myocarditis.
[02:25:38.874 --> 02:25:39.315]  It's the most
[02:25:40.055 --> 02:25:52.080]  Ludicrous recommendations that I wrote every person on the committee, I have a sub stack coming out on this, where I call them out and say, listen, I'm a senior person in the college and you know, I know you guys.
[02:25:52.080 --> 02:25:54.541]  Now we've got fatal cases and cardiac arrest.
[02:25:54.541 --> 02:25:57.862]  You better reevaluate that statement pretty quickly.
[02:25:57.862 --> 02:26:00.603]  I cc'd even the president of the society.
[02:26:00.603 --> 02:26:01.523]  And you know what, Alex?
[02:26:01.523 --> 02:26:03.024]  It's been two weeks.
[02:26:03.024 --> 02:26:04.684]  No response.
[02:26:04.684 --> 02:26:05.885]  So let me ask you this question.
[02:26:07.296 --> 02:26:09.098]  They are obviously not stupid.
[02:26:09.098 --> 02:26:15.503]  Dr. Michael Yedon, before they even started the shots, the former Vice President of Pfizer, predicted what would happen.
[02:26:15.503 --> 02:26:17.524]  You issued warnings.
[02:26:17.524 --> 02:26:23.449]  But then we have the FDA document in October of 2000 predicting myocarditis and everything that happened.
[02:26:23.449 --> 02:26:24.810]  So how did you know?
[02:26:24.810 --> 02:26:25.851]  How did Yedon know?
[02:26:25.851 --> 02:26:27.032]  How did they know?
[02:26:27.032 --> 02:26:29.454]  And why would then the FDA put this out?
[02:26:30.094 --> 02:26:31.478]  And then still roll out the shots.
[02:26:31.478 --> 02:26:37.293]  I mean, they can't come after you, come after your license, do all this crap, when you're actually going off their own warning.
[02:26:38.891 --> 02:26:39.311]  You're right.
[02:26:39.311 --> 02:26:41.392]  Now, I was slightly ahead of this.
[02:26:41.392 --> 02:26:43.154]  I published an op-ed in The Hill.
[02:26:43.154 --> 02:26:50.278]  You can still find it in the website in The Hill, which is a widely read journal for the House, the Senate and the White House.
[02:26:50.278 --> 02:26:52.019]  And that was in August of 2020.
[02:26:52.019 --> 02:26:57.362]  And the title of the paper was The Great Gamble of the COVID-19 Vaccine Development Program.
[02:26:57.362 --> 02:27:00.904]  I was the only public figure in the world to put it in writing.
[02:27:01.696 --> 02:27:04.579]  That these vaccines were a medical gamble.
[02:27:04.579 --> 02:27:05.940]  And boy, was I right.
[02:27:05.940 --> 02:27:18.172]  You know, two months later, you showed the slide, the FDA in that October 22nd, 2020 meeting, the FDA said, we expect myocarditis, blood clots, Guillain-Barre syndrome.
[02:27:18.172 --> 02:27:19.573]  They called it ahead of time.
[02:27:20.200 --> 02:27:27.928]  And you know, all the medical societies, instead of being neutral, the medical societies were openly supporting vaccines.
[02:27:27.928 --> 02:27:30.551]  They had no equipoise there.
[02:27:30.551 --> 02:27:34.075]  And is that because the regulatory leaders have been captured in the revolving door?
[02:27:35.313 --> 02:27:36.394]  Yeah, it's absolutely.
[02:27:36.394 --> 02:27:37.974]  The regulatory leaders have been captured.
[02:27:37.974 --> 02:27:39.295]  The money had flowed.
[02:27:39.295 --> 02:27:44.557]  Do you know Pfizer came out December 7th, December 10th of 2020?
[02:27:44.557 --> 02:28:02.505]  And on December 17th of 2020, the American Board of Internal Medicine, which holds my certifications and all the specialists in the country, on December 17th, they told us all to go out and get vaccinated, take selfies of ourselves in our vaccine card and show it to our patients.
[02:28:02.505 --> 02:28:04.066]  How did they know it was safe
[02:28:04.665 --> 02:28:13.091]  Seven days after it was released, especially when the FDA said in October of 2020 it was going to cause those complications.
[02:28:13.091 --> 02:28:19.415]  You can tell all the societies, they knew ahead of time this was dangerous and they were going to force it anyway.
[02:28:19.415 --> 02:28:23.258]  There you are warning, really, beforehand of anybody of this right there.
[02:28:25.989 --> 02:28:26.550]  That's right.
[02:28:26.550 --> 02:28:30.114]  I am the only person who made the call.
[02:28:30.114 --> 02:28:33.057]  And you know, Scott Atlas was in the White House at the time.
[02:28:33.057 --> 02:28:35.460]  Scott was publishing in The Hill as well.
[02:28:35.460 --> 02:28:36.481]  We were emailing.
[02:28:36.481 --> 02:28:38.964]  Scott never brought that forward to the president.
[02:28:38.964 --> 02:28:40.866]  He met with the president every day.
[02:28:40.866 --> 02:28:46.512]  And unfortunately, Trump, Scott Atlas, Brett Giroir, Deborah Birx, they met for months.
[02:28:47.350 --> 02:28:53.792]  And according to Atlas in his book, they only focused on masks, lockdowns, and waiting for a vaccine.
[02:28:53.792 --> 02:28:54.052]  Wow.
[02:28:54.052 --> 02:28:54.912]  Stay right there.
[02:28:54.912 --> 02:28:55.753]  Stay right there, doctor.
[02:29:04.542 --> 02:29:13.665]  Well, yeah, the first one, you obviously can go to MyPillow.com, use that promo code ALEX, and you can get all these great discounts on all of our products.
[02:29:13.665 --> 02:29:19.487]  And just by visiting this site, you're going to get a $20 free gift emailed to you immediately.
[02:29:19.487 --> 02:29:27.069]  And there's the biggest special we have right now, the 20-year anniversary MyPillow for 1998 for the queen size, normally $69.98.
[02:29:27.069 --> 02:29:32.311]  We're celebrating our anniversary with what my employees love doing best.
[02:29:32.691 --> 02:29:35.133]  Producing and making the MyPillow.
[02:29:35.133 --> 02:29:44.662]  And the model of businessmen and women with can-do know-how using the money for Americana freedom to fight the globalists is what they fear.
[02:29:44.662 --> 02:29:46.164]  That's what the debanking is about.
[02:29:46.164 --> 02:29:47.986]  That's what the financial attacks are about.
[02:29:47.986 --> 02:29:55.593]  That's why we've got to rush to support MyPillow.com and InfoWars.com, plus their great products at both places, because we are the tip of the spear.
[02:29:57.884 --> 02:29:58.946]  You wanted to plug RainForce.
[02:29:58.946 --> 02:30:00.027]  Do you like RainForce?
[02:30:00.027 --> 02:30:02.571]  Yeah, so, my name is Ken Heckin-Ladley.
[02:30:02.571 --> 02:30:04.854]  How do I write all the books that I do?
[02:30:04.854 --> 02:30:11.143]  Four books with Dr. Judy Majkowicz, four books with Project Veritas Whistleblowers, and now two books with Alex Jones?
[02:30:11.143 --> 02:30:14.208]  That's because I use RainForce every day.
[02:30:14.508 --> 02:30:18.512]  What I always need is I always need some sort of boost in the morning.
[02:30:18.512 --> 02:30:22.455]  And so, you know, I try to exercise, eat well, take good vitamins.
[02:30:22.455 --> 02:30:28.040]  But the one thing that I have really found that makes a difference is brain force.
[02:30:28.040 --> 02:30:35.727]  I'll take brain force in the morning right before I go to my computer and I'm good for the next four or five hours writing a whole lot of stuff.
[02:30:35.727 --> 02:30:41.372]  So it really is true that brain force is something I use every day and it helps me with my writing.
[02:30:41.792 --> 02:30:42.573]  All right, we love you.
[02:30:42.573 --> 02:30:43.173]  We'll be right back.
[02:30:43.173 --> 02:30:48.218]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at InfoWarStore.com.
[02:30:48.218 --> 02:30:58.506]  We'll be right back with our number two.
[02:30:58.506 --> 02:31:03.571]  We finally have our original best-selling Gloyal Silver back in stock.
[02:31:04.762 --> 02:31:07.544]  Supply chain breakdowns and all the problems of the economy.
[02:31:07.544 --> 02:31:13.867]  We could not get the highest quality colloidal silver for almost three years back in stock.
[02:31:13.867 --> 02:31:14.948]  But now we've got it.
[02:31:14.948 --> 02:31:17.509]  30 parts per million from the top lab.
[02:31:17.509 --> 02:31:18.930]  We've got a limited shipment.
[02:31:18.930 --> 02:31:20.611]  Hopefully we'll have a lot of it in the future.
[02:31:20.611 --> 02:31:26.675]  But if you want to experience and have in your medicine cabinet, have in your preparedness arsenal,
[02:31:27.375 --> 02:31:30.097]  High quality colloidal silver from the best manufacturer.
[02:31:30.097 --> 02:31:36.081]  We have it right now private labeled under the name Silver Bullet at InfoWarStore.com.
[02:31:36.081 --> 02:31:38.462]  Limited supply, 30% off.
[02:31:38.462 --> 02:31:41.404]  InfoWarStore.com Silver Bullet.
[02:31:41.404 --> 02:31:48.549]  Research colloidal silver, find out what a game changer it is, and then get yours at InfoWarStore.com.
[02:31:48.549 --> 02:31:51.050]  Silver Bullet, back in stock, 30% off.
[02:31:51.050 --> 02:31:52.331]  InfoWarStore.com.
[02:32:03.089 --> 02:32:04.513]  I want to say brain force is great.
[02:32:04.513 --> 02:32:06.418]  I want to say turbo force is amazing.
[02:32:06.418 --> 02:32:07.020]  It is!
[02:32:07.020 --> 02:32:08.564]  But if you took it with bish oil...
[02:32:09.862 --> 02:32:11.884]  It's like the fish oil is it.
[02:32:11.884 --> 02:32:13.225]  The fish oil's better than it.
[02:32:13.225 --> 02:32:15.067]  And that's an example of what I'm talking about.
[02:32:15.067 --> 02:32:17.549]  Fish oil is liquid energy.
[02:32:17.549 --> 02:32:19.170]  Brain, body, heart.
[02:32:19.170 --> 02:32:20.651]  The cleanest, the best out there.
[02:32:20.651 --> 02:32:22.133]  Krill oil is the best.
[02:32:22.133 --> 02:32:23.494]  And it'll give you the damn burps.
[02:32:23.494 --> 02:32:24.235]  And I'm sorry.
[02:32:24.235 --> 02:32:25.335]  You want something like this?
[02:32:25.335 --> 02:32:26.316]  You don't get stuff for free.
[02:32:26.316 --> 02:32:28.238]  The krill is hallucinogenic.
[02:32:28.238 --> 02:32:28.838]  It's so good.
[02:32:28.838 --> 02:32:29.459]  In my view.
[02:32:29.459 --> 02:32:31.781]  I'm not making a medical statement here, but let me tell you something.
[02:32:31.781 --> 02:32:34.503]  I eat five capulets of krill oil before I go to bed.
[02:32:34.503 --> 02:32:36.085]  I'm seeing Santa Claus that night.
[02:32:37.873 --> 02:32:45.357]  So, your brain is made basically out of what fish oil is.
[02:32:45.357 --> 02:32:51.421]  So, we don't make a big profit off of it, but you notice I just obsess because whatever the best is we've got, I just can't lie to you.
[02:32:51.421 --> 02:32:52.541]  I just can't do it!
[02:32:52.541 --> 02:32:59.305]  InfoWarsTore.com.
[02:32:59.305 --> 02:33:05.209]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:12.445 --> 02:33:13.705]  You found it.
[02:33:13.705 --> 02:33:15.706]  The tip of the spear.
[02:33:15.706 --> 02:33:18.167]  It is the Alex Jones Show.
[02:33:18.167 --> 02:33:24.689]  I want listeners to listen to me very carefully.
[02:33:40.084 --> 02:33:46.469]  The left instills victimology in their people to be losers they can control that aren't upwardly mobile.
[02:33:46.469 --> 02:33:47.569]  That's negative and bad.
[02:33:47.569 --> 02:33:53.053]  There's an extreme with populists, conservatives, Christians, and just good hard-working people.
[02:33:53.053 --> 02:34:01.799]  We have a survival mechanism that God gave us evolutionarily to where we get attacked and hurt and we just kind of forget about it and move on and just try to overcome it.
[02:34:03.089 --> 02:34:06.290]  And so people are like, hey, the COVID thing's over, let's move forward, we've got other things to deal with.
[02:34:06.290 --> 02:34:06.770]  No.
[02:34:06.770 --> 02:34:13.731]  They're gearing up with a UN World Treaty, they say new viruses are coming, they want masks back on, they want new lockdowns, they're not going to give up.
[02:34:13.731 --> 02:34:15.451]  We have to work even harder.
[02:34:15.451 --> 02:34:20.012]  This is their main program, is this virus disease X thing to take over.
[02:34:20.012 --> 02:34:22.093]  And they're building all these camps and all the rest of it.
[02:34:22.093 --> 02:34:24.633]  This is the jewel in their crown of control.
[02:34:24.633 --> 02:34:26.674]  Of all the Hydra heads, this is the biggest and the meanest.
[02:34:28.374 --> 02:34:30.536]  We have to prosecute them, not just for the victims.
