[00:00.000 --> 00:12.720]  The year is 2020.
[2:10:28.200 --> 2:10:33.880]  inoculations that they admit don't even work in the way they say they work they change your dna
[2:10:34.600 --> 2:10:40.120]  this is the culling of the planet this is the beginning of the straight jacket being put on
[2:10:40.120 --> 2:10:46.280]  you before you're slowly tortured to death and killed you understand the democrats are just going
[2:10:46.280 --> 2:10:52.120]  more and more left many positive about socialism liking it more than capitalism many of the ideas
[2:10:52.120 --> 2:10:59.160]  we fought for that were considered radical are now mainstream the radical left has taken over the
[2:10:59.160 --> 2:11:05.800]  democratic party and joe biden is marching in lockstep with them biden and the far left are
[2:11:05.800 --> 2:11:11.240]  promising to crush middle-class families with trillions in new taxes if you elect me your
[2:11:11.240 --> 2:11:16.760]  taxes are going to be raised not cut promising amnesty and health care for 11 million illegal
[2:11:16.760 --> 2:11:21.880]  immigrants should this shift for 11 million undocumented folks promising to shut down
[2:11:21.880 --> 2:11:28.520]  energy exploration killing jobs and hurting america's economy i guarantee we're gonna end
[2:11:28.520 --> 2:11:35.960]  fossil fuel in joe biden's america the radical left get whatever they want and you get to pay for it
[2:11:35.960 --> 2:11:42.280]  they've already taken over joe biden and the democratic party don't let them take over america
[2:11:42.280 --> 2:12:01.800]  you're listening to the alex jones show
[2:12:01.800 --> 2:12:07.800]  you
[2:12:07.800 --> 2:12:15.320]  spend my days with a woman and kind smoke my stove and drink all my life
[2:12:20.200 --> 2:12:27.320]  made of my mind making you start going california with an aching in my heart
[2:12:27.320 --> 2:12:34.280]  oh ali alexander no it's ali alexander he says mike sternum he says it too i'm great
[2:12:34.280 --> 2:12:40.920]  dead oh i know it's ali like mohammed ali floats like a butterfly stings like a b it's ali alexander
[2:12:40.920 --> 2:12:50.200]  yeah you know but i i answer by it's ali it's ali it's ali it's that son of a you know and uh
[2:12:50.200 --> 2:12:54.920]  just depends and then they say you're in islamist extremist but i love your response the name
[2:12:54.920 --> 2:12:59.800]  ali's a lot older than islam explains people right exactly you know i mean jesus was born a
[2:12:59.800 --> 2:13:05.080]  jew he came from the line of david and jacob uh you know they're in the middle east you had romans
[2:13:05.080 --> 2:13:11.880]  you had jews you had north africans and arabes you know before there were ever you know european
[2:13:11.880 --> 2:13:16.600]  continent christians white european continent christians you know there were some romans
[2:13:16.600 --> 2:13:22.520]  uh there were arab christians so you know ali predates islam uh islam's 1400 years old
[2:13:22.520 --> 2:13:27.480]  but then it says oh we invented the mathematics and the alphabet no that was the Arabs did all
[2:13:27.480 --> 2:13:31.240]  that that wasn't the muslims right exactly and it's it's funny how people you know mess this
[2:13:31.240 --> 2:13:36.600]  history up but yeah you know the Arabs you know they're the same line from abraham you know abraham
[2:13:36.600 --> 2:13:43.480]  became abraham and he was an adult when he became an israelite and sol became paul and that's when
[2:13:43.480 --> 2:13:48.520]  he became a christian exactly you know and mohammed and ali which is like kind of the second
[2:13:48.520 --> 2:13:52.840]  like kind of the second prophet of islam they were already adults before they had their you know
[2:13:52.840 --> 2:14:00.040]  whatever grand revelation so yeah Arabs predate muslims everybody ali and christianity they mix
[2:14:00.040 --> 2:14:05.240]  well well egypt used to be almost 100 christian yeah they had some zohar askers and a few others
[2:14:05.240 --> 2:14:11.080]  some jews but it's like 95 i was reading not now because the muslims they don't let you know that's
[2:14:11.080 --> 2:14:15.560]  my problem with islam is they you look at muslim countries they're like 90 muslims they don't let
[2:14:15.560 --> 2:14:19.000]  you have your religion yeah they've wiped people out and you know but that's also the fault of the
[2:14:19.000 --> 2:14:23.960]  west we've let a lot of these coptic christians die over the past uh 20 or 30 years well when i went
[2:14:23.960 --> 2:14:28.200]  to college they talked that we launched a crusades you'd say fact the crusades were the response to
[2:14:28.200 --> 2:14:34.040]  500 years up to a thousand years of islamic invasions bingo going all the way into western europe right i
[2:14:34.040 --> 2:14:40.600]  mean the muslims owned spain all of spain you know had to push them out they're a lot reconquisto
[2:14:40.600 --> 2:14:46.760]  that's real we're gonna get in trouble for this you know these extremist new crusaders
[2:14:46.760 --> 2:14:53.480]  ali alexander and alex jones i said it we need a reformation in islam and we do need we do need
[2:14:53.480 --> 2:14:58.520]  to take back the holy land yeah yeah i don't i don't want to have some game and i'll say it i
[2:14:59.800 --> 2:15:04.920]  look at how look at how the leftist allied with islam yeah they're trying to conquer us yeah
[2:15:06.600 --> 2:15:10.200]  well i've talked about it before because they don't believe anything right how can you
[2:15:10.200 --> 2:15:17.080]  believe in the extreme tenets of the quran and then tell boys to dress in dresses and then tell fat
[2:15:17.080 --> 2:15:23.080]  girls to say fat and don't wear makeup they just believe in confusion and inversion wherever they
[2:15:23.080 --> 2:15:27.160]  are nothing needs to make sense it's not progressive it's not liberal it's not yeah the muslims are
[2:15:27.160 --> 2:15:32.920]  executing homosexuals everywhere but muslims are good but the open free west is bad yeah yeah it's
[2:15:32.920 --> 2:15:38.120]  it's insane but they again they mean to subvert what we believe they don't mean to put any why
[2:15:38.120 --> 2:15:43.080]  do the globalists hate christianity so much because we reformed the world i mean the bloodline of
[2:15:43.080 --> 2:15:50.040]  jesus the the the temporal bloodline of jesus that continued after his his death is absolutely
[2:15:50.040 --> 2:15:55.080]  amazing you know the catholics used to have a doctrine called the social kingship of christ
[2:15:55.080 --> 2:16:00.360]  and so you have to imagine you know rome was in this period called pax romana it was a period
[2:16:00.360 --> 2:16:05.640]  a very limited period when the roman empire was was at peace it was the only time in which
[2:16:05.640 --> 2:16:12.440]  jesus's bloodline could fulfill his prophecy by birth they could take over an empire and then
[2:16:12.440 --> 2:16:18.120]  what happened with rome rome inverted until it became the holy roman empire it ceded britain
[2:16:18.120 --> 2:16:25.800]  britain ceded america and those words we the people liberated people and gave them christian liberty
[2:16:25.800 --> 2:16:30.680]  over monarchs all across the world this would not have happened without a jesus christ and the
[2:16:30.680 --> 2:16:36.120]  globalists realized this is 2000 years ago this guy said that women and men can worship together
[2:16:36.120 --> 2:16:40.760]  that there's christian liberty that there's a proper order but you have more freedom under the law
[2:16:40.760 --> 2:16:45.080]  and he's still the most dangerous guy to the globalist today and while you said it's true and
[2:16:45.080 --> 2:16:49.640]  it's not that the institutions in england or the vatican aren't corrupt in that problem right it's
[2:16:49.640 --> 2:16:54.600]  that it's god works through mysterious ways you can literally what you just said see that whole
[2:16:54.600 --> 2:17:00.200]  thing happening in western europe and everything right and think about this we're also competing
[2:17:00.200 --> 2:17:06.280]  with the bloodline of the antichrist you know you had germany you had france you had britain
[2:17:06.280 --> 2:17:12.600]  and you had russia and all of those royal families are former senatorial families from rome so you
[2:17:12.600 --> 2:17:17.320]  know while jesus was taking over and his church was taking over the west which ultimately came to
[2:17:17.320 --> 2:17:22.360]  this beautiful thing we have this republic and christian liberty you know um you know your history
[2:17:22.360 --> 2:17:27.400]  so the patricians the black nobility explain that to people yeah because they went off to romania
[2:17:27.400 --> 2:17:33.000]  hungary eastern europe to control the trades coming in once the empire fell and then vladian paler the
[2:17:33.000 --> 2:17:38.280]  dragon all that they've got their whole thing going yeah i mean it's it's it should be no secret the
[2:17:38.280 --> 2:17:44.360]  globalists are as old as the church and there has been a war between globalism and christian liberty
