[00:00:00.069 --> 00:00:01.290]  Welcome my friends.
[02:00:59.256 --> 02:01:02.039]  Yes, in, uh, Switzerland.
[02:01:02.039 --> 02:01:04.521]  Yeah, you were talking about that one.
[02:01:04.521 --> 02:01:05.742]  Well, there's a lot of them, but go ahead.
[02:01:06.477 --> 02:01:14.499]  Not exactly, no, because I just discovered that basically it was on the news today, and they were talking about that being the largest in the world, basically.
[02:01:14.499 --> 02:01:14.939]  Yes.
[02:01:14.939 --> 02:01:21.701]  And I thought you just mentioned the one you have in the States, which is called Triton, I believe, or something like that.
[02:01:21.701 --> 02:01:22.561]  Yes.
[02:01:22.561 --> 02:01:23.981]  It has a name, okay.
[02:01:23.981 --> 02:01:34.924]  And I just wanted to say to you that you know when I hear you screaming and feeling lonely in your studio back there in the States, I just want you to know that you're not alone.
[02:01:34.924 --> 02:01:35.784]  There's a lot of people
[02:01:36.480 --> 02:01:36.880]  I think so.
[02:01:58.567 --> 02:02:00.870]  We could create a big message, you know.
[02:02:11.423 --> 02:02:15.565]  I mean, believe me, if I had my druthers, that's where I'd be hanging out.
[02:02:15.565 --> 02:02:17.305]  It's beautiful, it's wonderful, I love it.
[02:02:17.305 --> 02:02:18.126]  Believe me.
[02:02:18.126 --> 02:02:20.407]  Someday, I'm going to have a European tour.
[02:02:20.407 --> 02:02:24.268]  I've turned down probably 50 of them, and I do want to come see everybody over there.
[02:02:24.268 --> 02:02:29.410]  My wife lived over there until she was like 20 years old, so believe me, I want to come.
[02:02:29.410 --> 02:02:33.192]  Listen, I've waited for 20 minutes, so that's probably the most expensive phone call I'm going to make.
[02:02:33.192 --> 02:02:33.912]  Hey, I apologize.
[02:02:33.912 --> 02:02:34.432]  Go ahead.
[02:02:34.432 --> 02:02:35.493]  No, no, don't worry, man.
[02:02:35.493 --> 02:02:37.334]  I just want to say one more thing.
[02:02:37.334 --> 02:02:40.835]  You've talked about, you know, that low-frequency nausea control system.
[02:02:42.936 --> 02:02:44.317]  Say it again, I've talked about what?
[02:02:44.317 --> 02:02:46.598]  Yes, yes, ultra-low frequency.
[02:02:46.598 --> 02:02:46.799]  Yes.
[02:03:00.889 --> 02:03:05.855]  Uh, for, you know, to push away kids or even people in the streets.
[02:03:05.855 --> 02:03:07.937]  It's called the Mosquito.
[02:03:07.937 --> 02:03:13.704]  London, Paris, New York put ultra-low frequency that actually damages the hearing.
[02:03:13.704 --> 02:03:20.551]  See, you lose the hearing because the low frequency and ultra-low frequency damages the delicate bones.
[02:03:21.312 --> 02:03:25.537]  And so you become deaf to it generally by about 25.
[02:03:25.537 --> 02:03:30.902]  And yes, all over the world they're putting in these devices just to make kids not be on the street.
[02:03:30.902 --> 02:03:33.565]  You don't know why you're being irritated.
[02:03:33.565 --> 02:03:37.710]  That's a mind control weapon being introduced in plain view.
[02:03:37.710 --> 02:03:38.831]  It is incredible.
[02:03:39.434 --> 02:03:49.581]  But Alex, can I just add that I'm a musician myself, yeah, so I know about frequencies, and I don't know if you remember, but in the past, like in the 70s, when they had big concerts, outdoor concerts, people would die.
[02:03:49.581 --> 02:03:51.562]  They wouldn't know where it would come from.
[02:03:51.562 --> 02:03:55.204]  That was coming from the low frequency, not being controlled at the time.
[02:03:55.204 --> 02:03:56.826]  Coming from the bass.
[02:03:56.826 --> 02:03:59.828]  And the low frequency itself can actually kill you.
[02:03:59.828 --> 02:04:04.971]  It's not only a mind control, or to make you feel, you know, noxious or anything like that, it can actually
[02:04:05.652 --> 02:04:11.958]  You told me all your organs and shit like that.
[02:04:11.958 --> 02:04:13.219]  Well, yes, I had read that.
[02:04:13.219 --> 02:04:14.620]  And you ought to write a blurb up.
[02:04:14.620 --> 02:04:19.444]  You ought to post it in the Prison Planet Forum, and we'll put it on the main page.
[02:04:19.444 --> 02:04:28.391]  Because, that's right, all over, they're now putting it in nationwide in the U.S., damaging your children's ears, hitting them, hitting them hard, just setting the precedent.
[02:04:28.391 --> 02:04:29.813]  Anything else you want to add, Chris?
[02:04:30.717 --> 02:04:32.819]  Yeah, I'm going to get the water tested soon as well.
[02:04:32.819 --> 02:04:35.801]  You know, following the pure white shit in the States and in Australia.
[02:04:35.801 --> 02:04:36.562]  Well listen, stay there.
[02:04:36.562 --> 02:04:39.024]  I'm going to let you finish up on the other side.
[02:04:39.024 --> 02:04:44.528]  And we're going to talk to John Rico Morgan Robin.
[02:04:44.528 --> 02:04:46.410]  Robin first, because she's a first-time caller.
[02:04:49.028 --> 02:04:51.029]  Our beloved Republic is on her knees.
[02:04:51.029 --> 02:04:54.630]  The forces of globalism are destroying national sovereignty worldwide.
[02:04:54.630 --> 02:04:56.990]  But in Liberty's darkest hour, there is hope.
[02:04:56.990 --> 02:05:00.171]  For the first time in modern history, the people are beginning to wake up.
[02:05:00.171 --> 02:05:05.953]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[02:05:05.953 --> 02:05:09.874]  We have a short time frame to fully awaken and energize the people to meet this threat.
[02:05:10.234 --> 02:05:15.439]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[02:05:15.439 --> 02:05:18.522]  PrisonPlanet.tv is a vault of forbidden information.
[02:05:18.522 --> 02:05:25.788]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[02:05:25.788 --> 02:05:31.814]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[02:05:31.814 --> 02:05:36.358]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[02:05:36.658 --> 02:05:39.521]  The Info War is waiting for you to set it free.
[02:05:39.521 --> 02:05:41.583]  Join PrisonPlanet.tv.
[02:05:41.583 --> 02:05:43.585]  Burn the info bombs to disk.
[02:05:43.585 --> 02:05:45.727]  Put them on the file sharing networks.
[02:05:45.727 --> 02:05:47.529]  Bring down the New World Order.
[02:05:47.529 --> 02:05:49.491]  PrisonPlanet.tv.
[02:05:49.491 --> 02:05:51.553]  Gasoline prices are out of control.
[02:05:51.553 --> 02:05:54.836]  Are you tired of giving your hard-earned dollars to the major oil companies?
[02:05:54.836 --> 02:05:59.441]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[02:05:59.801 --> 02:06:02.683]  Very few consumers even know such products exist.
[02:06:02.683 --> 02:06:07.766]  SFR has obtained this technology that is backed by testing that the major oil companies have run.
[02:06:07.766 --> 02:06:09.747]  Yet they don't want you to know about them.
[02:06:09.747 --> 02:06:15.730]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[02:06:15.730 --> 02:06:17.852]  SFR lasts up to six months.
[02:06:17.852 --> 02:06:21.694]  SFR works so well that it even improves mileage on new cars.
[02:06:22.174 --> 02:06:33.563]  SFR recently ran this ad and the response from all over the United States was so strong that they are allowing my listeners to buy one at their regular price of $9.95 and get another one free of charge.
[02:06:33.563 --> 02:06:38.867]  If you are not completely delighted with the savings, SFR will refund the purchase price and shipping.
[02:06:38.867 --> 02:06:42.129]  Share in the oil company's secret and get SFR now.
[02:06:42.129 --> 02:06:42.630]  Call 888-USE-SFR1.
[02:06:42.630 --> 02:06:44.351]  That's 888-USE-SFR1 today!
[02:06:49.019 --> 02:06:59.442]  USCivilFlags.org is here to help Americans remember as well as our leaders that every man and woman is sovereign and that we're all endowed by our Creator with life, liberty, and the pursuit of happiness.
[02:06:59.442 --> 02:07:08.185]  The Sovereign Civil Flag is available at USCivilFlags.org and is a symbol of our desire to return America to the dreams that our forefathers envisioned.
[02:07:08.465 --> 02:07:14.007]  Show your support for a return to traditional moral values by flying one of these great flags today!
[02:07:14.007 --> 02:07:18.088]  Standard flags are 3 by 5 feet with miniature flags also available.
[02:07:18.088 --> 02:07:34.533]  USCivilFlags.org also carries a large inventory of Ron Paul related gear including DVDs, buttons, and so on patches, and a large variety of educational books and numerous historical documents, including the US Constitution, the Declaration of Independence, and the Articles of Confederation.
[02:07:34.873 --> 02:07:39.674]  So visit us online today to pick up your piece of history at uscivilflags.org.
[02:07:39.674 --> 02:07:41.634]  That's uscivilflags.org.
[02:07:41.634 --> 02:07:45.075]  Or call us at 646-498-5309.
[02:07:45.075 --> 02:07:47.235]  That's 646-498-5309.
[02:07:47.235 --> 02:07:55.376]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[02:07:55.376 --> 02:08:02.858]  Alright, the guy from France hung up.
[02:08:02.858 --> 02:08:03.518]  He didn't understand me.
[02:08:03.518 --> 02:08:04.518]  I wanted to hear his other point.
[02:08:05.299 --> 02:08:10.201]  This is an example of how conditioned I have become.
[02:08:10.201 --> 02:08:13.582]  I have seen articles for about five years on the Mosquito.
[02:08:13.582 --> 02:08:14.923]  That's one company.
[02:08:14.923 --> 02:08:15.463]  The biggest one.
[02:08:15.463 --> 02:08:17.624]  There's quite a few.
[02:08:17.624 --> 02:08:20.165]  It's ultra-low frequency.
[02:08:20.165 --> 02:08:26.327]  It's like a... but a lot higher.
[02:08:26.327 --> 02:08:29.048]  And it does damage.
[02:08:29.048 --> 02:08:31.629]  The more you hear it, the more you lose the power to hear it.
[02:08:32.228 --> 02:08:34.529]  My grandmother always should hear dog whistles her whole life.
[02:08:34.529 --> 02:08:35.369]  She's 83 now.
[02:08:35.369 --> 02:08:36.710]  She can still hear them.
[02:08:36.710 --> 02:08:37.950]  She's like super hearing.
[02:08:37.950 --> 02:08:39.251]  Some people have better hearing than average.
[02:08:39.251 --> 02:08:40.852]  Women, on average, have better hearing.
[02:08:40.852 --> 02:08:42.432]  Men, on the average, have better eyesight.
[02:08:42.432 --> 02:08:46.194]  It's a genetic trait, but I guess for survival.
[02:08:46.194 --> 02:08:47.914]  But, no, it damages your ears.
[02:08:47.914 --> 02:08:48.675]  And they just put them out.
[02:08:48.675 --> 02:08:53.517]  They say, we don't want young people on the streets of France and Paris and New York.
[02:08:53.517 --> 02:08:54.877]  And so it makes you uncomfortable.
[02:08:54.877 --> 02:08:56.498]  But it says, don't worry, adults can't hear it.
[02:08:57.679 --> 02:09:00.040]  But the studies show that you're just not picking it up.
[02:09:00.040 --> 02:09:02.820]  The bones in your ear are actually clattering.
[02:09:02.820 --> 02:09:07.762]  Little bitty tiny bones, some of them the size of hairs, are basically in there clattering around.
[02:09:07.762 --> 02:09:17.204]  And it's the equivalent of sirens going off five inches from your head, but you just don't know it.
[02:09:17.204 --> 02:09:22.145]  And we need to do an article on that because here I am for years saying it and I never even mentioned it.
[02:09:22.145 --> 02:09:24.166]  Now what I did mention and put in Road to Tyranny
[02:09:26.109 --> 02:09:30.692]  Was the supersonic nauseator.
[02:09:30.692 --> 02:09:37.315]  Well, the sonic nauseator and the supersonic nauseator that is in every major law enforcement catalog I've seen, Schumer, Tech, you name it.
[02:09:37.315 --> 02:09:48.962]  And they brag, they say, we take these to, uh, they're very small, we take these to rallies to make everybody sick, we take it to torture people in the jails, and it's hidden in plain, they say that!
[02:09:48.962 --> 02:09:54.325]  It's in the film, we've got a blow-up of the catalog, saying, make people nauseated to break down free speech rallies,
[02:09:54.773 --> 02:09:55.634]  That's illegal?
[02:09:55.634 --> 02:09:57.074]  Just advertised as illegality?
[02:09:57.074 --> 02:09:58.975]  It's completely in your face.
[02:09:58.975 --> 02:10:01.517]  It's all in plain view.
[02:10:01.517 --> 02:10:03.558]  And it's the same thing with these mosquitoes.
[02:10:03.558 --> 02:10:04.559]  They make you uncomfortable.
[02:10:04.559 --> 02:10:06.780]  They make you nauseous.
[02:10:06.780 --> 02:10:10.182]  And it says they use them in jails to torture people.
[02:10:10.182 --> 02:10:13.904]  Why would you want to do that?
[02:10:13.904 --> 02:10:19.848]  You see, we're talking about sending people to prison in Abu Ghraib for breaking bones, but cops break bones here and call it pain compliance.
[02:10:20.680 --> 02:10:21.760]  I've been doing it for 20 years.
[02:10:21.760 --> 02:10:26.162]  I've got a whole section in the extras of my film, Martial Law, covering it.
[02:10:26.162 --> 02:10:29.063]  Speaking of that, I am not plugging my films as much as I used to.
[02:10:29.063 --> 02:10:31.483]  In fact, about 1-100th.
[02:10:31.483 --> 02:10:32.544]  And they're an important tool.
[02:10:32.544 --> 02:10:33.724]  I need to get them out to people.
[02:10:33.724 --> 02:10:35.164]  Martial Law is such a classic.
[02:10:35.164 --> 02:10:36.845]  3-hour long film.
[02:10:36.845 --> 02:10:38.425]  And then like 30 minutes of extras.
[02:10:38.425 --> 02:10:39.786]  It's a DVD 9.
[02:10:39.786 --> 02:10:40.546]  Just jam-packed.
[02:10:41.701 --> 02:10:52.569]  The Bush-Hitler connection, forget connection, slam dunk, David Gergen blowing up at me, Marshall Law in New York, just 9-11 info, it's three films in one.
[02:10:52.569 --> 02:10:54.570]  Same thing with Endgame, it's really three films.
[02:10:54.570 --> 02:11:09.721]  History of the Global Elite, their physical infrastructure plan, the control grid, NAU, European Union, Asian Union, African Union, and then their master plan after it's in place, and their current black ops eugenics soft kill program, they're running against each and every one of us listening.
[02:11:11.553 --> 02:11:14.194]  And then Terror Storm, the final cut.
[02:11:14.194 --> 02:11:16.275]  It's a second edition, the final edition.
[02:11:16.275 --> 02:11:19.156]  It's like two plus hours long.
[02:11:19.156 --> 02:11:20.196]  An hour of extras.
[02:11:20.196 --> 02:11:22.437]  Ventura's in it.
[02:11:22.437 --> 02:11:24.978]  It's all available at InfoWars.com.
