[00:00:04.500 --> 00:00:09.762]  They're live!
[01:58:57.847 --> 01:59:04.791]  Criminal acts intended or calculated to provoke a state of terror in the general public.
[01:59:04.791 --> 01:59:07.152]  There it is, hidden in plain view.
[01:59:07.152 --> 01:59:17.158]  Governments are saying, give up your rights, give us unlimited power and taxation, get behind all these wars for empire, or terrorists are going to get you.
[01:59:18.095 --> 01:59:22.821]  That itself is the very definition of terrorism.
[01:59:22.821 --> 01:59:25.163]  Now I'm going to go through some of these statistics.
[01:59:25.163 --> 01:59:33.253]  You've got a better chance of dying from a honeybee sting or falling down your shower than you do of being killed by a terrorist.
[01:59:33.253 --> 01:59:36.617]  You have a much better chance of dying water skiing
[01:59:37.057 --> 01:59:45.948]  Or swimming in your pool, or slipping in your bathtub, or a deer jumping out in front of you, and having a car wreck and dying, than you do from terrorists.
[01:59:45.948 --> 01:59:47.270]  The numbers are all there.
[01:59:47.270 --> 01:59:52.676]  Even Scientific American, a few years ago, did a big breakdown on this.
[01:59:52.676 --> 01:59:53.697]  Let's just look at the numbers.
[01:59:54.318 --> 02:00:01.347]  You've got a 1 in 540 chance each and every year of developing fatal cancer.
[02:00:01.347 --> 02:00:08.736]  If you look at the wars launched in the name of fighting terrorists, in the case of Iraq, the Iraqis had a 1 in 1,150 chance of dying.
[02:00:11.539 --> 02:00:13.339]  Let's look at traffic accidents.
[02:00:13.339 --> 02:00:18.521]  In the year 2008, you had a 1 in 8,000 chance of dying in a car wreck.
[02:00:18.521 --> 02:00:20.501]  Homicide in the United States.
[02:00:20.501 --> 02:00:24.222]  You had a 1 in 22,000 times chance of dying.
[02:00:24.222 --> 02:00:26.723]  Let's take terrorism in Northern Ireland.
[02:00:26.723 --> 02:00:29.744]  During that entire conflict from 1970 to 2007, you had a 1 in 43,000 chance of being killed.
[02:00:35.425 --> 02:00:48.896]  If you take all terrorism in the United States from 1970 to 2007, you had a 1 in 3.5 million chance of being killed by a terrorist.
[02:00:48.896 --> 02:00:55.162]  And remember, many of those terrorist attacks were actually staged or provocateured to take your freedom.
[02:00:55.882 --> 02:00:59.685]  We're not just going to show you the fake threat of terror.
[02:00:59.685 --> 02:01:03.807]  We're going to show you the real threats to human society.
[02:01:03.807 --> 02:01:12.733]  And we're going to expose the number one killer of human beings in the last 100 years.
[02:01:12.733 --> 02:01:19.098]  This information that you're about to see could save billions of lives.
[02:01:19.098 --> 02:01:20.379]  And in every case,
[02:01:21.499 --> 02:01:29.024]  These threats flow from the global technocratic elite and their scientific dictatorship.
[02:01:29.024 --> 02:01:32.387]  Is that guests?
[02:01:32.387 --> 02:01:36.229]  And it's not just that the elite are a threat to the general public.
[02:01:36.229 --> 02:01:38.811]  I've analyzed this thing from one end to the other.
[02:01:38.811 --> 02:01:40.872]  They're the greatest threat to themselves.
[02:01:41.752 --> 02:01:45.873]  But wasn't that the case with Hitler turning East into Russia?
[02:01:45.873 --> 02:01:47.054]  Or Napoleon?
[02:01:47.054 --> 02:01:49.075]  Or even Julius Caesar?
[02:01:49.075 --> 02:01:57.237]  It's the fact that they're so arrogant, so filled with bravada and chutzpah, that they think they're God.
[02:01:57.237 --> 02:02:00.759]  These control freaks are gonna bring themselves down.
[02:02:00.759 --> 02:02:03.519]  And all the rest of us with them.
[02:02:03.519 --> 02:02:06.220]  If we don't wake up and stop them.
[02:02:06.220 --> 02:02:10.582]  Of all the real proven threats to humanity, none of them
[02:02:11.943 --> 02:02:16.186]  ...have killed as many people as government itself.
[02:02:16.186 --> 02:02:20.069]  In academia, it's known as democide.
[02:02:20.069 --> 02:02:24.752]  But notice, you've probably never heard that, even if you went to college.
[02:02:24.752 --> 02:02:28.055]  And you've certainly never seen it on the news, or on the Discovery Channel.
[02:02:28.951 --> 02:02:37.674]  Oh no, they're too busy telling you about sharks they're gonna get you any minute with Shark Week and Bin Laden and we gotta stick our hands down your pants.
[02:02:37.674 --> 02:02:40.535]  No, you never hear about Demoscite.
[02:02:40.535 --> 02:02:48.818]  And it's proven, it's on record, that governments have killed over 260 million people.
[02:02:48.818 --> 02:02:50.939]  It's a giant number.
[02:02:50.939 --> 02:02:53.760]  So big that it's even hard to grasp.
[02:02:54.659 --> 02:03:02.106]  That is the number one cause of unnatural death in the 20th and now 21st century.
[02:03:02.106 --> 02:03:07.451]  And if you look back at the eons before that, it was always number one.
[02:03:07.451 --> 02:03:09.393]  Look what George Washington and many others said.
[02:03:10.450 --> 02:03:12.732]  Government is like fire.
[02:03:12.732 --> 02:03:16.636]  It is a dangerous servant and a fearful master.
[02:03:16.636 --> 02:03:20.260]  You bet it is.
[02:03:20.260 --> 02:03:23.323]  260 plus million dead.
[02:03:23.323 --> 02:03:24.945]  Democide.
[02:03:24.945 --> 02:03:26.686]  When your government kills you.
[02:03:27.327 --> 02:03:37.834]  To put Democide into perspective, it would take 10 sports stadiums, jam-packed with 100,000 people apiece, to represent 1 million souls.
[02:03:37.834 --> 02:03:40.036]  China, from 1949 to 1987.
[02:03:40.036 --> 02:03:46.920]  The Communist Party killed 76 plus million people.
[02:03:46.920 --> 02:03:48.261]  And they even admit it.
[02:03:48.261 --> 02:03:48.982]  They're proud of it.
[02:03:49.522 --> 02:03:57.850]  The USSR from 1917 to 1987 killed over 61 million people.
[02:03:57.850 --> 02:04:04.316]  Combined Western colonialism killed over 50 million people.
[02:04:04.316 --> 02:04:14.485]  Germany under Hitler from 1933 to 1945 killed more than 20 million people total, including their own population.
[02:04:15.166 --> 02:04:22.930]  Japan, during its imperial orgy from 1936 to 1945, killed five plus million people.
[02:04:22.930 --> 02:04:30.014]  Before Mao even got into power from 1923 to 1948, they killed right around three and a half million.
[02:04:30.014 --> 02:04:33.856]  And good old Pol Pot in Cambodia, funded by the U.S.
[02:04:33.856 --> 02:04:37.318]  government and Zbigniew Brzezinski, from 1975 to 1979, killed around 30% of his population.
[02:04:37.318 --> 02:04:37.578]  Two million.
[02:04:43.001 --> 02:04:46.343]  Turkey during their genocide of the Armenians, 1.8 million.
[02:04:46.343 --> 02:04:47.063]  Vietnam, 1.67 million.
[02:04:47.063 --> 02:04:48.144]  Poland, 1.585 million.
[02:04:48.144 --> 02:04:49.465]  Pakistan, 1.5 plus million.
[02:04:49.465 --> 02:04:51.706]  Yugoslavia under Tito, 1,072,000.
[02:05:00.851 --> 02:05:03.453]  And the mega-murder just continues.
[02:05:03.453 --> 02:05:06.916]  North Korea, 1.663 million.
[02:05:06.916 --> 02:05:11.119]  Mexico, 1,417,000.
[02:05:11.119 --> 02:05:15.102]  Russia, before the communists even got in, killed over 1 million.
[02:05:15.102 --> 02:05:18.565]  And it just goes on and on and on.
[02:05:18.565 --> 02:05:25.009]  For a whopping conservative total of 262 million.
[02:05:25.009 --> 02:05:27.912]  Governments winning the war against humanity.
[02:05:27.912 --> 02:05:29.033]  And let me just be clear,
[02:05:30.014 --> 02:05:33.196]  That's governments killing unarmed civilians.
[02:05:33.196 --> 02:05:36.818]  That doesn't even count military casualties.
[02:05:36.818 --> 02:05:42.161]  If you add those in, it's well over 350 million.
[02:05:42.161 --> 02:05:58.391]  So, democide, or death by government, is the number one threat, because it's already been carried out many, many times, and governments all over the world are engaging in mass murder right now, and our own government, under the National Defense Authorization Act,
[02:05:58.951 --> 02:06:01.153]  ...is openly stating that they will kill U.S.
[02:06:01.153 --> 02:06:03.634]  citizens, secretly arrest U.S.
[02:06:03.634 --> 02:06:08.357]  citizens, and have us disappear into secret prisons and black holes.
[02:06:08.357 --> 02:06:12.200]  So the gauntlet has been thrown down in front of us.
[02:06:12.200 --> 02:06:16.263]  You've seen how governments have overtly killed their populations.
[02:06:17.349 --> 02:06:21.310]  By the sword, by the gun, by starvation.
[02:06:21.310 --> 02:06:25.311]  But what about covert forms of genocide?
[02:06:25.311 --> 02:06:28.192]  We're now going to look at that area.
[02:06:28.192 --> 02:06:37.194]  And then I'll get into the mad scientist activity of the global rulers who are trying to basically become God.
[02:06:37.194 --> 02:06:40.055]  Throughout history there have been two major movements.
[02:06:40.055 --> 02:06:43.396]  Those that are promoting and pushing for human liberty,
[02:06:44.252 --> 02:06:50.359]  And for empowering humanity and those that seek to dominate and control it.
[02:06:50.359 --> 02:06:57.527]  Now, a pseudoscience developed around 1850 in the United Kingdom called eugenics.
[02:06:57.527 --> 02:07:02.132]  And the spinoff of that, of course, was the Nazis and their race purification program.
[02:07:03.035 --> 02:07:11.841]  But eugenics was funded by the British royal family and was basically just a regurgitation of what royalty had already believed for thousands of years.
[02:07:11.841 --> 02:07:14.262]  That they were divine.
[02:07:14.262 --> 02:07:17.365]  That they had a divine right of kings.
[02:07:17.365 --> 02:07:22.108]  And that they had a right to enslave, dominate, and kill populations.
[02:07:23.968 --> 02:07:33.032]  As liberty grew worldwide, governments began to develop covert means to control populations and to exterminate them.
[02:07:33.032 --> 02:07:41.155]  And that's what many famous eugenicists, including Nobel Prize winners, have written about and talked about, like Bertrand Russell.
[02:07:41.155 --> 02:07:52.480]  Diet injections and injunctions will combine from a very early age to produce the sort of character and the sort of beliefs that the authorities consider desirable.
[02:07:53.439 --> 02:07:59.124]  And any serious criticism of the powers that be will become psychologically impossible.
[02:07:59.124 --> 02:08:01.226]  Bertrand Russell.
[02:08:01.226 --> 02:08:12.777]  You can go back to the 1920s and 30s and they obsess on putting chemicals in our food, in our water to make us less aggressive, more docile, to dumb us down so we will submit.
[02:08:12.777 --> 02:08:18.122]  What's so frustrating about these covert programs at population reduction is that they're not really covert.
[02:08:18.923 --> 02:08:23.626]  Sure, it's not on the nightly news, but it's all hidden in plain view.
[02:08:23.626 --> 02:08:48.423]  You know about the experimentation on black men, injecting them with syphilis, and Tuskegee experiment, and plague bomb test off the coast of Scotland, and all of England being sprayed with biologicals, or Henry Kissinger in the 1970s putting out US policy State Department Memorandum 200 that called for using food and war as a weapon to reduce populations in the third world.
[02:08:48.963 --> 02:08:51.386]  It is so diabolical.
[02:08:51.386 --> 02:08:58.993]  This corporatist world government is built and based on reducing population.
[02:08:58.993 --> 02:09:02.097]  And it's in the British Population Commission documents of 1949.
[02:09:02.097 --> 02:09:09.684]  White House science czar John P. Holdren wrote in the 1970s that they should develop
[02:09:10.365 --> 02:09:15.068]  Covert chemicals in the water to reduce fertility and the population.
[02:09:15.068 --> 02:09:16.129]  It's amazing.
[02:09:16.129 --> 02:09:30.278]  They admit that they're establishing a global corporate government to carry out genocide covertly through vaccines, through sodium fluoride, through sterilants like bisphenol A, aspartame.
[02:09:31.596 --> 02:09:33.217]  The list goes on and on.
[02:09:33.217 --> 02:09:39.282]  It is all meant to poison and debilitate and reduce our fertility.
[02:09:39.282 --> 02:09:41.944]  That's why cancer rates have skyrocketed.
[02:09:41.944 --> 02:09:47.168]  That's why the United States has the highest rate of cancer, diabetes, neurological disorders.
[02:09:47.168 --> 02:09:51.150]  It's all being beta tested here.
[02:09:51.150 --> 02:09:59.437]  World government is being established as a straitjacket on the planet so the globalists can carry out genocide.
[02:10:00.307 --> 02:10:03.028]  And it's not fair to call them Nazis.
[02:10:03.028 --> 02:10:07.770]  The Nazis just moved too quickly and were exposed.
[02:10:07.770 --> 02:10:11.652]  It's not fair to call them Nazis, because they're worse than Nazis.
[02:10:11.652 --> 02:10:24.037]  They are the progenitors of the Nazi idea, but they're patient, they're calm, they pose as philanthropists, but they can't control themselves sometimes.
[02:10:24.037 --> 02:10:28.399]  That's why Bill Gates, whose father was the head of Planned Parenthood and a known eugenicist,
[02:10:28.999 --> 02:10:32.182]  He's spending a million dollars on that last three months of life for that patient.
[02:10:32.182 --> 02:10:33.663]  Would it be better not to lay off?
[02:10:45.563 --> 02:10:49.464]  He's come out and said, give people vaccines to reduce population.
[02:11:06.809 --> 02:11:11.676]  Now that's back from high school algebra, but let's take a look.
[02:11:11.676 --> 02:11:13.758]  First we've got population.
[02:11:13.758 --> 02:11:22.130]  Now if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[02:11:23.251 --> 02:11:31.358]  It is so incredibly disgusting, and he's now the number one funder of GMO crops being developed across the world.
[02:11:31.358 --> 02:11:49.373]  And in every study that's been done of GMO crops across the board, they massively reduce fertility in the first generation of rats and guinea pigs and other rodents like rabbits, and within three generations, near total sterility and bizarre deformities
[02:11:49.953 --> 02:11:55.994]  Shriveled sexual organs, hair growing in the mouth, it is beyond bizarre.
[02:11:55.994 --> 02:12:02.776]  Those that ate the genetically engineered toy, they didn't actually show the problems in the first generation.
[02:12:02.776 --> 02:12:09.878]  The second generation was slower growth, slower onset for maturity, but by the third generation, that's when the boom was, the boom hit.
