[00:00:06.863 --> 00:00:10.267]  Excuse me?
[01:58:31.440 --> 01:58:33.621]  Okay, it's on ReportUSA.com.
[01:58:33.621 --> 01:58:39.184]  If you go to the Special Projects section... Now, the best way to find a video is just tell us the name of it.
[01:58:39.184 --> 01:58:45.047]  We'll be back for the third hour in a moment to finish up with this caller, this evil business owner who hires people.
[01:58:45.047 --> 01:58:48.368]  Don't worry, we'll send you like North Korea!
[01:58:48.368 --> 01:58:49.029]  No jobs!
[01:58:50.461 --> 01:58:55.203]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:58:55.203 --> 01:58:58.304]  Why do we have the highest cancer rates on the planet?
[01:58:58.304 --> 01:59:03.865]  The highest rates of diabetes, autism, and every other major disease.
[01:59:03.865 --> 01:59:05.486]  It all comes down to one thing.
[01:59:05.806 --> 01:59:07.447]  We are what we eat.
[01:59:07.447 --> 01:59:12.110]  Our food is devoid of nutrition and processed with poisons and additives.
[01:59:12.110 --> 01:59:16.312]  Our water is filled with toxic poisons and Big Pharma runoff.
[01:59:16.312 --> 01:59:18.894]  All of this has been engineered by design.
[01:59:18.894 --> 01:59:25.117]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:59:25.117 --> 01:59:28.099]  To learn more, visit InfoWarsHealth.com.
[01:59:28.099 --> 01:59:34.903]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[01:59:35.143 --> 01:59:41.188]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:59:41.188 --> 01:59:47.372]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[01:59:47.372 --> 01:59:53.477]  And get free shipping when you sign up for AutoShip.
[01:59:53.477 --> 01:59:55.859]  Waging war on corruption.
[01:59:55.859 --> 01:59:58.661]  Alex Jones, on the GCM Radio Network.
[02:00:05.305 --> 02:00:10.129]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:10.129 --> 02:00:11.710]  You want answers?
[02:00:11.710 --> 02:00:13.271]  Well, so does he.
[02:00:13.271 --> 02:00:17.454]  He's Alex Jones on the GCN Radio Network.
[02:00:17.454 --> 02:00:21.557]  And now, live from Austin, Texas, Alex Jones.
[02:00:35.913 --> 02:00:37.394]  All right, we're taking your phone calls right now.
[02:00:37.394 --> 02:00:43.320]  I've got to get to a bunch of audio video clips we're going to play and a ton of news coming up the next segment.
[02:00:43.320 --> 02:00:45.382]  But we're talking to John and others right now.
[02:00:45.382 --> 02:00:51.227]  And then after I cover some news, I'll go back to Mike and Chris and Matt and Chris and many others that are patiently holding.
[02:00:51.227 --> 02:00:53.369]  The toll-free number to join us for first-time callers is 800-259-9231.
[02:00:57.833 --> 02:01:09.181]  But a lot of times people call in wanting to give out a website address and they'll go HTTP colon slash slash and then the whole, it's best to just give out the name of the site.
[02:01:09.181 --> 02:01:17.207]  People can just put it in a search engine or if you've got a video name, don't say where it's at, tell us the name of the video.
[02:01:17.207 --> 02:01:25.833]  That's the way to search it because then, and I'm not criticizing John, I want to see his video, I want him to plug it on air.
[02:01:27.018 --> 02:01:31.440]  Uh, so folks can find out, uh, you know, what he has to do as a citizen journalist.
[02:01:31.440 --> 02:01:33.941]  So tell us the name of the video explaining minimum wage.
[02:01:33.941 --> 02:01:34.721]  We actually found it.
[02:01:34.721 --> 02:01:38.683]  Um, and of course it is on YouTube, minimum wage, a price fixing scheme.
[02:01:38.683 --> 02:01:43.465]  Uh, and then your video, uh, breaks down, I guess in nine minutes, seven seconds.
[02:01:43.965 --> 02:01:44.446]  We're good to go.
[02:02:02.486 --> 02:02:03.327]  Pay you to go on.
[02:02:03.327 --> 02:02:05.389]  If not, just pay for an hour once a week.
[02:02:05.389 --> 02:02:06.970]  Get a few sponsors.
[02:02:06.970 --> 02:02:08.391]  All of us resisting.
[02:02:08.391 --> 02:02:10.113]  All of us speaking out.
[02:02:10.113 --> 02:02:11.474]  We have the enemy on the run.
[02:02:11.474 --> 02:02:14.737]  They're down to 6% approval rating right now.
[02:02:14.737 --> 02:02:18.240]  Now Americans know that foreign banks have occupied Congress.
[02:02:18.240 --> 02:02:21.262]  Now the beginning of the end is here.
[02:02:21.262 --> 02:02:23.945]  Let me tell you, I've never heard of a government with a 6% approval rating.
[02:02:24.733 --> 02:02:28.557]  I mean, this is, Ceausescu had about a 15% in Romania.
[02:02:28.557 --> 02:02:30.759]  So we are devastating them right now.
[02:02:30.759 --> 02:02:32.400]  We're on the march, they're on the run.
[02:02:32.400 --> 02:02:37.605]  But real quick, John, explain what's really going on with the minimum wage.
[02:02:37.605 --> 02:02:42.750]  Well, what I tried to show in the video with the minimum wage, and I compared it to a snicker bar.
[02:02:44.780 --> 02:02:53.425]  In 1971, the minimum wage was $1.60, and a snicker bar in the largest convenience store chain in America was selling snickers bars for $0.07.
[02:02:53.425 --> 02:03:01.369]  And that meant that a minimum wage worker could buy 22 snicker bars for one hour of work.
[02:03:01.369 --> 02:03:08.753]  Today, the minimum wage is $7.25, and the largest convenience store chain in the world is selling snickers bars for $1.29.
[02:03:10.549 --> 02:03:17.235]  That means a minimum wage worker can only buy five snicker bars for one hour of work.
[02:03:17.235 --> 02:03:23.640]  So what I'm saying is that the minimum wage is really a price-fixing scheme and should be done away with.
[02:03:23.640 --> 02:03:27.904]  Because it doesn't allow wages to rise with a free market.
[02:03:27.904 --> 02:03:33.449]  I think whenever government interrupts free markets, bad things happen for almost everybody.
[02:03:33.737 --> 02:03:51.285]  That's right, and it creates an illusion of, oh look, you know, we're fixing your wages like in the Soviet Union, but actually it's hiding the fact that it isn't about what the wage is that somebody's paid, especially when you're competing with illegal aliens and slave labor in the prisons and all the rest of it.
[02:03:51.285 --> 02:03:54.686]  But now you're actually competing with a devalued dollar.
[02:03:54.686 --> 02:03:56.927]  I use the example of this.
[02:03:56.927 --> 02:03:58.308]  My kids like to go to Mr. Gatti's.
[02:03:58.308 --> 02:03:59.108]  It's okay pizza.
[02:03:59.108 --> 02:04:00.089]  They have a nice buffet.
[02:04:01.511 --> 02:04:05.554]  And you go in there, there's a lot of working class people eating in this pizza chain that's all over Texas.
[02:04:05.554 --> 02:04:07.475]  It started outside Austin.
[02:04:07.475 --> 02:04:10.257]  And yesterday at about 2.30, I'm driving into work, I'm hungry.
[02:04:10.257 --> 02:04:14.500]  I pull in, hadn't been in there in years to eat by myself.
[02:04:14.500 --> 02:04:17.622]  I've been in there to pick up pizzas, but not to eat the buffet.
[02:04:17.622 --> 02:04:20.965]  And it was like $9.50 for the buffet, and it used to be like $5.
[02:04:24.480 --> 02:04:25.902]  And I said, when did that change?
[02:04:25.902 --> 02:04:26.783]  A couple years ago.
[02:04:26.783 --> 02:04:28.845]  And we can barely make money at that.
[02:04:28.845 --> 02:04:33.210]  Folks, the inflation is out of control on so many fronts.
[02:04:33.210 --> 02:04:35.092]  But we put your video up on screen.
[02:04:35.092 --> 02:04:36.654]  Looks interesting, brother.
[02:04:36.654 --> 02:04:38.136]  And maybe we'll watch it.
[02:04:38.136 --> 02:04:40.218]  And if it seems like it's accurate, maybe we'll play it.
[02:04:41.176 --> 02:04:42.318]  On the Nightly News or something.
[02:04:42.318 --> 02:04:47.344]  We're going to start having a feature where the Nightly News ends in 30 minutes, but then some stations are going to want to carry more.
[02:04:47.344 --> 02:04:58.578]  We're going to have, like, citizen-produced stuff, longer reports, you name it, for the next 30 minutes on the InfoWars Nightly News at 7 o'clock Central, every weeknight at PrisonPlanet.tv.
[02:05:01.058 --> 02:05:07.682]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[02:05:07.682 --> 02:05:10.163]  Renowned author and expert, Joel Skousen.
[02:05:10.163 --> 02:05:10.523]  The U.S.
[02:05:10.523 --> 02:05:14.765]  isn't building huge underground bases and bunkers because of some terrorist threat.
[02:05:14.765 --> 02:05:17.727]  They know that a massive nuclear attack is coming.
[02:05:17.727 --> 02:05:19.208]  They want that attack to come.
[02:05:19.208 --> 02:05:25.391]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[02:05:25.791 --> 02:05:28.454]  What I tell people is that you do have time.
[02:05:28.454 --> 02:05:33.420]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[02:05:33.420 --> 02:05:40.869]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[02:05:41.169 --> 02:05:43.931]  There is no preparedness without strategy.
[02:05:43.931 --> 02:05:47.014]  This Christmas, give the gift of preparedness.
[02:05:47.014 --> 02:05:51.578]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[02:05:51.578 --> 02:05:56.181]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[02:06:00.370 --> 02:06:11.057]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[02:06:11.057 --> 02:06:13.119]  Guess what else is in the halogen family?
[02:06:13.119 --> 02:06:13.999]  Fluoride.
[02:06:13.999 --> 02:06:15.920]  Ladies and gentlemen, Alex Jones here.
[02:06:15.920 --> 02:06:22.505]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[02:06:22.505 --> 02:06:27.428]  It's the good halogen on the periodic table, and the results are on record.
[02:06:27.428 --> 02:06:29.109]  Reports documented of 15-point IQ
[02:06:30.390 --> 02:06:30.971]  We're good.
[02:07:00.274 --> 02:07:02.175]  Introducing Pro-1.
[02:07:02.175 --> 02:07:05.818]  All of your filtration in one system, portable, on-the-go.
[02:07:05.818 --> 02:07:10.341]  No more do you have two or three filters to just reduce sodium fluoride.
[02:07:10.341 --> 02:07:16.465]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:07:16.465 --> 02:07:27.252]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:07:27.452 --> 02:07:30.315]  It is the only one that does it, and out of the gates!
[02:07:30.315 --> 02:07:33.938]  We have it discounted at 10% off with promo code WATER.
[02:07:33.938 --> 02:07:48.671]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[02:07:49.091 --> 02:07:51.653]  You are listening to an InfoWars.com Frontline Report.
[02:08:16.181 --> 02:08:20.028]  If you are receiving this transmission, you are the resistance.
[02:08:39.548 --> 02:08:43.870]  And we are continuing to take your phone calls here today.
[02:08:43.870 --> 02:09:07.300]  But basically we're just continuing to chronicle and warn the world that the United States has been seized by absolutely oppressive criminal corporations that are anti-free market and have established an imperious and arrogant governing system that by every historical measurement is an open, oppressive, slimy, mafia government.
[02:09:08.479 --> 02:09:18.683]  With weaponized media trying to create a gangster culture where the general public thinks it's cool to be corrupt and thuggish so that everyone goes along with the takeover.
[02:09:18.683 --> 02:09:21.604]  And America is refusing that.
[02:09:21.604 --> 02:09:31.127]  America overall are hardworking, smart people that have just been putting their head down and trying to move forward, but they now realize they can't do that anymore.
[02:09:31.127 --> 02:09:33.568]  They're going to have to get very active and very aggressive.
