[00:00.000 --> 00:00.100]  There are
[2:33:53.540 --> 2:33:56.740]  a winner vox days our guests calls are coming up we're gonna host some of the next hour please
[2:33:56.740 --> 2:34:01.540]  hold callers i respect you i appreciate we're making some key points please don't forget without
[2:34:01.540 --> 2:34:05.220]  viewers and listeners we're not here and we've got the best fish oil we've got the best food
[2:34:05.220 --> 2:34:10.500]  troubles we've got the best protein bars we've got the best krill oil we've got the best of whatever
[2:34:10.500 --> 2:34:17.460]  it is 95 percent sucuminoid the average is three to five percent this is concentrated
[2:34:17.460 --> 2:34:22.180]  patented turmeric body's ultimate turmeric formula 50 to 60 percent off everything
[2:34:22.180 --> 2:34:28.580]  at m4slife.com m4store.com has everything you need wake up america coffee the great
[2:34:28.580 --> 2:34:32.100]  fluoride free toothpaste four to five o'clock silver iodine and so many other great products
[2:34:32.100 --> 2:34:37.620]  you want to sign up for auto ship on so that you get a 10 additional discount on the next
[2:34:37.620 --> 2:34:44.420]  order i guess it's a 10% discount on that order cancel anytime but it's human action it's a war
[2:34:44.420 --> 2:34:48.020]  the globalists think if they can shut m4s down they can shut anything down and the fact that we're
[2:34:48.020 --> 2:34:52.900]  still here you can watch senator hearings for senator bloominthal and others are shaking with
[2:34:52.900 --> 2:34:59.220]  hate and fear saying we want him shut up he's not been shut down he's more influential than ever and
[2:34:59.220 --> 2:35:06.020]  i'm not trying to brag here i'm saying they fear you listeners they fear us they know the truth
[2:35:06.020 --> 2:35:11.780]  and they know they've sold their soul they know that they have are not following that path of
[2:35:11.780 --> 2:35:16.980]  empathy that christ talked about but real empathy means being strong and fighting tyrants so we
[2:35:16.980 --> 2:35:22.020]  need your financial support but whatever you do spread the word that's free info wars.com forward
[2:35:22.020 --> 2:35:27.060]  slash show the lot say alex jones is still on he's still there and it's happening it's actually
[2:35:27.060 --> 2:35:32.660]  gone from crushing us down making a stronger to now some magic things are happening i've been
[2:35:32.660 --> 2:35:36.900]  advised by people that i don't really get a lot of advice but they go jones don't tell people you're
[2:35:36.900 --> 2:35:41.620]  getting stronger don't don't it's not even financial it because that's the problem area but influence
[2:35:41.620 --> 2:35:47.060]  wise and and and what we're saying who's listening i mean do you think that doesn't make powerful world
[2:35:47.060 --> 2:35:53.380]  leaders and major thought leaders when they hear don't listen to alex jones tune in the fact that
[2:35:53.380 --> 2:35:58.260]  we're still here we're not supposed to be here folks they're supposed to shut us down then lie
[2:35:58.260 --> 2:36:02.340]  about us so that we're not on air so they can then build a straw man but we're still here
[2:36:02.340 --> 2:36:07.860]  thanks to you because truth contradicts their manufactured narrative that's right so liberals
[2:36:07.860 --> 2:36:12.260]  always lie vox day and you guys are on fire let's finish up the segment points you want to make
[2:36:13.060 --> 2:36:18.900]  i think that's pretty much it for what i wanted to talk to you know uh on the show about in terms of
[2:36:18.900 --> 2:36:24.900]  in terms of um you know sjw is always lying the tactical ops on on how to carry out an operation
[2:36:24.900 --> 2:36:30.580]  like this vox what do you think well i think that we should talk about what's likely to happen next
[2:36:30.580 --> 2:36:38.420]  with regards to google and the panopticon and the the fact that more and more people are
[2:36:38.420 --> 2:36:46.020]  understanding how this is playing out they're understanding that this is not about transhumanism
[2:36:46.020 --> 2:36:51.460]  this is not about human progress this is all about control and this is all about a return
[2:36:52.260 --> 2:36:58.980]  to the you know the the pagan tower of babel nonsense feudalism pre-western civilization
[2:36:58.980 --> 2:37:03.220]  it's no it's not about feudalism well i mean i mean you and says in their documents we want to
[2:37:03.220 --> 2:37:08.260]  return to a global feudal system we want to return human sacrifice we want to pagan system i was
[2:37:08.260 --> 2:37:13.860]  just quoting him but expand yeah the feudalism is actually part of western civilization they
[2:37:13.860 --> 2:37:22.340]  actually want to go back to a pre-western civilization they want to go back to you know god kings
[2:37:22.340 --> 2:37:29.140]  and slaves and that's why you see that this this total well sir that's the illuminati model is
[2:37:29.140 --> 2:37:35.460]  is is absolute godhead for them everybody else dumbed out slaves a good word is called cult state
[2:37:36.660 --> 2:37:41.220]  you want to create a cult state yeah well i mean it's a cult state vox when the republicans
[2:37:41.220 --> 2:37:45.460]  can't put an ad on facebook that says we're looking for strong women well they're trying to
[2:37:45.460 --> 2:37:50.740]  build it and they're trying to get there but the last model of a cult state is egypt i think is the
[2:37:50.740 --> 2:37:59.460]  best and that lasted for 5000 years right and but they're not going to succeed because the whole
[2:37:59.460 --> 2:38:06.260]  thing is built on a edifice of debt and the debt is collapsing and so you know there's a
[2:38:06.980 --> 2:38:12.420]  pierce on georgio who's a really great survivalist author is a book coming out soon called urban
[2:38:12.420 --> 2:38:21.700]  apocalypse and he's talking about how the the system that is dependent upon electricity and
[2:38:21.700 --> 2:38:28.900]  is dependent upon debt is so fundamentally fragile that there's no chance not not a small
[2:38:28.900 --> 2:38:33.940]  you know not a remote right now there's there's no chance it will survive and so they're they're
[2:38:33.940 --> 2:38:40.900]  fundamental concepts are based on lies that's why they're creatures of the lie that's why they're
[2:38:40.900 --> 2:38:45.700]  all i mean if you look at the the heads of alphabet you look at eric schmidt you look at serigai brend
[2:38:45.700 --> 2:38:50.660]  what are they doing they're not working on human progress they're running around trying to figure
[2:38:50.660 --> 2:38:56.020]  out how to extend their lives so that they don't die and go to hell well that's yet and they're
[2:38:56.020 --> 2:39:01.780]  building emergency bunkers yep they're building emergency bunkers yeah it's crazy i mean they're
[2:39:01.780 --> 2:39:08.900]  building emergency bunkers in new zealand which the chinese are going to take over you know it's
[2:39:08.900 --> 2:39:16.660]  uh the the it says in the bible that the the ways of the wise are going to be confounded
[2:39:17.220 --> 2:39:24.500]  and we're seeing that play out right in front of us the the the wealthiest supposedly smartest
[2:39:24.500 --> 2:39:30.100]  people and actually i got a question for zack you know when you watch a television show a lot of
[2:39:30.100 --> 2:39:35.940]  times the first couple seasons are really good and then the television show just starts to suck
[2:39:35.940 --> 2:39:42.580]  after that and often what it's because the original writers have been replaced by a b team and by a c
[2:39:42.580 --> 2:39:48.020]  team and they're sure they're cashing in on the franchise it's already popular right would you
[2:39:48.020 --> 2:39:53.460]  say that that's happened at companies like google now like the the the really smart people that
[2:39:54.020 --> 2:39:59.540]  that made it successful in the beginning you know if you look at you know sergi brend and schmidt
[2:39:59.540 --> 2:40:04.260]  are they're they're busy running around with celebrities and and and sex traffickers like
[2:40:04.260 --> 2:40:08.980]  epsi now who's actually running the store i mean when i look at the the statements made by the
[2:40:08.980 --> 2:40:15.300]  google executives i don't get the impression of first class minds communicating that's right they
[2:40:15.300 --> 2:40:20.500]  bumble pretty bad in congress they they act disheveled they're not even good speakers they seem like
[2:40:20.500 --> 2:40:26.580]  a rearguard action yeah so you know all the old timers have pretty much left the company and they've
[2:40:26.580 --> 2:40:33.380]  been replaced and right now um there is i've noticed with youtube a lot of chinese infiltration
[2:40:33.380 --> 2:40:40.340]  into the company oh yeah and it's it's it's they're coming in really fast now and the thing is is that
[2:40:40.340 --> 2:40:46.500]  there seems to be different criteria that are being used to select and it's going away from
[2:40:46.500 --> 2:40:53.780]  competence and more towards loyalty and ideological subservience yeah so you think that you think
[2:40:53.780 --> 2:40:59.060]  that the diversity and inclusivity push has actually damaged their competence which actually is
[2:40:59.060 --> 2:41:04.980]  is in keeping with what i would have guessed yeah there's there's a really great document that was
[2:41:04.980 --> 2:41:10.100]  disclosed in the project veritas google dumps and that is the document called coffee beans
