[00:00:03.715 --> 00:00:04.816]  Thursday!
[01:35:13.597 --> 01:35:17.103]  You are listening to GCN.
[01:35:17.103 --> 01:35:19.306]  Visit GCNlive.com today.
[01:35:27.762 --> 01:35:29.083]  Big Brother.
[01:35:29.083 --> 01:35:30.845]  Mainstream media.
[01:35:30.845 --> 01:35:32.607]  Government cover-ups.
[01:35:32.607 --> 01:35:34.188]  You want answers?
[01:35:34.188 --> 01:35:35.750]  Well, so does he.
[01:35:35.750 --> 01:35:39.933]  He's Alex Jones on the GCN Radio Network.
[01:35:39.933 --> 01:35:43.997]  And now, live from Austin, Texas, Alex Jones.
[01:35:45.258 --> 01:35:47.259]  The article's on Infowars.com.
[01:35:47.259 --> 01:35:50.200]  It instantly went up on DrudgeReport.com.
[01:35:50.200 --> 01:35:51.741]  But this is what the Brits do.
[01:35:51.741 --> 01:35:55.062]  Watson's British shows, Charlie Skelton and the Guardian.
[01:35:55.062 --> 01:35:57.763]  They water down the sensational stuff.
[01:35:57.763 --> 01:36:01.885]  They showed up, they were in his hotel room 25 minutes at 1am.
[01:36:01.885 --> 01:36:06.247]  Then they made him come outside.
[01:36:06.247 --> 01:36:09.828]  And then, you know, we're doing all this to him, shining lights in his face.
[01:36:09.828 --> 01:36:11.489]  It was like a 45 minute interrogation.
[01:36:12.472 --> 01:36:17.033]  You read the article, Guardian Journalist Gets Midnight Raid By Bilderberg Police.
[01:36:17.033 --> 01:36:18.473]  It was like a scene from Stalag 17.
[01:36:18.473 --> 01:36:27.936]  The security lockdown surrounding the 2015 Bilderberg Group Conference reached a new intensity last night when London Guardian journalist Charlie Skelton received a midnight visit.
[01:36:27.936 --> 01:36:33.637]  No, it was a raid from police who entered his hotel room, not just his hotel,
[01:36:34.893 --> 01:36:46.564]  Demanded to see his papers, after they'd already seen them 30 minutes before, and took him outside, doesn't say that, and inspected his vehicle while shining a searchlight in his face, and then he goes over it.
[01:36:46.564 --> 01:36:53.010]  Add to this armored vehicles roving around, we need to add that to the article, I know Paul wrote it fast, did a great job.
[01:36:53.530 --> 01:36:54.950]  But this is a big deal.
[01:36:54.950 --> 01:36:57.771]  We need to add the photo of the armored vehicle for journalists.
[01:36:57.771 --> 01:36:58.651]  All of it.
[01:36:58.651 --> 01:37:00.812]  What do you think they're freaking out so bad about?
[01:37:00.812 --> 01:37:06.314]  Or is this Bilderberg more important than others because they're getting ready to start World War III with Russia?
[01:37:06.314 --> 01:37:08.574]  You know, I think they're concerned with the advanced technology.
[01:37:08.574 --> 01:37:11.575]  I really think they're worried about perhaps somebody bugging the room.
[01:37:11.575 --> 01:37:22.018]  I think that they're panicking now because even though they can't hide with social media, with independent news agencies, alternative media like you becoming so popular,
[01:37:22.759 --> 01:37:27.142]  They have some serious questions to answer, and they're going to look bad no matter what.
[01:37:27.142 --> 01:37:31.645]  People are going to wonder, wait, so this has been going on for 60 years, how come I haven't heard about this?
[01:37:31.645 --> 01:37:40.551]  And in part of my past activism, I would call up to the top radio talk show hosts, Sean Hannity, Bill O'Reilly when he was on the radio, Glenn Beck,
[01:37:41.485 --> 01:37:41.885]  I don't know.
[01:38:09.667 --> 01:38:12.991]  Finger on the pulse of politics around the world.
[01:38:12.991 --> 01:38:15.214]  Don't know and haven't known for decades.
[01:38:15.214 --> 01:38:19.579]  But it was worse than that because I've heard the calls, we played them here.
[01:38:19.579 --> 01:38:23.645]  They would go, shut up conspiracy kook, nut, that's Mark Dice.
[01:38:23.645 --> 01:38:26.388]  They knew they would call you a conspiracy kook when they heard the word.
[01:38:26.388 --> 01:38:27.530]  They were saying it didn't exist.
[01:38:28.942 --> 01:38:34.864]  Yeah, now we have footage, we have smoked them out of their holes, published their tax returns.
[01:38:34.864 --> 01:38:48.488]  You know, when Hillary was running for president back in 2008, somebody approached her at a campaign event in New Hampshire and asked her what happens at the Bilderberg Group and took the video, it's on YouTube, I'm sure that you've seen it, much of your audience maybe saw the video.
[01:38:49.108 --> 01:38:51.031]  And she said, I don't know what you're talking about.
[01:38:51.031 --> 01:38:53.053]  So here we have another lie.
[01:38:53.053 --> 01:39:00.842]  We have one of the most powerful women in the world, again, who lived in the White House, husband, former president, just simply doesn't have any idea.
[01:39:00.842 --> 01:39:02.123]  She was at Bilderberg.
[01:39:02.123 --> 01:39:04.846]  She was at Bilderberg in 2008.
[01:39:04.846 --> 01:39:08.651]  And Jim Tucker reports that she was at Bilderberg back in the 90s as well.
[01:39:09.622 --> 01:39:16.469]  And so we have no politicians, with the exception of Ron Paul and his son Rand Paul.
[01:39:16.469 --> 01:39:25.838]  Nobody has mentioned the Bilderberg Group, with I guess the exception of a guy named John Rarick from the House of Representatives back in 1971, who entered in the congressional record.
[01:39:25.838 --> 01:39:29.482]  Well, that shows how powerful it is, Mark, that they will not talk about it.
[01:39:30.448 --> 01:39:48.514]  No, you're not allowed to be curious or to have any questions about 100 of the most powerful men, intelligence agency officials, media executives, reporters, military brass meeting in a hotel with privacy fences set up for three days that's evacuated.
[01:39:48.514 --> 01:39:54.016]  This is why it costs a million dollars to put on this conference every year because they have to compensate the hotel for the loss of revenue and
[01:39:54.056 --> 01:40:01.161]  Because hotels could have hundreds, perhaps a thousand rooms, and nobody is allowed in there except for the 100 or the 140.
[01:40:01.161 --> 01:40:04.363]  Mark, we've got to get you on for a full hour to break down your new book soon.
[01:40:04.363 --> 01:40:05.263]  Amazing.
[01:40:05.263 --> 01:40:14.990]  And another full hour interview just to play highlights of the most insane stuff said by fascist, brainwashed, zombie worshipper, globalist minions that we call liberals.
[01:40:14.990 --> 01:40:16.831]  Thank you so much, Mark Dice.
[01:40:16.831 --> 01:40:18.232]  We'll be back, ladies and gentlemen.
[01:40:18.232 --> 01:40:18.992]  Stay with us.
[01:40:18.992 --> 01:40:19.893]  Big news straight ahead.
[01:40:28.928 --> 01:40:30.129]  Bilderberg, 2015.
[01:40:30.129 --> 01:40:36.953]  You will never find a more wretched hive of scum and villainy.
[01:40:36.953 --> 01:40:44.938]  We must be cautious in Austria.
[01:40:44.938 --> 01:40:49.061]  We're about to be talking to Larry Klainman with big breaking news until the bottom of the hour.
[01:40:49.061 --> 01:40:53.263]  Then, 11-year-old boy kidnapped by CPS.
[01:40:53.263 --> 01:40:56.706]  Parents accused after he played in the backyard alone for 90 minutes.
[01:40:59.770 --> 01:41:03.851]  I mean, when I was six years old, I was running around the neighborhood.
[01:41:03.851 --> 01:41:07.272]  Now it's your backyard you're taking away.
[01:41:07.272 --> 01:41:11.432]  There's no law, it's just that any state calls it neglect.
[01:41:11.432 --> 01:41:16.413]  We've got London Garden reporters being raided at 1 a.m.
[01:41:16.413 --> 01:41:20.254]  at their hotel rooms in Austria for daring to cover the Bilderberg group.
[01:41:20.254 --> 01:41:22.475]  It is getting crazy.
[01:41:22.475 --> 01:41:24.435]  And that's all coming up at the bottom of the hour.
[01:41:27.307 --> 01:41:30.909]  One of my favorite actors has died.
[01:41:30.909 --> 01:41:33.130]  Christopher Lee, just an amazing actor.
[01:41:33.130 --> 01:41:34.250]  Here's the headline.
[01:41:34.250 --> 01:41:38.892]  Christopher Lee, an actor of muscular intelligence with a staggering career.
[01:41:38.892 --> 01:41:42.934]  When Mr. Kleiman leaves us, I'll talk some about that briefly.
[01:41:44.551 --> 01:41:54.818]  Larry Klayman, founder of Judicial Watch and Freedom Watch, is known for his strong public interest advocacy in furtherance of ethics in government and individual freedoms and liberties.
[01:41:54.818 --> 01:42:04.785]  During his tenure at Judicial Watch, he obtained a court ruling that Bill Clinton committed a crime, the first ever lawyer to have done so against an American president.
[01:42:04.785 --> 01:42:13.491]  Larry became so famous for fighting corruption in the government and for legal profession that NBC hit drama series West Wing created a character after him.
[01:42:14.741 --> 01:42:30.371]  His character was played by, and it just goes on, and I'm not going to break it all down, but FreedomWatchUSA.org, he's one of the most demonized people out there because the documents he gets, the research he does, is so amazingly piercing and accurate over and over again.
[01:42:31.428 --> 01:42:41.962]  We have now entered complete and sane asylum level with this government and this Justice Department and their persecution of the Tea Party, veterans, gun owners, filmmakers like Dinesh D'Souza.
[01:42:41.962 --> 01:42:44.886]  I mean, they can indict a ham sandwich.
[01:42:44.886 --> 01:42:47.109]  Republicans are basically going along with all of it.
[01:42:48.918 --> 01:42:56.503]  At the leadership level, Paul Ryan won't even, you know, he says the TPP is public, but then admits it isn't.
[01:42:56.503 --> 01:42:58.244]  Very Orwellian.
[01:42:58.244 --> 01:43:03.608]  But Mr. Klayman is on, it's a WorldNetDaily article, two members of Supreme Court targeted by U.S.
[01:43:03.608 --> 01:43:04.649]  spies.
[01:43:04.649 --> 01:43:17.998]  There's been some leaks and a lot of speculation that the Supreme Court's sudden change towards, well, being pro-gun a few years ago to now ruling against guns just last week in a San Francisco case really illustrates that they're being
[01:43:19.058 --> 01:43:20.339]  Blackmailed.
[01:43:20.339 --> 01:43:23.220]  And see, that's the problem with having a compromised president or anybody.
[01:43:23.220 --> 01:43:23.940]  They can be blackmailed.
[01:43:23.940 --> 01:43:26.221]  Look at Dennis Hastert.
[01:43:26.221 --> 01:43:30.243]  And so he's got some amazing information on this and other scandals.
[01:43:30.243 --> 01:43:34.585]  But if anybody can bring out the scandals that can maybe stop these people, it's Larry Klayman.
[01:43:34.585 --> 01:43:42.228]  But first, let me thank him for coming on and thank our listeners for supporting him and his important work in supporting one of the bravest people out there.
[01:43:42.228 --> 01:43:43.529]  But the overall climate
[01:43:44.890 --> 01:43:46.070]  Is Obama in trouble?
[01:43:46.070 --> 01:43:47.091]  Is he backing off?
[01:43:47.091 --> 01:43:48.311]  Is he more emboldened?
[01:43:48.311 --> 01:43:52.052]  He seems to be more emboldened, but everything he does falls apart.
[01:43:52.052 --> 01:43:56.593]  Kicking out our allies in Egypt, putting basically Al Qaeda in, caught running ISIS.
[01:43:56.593 --> 01:44:01.754]  I mean, it's so villainous, Larry Klayman, that I can't even believe it.
[01:44:01.754 --> 01:44:06.455]  I mean, he makes Bill Clinton look like an angel cake.
[01:44:06.455 --> 01:44:10.016]  And I know the Clintons kind of run Obama to a certain extent.
[01:44:10.016 --> 01:44:11.236]  What is going on?
[01:44:11.236 --> 01:44:12.216]  I mean, what's next?
[01:44:12.216 --> 01:44:14.097]  What's the next shoe to drop, Larry Klayman?
[01:44:15.851 --> 01:44:18.353]  Well, backing up, Alex, you're absolutely right.
[01:44:18.353 --> 01:44:26.618]  I mean, we live in an age, not just the degradation of society, but the people who are running this country have not served this country.
[01:44:26.618 --> 01:44:31.441]  In fact, they've behaved in a, in the case of Obama, in a traitorous way.
[01:44:31.441 --> 01:44:44.590]  You know, we are really up against the wall internationally in what's happening, particularly in the Middle East with ISIS and Israel and the efforts to destroy Israel's ability to be our major ally there.
[01:44:45.507 --> 01:44:48.609]  Domestically, we're pushing towards a socialized economy.
[01:44:48.609 --> 01:44:49.269]  We're already there.
[01:44:49.269 --> 01:44:53.471]  And we've got all these scandals on top of everything else.
[01:44:53.471 --> 01:44:58.474]  And one of the biggest scandals, of course, over the last few years has been the NSA scandal.
[01:44:58.474 --> 01:45:11.521]  You alluded to that in the beginning of your introduction, where the NSA and other intelligence agencies have access to all of our telephonic metadata, to our internet communications, to our social media contacts,
[01:45:12.330 --> 01:45:15.392]  And they have the ability to blackmail almost anybody they want.
[01:45:15.392 --> 01:45:20.836]  The reality here is, is that these agencies are in control of this country.
[01:45:20.836 --> 01:45:34.726]  Somebody may be behind them, but Obama, they let him do his little socialist thing and do whatever he can to destroy Israel and further Muslim interests in the Middle East, but they're playing a much bigger game here.
[01:45:35.675 --> 01:45:39.456]  And sometimes they likely return favors to each other.
