[00:00.000 --> 00:01.000]  Find out right now.
[01:51:50.000 --> 01:51:57.000]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British Intelligence.
[01:51:57.000 --> 01:52:09.000]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information and much, much more.
[01:52:09.000 --> 01:52:13.000]  Terror Storm is the definitive guide to the history of government sponsored terrorism.
[01:52:13.000 --> 01:52:15.000]  It's an anthology of government crimes.
[01:52:16.000 --> 01:52:20.000]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:20.000 --> 01:52:32.000]  Get your copy today at infowars.com or prisonplanet.com or by calling toll free 1-888-253-3139 or watch it right now online at prisonplanet.tv.
[01:52:35.000 --> 01:52:39.000]  Through the years of providing water filters to America, you've come to us and we've listened.
[01:52:39.000 --> 01:52:44.000]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[01:52:44.000 --> 01:52:45.000]  We listened.
[01:52:45.000 --> 01:52:50.000]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[01:52:50.000 --> 01:52:51.000]  We listened.
[01:52:51.000 --> 01:52:54.000]  You asked us to develop a filter that was made in the USA.
[01:52:54.000 --> 01:52:55.000]  We listened.
[01:52:55.000 --> 01:53:00.000]  You asked us to include an emergency light for camping and during power outages.
[01:53:00.000 --> 01:53:01.000]  We listened.
[01:53:01.000 --> 01:53:06.000]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[01:53:06.000 --> 01:53:08.000]  Again, we listened.
[01:53:08.000 --> 01:53:16.000]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[01:53:16.000 --> 01:53:20.000]  Get the Berkey Light, the American Water Purifier, only $279.
[01:53:20.000 --> 01:53:24.000]  Call new millennium, 888-803-4438.
[01:53:24.000 --> 01:53:29.000]  That's 888-803-4438 or order on the web at berkeywater.com.
[01:53:29.000 --> 01:53:31.000]  Not yet available in Iowa.
[01:53:32.000 --> 01:53:34.000]  Hello friends, Alex Jones here.
[01:53:34.000 --> 01:53:38.000]  I want you to imagine waking up one morning to find out you've been burglarized.
[01:53:38.000 --> 01:53:40.000]  An intruder has taken your personal possessions.
[01:53:40.000 --> 01:53:47.000]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[01:53:47.000 --> 01:53:52.000]  What's worse is you realize he got it through your front door because you left it unlocked.
[01:53:52.000 --> 01:54:01.000]  Every time you walk away from your computer, leaving your internet connection on, you are virtually inviting hackers, criminals, and big brother to access your personal information.
[01:54:02.000 --> 01:54:08.000]  Put a stop to this right now with the Net7 Network Security Switch from Net7 Technologies.
[01:54:08.000 --> 01:54:11.000]  Turn your internet on and off with one simple switch.
[01:54:11.000 --> 01:54:14.000]  There's no software to load, and it's so easy to install.
[01:54:14.000 --> 01:54:21.000]  Right now, you can order your Net7 Security Switch from Net7 Technologies for only $39.95.
[01:54:21.000 --> 01:54:24.000]  For a limited time, receive free shipping with your order.
[01:54:24.000 --> 01:54:31.000]  Visit net7tech.com. That's net, the number 7, tech.com, and start protecting yourself today.
[01:54:49.000 --> 01:54:53.000]  Going right back to the phones. Let's go to Eric in Connecticut.
[01:54:53.000 --> 01:54:56.000]  Eric, thank you for holding. You're on The Alex Jones Show.
[01:54:56.000 --> 01:54:59.000]  Hey, Jack. Thanks for taking my call.
[01:54:59.000 --> 01:55:20.000]  In light of the recent event in Virginia, it's interesting how a lot of the television shows today are far more pro-establishment, pro-government than the old shows, say, from the 90s, early 90s, late 80s, and I'll give you a great example, The X-Files.
[01:55:21.000 --> 01:55:38.000]  Sure. Go ahead. I always thought The X-Files put bizarre alien information next to things that were true in order to discredit it, so I'm not saying that that was the plan, but it sure kind of had that effect, isn't it, much like other modes of communication.
[01:55:38.000 --> 01:55:48.000]  That's why I love this show and what Alex does is because he sticks to the facts, he reports what's documented, and he doesn't go off on tangents about lizards or whatever it's going to be.
[01:55:48.000 --> 01:55:55.000]  Oh, I understand that, but there were episodes, there were certain episodes that had nothing to do with the aliens or anything like that, and I'll give you a great example.
[01:55:55.000 --> 01:56:11.000]  There was an episode, and I believe it was the second or third season, and the title of it was called Blood, and it was about an ex-navy guy who had this phobia about blood.
[01:56:11.000 --> 01:56:19.000]  And there was an experiment, and I believe it was in this small Maryland town, and Mulder, he was working by himself.
[01:56:19.000 --> 01:56:33.000]  Scully wasn't with him on this one. He was working by himself, and he was examining these murders that took place in this town, and electronic devices were common to all of these murders.
[01:56:33.000 --> 01:56:44.000]  And he looks into it more, and he realizes that these people are seeing these messages in these electronic devices, and there was some poisoning going on.
[01:56:44.000 --> 01:56:56.000]  Some of the local fields were being sprayed. Basically, to make a long story short, there was a government-sanctioned experiment on the people of this town, and they were fomenting mind control.
[01:56:57.000 --> 01:57:15.000]  There was some good stuff there. I love the episode, by the way, of The X-Files, where it's near the end of the series, and they find some aliens, and they go and they inspect the scene, and they pull off the heads, and they are CIA agents in alien uniforms posing as aliens. I thought that was pretty good.
[01:57:16.000 --> 01:57:24.000]  But you made a point. Let me go back to the original point that you made, if I could, Eric, because look at today's TV schedule. It's programming, 500 channels of it.
[01:57:24.000 --> 01:57:35.000]  Programming, okay? They don't call it that for an anomalous reason. It's cop shows. It's court shows. It's CSI. It's The Running Man, basically. It's medical shows.
[01:57:35.000 --> 01:57:48.000]  I mean, just littered with that, and if you're not getting that, it's sports and reality TV, so you make a good comment that our programming has degenerated to a point that is just beyond comprehension. I don't watch it.
[01:57:48.000 --> 01:57:56.000]  I'll give you one more example of... Well, anyway, this X-Files episode, he goes up to the tower. This guy goes up to the tower akin to...
[01:57:56.000 --> 01:58:02.000]  I gotta cut you there, man. I gotta keep moving. We can't go over all the X-Files episodes, but you made a good point, and let's stick with that.
[01:58:02.000 --> 01:58:15.000]  Gotta go to Torin Wolf, a friend of ours here in Texas. He's an ex-Iraqi vet who has been opened up to 9-11 Truth. He's out there. In fact, I know you were out with the guys this Saturday in front of the State House.
[01:58:15.000 --> 01:58:16.000]  Torin, thanks for joining us.
[01:58:16.000 --> 01:58:21.000]  Thanks for talking to me, Jack. I always appreciate talking to a fellow patriot.
[01:58:21.000 --> 01:58:33.000]  Well, you're a patriot with a lot to lose, and you got a great background. You were an Army nurse. You were a combat nurse in Iraq, and you paid the price over there.
[01:58:33.000 --> 01:58:46.000]  Earlier on the show, we were talking about depleted uranium, and I guess if we really support the troops, we need to embody in bold the current investigations, the cover-ups that are going on right now about depleted uranium.
[01:58:46.000 --> 01:58:53.000]  I'd like to bring you back, if you can hold about 70-80 seconds. We'll come back for the third hour of the Alex Jones Show. Appreciate everybody joining us.
[01:58:53.000 --> 01:59:00.000]  Phone lines are open. We got a lot of news to report. Stay with us. This is the Alex Jones Show. It's the Genesis Communications Radio Network.
[01:59:00.000 --> 01:59:12.000]  Music
[01:59:12.000 --> 01:59:21.000]  If you would like a copy of this show, come to GCNLive.com and reserve it today, or call toll-free 877-376-45.
[01:59:22.000 --> 01:59:33.000]  Introducing the most efficient gravity filter available. You know, if you were to throw 100 ball bearings at a magnet, most would bounce off. But if you placed them on the magnet, all would stick.
[01:59:33.000 --> 01:59:44.000]  The same principle applies in water filtration. Most filtration systems force water through the filter at 60-90 psi, causing water molecules to race through the filter in less than a second.
[01:59:44.000 --> 01:59:59.000]  The Berkey Light is different. Water molecules take 5-10 minutes to pass through the torturous path of the self-sterilizing filters. This allows the proprietary media, cysts, chemicals, organic solvents, foul tastes, odors, heavy metals, and nitrates.
[01:59:59.000 --> 02:00:06.000]  It is so powerful, it purifies raw, untreated water from remote lakes, streams, and stagnant ponds.
[02:00:06.000 --> 02:00:18.000]  Get the Advanced Berkey Light Purifier for only $279 by calling New Millennium 888-803-4438 or order on the web at berkeywater.com. Not yet available in Iowa.
[02:00:21.000 --> 02:00:27.000]  Waging war on corruption. Alex Jones on the GCN Radio Network.
[02:00:27.000 --> 02:00:33.000]  Music
[02:00:33.000 --> 02:00:41.000]  Big brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[02:00:41.000 --> 02:00:50.000]  He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[02:00:52.000 --> 02:00:58.000]  Thank you for joining us today, folks. The third hour of the Alex Jones Show coming your way on Genesis Communications Network.
[02:00:58.000 --> 02:01:04.000]  I'm Jack Blood, your radio gun, sitting in for Alex Jones today. One more hour to go.
[02:01:04.000 --> 02:01:13.000]  We'll keep the phone lines open. No guests. 800-259-9231. 1-800-259-9231.
[02:01:13.000 --> 02:01:18.000]  Got a lot of news to go over. We'll do that, but we'll take a few more of your calls in the meantime.
[02:01:18.000 --> 02:01:21.000]  Speaking with Torin Wolf on the line from Texas here.
[02:01:21.000 --> 02:01:27.000]  Torin, I tried to give you a little bit of an introduction here, but I know you called in for something, so you got the floor, buddy.
[02:01:27.000 --> 02:01:30.000]  Well, thanks a lot, Jack. I do appreciate it.
[02:01:30.000 --> 02:01:38.000]  Anybody who's been listening to presentations that I've been doing knows that I have a background,
[02:01:38.000 --> 02:01:41.000]  a very significant background, specifically in hazardous materials.
[02:01:41.000 --> 02:01:47.000]  I was a hazardous materials consultant licensed as an asbestos consultant here in the state of Texas for 12 years.
[02:01:47.000 --> 02:01:54.000]  And while I was putting together my final points on a PowerPoint that I'm going to be doing this weekend,
[02:01:54.000 --> 02:02:02.000]  I just decided that I wanted to go ahead and get the EPA's actual dates that they started doing their testing,
[02:02:02.000 --> 02:02:10.000]  because we knew that the EPA had said on September 13th, Christine Todd Whitman had stood up there and said,
[02:02:10.000 --> 02:02:14.000]  Okay, it's safe to go back into Manhattan. Go about your business.
[02:02:14.000 --> 02:02:19.000]  Well, I went ahead and I logged onto EPA.gov, and anybody can do this.
[02:02:20.000 --> 02:02:26.000]  EPA.gov, I typed in a 9-11 result in their little search engine,
[02:02:26.000 --> 02:02:33.000]  and I actually downloaded the EPA's actual data set for their asbestos sampling.
[02:02:33.000 --> 02:02:44.000]  They did not begin asbestos sampling until 8 p.m., that is, 2,000 hours on September 14th, 2001.
[02:02:44.000 --> 02:02:47.000]  So they give the alert that you can go back into the city,
