[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[02:50:03.000 --> 02:50:08.000]  These people have to be exposed. But it's sad. You know, millions of Americans have no idea what's even going on.
[02:50:08.000 --> 02:50:15.000]  They're following their favorite sports team or their favorite TV show or obsessed with the Game of Thrones.
[02:50:15.000 --> 02:50:19.000]  And they'll just wake up one day and walk outside, and America will be dead, and they'll say, what the hell happened?
[02:50:19.000 --> 02:50:26.000]  Well, while you were zombified, while you were in a trance, Democrats destroyed this country.
[02:50:26.000 --> 02:50:30.000]  They opened the borders. We got floods of illegals. They didn't let them vote.
[02:50:30.000 --> 02:50:34.000]  So then they voted for whoever would give them free stuff that then destroyed our economy.
[02:50:34.000 --> 02:50:40.000]  And now we have nothing. Thanks, though. Hope you enjoyed the ball game.
[02:50:40.000 --> 02:50:44.000]  So, I'm just going to sit here and watch it, folks.
[02:50:44.000 --> 02:50:55.000]  And, you know, I've only been here at InfoWars for three years, and I've only been doing politics and news for, I guess, about five or six now.
[02:50:55.000 --> 02:51:02.000]  And I just, so many times, I just understand Alex's frustration because it's just like, you're just sitting here.
[02:51:02.000 --> 02:51:07.000]  It's like watching your kid drown.
[02:51:07.000 --> 02:51:13.000]  Let me get back into this news, though.
[02:51:13.000 --> 02:51:21.000]  Now, we've got the new talking point coming out, and I, we all said this would happen.
[02:51:21.000 --> 02:51:29.000]  The new talking point coming out against Trump or the Russian collusion narrative to try to breathe new life into it is Don McGahn.
[02:51:29.000 --> 02:51:30.000]  Here's a series of headlines.
[02:51:30.000 --> 02:51:37.000]  White House plans to fight House subpoena of former counsel Don McGahn for testimony on Mueller report.
[02:51:37.000 --> 02:51:43.000]  It's all a bunch of BS. It's just keeping the story going. It's just keeping the obstruction going.
[02:51:43.000 --> 02:51:46.000]  It's just trying to keep the boot on America's neck.
[02:51:46.000 --> 02:51:55.000]  They can't let President Trump do his job. They have to keep him battling this fake collusion narrative all day with lawyers and everything.
[02:51:55.000 --> 02:52:01.000]  Democrats ask Trump, and Trump says no, signaling a bitter fight ahead.
[02:52:01.000 --> 02:52:05.000]  So they're not going to cooperate with this investigation.
[02:52:05.000 --> 02:52:08.000]  And then the Democrats are going to say, oh, see, Trump is obstructing justice.
[02:52:08.000 --> 02:52:12.000]  Trump says, no, no, no, they're actively engaged in treason.
[02:52:12.000 --> 02:52:17.000]  It's like, if you try to stop treason, you're somehow, you're somehow the bad guy.
[02:52:17.000 --> 02:52:21.000]  Like if you fight back against, oh, it's like, no, no, no, no, no.
[02:52:21.000 --> 02:52:26.000]  It's like, you should just be raped. You should just let the murderer murder you.
[02:52:26.000 --> 02:52:28.000]  Just bend over and take the rape. Don't fight back.
[02:52:28.000 --> 02:52:35.000]  Oh my gosh. Did you see that victim of rape? That victim of rape tried to fight back.
[02:52:35.000 --> 02:52:37.000]  That's a rapist. It's like what they do.
[02:52:37.000 --> 02:52:42.000]  Oh my gosh, that, that person just got murdered, tried to stop, tried to save his own life.
[02:52:42.000 --> 02:52:44.000]  That murderer.
[02:52:44.000 --> 02:52:48.000]  So here's Trump. These people are openly engaged in treason.
[02:52:48.000 --> 02:52:51.000]  And so he's trying to stop the treason, and they say, look at Trump.
[02:52:51.000 --> 02:52:54.000]  He's committing treason.
[02:52:54.000 --> 02:52:57.000]  Dems clash with Trump officials on subpoenas. Tax returns.
[02:52:57.000 --> 02:52:59.000]  Oh yeah, get ready. That'll be the next one.
[02:52:59.000 --> 02:53:02.000]  The taxes, the taxes. Oh, Rachel Maddow found the taxes.
[02:53:02.000 --> 02:53:06.000]  Rachel Maddow can't even do two plus two.
[02:53:06.000 --> 02:53:10.000]  Politico, politico, you people.
[02:53:10.000 --> 02:53:14.000]  This is risky. Trump's thirst for Mueller revenge could land him in trouble.
[02:53:14.000 --> 02:53:18.000]  Again, here's the Democrats and everybody just openly engaging in treason.
[02:53:18.000 --> 02:53:24.000]  Trump trying to stop it, and they say, oh, Trump is trying to stop treason against America.
[02:53:24.000 --> 02:53:27.000]  How dare he?
[02:53:27.000 --> 02:53:31.000]  Oh, that individual tried to stop the assailant from raping her.
[02:53:31.000 --> 02:53:34.000]  She's a rapist.
[02:53:34.000 --> 02:53:39.000]  Did you see that victim that just got stabbed in the throat to death?
[02:53:39.000 --> 02:53:41.000]  That victim tried to stop the stabbing.
[02:53:41.000 --> 02:53:44.000]  They tried to take down their assailant.
[02:53:44.000 --> 02:53:47.000]  That's a murderer. I'm glad they got killed.
[02:53:47.000 --> 02:53:49.000]  That's their mindset.
[02:53:49.000 --> 02:53:52.000]  But no, that's what they're trying to impart on you.
[02:53:52.000 --> 02:53:55.000]  They want you to be that fooled. They want you to be that dumb.
[02:53:55.000 --> 02:54:01.000]  And sadly, many Americans are.
[02:54:01.000 --> 02:54:10.000]  When you got Brian Stelter on TV, do you know he was only 33 years old?
[02:54:10.000 --> 02:54:15.000]  Stay away from doughnuts, kids.
[02:54:15.000 --> 02:54:21.000]  Biden said to announce presidential run on Thursday in a video that shows you how pathetic his presidential campaign is about to be.
[02:54:21.000 --> 02:54:25.000]  He can't even do it live in person.
[02:54:25.000 --> 02:54:30.000]  Oh, crazy Uncle Joe Serial Groper Biden.
[02:54:30.000 --> 02:54:31.000]  That's going to be fun.
[02:54:31.000 --> 02:54:36.000]  It's either going to be the presidential race we deserve is Bernie Sanders versus Trump.
[02:54:36.000 --> 02:54:40.000]  The presidential race that we're probably going to get though is going to be Biden versus Trump.
[02:54:40.000 --> 02:54:41.000]  And it's going to be beautiful.
[02:54:41.000 --> 02:54:44.000]  So we're not even going to have real, it's not even going to be real crap.
[02:54:44.000 --> 02:54:48.000]  It's going to be here's Joe Biden and all his crimes and all his Ukrainian collusion.
[02:54:48.000 --> 02:54:52.000]  And by the way, he can't keep his hands off of 12 year old girls chests.
[02:54:52.000 --> 02:54:57.000]  It's disgusting.
[02:54:57.000 --> 02:55:02.000]  Maryland Governor Hogan says he's seriously mauling a presidential run criticizes Trump's very disturbing behavior.
[02:55:02.000 --> 02:55:06.000]  So you've got all these no name Democrats now popping into the picture.
[02:55:06.000 --> 02:55:08.000]  There's like 25 that are going to be running now.
[02:55:08.000 --> 02:55:09.000]  They've already set a record.
[02:55:09.000 --> 02:55:10.000]  Who told you that was going to happen?
[02:55:10.000 --> 02:55:11.000]  Info wars.
[02:55:11.000 --> 02:55:17.000]  And then you've got these other weak chicken neck Republicans like Bill Weld trying to run against Trump.
[02:55:17.000 --> 02:55:19.000]  Oh, Bill, stay home.
[02:55:19.000 --> 02:55:23.000]  Save yourself the embarrassment.
[02:55:23.000 --> 02:55:28.000]  Bernie or bust the Sanders supporters who will back Trump if their man isn't the Democrat nominee.
[02:55:28.000 --> 02:55:30.000]  Well, that already happened.
[02:55:30.000 --> 02:55:40.000]  Folks, if they don't, if we have a, if we have a real presidential election and the votes aren't rigged,
[02:55:40.000 --> 02:55:45.000]  President Trump will win in a record landslide.
[02:55:45.000 --> 02:55:46.000]  Won't even be close.
[02:55:46.000 --> 02:55:49.000]  Won't even be close.
[02:55:49.000 --> 02:55:54.000]  There's no candidate on the Democrat side right now that could even hold a candle to Trump.
[02:55:54.000 --> 02:55:57.000]  The most popular is by far Bernie.
[02:55:57.000 --> 02:56:05.000]  But you got to remember Bernie already ran a failed presidential campaign where half of his voters sued him.
[02:56:05.000 --> 02:56:07.000]  They know he's a total cock.
[02:56:07.000 --> 02:56:09.000]  They know he's a total fraud.
[02:56:09.000 --> 02:56:16.000]  So, I mean, Trump could honestly get 70 million votes.
[02:56:16.000 --> 02:56:23.000]  I think that'd be a record.
[02:56:23.000 --> 02:56:30.000]  Because you got to understand, folks, a lot of conservatives and Republicans, they didn't vote for Trump.
[02:56:30.000 --> 02:56:32.000]  They were still deceived by the media.
[02:56:32.000 --> 02:56:35.000]  They were still deceived by the Republican neocon establishment.
[02:56:35.000 --> 02:56:36.000]  They didn't vote Trump.
[02:56:36.000 --> 02:56:37.000]  They're now voting Trump.
[02:56:37.000 --> 02:56:40.000]  You're talking tens of millions of voters.
[02:56:40.000 --> 02:56:45.000]  And don't forget about all those Democrats in the walkway movement too.
[02:56:45.000 --> 02:56:51.000]  I mean, in a fair election, folks, Trump will win in a record landslide.
[02:56:51.000 --> 02:56:53.000]  But we're not going to get a fair election.
[02:56:53.000 --> 02:56:56.000]  The Democrats are already bringing in non-citizens to vote.
[02:56:56.000 --> 02:57:01.000]  The Democrats have already been caught busing in ballots at the midnight hour during election nights.
