[00:00.000 --> 00:02.000]  Wait and feel great!
[1:48:25.700 --> 1:48:32.700]  Chancellor and Joseph very much for the transatlantic economic integration plan.
[1:48:32.700 --> 1:48:35.700]  And for that too we need to develop a common market, common standards.
[1:48:35.700 --> 1:48:43.700]  So this is indeed a very important agreement.
[1:48:43.700 --> 1:48:50.700]  Within the next four years we will see the emergence of a new international order.
[1:48:50.700 --> 1:48:53.700]  A new world order of a new world order.
[1:48:53.700 --> 1:48:54.700]  A new world order.
[1:48:54.700 --> 1:49:01.700]  You're free and freedom is beautiful and it'll take time to restore chaos.
[1:49:01.700 --> 1:49:13.700]  The forces shaping this world at this moment are so strong and they all tend in one direction.
[1:49:13.700 --> 1:49:16.700]  We will expose the new world order.
[1:49:16.700 --> 1:49:19.700]  We will expose the global crime syndicate.
[1:49:19.700 --> 1:49:20.700]  The David Rockefeller.
[1:49:20.700 --> 1:49:22.700]  The Rothschild representatives here.
[1:49:22.700 --> 1:49:24.700]  The Queens and the Netherlands.
[1:49:24.700 --> 1:49:30.700]  All of you, we tell you you are not our queen, you are not our king, you are not our god.
[1:49:30.700 --> 1:49:32.700]  We do not belong to you.
[1:49:32.700 --> 1:49:34.700]  We are not your slaves.
[1:49:34.700 --> 1:49:42.700]  We stand as free humans as good as the beginning of time against the strong men, against the pogs, against the bullets.
[1:49:42.700 --> 1:49:46.700]  We are here telling you we will resist the new world order.
[1:49:46.700 --> 1:49:48.700]  We will defeat the world government.
[1:49:48.700 --> 1:49:53.700]  And if you hear this shouting, it's a group of demonstrators who've come.
[1:49:53.700 --> 1:49:55.700]  9-11 was an inside job.
[1:49:55.700 --> 1:49:57.700]  Oh, get a light.
[1:49:57.700 --> 1:50:04.700]  They're going after everybody. How do we know? How do the American people know that 9-11 was the stage, was engineered by you?
[1:50:04.700 --> 1:50:09.700]  David Rockefeller, the collateral commission, the CFR, and Bilderberg Group, sir.
[1:50:09.700 --> 1:50:14.700]  David Rockefeller, we know about your new world order.
[1:50:14.700 --> 1:50:19.700]  Our government stays without the possibility to start the Vietnam War.
[1:50:19.700 --> 1:50:23.700]  An inside job. And how dare you?
[1:50:23.700 --> 1:50:28.700]  Germany will prevail. Germany will fall.
[1:50:28.700 --> 1:50:37.700]  The answer to 1934 is 1776.
[1:50:37.700 --> 1:50:39.700]  The 21st century is going to be a new century.
[1:50:39.700 --> 1:50:41.700]  Not the century of slavery.
[1:50:41.700 --> 1:50:44.700]  Not the century of lies and human notion gimmick.
[1:50:44.700 --> 1:50:48.700]  And classism, statism, and all the rest of modes of control.
[1:50:48.700 --> 1:50:53.700]  It's going to be the age of humankind standing up for something pure, something right.
[1:50:53.700 --> 1:50:57.700]  The truth is out there in front of you, but they lay out this buffet of lies.
[1:50:57.700 --> 1:51:01.700]  I'm sick of it, and I'm not going to take a bite out of it. Do you got me?
[1:51:01.700 --> 1:51:09.700]  On September 11, 2001, along with hundreds of my fellow troops, I went to ground here and we knew what to do.
[1:51:09.700 --> 1:51:10.700]  Or at least we thought we did.
[1:51:10.700 --> 1:51:17.700]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[1:51:17.700 --> 1:51:26.700]  Whitman, EPA director on the AT, made a statement that the air was safe to breathe.
[1:51:26.700 --> 1:51:33.700]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[1:51:33.700 --> 1:51:36.700]  He had his hand over the radio while he was getting a countdown.
[1:51:36.700 --> 1:51:42.700]  He takes his hand off and you hear three, two, one, and it was boom, boom, boom, boom, boom.
[1:51:42.700 --> 1:51:49.700]  This is an emergency transmission worldwide. Download Truth Rising at prisonplanet.tv
[1:51:49.700 --> 1:51:54.700]  and aggressively spread it worldwide or order the DVD at infowars.com.
[1:51:54.700 --> 1:52:00.700]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[1:52:00.700 --> 1:52:04.700]  Fuel prices are up and down, fighting into everyone's budget.
[1:52:04.700 --> 1:52:08.700]  If you're ready to start saving at the pump, fuel saver technologies can help.
[1:52:08.700 --> 1:52:13.700]  With a small squeeze of our fuel conditioner in your gas tank, more of each gallon of fuel will combust,
[1:52:13.700 --> 1:52:16.700]  improving your fuel economy 10-20% or more.
[1:52:16.700 --> 1:52:22.700]  Completely safe for all engines, gas, or diesel, we guarantee that your savings will exceed the cost of our product.
[1:52:22.700 --> 1:52:28.700]  Our fuel additive reduces the emissions and maintenance costs and reduces the friction of engine-moving parts.
[1:52:28.700 --> 1:52:35.700]  Our two-ounce consumer squeeze bottle costs only $8 and treats 100 gallons of gasoline or 50 gallons of diesel.
[1:52:35.700 --> 1:52:41.700]  If you buy a case of 16 or 32 bottles, the price drops to $6 a bottle and will ship it to you for free.
[1:52:41.700 --> 1:52:50.700]  Call us toll-free at 866-768-7811 or look online at fuelsaberinc.com.
[1:52:50.700 --> 1:52:57.700]  Start saving on fuel today, 866-768-7811, online fuelsaberinc.com.
[1:52:57.700 --> 1:53:00.700]  Spend a little and save a lot.
[1:53:00.700 --> 1:53:06.700]  With Christmas right around the corner and an unstable economy looming, finding the right gift can be tough.
[1:53:06.700 --> 1:53:09.700]  Why not give the gift of an X-caliber dehydrator?
[1:53:09.700 --> 1:53:14.700]  The X-caliber dehydrator is not only economical but also fun for the whole family.
[1:53:14.700 --> 1:53:18.700]  Save hundreds of dollars by drying your own fruits, vegetables, and meats.
[1:53:18.700 --> 1:53:22.700]  Make your own healthy snacks or start storing your own healthy food in case of emergencies,
[1:53:22.700 --> 1:53:25.700]  all with no added salts, fats, and preservatives.
[1:53:25.700 --> 1:53:31.700]  What a perfect gift for the health-conscious person in your family or for a friend who vows to eat healthier this coming year,
[1:53:31.700 --> 1:53:33.700]  even if that friend is you.
[1:53:33.700 --> 1:53:38.700]  For a limited time, receive the book, preserve it naturally, filled with amazing, easy recipes,
[1:53:38.700 --> 1:53:41.700]  a $25 value free with your order.
[1:53:41.700 --> 1:53:45.700]  Just call 1-800-875-4254.
[1:53:45.700 --> 1:53:48.700]  That's 1-800-875-4254.
[1:53:48.700 --> 1:53:51.700]  Or go to drying123.com.
[1:53:51.700 --> 1:53:55.700]  That's D-R-Y-I-N-G-123.com.
[1:53:55.700 --> 1:54:00.700]  X-caliber dehydrator wishes you and yours health and wellness for the new year.
[1:54:00.700 --> 1:54:04.700]  Now we can see a new world coming into view.
[1:54:04.700 --> 1:54:09.700]  A world in which there is a very real prospect of a new world order.
[1:54:09.700 --> 1:54:25.700]  It is a new world order with significantly different and radically new challenges for the future.
[1:54:39.700 --> 1:54:45.700]  The question is, will they kill untold millions as they did in the last century?
[1:54:56.700 --> 1:55:00.700]  It is not the elite cockroach that determines that.
[1:55:00.700 --> 1:55:13.700]  It is you.
[1:55:13.700 --> 1:55:31.700]  New world orders are in-bred, alias control freaks that are scared of free humanity and scared of your dynamic human spirit.
[1:55:31.700 --> 1:55:33.700]  They think you're stupid.
[1:55:33.700 --> 1:55:35.700]  They think they can suppress you.
[1:55:35.700 --> 1:55:37.700]  They are sure they can win.
[1:55:37.700 --> 1:55:43.700]  They thought we could go wildly in the night and we're not going to do that.
[1:55:50.700 --> 1:55:52.700]  They have done this.
[1:55:52.700 --> 1:55:55.700]  They have been born against us.
[1:55:55.700 --> 1:55:57.700]  Their system is imploding.
[1:55:57.700 --> 1:55:59.700]  They are failing.
[1:55:59.700 --> 1:56:01.700]  We are rising.
[1:56:01.700 --> 1:56:04.700]  New world orders have been defeated.
[1:56:04.700 --> 1:56:07.700]  Again, I know what I'm saying.
[1:56:07.700 --> 1:56:15.700]  But if you want to know more about our society, we have to come to grips with just how evil this elite is.
[1:56:15.700 --> 1:56:17.700]  It has been so hard.
[1:56:17.700 --> 1:56:21.700]  First problems in history were just good, decent adversaries to your folks.
[1:56:21.700 --> 1:56:28.700]  Instead, if we have trouble drastic, we look at the world with our eyes and we think that other people think like we do.
[1:56:28.700 --> 1:56:35.700]  But history shows there's not the case. There are dangerous individuals who want to preach and hateful.
[1:56:35.700 --> 1:56:41.700]  There are nothing adversive of you that are jealous of the freedom you've got and jealous of the love you have.
[1:56:41.700 --> 1:56:45.700]  They hate you because you're not miserable like they are.
[1:56:45.700 --> 1:56:49.700]  And they think that they're going to be able to continue to enslave us.
[1:56:49.700 --> 1:56:51.700]  That's not the case.
[1:56:51.700 --> 1:56:54.700]  New world orders are in-bred.
[1:56:54.700 --> 1:56:59.700]  This isn't just the system of revolution.
[1:56:59.700 --> 1:57:03.700]  This is a worldwide revolution.
[1:57:03.700 --> 1:57:08.700]  We shall win!
[1:57:08.700 --> 1:57:15.700]  We shall win!
[1:57:15.700 --> 1:57:18.700]  The world government has now been exposed.
[1:57:18.700 --> 1:57:20.700]  We know you are in trouble.
[1:57:20.700 --> 1:57:22.700]  We know you are in trouble.
[1:57:22.700 --> 1:57:26.700]  Today the Rocks and Fellows are off-dials representatives here.
[1:57:26.700 --> 1:57:28.700]  This is way better than ever once.
[1:57:28.700 --> 1:57:31.700]  From all of you, we tell you you are not our queen.
[1:57:31.700 --> 1:57:34.700]  You are not our king. You are not our god.
[1:57:34.700 --> 1:57:37.700]  We do not belong here. We are not your slaves.
[1:57:37.700 --> 1:57:41.700]  This land is free to us and stood for the beginning of time.
[1:57:41.700 --> 1:57:45.700]  Against the strong men, against the gods, against the rolling.
[1:57:45.700 --> 1:57:48.700]  We will defeat your world government.
[1:57:48.700 --> 1:57:52.700]  We will defeat world taxation. We will defeat world control for it.
[1:57:52.700 --> 1:57:54.700]  The gods are on our side.
[1:57:54.700 --> 1:57:57.700]  I stand before the creator of the universe.
[1:57:57.700 --> 1:58:03.700]  I ask the creator of the universe, as our Mali father did in 1776,
[1:58:03.700 --> 1:58:08.700]  to please guide and respect us, and to give us the power and the support side
[1:58:08.700 --> 1:58:12.700]  of the understanding and the will to stand against your entire agenda,
[1:58:12.700 --> 1:58:17.700]  including your final plan of world population reduction of 80%,
[1:58:17.700 --> 1:58:21.700]  the Henry Kissinger pen in 1973.
[1:58:21.700 --> 1:58:24.700]  Now, believe that you are invincible.
[1:58:24.700 --> 1:58:27.700]  You will and you are failing now.
[1:58:27.700 --> 1:58:30.700]  Your new world order will fall.
[1:58:30.700 --> 1:58:33.700]  Humanity will defeat you.
[1:58:33.700 --> 1:58:38.700]  The answer to 1984 is 1776.
[1:58:44.700 --> 1:58:46.700]  Thank you for listening to GCN.
[1:58:46.700 --> 1:58:51.700]  Be sure to visit GCNLive.com today.
[1:58:51.700 --> 1:58:55.700]  A day unlike any other in the long course of American history,
[1:58:55.700 --> 1:58:58.700]  a terrorist act of war against this country.
[1:58:58.700 --> 1:59:01.700]  The enemies struck America on September 11th.
[1:59:01.700 --> 1:59:02.700]  But who is the enemy?
[1:59:02.700 --> 1:59:03.700]  Bin Laden.
[1:59:03.700 --> 1:59:04.700]  This is his M.O.
[1:59:04.700 --> 1:59:07.700]  We have to look to the Middle East. We have to look to Osama Bin Laden.
[1:59:07.700 --> 1:59:11.700]  Fabled Enemies is the first 9-11 film to take a close look
[1:59:11.700 --> 1:59:15.700]  at the terrorist ties to intelligence networks inside the United States.
[1:59:15.700 --> 1:59:18.700]  Many U.S. investigators believe that there are Israelis again
[1:59:18.700 --> 1:59:21.700]  very much engaged in spying in and on the U.S.
[1:59:21.700 --> 1:59:25.700]  I am aware that some Israeli citizens have been detained.
[1:59:25.700 --> 1:59:27.700]  Bin Laden's connections to the CIA,
[1:59:27.700 --> 1:59:29.700]  the hijackers' ties to the FBI,
[1:59:29.700 --> 1:59:31.700]  the Saudi Arabian connection,
[1:59:31.700 --> 1:59:32.700]  the Israeli intelligence network,
[1:59:32.700 --> 1:59:33.700]  warnings in war games,
[1:59:33.700 --> 1:59:34.700]  the shadow government,
[1:59:34.700 --> 1:59:35.700]  and much, much more,
[1:59:35.700 --> 1:59:36.700]  fabled enemies.
[1:59:36.700 --> 1:59:39.700]  Get the DVD at infowars.com
[1:59:39.700 --> 1:59:41.700]  or see it in super high quality,
[1:59:41.700 --> 1:59:44.700]  along with hundreds of other titles at prisonplanet.tv.
[1:59:44.700 --> 1:59:46.700]  Either you are with us,
[1:59:46.700 --> 2:00:15.700]  or you are with the terrorists.
[2:00:16.700 --> 2:00:18.700]  All right, folks, we are back.
[2:00:18.700 --> 2:00:23.700]  It is Tuesday, October 28th, 2008, one week from Election Day.
[2:00:23.700 --> 2:00:26.700]  And we've been talking to Webster Tarpoli in the past hour.
[2:00:26.700 --> 2:00:28.700]  We're taking your calls right now.
[2:00:28.700 --> 2:00:31.700]  And in these last, in these five minutes,
[2:00:31.700 --> 2:00:33.700]  before we go to the next segment,
[2:00:33.700 --> 2:00:35.700]  I'm Webster and take more callers.
[2:00:35.700 --> 2:00:37.700]  I want you to go over those three points.
[2:00:37.700 --> 2:00:38.700]  Now, obviously, your agenda is to stop
[2:00:38.700 --> 2:00:47.700]  Obama at all costs.
[2:00:47.700 --> 2:00:48.700]  What are the other two big points
[2:00:48.700 --> 2:00:50.700]  that we have to get by on this election?
[2:00:50.700 --> 2:00:51.700]  And then a few more comments.
[2:00:51.700 --> 2:00:52.700]  First of all, no Obama.
[2:00:52.700 --> 2:00:53.700]  Stop Obama at all costs.
[2:00:53.700 --> 2:00:55.700]  If you don't stop Obama,
[2:00:55.700 --> 2:00:56.700]  you're going off a cliff.
[2:00:56.700 --> 2:00:58.700]  You're leaping into an abyss.
[2:00:58.700 --> 2:01:00.700]  And most people have very little idea
[2:01:00.700 --> 2:01:01.700]  of what fascism was
[2:01:01.700 --> 2:01:03.700]  and what this is going to look like.
[2:01:03.700 --> 2:01:06.700]  Again, reread that thing from Biden.
[2:01:06.700 --> 2:01:10.700]  A tremendous, crushing, brutal economic austerity
[2:01:10.700 --> 2:01:12.700]  within the first 12 months.
[2:01:12.700 --> 2:01:14.700]  And an international confrontation,
[2:01:14.700 --> 2:01:17.700]  probably with false flag or some form of aggression
[2:01:17.700 --> 2:01:18.700]  in the first six months.
[2:01:18.700 --> 2:01:21.700]  Secondly, anybody who voted for the bailout
[2:01:21.700 --> 2:01:22.700]  has to be punished.
[2:01:22.700 --> 2:01:24.700]  You've got to vote against any elected official
[2:01:24.700 --> 2:01:26.700]  who supported that bailout.
[2:01:26.700 --> 2:01:28.700]  Obama, of course, was the one who organized
[2:01:28.700 --> 2:01:30.700]  the whole Black Caucus with a conference call
[2:01:30.700 --> 2:01:32.700]  to switch their votes into it.
[2:01:32.700 --> 2:01:34.700]  McCain, I think, vacillated
[2:01:34.700 --> 2:01:36.700]  because there were a lot of Republicans
[2:01:36.700 --> 2:01:37.700]  who were against it.
[2:01:37.700 --> 2:01:38.700]  You remember in the House,
[2:01:38.700 --> 2:01:40.700]  it was stopped for the first time around
[2:01:40.700 --> 2:01:42.700]  with quite a few Republican votes.
[2:01:42.700 --> 2:01:44.700]  The third one, you've got to come out of this
