[00:00:02.153 --> 00:00:03.114]  It's happened.
[02:40:28.804 --> 02:40:39.093]  Their motive is more about money and building an empire rather than protecting people and doing the functions that they're supposed to to protect the nation and and people's lives.
[02:40:39.093 --> 02:40:41.175]  So they're there and they're continuing.
[02:40:41.175 --> 02:40:47.761]  There's so many people in the Congress and and leadership especially and in some of the courts, the FISA court for sure.
[02:40:48.554 --> 02:40:58.422]  And, of course, the administration, including the Department of Justice, NSA, FBI, and CIA, as well as the White House, all of them are involved in this.
[02:40:58.422 --> 02:41:04.567]  They're all covering up for each other and ensuring that nobody gets exposed because if one of them is, they all are.
[02:41:04.567 --> 02:41:06.709]  So they're trying to protect themselves in that way.
[02:41:06.709 --> 02:41:14.375]  And the basic point is, if they did something right, they could save lives, and they're not doing that.
[02:41:14.375 --> 02:41:15.616]  So they're basically trading.
[02:41:16.092 --> 02:41:23.795]  The security of everyone in the country and the free world, and in fact the world, for money.
[02:41:23.795 --> 02:41:30.617]  I view their vision statement as, keep the problem going so the money keeps flowing.
[02:41:30.617 --> 02:41:38.520]  And that seems to be exactly what they've been doing, not just in the terrorist area, but also in the cyber security area.
[02:41:38.520 --> 02:41:42.021]  And now they're trying to start, in my view, another Cold War.
[02:41:42.551 --> 02:41:47.318]  So they can make more money fear-mongering everybody into fleecing them out of money.
[02:41:47.318 --> 02:41:56.530]  That's really the bottom line of what they've been doing and they've been doing that basically for the last 20 years at least.
[02:41:56.530 --> 02:41:57.832]  And Mr. Benny, clearly...
[02:41:58.948 --> 02:42:06.994]  I was against just random wars with Muslim countries, but they're overthrowing moderates, putting radicals in, and then bringing radicals in.
[02:42:06.994 --> 02:42:15.560]  So they attack, and then when they attack, they can declare civil emergencies in Germany and France, and take nationalist rights away to criticize their open borders.
[02:42:15.560 --> 02:42:18.742]  I mean, it's so transparent the Hegelian dialect they're using.
[02:42:19.704 --> 02:42:20.725]  Yeah, that's right.
[02:42:20.725 --> 02:42:30.553]  And the whole point is, if you destabilize things, it'll only get worse, and then you can use that as a way of fear-mongering people into being submissive and doing what they're told.
[02:42:30.553 --> 02:42:38.179]  That's fundamentally what our government's been doing, and we've been spreading this concept around the world, metastasizing it like a malignancy does, you know?
[02:42:38.179 --> 02:42:44.324]  Around the world, the British have joined us, and the Germans, and others around the world have also joined.
[02:42:44.324 --> 02:42:47.907]  And even the Russians now are starting to have their own program like this.
[02:42:49.069 --> 02:42:59.878]  We're infecting the entire world, not just democracies, but also semi-totalitarian states also, to adopt the kinds of things that we've been initiating.
[02:42:59.878 --> 02:43:03.620]  America leading the world into 1984.
[02:43:03.620 --> 02:43:06.403]  William Benny, in closing, specifically on Hillary.
[02:43:07.475 --> 02:43:14.477]  I know you're non-partisan, but a woman that would have a secret server, lie about it, be caught, get away with it, all the foreign interests.
[02:43:14.477 --> 02:43:16.298]  I'm so concerned about blackmail.
[02:43:16.298 --> 02:43:18.899]  Think of what we don't know.
[02:43:18.899 --> 02:43:25.021]  You know, just any other data on the issue of the fact that the NSA has her emails?
[02:43:25.021 --> 02:43:36.745]  Well, I think the NSA certainly has a motive to not want to deal with her, very simply because she exposed what is called gamma material in NSA.
[02:43:37.948 --> 02:43:42.751]  And that's basically the most sensitive data that they work with.
[02:43:42.751 --> 02:43:47.013]  It's very compartmented and very restricted knowledge.
[02:43:47.013 --> 02:44:03.222]  And they had several officials of NSA talking openly to reporters from the Observer for their article back in March of this year, talking about this Gamma material lifted directly out of Gamma reporting, whole paragraphs, and plugged into her emails.
[02:44:03.891 --> 02:44:11.818]  Well, these emails are passed around to people who aren't cleared and managed by people who aren't cleared and put on servers that aren't secure.
[02:44:11.818 --> 02:44:18.064]  And so this basically compromised the fact that we were reading certain systems.
[02:44:18.064 --> 02:44:23.949]  The last GAMA program that I remember being compromised was by Jack Anderson in 1971.
[02:44:25.658 --> 02:44:28.159]  He starts talking about technical capacity, he cuts out.
[02:44:50.461 --> 02:44:56.924]  So much of an implication in terms of the ability for NSA to proceed and work on and actually have and produce intelligence.
[02:44:56.924 --> 02:45:00.366]  I mean, you can't have leaders who do that kind of thing.
[02:45:00.366 --> 02:45:01.386]  I mean, you just can't.
[02:45:01.386 --> 02:45:05.969]  I mean, they'll cripple your entire intelligence program.
[02:45:05.969 --> 02:45:16.114]  Well, I know you can't get into classification, but the way you describe it is you had a very inexpensive program that targeted terrorists, targeted groups that were calling for violence, and we just lost them.
[02:45:17.057 --> 02:45:20.719]  So, it just happens, William Binney talks about his phone works great.
[02:45:20.719 --> 02:45:23.841]  Anywhere else he goes on shows, it's just hammered hell.
[02:45:23.841 --> 02:45:25.142]  Getting back on, I want to finish this.
[02:45:25.142 --> 02:45:27.363]  They cannot stand this coming out.
[02:45:27.363 --> 02:45:30.285]  Let me just tell you, my phones, can you imagine?
[02:45:30.285 --> 02:45:35.769]  Talking about gamma material or world leader material or change material or leader material.
[02:45:35.769 --> 02:45:39.811]  Can you imagine when I'm on the phone with you-know-who?
[02:45:39.811 --> 02:45:40.832]  When I'm on the phone with other people?
[02:45:42.367 --> 02:45:46.150]  I mean, it's just like I'm talking to an audience of 500 people.
[02:45:46.150 --> 02:45:47.991]  I don't have computers recording what I say.
[02:45:47.991 --> 02:45:49.252]  I mean, I do.
[02:45:49.252 --> 02:45:51.373]  I got people listening.
[02:45:51.373 --> 02:45:56.056]  I've even had the bastards over the years sometimes pop in with all smart-ass comments and things.
[02:45:56.056 --> 02:46:07.143]  And so imagine you're like sitting here with your phone and there's private agencies and foreign governments and corporate groups and agencies all tuning in.
[02:46:07.143 --> 02:46:07.764]  Don't you people have
[02:46:08.895 --> 02:46:11.116]  Mr. Benny, we've been having a lot of problems with your line today.
[02:46:11.116 --> 02:46:13.197]  I know you've gone through some censorship.
[02:46:13.197 --> 02:46:14.537]  Just, I appreciate your time, sir.
[02:46:14.537 --> 02:46:15.958]  Thank you for everything.
[02:46:15.958 --> 02:46:18.338]  You were trying to finish up a point you were making.
[02:46:18.338 --> 02:46:27.441]  Yeah, I was just saying that you can't really afford to have leadership that compromises the ability and sources and means and methods for intelligence production.
[02:46:27.441 --> 02:46:32.063]  If you do, you simply have no intelligence system.
[02:46:32.063 --> 02:46:37.385]  Well, I'm not a rocket scientist, but if you create a giant panopticonic system where everybody's spying on everybody and
[02:46:38.618 --> 02:46:43.743]  Then it seems like you've created a Swiss cheese system that gives you the opposite of security.
[02:46:43.743 --> 02:46:47.867]  Yes, in fact, it also makes everybody dysfunctional.
[02:46:47.867 --> 02:46:50.049]  They can't trust one another, so they can't work together.
[02:46:50.049 --> 02:46:51.591]  So, you know, it's another catch-22.
[02:46:54.924 --> 02:46:56.865]  Another attack on humanity.
[02:46:56.865 --> 02:47:00.966]  William Benny, the film, I can't wait to see it, A Good American.org.
[02:47:00.966 --> 02:47:02.047]  Thank you so much for your time.
[02:47:02.047 --> 02:47:03.547]  Again, because you got cut off earlier.
[02:47:03.547 --> 02:47:04.228]  Any other points?
[02:47:04.228 --> 02:47:07.769]  You're just bottom line saying, look, the NSA has Hillary's emails.
[02:47:07.769 --> 02:47:10.450]  Well, why don't we just call for a lawsuit or something?
[02:47:10.450 --> 02:47:11.730]  I mean, these are public emails.
[02:47:11.730 --> 02:47:12.911]  The FBI wants them.
[02:47:12.911 --> 02:47:14.732]  Can't we just call for the FBI?
[02:47:14.732 --> 02:47:18.173]  Should we call for the FBI to ask the NSA to release them?
[02:47:18.173 --> 02:47:20.314]  You see, the FBI doesn't have to ask them.
[02:47:20.314 --> 02:47:22.334]  They already have access to them.
[02:47:22.334 --> 02:47:23.335]  Oh, talk about that, please.
[02:47:24.178 --> 02:47:29.625]  Yeah, well that's the direct access that they have into the NSA database.
[02:47:29.625 --> 02:47:31.847]  And there's no oversight of that at all.
[02:47:31.847 --> 02:47:43.421]  That's how Feinstein's would say they used it to put hundreds of people in jail because the FBI and the DEA and others, law enforcement, were going in there pulling that data out, using it to direct their people to arrest people.
[02:47:45.598 --> 02:47:52.442]  I mean, that's been one of the violations of the Constitution and of the entire legal structure.
[02:47:52.442 --> 02:48:00.326]  So it's not just the DEA that has access to the FBI?
[02:48:00.326 --> 02:48:02.347]  Oh, it's more than that.
[02:48:02.347 --> 02:48:14.573]  Here, the DEA specifically has a special unit, the Special Operations Division, the SOD, and it composed members of the DHS, the CIA, FBI, NSA, of course.
[02:48:15.373 --> 02:48:18.595]  And IRS.
[02:48:18.595 --> 02:48:21.976]  So all of those people have direct access.
[02:48:21.976 --> 02:48:23.717]  The IRS?
[02:48:23.717 --> 02:48:29.040]  I mean, Nixon got impeached basically over having a list of 120 people he might audit.
[02:48:29.040 --> 02:48:32.841]  The IRS is in the illegal NSA database?
[02:48:32.841 --> 02:48:34.022]  Yes.
[02:48:34.022 --> 02:48:34.622]  Wow.
[02:48:34.622 --> 02:48:39.365]  They're supposedly looking for money laundering and financial fraud.
[02:48:39.365 --> 02:48:42.086]  That is, people avoiding tax.
[02:48:42.995 --> 02:48:43.155]  Sure.
[02:48:43.155 --> 02:48:44.977]  But whatever happened to the Fourth Amendment?
[02:49:03.576 --> 02:49:16.563]  Like, for example, I also say, and I think that they used this data against Elliot Spitzer because he was going after the Wall Street bankers for defrauding people and the 2007 and 2008 financial crisis.
[02:49:16.563 --> 02:49:23.187]  No, I've got to say that there's few things I disagree with some of my guests on, but some of them are kind of anti-Elliot Spitzer.
[02:49:23.187 --> 02:49:25.008]  And I'm just like, Elliot Spitzer did a good thing.
[02:49:25.008 --> 02:49:27.149]  And who cares that he was seeing a hooker?
[02:49:27.149 --> 02:49:29.650]  I mean, that's right.
[02:49:29.650 --> 02:49:32.572]  It's so clear that the FBI was targeting him and everything he was doing.
[02:49:33.325 --> 02:49:35.846]  Yeah, and what was their probable cause?
[02:49:35.846 --> 02:49:38.366]  The only thing I could think of was he's going after the bankers.
[02:49:38.366 --> 02:49:39.207]  We have to protect them.
[02:49:39.207 --> 02:49:41.067]  That's probable cause.
[02:49:41.067 --> 02:49:43.968]  So you think parallel construction was going on there?
