[00:00:06.096 --> 00:00:09.438]  Friday, November 25th, 2022.
[02:31:25.097 --> 02:31:30.660]  Mailing ballots to anyone and everyone, and sometimes mailing multiple ballots to people.
[02:31:30.660 --> 02:31:32.661]  Well, this isn't any way to run an election.
[02:31:32.661 --> 02:31:36.922]  We're in a serious country when we have elections that can be stolen like this.
[02:31:36.922 --> 02:31:52.029]  And I believe that, just like I believe the election was stolen in 2020, and I have no problem saying that, and it is so absurd for the media and the Democrats to attack us that question our election integrity, and question the fact that elections
[02:31:52.769 --> 02:31:54.890]  Um, shouldn't be run the way they are.
[02:31:54.890 --> 02:31:58.872]  We're not election deniers, we're election realists.
[02:31:58.872 --> 02:32:02.273]  Everybody that's watching this needs to support Alex Jones.
[02:32:02.273 --> 02:32:05.034]  Needs to support InfoWars and Band.Video.
[02:32:05.034 --> 02:32:07.756]  You know, the Bible says, let another mouth praise you.
[02:32:07.756 --> 02:32:09.076]  I'm gonna do that right now.
[02:32:09.076 --> 02:32:12.978]  Alex Jones has helped so many people in this industry.
[02:32:12.978 --> 02:32:17.860]  You guys have no idea how many people have got their first start like Savannah Hernandez.
[02:32:18.160 --> 02:32:24.325]  How many people have just been put on a launch pad to outer space because of Alex Jones, including myself?
[02:32:24.325 --> 02:32:33.052]  I've been given so many opportunities because of this man and because of this platform, and I would probably not even be half of where I am right now if it weren't for Alex Jones.
[02:32:33.052 --> 02:32:38.637]  I mean, I've been able to be on podcasts with Alex and Joe Rogan and TimCast, the super TimCast IRL.
[02:32:38.637 --> 02:32:44.081]  Listen, what I'm saying is, do not take Alex Jones and Bandot Video for granted.
[02:32:44.321 --> 02:32:46.803]  Because you don't know what you have until it's gone.
[02:32:46.803 --> 02:32:49.485]  We need to support free speech systems right now.
[02:32:49.485 --> 02:32:50.986]  So go check out the store.
[02:32:50.986 --> 02:32:52.166]  Go support their store.
[02:32:52.166 --> 02:32:53.668]  Go support InfoWars.
[02:32:53.668 --> 02:32:55.028]  Leave a donation right now.
[02:32:55.028 --> 02:32:59.612]  Don't wait until they're gone!
[02:32:59.612 --> 02:33:04.215]  Leading a frontal assault on the lies of the New World Order.
[02:33:04.215 --> 02:33:05.516]  It's Alex Jones.
[02:33:18.705 --> 02:33:31.874]  Well, they were running a replay of two years ago using mail-in ballots to steal the election, and they're doing that.
[02:33:31.874 --> 02:33:36.557]  But they hit us with the electronic voting machines today.
[02:33:36.557 --> 02:33:38.979]  In Michigan.
[02:33:38.979 --> 02:33:40.840]  In Pennsylvania.
[02:33:40.840 --> 02:33:43.002]  In Wisconsin.
[02:33:43.002 --> 02:33:44.723]  In Arizona.
[02:33:44.723 --> 02:33:45.464]  In New Jersey.
[02:33:46.326 --> 02:33:50.369]  In Texas, in New York, in California.
[02:33:50.369 --> 02:33:52.231]  It's all coming in.
[02:33:52.231 --> 02:33:56.774]  We'll have all the clips throughout this hour, into the next hour, and then we're going to be intense.
[02:33:56.774 --> 02:33:59.256]  Nothing but election coverage starting at 3 p.m.
[02:33:59.256 --> 02:34:01.017]  Central with the War Room with Owen Schroeder.
[02:34:01.017 --> 02:34:02.638]  I'm back at 6 p.m.
[02:34:02.638 --> 02:34:13.627]  Steve Bannon, Roger Stone, Robert Barnes, everybody coming up tonight at InfoWars.com forward slash show.
[02:34:14.827 --> 02:34:25.951]  I've got all the clips that go along with these headlines in only the key battleground cities and counties where the Republicans are about to take over from Democrats.
[02:34:25.951 --> 02:34:30.412]  That's where all the malfunctions are.
[02:34:30.412 --> 02:34:35.474]  The machines either won't work after people vote, so they leave and all their votes don't count, and they don't even know.
[02:34:35.474 --> 02:34:37.835]  They just leave and don't know it's all not counted.
[02:34:37.835 --> 02:34:39.616]  Oh, you just voted for three hours, four hours.
[02:34:39.616 --> 02:34:40.916]  Oh, sorry, didn't count.
[02:34:40.916 --> 02:34:41.696]  They didn't tell you.
[02:34:41.696 --> 02:34:42.177]  They didn't know.
[02:34:42.177 --> 02:34:42.917]  They just turn off.
[02:34:44.343 --> 02:34:46.204]  They're now saying, come back and vote again.
[02:34:46.204 --> 02:34:47.565]  Well, they don't get that message.
[02:34:47.565 --> 02:34:50.307]  They go back to work.
[02:34:50.307 --> 02:35:01.635]  At the restaurant, or the school, or the police department, or the auto parts store, or the farm, or the ranch, or the psychology office, or the dentist office.
[02:35:01.635 --> 02:35:03.437]  And then, sorry, didn't count.
[02:35:06.377 --> 02:35:08.758]  Well, the machine only called off Democrat votes.
[02:35:08.758 --> 02:35:11.038]  It'll save, it'll delete Republican votes.
[02:35:11.038 --> 02:35:13.059]  It crashes, it's reuploaded.
[02:35:13.059 --> 02:35:19.381]  It's so liberal, like the PCR test that was 97% fake.
[02:35:19.381 --> 02:35:20.441]  Nothing working!
[02:35:20.441 --> 02:35:24.063]  Arizona poll worker responds to Maricopa County tabulator issues.
[02:35:24.063 --> 02:35:29.744]  Issues with machines are now reported in Wickenburg.
[02:35:29.744 --> 02:35:31.005]  Oh, the New York Times.
[02:35:32.315 --> 02:35:33.616]  Look at this right here.
[02:35:33.616 --> 02:35:38.518]  Voting machine problems in Arizona fuel right-wing fraud claims.
[02:35:38.518 --> 02:35:39.859]  Oh, yes.
[02:35:39.859 --> 02:35:45.502]  But there are problems all over the country, only in key battleground areas.
[02:35:45.502 --> 02:35:49.003]  Only imperial stormtroopers are so precise.
[02:35:49.003 --> 02:35:51.125]  Massive issues reported across the country.
[02:35:51.125 --> 02:35:55.547]  Here are several concerns, anomalies we received as it pours in.
[02:35:57.096 --> 02:36:01.978]  Voting machines down in Mercer County due to glitch in New Jersey.
[02:36:01.978 --> 02:36:05.560]  You're not voting Democrats, Al.
[02:36:05.560 --> 02:36:06.120]  Video.
[02:36:06.120 --> 02:36:10.503]  Voters told voting machines aren't working in Maricopa County, Arizona.
[02:36:10.503 --> 02:36:15.265]  And it goes on and on and on.
[02:36:15.265 --> 02:36:15.805]  The printer.
[02:36:15.805 --> 02:36:20.768]  So blotchy from the printer, the scanner could not read them.
[02:36:20.768 --> 02:36:21.968]  New Jersey voting trouble.
[02:36:21.968 --> 02:36:23.289]  Scanners fail.
[02:36:25.134 --> 02:36:32.377]  And it goes on and on all over the country from Michigan to Georgia to Texas.
[02:36:32.377 --> 02:36:33.358]  Here's the headline.
[02:36:33.358 --> 02:36:37.219]  Voting machines stopped working across America.
[02:36:37.219 --> 02:36:43.142]  Didn't have this problem two years ago because they were going the ballot route.
[02:36:44.281 --> 02:36:50.784]  But now they didn't have enough hidden dead people's names and people that have moved out of state, they were out of ammo.
[02:36:50.784 --> 02:36:57.266]  So now the voting machine comes in to save the New World Order Day.
[02:36:57.266 --> 02:37:11.632]  We're all aware of several machines down, multiple issues reported in Harris County, Houston, Dallas, San Antonio, Austin, all magically failing.
[02:37:11.632 --> 02:37:13.713]  I'm sure it'll be the Russians' fault.
[02:37:14.761 --> 02:37:22.127]  Report of broken voting machines, confusion surrounding mail-in ballots, and it's even happening in Florida!
[02:37:22.127 --> 02:37:26.750]  Dominion voting machines already malfunctioning.
[02:37:26.750 --> 02:37:29.553]  Don't question it, they'll sue you.
[02:37:29.553 --> 02:37:32.955]  And it goes on and on and on.
[02:37:32.955 --> 02:37:33.656]  Let's do this.
[02:37:33.656 --> 02:37:36.398]  Let's just air clip one through seven.
[02:37:36.398 --> 02:37:37.459]  We have time to get to those.
[02:37:40.728 --> 02:37:44.092]  And the Democrats are now predicting they're gonna win!
[02:37:44.092 --> 02:37:46.074]  They're coming from behind!
[02:37:46.074 --> 02:37:46.995]  Ha ha!
[02:37:46.995 --> 02:37:49.117]  They're so liberal!
[02:37:49.117 --> 02:37:50.398]  They're so loving!
[02:37:50.398 --> 02:37:52.160]  They're so sweet!
[02:37:52.160 --> 02:37:53.441]  They're so good!
[02:37:53.441 --> 02:37:56.605]  Let's play some of these clips back-to-back.
[02:37:56.605 --> 02:37:59.768]  Here's Maricopa County.
[02:37:59.768 --> 02:38:03.051]  Here's a bunch of clips just out of the key battleground state of Phoenix.
[02:38:03.051 --> 02:38:03.372]  Here it is.
[02:38:03.749 --> 02:38:12.532]  The board and the recorder run elections here in Maricopa County as a team, and we're very excited about how things are going today on election day.
[02:38:12.532 --> 02:38:15.654]  We had all 223 vote centers have opened.
[02:38:15.654 --> 02:38:21.316]  We've already had over 45,000 people who have checked in and already voted today.
[02:38:21.716 --> 02:38:27.961]  We did want to come out and discuss one issue that's going on out there in about 20% of the vote centers.
[02:38:27.961 --> 02:38:32.004]  Again, we have 223 vote centers across the county.
[02:38:32.004 --> 02:38:44.113]  In about 20% of those, when people will go and they try and run the ballot through this tabulator, maybe one out of every five or so of those ballots, they're not going through.
[02:38:45.695 --> 02:38:58.620]  We've got about 20% of the locations out there where there's an issue with the tabulator where some of the ballots, after people have voted them, they try and run them through the tabulator and they're not going through.
[02:38:58.620 --> 02:39:00.261]  We'll stop right there.
[02:39:00.261 --> 02:39:06.523]  As soon as it sees you vote Republican, it kicks out a certain percentage just to make sure the Democrats win.
[02:39:06.523 --> 02:39:10.545]  Because the red wave is about 25-30 points above the Dems.
[02:39:10.545 --> 02:39:13.106]  So they just pre-program it and it's very liberal, it's very loving.
[02:39:14.056 --> 02:39:17.338]  And just like your PCR test, and then bye-bye Republicans.
[02:39:17.338 --> 02:39:18.059]  Haha!
[02:39:18.059 --> 02:39:18.739]  Liberal!
[02:39:18.739 --> 02:39:19.339]  Go back to the clip.
[02:39:37.190 --> 02:39:46.579]  They said it may take weeks, then your ballot goes to a special area in Maricopa County for special work to be done on it.
[02:39:46.579 --> 02:39:56.548]  See, if they didn't have enough mail-ins to steal it, not that this good man's involved, he's a liberal, loving person, then... Well, then just, you know how it works.
[02:39:56.548 --> 02:39:57.009]  Continue.
[02:39:57.927 --> 02:39:58.207]  And pause!
[02:40:26.503 --> 02:40:28.526]  It's supposedly the computer that tabulates it.
[02:40:28.526 --> 02:40:30.128]  Oh, but not just Pennsylvania.
[02:40:30.128 --> 02:40:32.671]  Multiple states have the computer system that validates.
[02:40:32.671 --> 02:40:34.193]  It's a real ballot.
[02:40:34.193 --> 02:40:37.037]  Those were turned off yesterday by accident.
[02:40:37.037 --> 02:40:38.279]  I mean, it was a failure.
[02:40:38.279 --> 02:40:40.362]  It was a failure.
[02:40:40.362 --> 02:40:41.043]  Let's go back to it.
[02:40:42.581 --> 02:40:45.844]  Everybody wants to make sure that it reads and everything is fine.
[02:40:45.844 --> 02:40:47.104]  Can you repeat that?
[02:40:47.104 --> 02:40:48.225]  I can promise you.
[02:40:48.225 --> 02:40:49.886]  Can you start from the beginning and repeat that?
[02:40:49.886 --> 02:40:52.388]  So what happens is we have two tabulators.
[02:40:52.388 --> 02:40:54.950]  One of the tabulators is not working.
[02:40:54.950 --> 02:40:55.811]  Okay?
[02:40:55.811 --> 02:41:00.594]  The other tabulator is taking about 75% successful.
[02:41:00.594 --> 02:41:03.236]  So 25% of everything is misread.
[02:41:03.236 --> 02:41:08.219]  Isn't it funny that all these voting locations magically 25% are failing?
[02:41:10.100 --> 02:41:12.122]  When a machine fails, it does its own thing.
[02:41:12.122 --> 02:41:14.665]  They don't all do the same thing.
[02:41:14.665 --> 02:41:16.967]  Unless they're... What do machines do?
[02:41:16.967 --> 02:41:17.708]  What happens?
[02:41:17.708 --> 02:41:20.711]  They get programmed.
[02:41:20.711 --> 02:41:22.774]  Programmed.
[02:41:22.774 --> 02:41:27.739]  You don't get the same error on a bunch of different machines unless they were programmed.
