[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[02:18:00.939 --> 02:18:03.241]  Basically a PSYOP operation.
[02:18:03.241 --> 02:18:09.365]  They declare it as obsolete now, but I believe our high-ranking military officials are still operating under that.
[02:18:09.365 --> 02:18:15.450]  And it details, you know, PSYOP in support of prisoners of war and civilian internee programs here in the U.S.
[02:18:15.450 --> 02:18:15.950]  with U.S.
[02:18:15.950 --> 02:18:17.451]  civilians.
[02:18:17.451 --> 02:18:19.153]  And it's crazy stuff.
[02:18:19.153 --> 02:18:22.535]  So you're talking about a precursor to X-84?
[02:18:22.535 --> 02:18:22.996]  Yes.
[02:18:22.996 --> 02:18:23.776]  Yeah, it was put out in 1979.
[02:18:25.270 --> 02:18:31.158]  That's an operating manual talking about for emergency COG during times of nuclear war, 1979.
[02:18:31.158 --> 02:18:32.479]  I'm familiar with that.
[02:18:32.479 --> 02:18:36.685]  That's a founding document of FEMA.
[02:18:36.685 --> 02:18:40.970]  So that, do you believe our high-ranking military officials are still operating under this?
[02:18:41.624 --> 02:18:56.549]  I know they are, and that's how they artificially created the COG, which itself is connected to the State Department RANDOM 7277 and other CARNEY agreements, where they sent the generals to these brainwashing facilities to teach them about world peace and to see who would believe it and who wouldn't.
[02:18:57.189 --> 02:18:57.750]  Exactly.
[02:18:57.750 --> 02:19:00.412]  I mean, and it talks about augmentation and cellular organization of
[02:19:25.174 --> 02:19:26.015]  I don't know.
[02:19:37.645 --> 02:19:41.048]  I mean... It's not the Soviet Union doing it.
[02:19:41.048 --> 02:19:44.830]  The argument was disarm America and emerge the Soviet Union to end war.
[02:19:44.830 --> 02:19:49.574]  But now today it's like in the patriarchy, in men, in conflict.
[02:19:49.574 --> 02:19:50.955]  See how it's the same story?
[02:19:50.955 --> 02:19:51.675]  End fighting.
[02:19:51.675 --> 02:19:52.936]  Let us be in charge.
[02:19:52.936 --> 02:19:53.817]  Give up your guns.
[02:19:53.817 --> 02:19:55.098]  Only we'll have the guns.
[02:19:55.098 --> 02:19:56.839]  See how that works?
[02:19:56.839 --> 02:19:57.439]  Yes, sir.
[02:19:57.439 --> 02:19:58.981]  And they'll never take our guns.
[02:19:58.981 --> 02:20:02.123]  They'll have to take them by force because we'll never give them up freely, buddy.
[02:20:02.682 --> 02:20:03.062]  I hear you.
[02:20:03.062 --> 02:20:04.003]  God bless you, Austin.
[02:20:04.003 --> 02:20:04.643]  Great points.
[02:20:04.643 --> 02:20:05.043]  All right.
[02:20:05.043 --> 02:20:11.025]  Up next, holding the longest, would be Brock in Florida.
[02:20:11.025 --> 02:20:13.126]  Brock, welcome.
[02:20:13.126 --> 02:20:13.947]  Hey, Alex.
[02:20:13.947 --> 02:20:15.027]  Am I on the air?
[02:20:15.027 --> 02:20:16.368]  Yes, sir.
[02:20:16.368 --> 02:20:17.248]  All right.
[02:20:17.248 --> 02:20:24.511]  I just wanted to call in and reinforce that people are waking up to all this.
[02:20:24.511 --> 02:20:31.614]  I work at a restaurant in Orlando, Florida, which everybody knows is a fairly liberal area, and I get guests coming in every day.
[02:20:32.410 --> 02:20:41.435]  And they start talking about the election and, you know, I start going into like Bill Gates and Fauci and they'll cut me off and they'll take the words right out of my mouth and your mouth and they're like, yeah, I know.
[02:20:41.435 --> 02:20:42.915]  He's under investigation in India.
[02:20:42.915 --> 02:20:43.556]  He's corrupt.
[02:20:43.556 --> 02:20:45.177]  He's banned out there.
[02:20:45.177 --> 02:20:46.297]  He's a eugenicist.
[02:20:46.297 --> 02:20:48.778]  And I'll be like, whoa, I mean, do you watch InfoWars?
[02:20:48.778 --> 02:20:51.720]  And they're like, they're like, no, but like, look at what he's up to.
[02:20:52.489 --> 02:20:55.571]  And, uh, but they're taking the words right out of mine and yours mouth.
[02:20:55.571 --> 02:20:58.392]  And, you know, I've got friends and family calling me too.
[02:20:58.392 --> 02:21:01.394]  And they're asking me about Bill Gates and what he's been up to.
[02:21:01.394 --> 02:21:08.418]  And, you know, it's, it's, it's really inspiring to me and about how alert people are becoming to it.
[02:21:08.418 --> 02:21:12.100]  And I just wanted to share that with you, but I don't hang up.
[02:21:12.100 --> 02:21:12.901]  I want to come back to you.
[02:21:12.901 --> 02:21:14.962]  I want to hear more about this when we come back.
[02:21:14.962 --> 02:21:18.624]  Because absolutely again, my dentist, my dad just retired a year ago.
[02:21:18.624 --> 02:21:20.485]  My new dentist doesn't know who I am.
[02:21:20.485 --> 02:21:21.326]  He knows I'm a radio host.
[02:21:22.287 --> 02:21:28.790]  And he's literally sitting there yesterday putting an implant in, you know, a post for one of my teeth that broke apart.
[02:21:28.790 --> 02:21:31.651]  And he's like, yeah, Alex, I don't like Bill Gates what he's doing.
[02:21:31.651 --> 02:21:32.812]  I'm like, do you know who I am?
[02:21:32.812 --> 02:21:33.432]  No.
[02:21:33.432 --> 02:21:35.093]  He's telling me about how Bill Gates is bad.
[02:21:35.093 --> 02:21:36.774]  He doesn't know who I am.
[02:21:36.774 --> 02:21:40.515]  This is the good news is the pushback is beautiful.
[02:21:40.515 --> 02:21:41.096]  Stay there, sir.
[02:21:41.096 --> 02:21:41.916]  We'll come right back to you.
[02:21:47.284 --> 02:21:51.106]  This is your last chance to get a Peck Power Stack.
[02:21:51.106 --> 02:21:52.807]  And I'm really bummed out about that.
[02:21:52.807 --> 02:21:57.969]  It started out as a sleeper product, but the people that did order it loved it and started reordering it.
[02:21:57.969 --> 02:22:00.311]  They spread the word and became one of our best sellers.
[02:22:00.311 --> 02:22:02.892]  But because of the COVID supply chain breakdown,
[02:22:03.252 --> 02:22:09.434]  Because there's 13 different formulas in a pack power stack, we are unable to secure it anymore.
[02:22:09.434 --> 02:22:18.057]  This is the highest in AMPM pack system you're going to find, where you take half the pills in the morning, half the tablets and pills and gel caps at night.
[02:22:18.057 --> 02:22:18.517]  It's amazing.
[02:22:18.517 --> 02:22:22.818]  I don't have time to go into everything that's in it, but this gets people to remember to take it.
[02:22:23.078 --> 02:22:26.961]  And that's why it's having such a great effect, because the stuff in here is absolutely amazing.
[02:22:26.961 --> 02:22:30.605]  So it's your last chance to get 8-pack PowerStack at InfoWarsStore.com.
[02:22:30.605 --> 02:22:32.246]  It's 60% off and free shipping.
[02:22:32.246 --> 02:22:33.407]  That is at cost.
[02:22:33.407 --> 02:22:36.710]  For all of you that already support InfoWars, we're passing these savings on to you.
[02:22:36.710 --> 02:22:39.392]  Get your 8-pack PowerStack now, or you still can.
[02:22:39.392 --> 02:22:42.215]  Last chance to get it, InfoWarsStore.com.
[02:22:42.215 --> 02:22:44.697]  8-pack PowerStack, 60% off and free shipping.
[02:22:47.606 --> 02:22:57.410]  Finally, the stagnant Republican establishment understands what Infowars understands, what our listeners understand, what Donald Trump understands.
[02:22:57.410 --> 02:22:59.952]  We're in a digital civil war.
[02:22:59.952 --> 02:23:07.355]  There are giant filters filtering out 99% of communication going on on every major tech platform, and now they're doing it
[02:23:08.035 --> 02:23:10.015]  To the private apps.
[02:23:10.015 --> 02:23:11.336]  They're doing it to text messages.
[02:23:11.336 --> 02:23:13.136]  They're doing it to email.
[02:23:13.136 --> 02:23:16.677]  This is mafia organized crime election meddling.
[02:23:16.677 --> 02:23:27.639]  But finally, when they blocked Hunter Biden and the Burisma information and the Chinese information and the photos of the crack pipes and all the rest of it, it's been confirmed to be real.
[02:23:27.639 --> 02:23:29.179]  Biden hasn't denied it.
[02:23:29.179 --> 02:23:32.340]  Finally, Congress got pissed and said, this is out of control.
[02:23:32.340 --> 02:23:33.280]  You've got to stop it now.
[02:23:33.280 --> 02:23:34.180]  We're taking action.
[02:23:34.180 --> 02:23:36.361]  Oh, and Jack Dorsey went, oh, it's a mistake.
[02:23:36.361 --> 02:23:37.101]  It's an accident.
[02:23:37.101 --> 02:23:37.661]  It's an accident.
[02:23:37.881 --> 02:23:41.631]  But they keep pushing and pushing because no one ever calls their bluff.
[02:23:41.631 --> 02:23:43.656]  Well, InfoWars is calling their bluff.
[02:23:43.656 --> 02:23:45.361]  And I want to thank you all for keeping us on the air.
[02:23:47.742 --> 02:23:50.644]  2020ElectionsCenter.com.
[02:23:50.644 --> 02:24:07.636]  Just type it in one time, you've got it saved right there in your browser, and then you can share it on Twitter, Facebook, YouTube, Apple platforms, but most importantly, via text message, email, or by word of mouth, because they have banned the links to banned.video.
[02:24:07.636 --> 02:24:16.182]  But 2020ElectionsCenter.com is a clone of the site, the exact same links, the exact same videos, where you can comment, you can share them, everything.
[02:24:16.182 --> 02:24:16.722]  The system,
[02:24:17.663 --> 02:24:22.405]  Trump is censoring because the power of the people overrode them four years ago.
[02:24:22.405 --> 02:24:27.247]  Trump has finally figured this out and says he's going to take action once re-elected against Big Tech.
[02:24:27.247 --> 02:24:28.747]  I mean, he's moderating the situation.
[02:24:28.747 --> 02:24:33.209]  Well, we know the president's overwhelmed right now, so we're going to sit here and cry because he has to take an action.
[02:24:33.209 --> 02:24:44.033]  We the people are taking action now, and you can do it very, very easily by sharing 2020ElectionsCenter.com, 2020ElectionsCenter.com, and checking out the new, redesigned InfoWars.com and sharing that link.
[02:24:44.033 --> 02:24:45.334]  Oh, that really upsets them.
[02:24:45.334 --> 02:24:45.854]  Oh, yeah.
[02:24:50.231 --> 02:25:01.421]  You're listening to the Alex Jones Show.
[02:25:01.421 --> 02:25:05.484]  The enemy hoped to cut us off from President Trump.
[02:25:05.484 --> 02:25:08.066]  See, we have a communication system.
[02:25:08.066 --> 02:25:09.007]  They can't break.
[02:25:09.007 --> 02:25:12.630]  It's called the Ether.
[02:25:12.630 --> 02:25:16.654]  And the more they try to cut off the transmission,
[02:25:19.115 --> 02:25:21.077]  You can hear it.
[02:25:21.077 --> 02:25:23.779]  The stronger it gets.
[02:25:23.779 --> 02:25:27.242]  Frank this up.
[02:25:27.242 --> 02:25:30.924]  You can face it.
[02:25:30.924 --> 02:25:33.366]  You can take it.
[02:25:33.366 --> 02:25:40.692]  Alright, let's get into it right now.
[02:25:40.692 --> 02:25:43.794]  Your calls are amazing.
[02:25:47.040 --> 02:25:47.900]  Rocking Florida!
[02:25:47.900 --> 02:25:50.801]  Talking about the awakening service industry worker.
[02:25:50.801 --> 02:26:05.404]  What he's saying and the most beautiful thing is they've tried to turn brown people against white people and it's actually had the opposite effect with everybody I know and had people come together.
[02:26:05.404 --> 02:26:06.865]  It's a beautiful thing.
[02:26:06.865 --> 02:26:08.405]  Yeah, we got countless videos of
[02:26:09.369 --> 02:26:14.594]  Racist, black people, you know, killing white people, but that's statistically manipulated.
[02:26:14.594 --> 02:26:17.036]  That's not the average black folks doing that.
[02:26:17.036 --> 02:26:19.078]  It is way more often than whites do it.
[02:26:19.078 --> 02:26:20.720]  People go, well, then look, the blacks are bad.
[02:26:20.720 --> 02:26:25.604]  You don't judge somebody off what individuals do, you judge them off what they do.
[02:26:25.604 --> 02:26:29.327]  You don't judge somebody off a group, you judge them off what they did.
[02:26:29.327 --> 02:26:34.813]  And statistically, it's still very rare to be killed by a black person or a white person, even though it's 10 times more likely
[02:26:35.879 --> 02:26:43.484]  That a white person killing a black person, just like a cop killing a black dude in a row, I mean like 14 a year?
[02:26:43.484 --> 02:26:46.046]  Out of 370 million people?
[02:26:46.046 --> 02:26:47.227]  I'm not here to defend police!
[02:26:48.427 --> 02:26:50.248]  I'm here to defend reality.
[02:26:50.248 --> 02:26:53.370]  And again, the idea that the police are out hunting blacks.
[02:26:53.370 --> 02:26:57.353]  The average white cop, black cop's afraid to even respond to a black person.
[02:26:57.353 --> 02:26:58.894]  Because they know the media's watching them.
[02:26:58.894 --> 02:27:02.476]  And think about that lawlessness and what that does to black communities.
[02:27:02.476 --> 02:27:04.637]  When cops won't respond to black communities.
[02:27:04.637 --> 02:27:07.799]  And cops won't stop a black guy attacking his wife.
[02:27:07.799 --> 02:27:11.161]  Or cops won't respond to a drug dealer attacking a family.
[02:27:11.161 --> 02:27:11.782]  Who's that hurt?
[02:27:12.807 --> 02:27:17.648]  Well we know in Chicago, 2,000 black men a year on average die from other black men.
[02:27:17.648 --> 02:27:22.009]  And there's no response.
[02:27:22.009 --> 02:27:26.290]  That's systemic racism.
[02:27:26.290 --> 02:27:29.611]  That the cops are so paralyzed.
[02:27:29.611 --> 02:27:32.111]  Like that Florida footage, the black lady calls the white cop.
[02:27:32.111 --> 02:27:35.192]  She didn't know she was calling, she called 911.
[02:27:35.192 --> 02:27:37.612]  Three white cops, one black cop show up.
[02:27:37.612 --> 02:27:40.013]  Cops walk in, guy shoots a cop right in the chest.
[02:27:41.496 --> 02:27:44.758]  Black Lives Matter rioted because they shot the guy that shot the cop.
[02:27:44.758 --> 02:27:52.061]  That's crazy!
[02:27:52.061 --> 02:27:57.223]  Because they want to take over our government, folks.
