[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[02:43:27.000 --> 02:43:35.000]  I know that you guys were the target of some of these claims that, oh, Info Wars claims, there's a conspiracy theory of vote hacking.
[02:43:35.000 --> 02:43:40.000]  You guys were raising these issues, probably the last 10 to 12 years at least.
[02:43:40.000 --> 02:43:46.000]  And now the mainstream media is not only saying, well, it's a concern, which it is a concern.
[02:43:46.000 --> 02:43:48.000]  But they're saying that the Russians are doing it.
[02:43:48.000 --> 02:43:58.000]  And then with this Washington Post article, trying to now blame the Russian propaganda system on being behind the fake news.
[02:43:58.000 --> 02:44:07.000]  When again, another perfect example of the left using the tactic of accusing those of what they're doing, they are the fake news.
[02:44:07.000 --> 02:44:12.000]  CNN has a weekend show with Brian Stelzer, their chief media analyst.
[02:44:12.000 --> 02:44:15.000]  It's called Reliable Sources.
[02:44:15.000 --> 02:44:25.000]  This is a guy who tweeted out a joke ridiculing Tommy Lahren and James O'Keefe because Tommy was doing a live Facebook live broadcast.
[02:44:25.000 --> 02:44:28.000]  And he was laughing at the number of live viewers.
[02:44:28.000 --> 02:44:37.000]  And within 24 hours, it had 2 million views, which her videos get an average of at least 5 million views per segment on her Facebook page.
[02:44:37.000 --> 02:44:41.000]  So that's more viewers than CNN has in the regular viewing time.
[02:44:41.000 --> 02:44:48.000]  Building up to the election, a lot more people were watching television news, trying to keep an eye on what it was that was going on.
[02:44:48.000 --> 02:44:52.000]  But now that it's over, that's more people than watching CNN.
[02:44:52.000 --> 02:44:57.000]  Many of your YouTube videos, my YouTube videos, get more viewers than CNN.
[02:44:57.000 --> 02:45:02.000]  The Hallmark Channel now has more viewers than MSNBC.
[02:45:02.000 --> 02:45:05.000]  The Hallmark Channel.
[02:45:05.000 --> 02:45:07.000]  Oh, no, it's absolutely crazy.
[02:45:07.000 --> 02:45:12.000]  I mean, tell me, Lauren, on some of her videos, she gets literally 25 million views.
[02:45:12.000 --> 02:45:16.000]  You go to CNN, YouTube channel, MSNBC, it's completely pathetic.
[02:45:16.000 --> 02:45:22.000]  But again, you know, that's why they're so concerned because we're kicking their butt on a regular basis.
[02:45:22.000 --> 02:45:25.000]  They had The Daily Show come out and do a segment on Tommy Lauren.
[02:45:25.000 --> 02:45:34.000]  Basically, it was Trevor Noah saying, you know, laughing at her, but then saying, oh, no, but this is actually really serious guys because she gets 25 million views.
[02:45:34.000 --> 02:45:37.000]  They're finally starting to realize that we're kicking their butts.
[02:45:37.000 --> 02:45:42.000]  And that's why they're coming out with all this fake news crap because they're the fake news.
[02:45:42.000 --> 02:45:48.000]  They've blazed the trail for fake news by themselves, creating fake news for decades.
[02:45:48.000 --> 02:45:50.000]  So they've only got themselves to blame.
[02:45:50.000 --> 02:45:51.000]  We've got a few minutes here though.
[02:45:51.000 --> 02:45:57.000]  I want to move on to basically celebrity issues because that's in many ways how you cut your teeth.
[02:45:57.000 --> 02:45:59.000]  You cover the behavior of celebrities a lot.
[02:45:59.000 --> 02:46:03.000]  You know, Andrew Breitbart said politics is downstream from culture.
[02:46:03.000 --> 02:46:11.000]  Popular music, Hollywood, you know, the entertainment industry, the nightly TV talk shows, complete lockdown by the left, completely controlled by the left.
[02:46:11.000 --> 02:46:16.000]  They control this huge fulcrum of brainwashing, of manipulation.
[02:46:16.000 --> 02:46:17.000]  They still lost.
[02:46:17.000 --> 02:46:33.000]  I mean, that's what, you know, absolutely baffles me time and time again that Trump won given the strength of the opposition that was against him every single day with this drumbeat of entertainment industry, cultural propaganda, brainwashing.
[02:46:33.000 --> 02:46:35.000]  I mean, you cover this more than anyone else.
[02:46:35.000 --> 02:46:45.000]  What I wanted to ask you, when you cover these celebrity issues, because you talk about the behavior, the comments of celebrities a lot, I mean, do you have a specific goal to that?
[02:46:45.000 --> 02:46:50.000]  Are you trying to hijack their narrative in covering these celebrity issues?
[02:46:50.000 --> 02:46:56.000]  Or are you just, you know, personally rejecting this whole pop culture system for your own sanity's sake?
[02:46:56.000 --> 02:46:58.000]  Or are you trying to hijack it?
[02:46:58.000 --> 02:47:00.000]  I do both, actually.
[02:47:00.000 --> 02:47:07.000]  I mean, I criticize and show how disastrous and what their agenda is and why they're doing it.
[02:47:07.000 --> 02:47:18.000]  There was just an interview a couple of years ago from Chevy Chase from Saturday Night Live, who admitted that he was using his platform on Saturday Night Live to try to push the Democrat Party.
[02:47:18.000 --> 02:47:21.000]  This was an election back in the 80s.
[02:47:21.000 --> 02:47:31.000]  And so, yeah, sometimes for my subscribers who aren't quite familiar with what I do, they might see a headline from a video which looks like basic celebrity news.
[02:47:31.000 --> 02:47:38.000]  And I'm using that as, I don't even really want to call it clickbait, because I am covering the actual topic.
[02:47:38.000 --> 02:47:40.000]  But then I'm really-
[02:47:40.000 --> 02:47:42.000]  You're hacking the narrative, basically, right?
[02:47:42.000 --> 02:47:49.000]  Yeah, I mean, I might even put out a video about, oh, you know, such and such a celebrity, you know, just have a new baby.
[02:47:49.000 --> 02:47:59.000]  And it appears to be, you know, a basic celebrity gossip story, but within that story, I am cultured jamming it to show the larger picture.
[02:47:59.000 --> 02:48:11.000]  And what's particularly interesting about this election is now we have Washington, D.C. in our corner, at least in the conservative corner, where if Hillary Clinton won,
[02:48:11.000 --> 02:48:18.000]  we would have had Hollywood against us, and we would have had Washington, D.C. and the Justice Department against us.
[02:48:18.000 --> 02:48:29.000]  So this is a big victory, but we're seeing Hollywood really ramp up their attacks, trying to slander every Donald Trump supporter as some alt-right secret white supremacist racist.
[02:48:29.000 --> 02:48:40.000]  And so we still have a lot of work to do, but I think we're seeing a big blow to the celebrity culture with them crying in tears, both men and women.
[02:48:40.000 --> 02:48:45.000]  Not just upset about Hillary Clinton losing, but literally in tears.
[02:48:45.000 --> 02:48:50.000]  I specifically watched some of the late night shows, which I usually never watch anymore, because it's just pure liberal propaganda.
[02:48:50.000 --> 02:48:56.000]  The Tonight Show with Jimmy Fallon, the Late Show with Stephen Colbert, they were devastated.
[02:48:56.000 --> 02:49:07.000]  It was as if the United States had gotten struck by another 9-11 terrorist attack, and they didn't quite know how to come on air and be funny in the wake of this supposed tragedy.
[02:49:07.000 --> 02:49:14.000]  And they were calling it a tragedy, and they still even are two weeks after this historic victory.
[02:49:14.000 --> 02:49:24.000]  So we got a lot of work to do, but it's people like you, Paul, and everyone over at the InfoWars that really had a large part in spreading the real news,
[02:49:24.000 --> 02:49:32.000]  and that's why we did it, because through the alternative media, through Facebook, through social media, even with all the censorship that we've been covering with them,
[02:49:32.000 --> 02:49:41.000]  shadow banning people, with them preventing hashtags from trending, with them manipulating the results of hashtags, with them preventing conservative news stories from trending,
[02:49:41.000 --> 02:49:52.000]  we still fought back, and through social media and through word of mouth, we got the information out and exposed Hillary Clinton and the Liberals and WikiLeaks,
[02:49:52.000 --> 02:50:00.000]  played a large part of that too, for what they are. So it's quite amazing, but the culture war will continue, and they're striking back pretty viciously.
[02:50:00.000 --> 02:50:07.000]  It's amazing, but we're having huge victories. We're going to wrap it up there, Mark. I was going to touch on Kanye, but we don't have time for that.
[02:50:07.000 --> 02:50:15.000]  markdice.com, you can go there. That will take you straight to Mark's YouTube channel. Mark, thanks for joining us today.
[02:50:15.000 --> 02:50:17.000]  Thanks, Paul. Keep it up, bro.
[02:50:17.000 --> 02:50:24.000]  All right, there goes Mark Dice. Again, go and see his videos. Absolutely viral success again today with the Black Friday.
[02:50:24.000 --> 02:50:35.000]  Zombie invasion, which is going on across stores today, actually Black Lives Matter has come out and said that they plan to block white-owned businesses in Chicago today.
[02:50:35.000 --> 02:50:42.000]  It's probably going on right now to bring awareness about police shootings, economic issues, and alleged racism.
[02:50:42.000 --> 02:50:50.000]  So again, Black Lives Matter operatives blocking stores, that's probably going to prove about as popular as them blocking ambulances at this point.
[02:50:50.000 --> 02:50:56.000]  People are just going to reject that. They're not going to resonate with that. We'll be back with the final segment of the Alex Jones show. Don't go away.
[02:51:21.000 --> 02:51:26.000]  No longer fear the cold. If you snowmobile, ski, snowboard, get Fortress.
[02:51:26.000 --> 02:51:33.000]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[02:51:33.000 --> 02:51:42.000]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag, and you will never be cold again.
[02:51:42.000 --> 02:51:50.000]  Fortress is the answer, so quit complaining and go to FortressClothing.com. It's a mid-layer garment that goes with anything you want to wear.
[02:51:50.000 --> 02:52:16.000]  Keep on code radio and get 20% off any item. Go now while we still have inventory. FortressClothing.com.
[02:52:20.000 --> 02:52:22.000]  Experience the new manner difference.
[02:52:22.000 --> 02:52:47.000]  There is an affordable alternative to the high cost of health care that offers freedom from insurance while providing compliance with the Obamacare individual mandate.
[02:52:47.000 --> 02:52:54.000]  Including some alternative treatments. Find out how you and your family can contain health care costs without giving up your freedom.
[02:52:54.000 --> 02:53:20.000]  Go to LibertyOnCall.org. That's LibertyOnCall.org.
[02:53:20.000 --> 02:53:28.000]  This message is brought to you by FeetalRecords.com.
[02:53:50.000 --> 02:54:14.000]  Call 1-800-205-9513 or PixWireless.com. Spell P-I-X PixWireless.com.
[02:54:14.000 --> 02:54:21.000]  Welcome back for the final segment of the Alex Jones Show. Latest on the recount, this is out of the Milwaukee, Wisconsin Journal Sentinel,
[02:54:21.000 --> 02:54:34.000]  recount would have to move quickly. Wisconsin could be at risk of missing the December 13 deadline to certify its 10 electoral votes if clerks can't complete an expected recount by then.
[02:54:34.000 --> 02:54:44.000]  Basically, we're not going to know until next week whether they accept this recount campaign launched apparently by Jill Stein, but of course in the background,
[02:54:44.000 --> 02:54:55.000]  we've got the spooky spirit cooking presence of John Podesta and the rest of the Clinton campaign who quietly behind the scenes launched this in the first place over a week ago.
