[00:00:03.922 --> 00:00:04.683]  Just checking in.
[02:07:31.425 --> 02:07:35.588]  Click on AutoShip and choose how often you want us to send you another order.
[02:07:35.588 --> 02:07:37.969]  As you know, I coined the term 360Win.
[02:07:37.969 --> 02:07:42.032]  And with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[02:07:43.753 --> 02:07:45.194]  Waging war on corruption.
[02:07:45.194 --> 02:07:45.795]  It's Alex Jones.
[02:08:12.938 --> 02:08:25.551]  Well, he's the best-selling author and a leader of one of the newest but also largest Russian political parties last 30 years, Alexander Gugin, geopolitical.ru4pt.su.
[02:08:25.551 --> 02:08:31.737]  And I appreciate him coming on on short notice because I've got Western newspapers here reporting.
[02:08:32.751 --> 02:08:42.653]  That Trump is saying all options are on the table, and also that Russia has ordered mass evacuation over North Korea missile launch.
[02:08:42.653 --> 02:08:54.636]  I wanted to see from Russia how accurate that is and what he thinks that means, because I understand the globalists gave North Korea the nuclear weapons, they gave them the fissile material and the missiles.
[02:08:56.136 --> 02:08:57.998]  I'm not being an apologist for Russia.
[02:08:57.998 --> 02:09:03.521]  So many times in our news they blame Russia for North Korea because Russia has economic activity with them.
[02:09:03.521 --> 02:09:07.864]  You'd think you'd want that to get the country out of the situation it's in.
[02:09:07.864 --> 02:09:11.346]  But I see this, if accurate, as a sign that the U.S.
[02:09:11.346 --> 02:09:22.793]  has been talking to Putin, that Trump has, and letting him know there's a good chance if he does fire missiles at Guam or hits Japan, which could happen even in an accident, after they fired this missile a few days ago right over Japan, that this could trigger
[02:09:23.726 --> 02:09:25.488]  A military response.
[02:09:45.467 --> 02:09:50.151]  Have a strike and then not have him destroy Seoul or Tokyo.
[02:09:50.151 --> 02:09:57.597]  So we'll get Alexander Dugin's take on this but also get his take on the Afghanistan situation.
[02:09:57.597 --> 02:09:58.017]  You've got
[02:09:59.750 --> 02:10:12.801]  Gorka being kicked out, you've got Bannon leaving, and them saying, look, Trump's going to become more globalist now, and suddenly we start to see that, but the left's still frothing, saying, kill him, kill him, and trying to drive down the economy to stop him.
[02:10:12.801 --> 02:10:14.603]  It is just a mess.
[02:10:14.603 --> 02:10:19.867]  So I want to get the Russian perspective from one of Putin's advisors, Alexander Dugin, for joining us.
[02:10:19.867 --> 02:10:21.369]  Thank you so much for coming on on short notice.
[02:10:23.192 --> 02:10:30.134]  Thank you Alex and all American audience.
[02:10:30.134 --> 02:10:32.435]  So first of all concerning North Korea.
[02:10:32.435 --> 02:10:40.297]  I don't think that North Korea represents a real danger.
[02:10:40.297 --> 02:10:45.118]  That is very unpredictable country with unpredictable leader.
[02:10:45.118 --> 02:10:51.680]  But there are worse things than unpredictability.
[02:10:52.020 --> 02:11:01.202]  For example, a counter-strategy to destroy the humanity that is a basic ideology of globalists.
[02:11:01.202 --> 02:11:10.745]  I am absolutely sure that North Korea is lesser evil than globalist tendency.
[02:11:10.745 --> 02:11:12.005]  They are regional.
[02:11:12.005 --> 02:11:18.347]  So if they will be not too much aggressed or blamed,
[02:11:18.747 --> 02:11:28.677]  Maybe all their play with nuclear power is this time to the inner country.
[02:11:30.538 --> 02:11:37.339]  That is the sign of power that is directed to its own population, the North Korean population.
[02:11:37.339 --> 02:11:42.521]  You're saying they want it for internal power and they're wanting it so they don't get messed with once they become a nuclear power.
[02:11:42.521 --> 02:11:44.801]  And I agree with you that the globalists are the big threat.
[02:11:44.801 --> 02:11:46.641]  They're the ones that arm North Korea.
[02:11:46.641 --> 02:11:51.663]  Geopolitically, how have the globalists been using North Korea since 1953?
[02:11:51.663 --> 02:11:53.483]  How is it being used as this trigger?
[02:11:54.594 --> 02:12:07.940]  So, I think the problem is that we should find a way to minimize the dangers and the threats from North Korea.
[02:12:07.940 --> 02:12:16.663]  And Russia has nothing to do with this regime because we are living more than 25 years outside of communist ideology.
[02:12:16.663 --> 02:12:20.505]  So we have nothing to do with Kim Jong-un personally.
[02:12:20.725 --> 02:12:25.228]  I know, and Putin has been criticizing him, and our media has been trying to lie about that.
[02:12:25.228 --> 02:12:26.889]  So, is this accurate?
[02:12:26.889 --> 02:12:28.490]  I know it's in the Russian news and the U.S.
[02:12:28.490 --> 02:12:33.393]  news that Putin ordered mass evacuation from areas of the East.
[02:12:33.393 --> 02:12:34.054]  Is that accurate?
[02:12:34.795 --> 02:12:37.236]  No, because we don't believe.
[02:12:37.236 --> 02:12:39.616]  No, it is exaggeration.
[02:12:39.616 --> 02:12:51.460]  We know, we are aware about some danger and threats from North Korea, but not up to the point to evacuate the population.
[02:12:51.460 --> 02:12:52.860]  So it's more of a travel advisory?
[02:12:54.473 --> 02:12:55.614]  Yes, yes.
[02:12:55.614 --> 02:12:58.936]  It is more than that, I think.
[02:12:58.936 --> 02:13:13.709]  We see that America and Trump, under influence of globalists, they have given to North Korea before nuclear power
[02:13:15.170 --> 02:13:29.082]  And Putin's crime is actually crushing the jihadis and Trump has joined him in that.
[02:13:29.082 --> 02:13:30.363]  That's why the globalists are so upset.
[02:13:30.779 --> 02:13:31.740]  Yeah, absolutely.
[02:13:31.740 --> 02:13:50.719]  And for example, after North Korea, with its unpredictable leader, being armed with nuclear power, after that, the same people who have done that, they keep blaming that and trying to invade, to create
[02:13:51.079 --> 02:14:03.745]  A new conflict, because the conflicts, the possible conflicts with involvement of the United States in the military operation against North Korea will blow the region.
[02:14:03.745 --> 02:14:10.688]  That will cause immense, immense danger to South Korea.
[02:14:10.688 --> 02:14:17.832]  That will make China intervene, and that is absolutely not sure that China will
[02:14:18.632 --> 02:14:21.254]  That's right.
[02:14:21.254 --> 02:14:26.559]  And China was on the side.
[02:14:26.559 --> 02:14:32.503]  China was on the side, obviously, with millions of troops coming across the Yalu River until the commander of U.S.
[02:14:32.503 --> 02:14:35.806]  forces, MacArthur, wanted to drop atomic bombs on him.
[02:14:35.806 --> 02:14:37.527]  And then Harry Truman pulled him.
[02:14:37.527 --> 02:14:40.449]  So what is the Russian nationalist view?
[02:14:40.449 --> 02:14:41.230]  What is your view?
[02:14:41.230 --> 02:14:43.992]  And if you know, what is Putin's view overall with China?
[02:14:44.938 --> 02:14:57.046]  So I think that China is going to defend its own regional interest.
[02:14:57.046 --> 02:15:04.330]  That regional interest, they are growing and becoming, step by step, more than regional.
[02:15:04.330 --> 02:15:07.052]  So I think that represents
[02:15:07.552 --> 02:15:09.854]  A kind of challenge to all of us.
[02:15:09.854 --> 02:15:14.617]  But we should not blame the Chinese as such.
[02:15:14.617 --> 02:15:17.499]  We shouldn't demonize anybody.
[02:15:17.499 --> 02:15:29.128]  We need to try to understand rationality that is behind the decisions or the strategy of the other.
[02:15:29.128 --> 02:15:30.949]  We need to understand other.
[02:15:30.949 --> 02:15:32.871]  So we should be out of this.
[02:15:33.391 --> 02:15:33.451]  I'm
[02:15:53.541 --> 02:15:57.285]  By the way, Trump calls it a moral realism.
[02:16:10.717 --> 02:16:12.259]  So, realism, I agree.
[02:16:12.259 --> 02:16:24.477]  Morality is used so, so many times, was used as pretext to completely unjust and aggressive... Sure, so what does Trump mean by moral, moral realism?
[02:16:24.477 --> 02:16:27.121]  I think he's saying the moral thing to do is to be a realist.
[02:16:30.471 --> 02:16:38.761]  That's better, but realism is based on the rational calculation of interests, of possibilities, of balance of power.
[02:16:38.761 --> 02:16:45.149]  And I think, from strictly rational point of view, rationalist and realist point of view,
[02:16:45.889 --> 02:16:50.755]  United States has no interest to start the war with North Korea now.
[02:16:50.755 --> 02:16:56.441]  It will cause much more negative consequences than positive.
[02:16:56.441 --> 02:17:03.930]  For example, after starting this war, if it will happen, Trump immediately
[02:17:04.170 --> 02:17:06.392]  Globalists are truly psychopaths, sociopaths.
[02:17:06.392 --> 02:17:10.136]  They revel in the fact that they're completely amoral.
[02:17:27.555 --> 02:17:28.336]  Absolutely.
[02:17:28.336 --> 02:17:31.178]  And they always use double standard.
[02:17:31.178 --> 02:17:40.946]  Now they are criticizing Trump because he is not willing to aggress North Korea.
[02:17:40.946 --> 02:17:46.551]  But tomorrow, when it will start, they will be blamed for the quite opposite.
[02:17:46.551 --> 02:17:48.933]  So they have no morality at all.
[02:17:48.933 --> 02:17:54.978]  And morality serves for them as a pretext to do anything they want.
[02:17:55.939 --> 02:17:59.685]  And what you're saying is they use morals on us because they know we have morals.
[02:17:59.685 --> 02:18:01.768]  We have to understand that they're manipulating us.
[02:18:02.779 --> 02:18:06.241]  Yes, and morality should be moral.
[02:18:06.241 --> 02:18:08.743]  Rationality should be rational.
[02:18:08.743 --> 02:18:10.384]  Realism should be realist.
[02:18:10.384 --> 02:18:12.125]  We shouldn't mix all that.
[02:18:12.125 --> 02:18:21.752]  We have our conservative vision of things that is based on the moral, on the fundaments of the origins of our identity.
[02:18:21.752 --> 02:18:30.058]  We're based on, we all share, whether we're in Russia or the United States or Mexico, wherever we are, a common sense worldview that everyone already innately knows.
[02:18:31.372 --> 02:18:32.613]  Exactly.
[02:18:32.613 --> 02:18:35.075]  We have the same moral grounds.
[02:18:35.075 --> 02:18:39.918]  It is based on Christian origin of our civilization, of our history.
[02:18:39.918 --> 02:18:41.699]  We have the moral.
[02:18:41.699 --> 02:18:46.182]  After that, we need to apply this morality rationally.
[02:18:46.182 --> 02:18:49.444]  Why do globalists hate Russia so much and why do they hate Christians so much?
[02:18:51.526 --> 02:18:54.089]  I think that there is only one reason.
[02:18:54.089 --> 02:18:58.113]  Because they really hate Russians.
[02:18:58.113 --> 02:19:03.959]  Because Russians are more Christian than other Western peoples.
[02:19:03.959 --> 02:19:10.406]  Because we have conserved, instead of all repressions of Bolshevik, materialist, atheist,
[02:19:10.806 --> 02:19:14.487]  Revolution, we have conserved our faith inside of us.
[02:19:14.487 --> 02:19:22.850]  And precisely, we are hated so much because we are still believing in Christ.
[02:19:22.850 --> 02:19:24.631]  We are still Christians.
[02:19:24.631 --> 02:19:31.653]  And they hate Christianity precisely because they hate Christ.
[02:19:31.653 --> 02:19:38.175]  And there is only one entity in the world, in the cosmos, in the being that really
[02:19:40.196 --> 02:19:47.179]  You want to save money in a place that gives you growth, control, and certainty without stock market risk or tax risk, and you want guarantees and you want it all tax-free?
[02:19:47.179 --> 02:19:47.739]  That's a tall order.
[02:19:47.739 --> 02:19:51.060]  But you can get all of that with properly designed participating whole life insurance.
[02:20:07.287 --> 02:20:10.169]  Most people think life insurance pays after you're dead.
[02:20:10.169 --> 02:20:10.990]  That's true!
[02:20:10.990 --> 02:20:15.493]  But you can have tax-free access to use your life insurance while you're alive.
[02:20:15.493 --> 02:20:17.774]  Get the free book to find out how.
[02:20:17.774 --> 02:20:21.697]  Call 702-660-7000.
[02:20:21.697 --> 02:20:23.758]  North Korea openly threatens the U.S.
[02:20:23.758 --> 02:20:25.660]  and launches a new missile every other week.
[02:20:25.660 --> 02:20:26.920]  Their warhead of choice?
[02:20:26.920 --> 02:20:28.341]  Electromagnetic pulse.
[02:20:28.341 --> 02:20:29.842]  Such an event would cripple the U.S.
[02:20:29.842 --> 02:20:32.084]  power grid for years and leave millions in the dark.
