[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[02:06:51.640 --> 02:06:53.640]  Of Beyond Tangy Tangerine
[02:06:53.640 --> 02:06:56.640]  Complete Multivitamin Mineral Complex Dietary Supplement
[02:06:56.640 --> 02:07:18.640]  That's InfowarsTeam.com
[02:07:27.640 --> 02:07:29.640]  The new Alex Jones Quick Fixed Family Pack
[02:07:29.640 --> 02:07:32.640]  Save you so much money, the savings from eating this food
[02:07:32.640 --> 02:07:35.640]  Will actually help you pay your other bills
[02:07:35.640 --> 02:07:37.640]  No matter what effect the Middle East crisis
[02:07:37.640 --> 02:07:39.640]  Or the crashing economy have
[02:07:39.640 --> 02:07:42.640]  You'll have food as delicious tonight as 25 years from now
[02:07:42.640 --> 02:07:45.640]  Order now for 50% savings and free shipping
[02:07:45.640 --> 02:07:47.640]  On these affordable family packs
[02:07:47.640 --> 02:07:50.640]  Call 800-409-5633
[02:07:50.640 --> 02:07:53.640]  Or eFoodsDirect.com slash Alex
[02:07:53.640 --> 02:07:56.640]  Call 800-409-5633
[02:07:56.640 --> 02:08:24.640]  Or eFoodsDirect.com slash Alex
[02:08:24.640 --> 02:08:26.640]  We'll continue with your calls
[02:08:26.640 --> 02:08:29.640]  Discussing the Terminator Scenario
[02:08:29.640 --> 02:08:32.640]  These already autonomous drones and systems
[02:08:32.640 --> 02:08:35.640]  Becoming artificially aware and trying to take over
[02:08:35.640 --> 02:08:38.640]  Human society, most of the top computer scientists believe
[02:08:38.640 --> 02:08:40.640]  It's going to happen, many of them say
[02:08:40.640 --> 02:08:42.640]  Like Rick Herswell, you can't stop it
[02:08:42.640 --> 02:08:45.640]  When we go to your calls, I'm sure people are holding to cover that
[02:08:45.640 --> 02:08:48.640]  Our guest is gone, I need to get back into some more of the news
[02:08:48.640 --> 02:08:51.640]  Here first, and boy is there a lot of it
[02:08:51.640 --> 02:08:53.640]  And then we'll continue with your calls
[02:08:53.640 --> 02:08:56.640]  I'm so obsessed with the news and information now
[02:08:56.640 --> 02:09:00.640]  That I never even plug products, books, videos, sponsors, any of it
[02:09:00.640 --> 02:09:03.640]  And I think that's a bad thing, A, because
[02:09:03.640 --> 02:09:06.640]  This is key information to get out of the public
[02:09:06.640 --> 02:09:09.640]  And B, it funds the InfoWars operation
[02:09:09.640 --> 02:09:11.640]  And I want to thank all of you that get subscriptions at
[02:09:11.640 --> 02:09:14.640]  www.prisonplanet.tv to see the radio show
[02:09:14.640 --> 02:09:16.640]  And watch the nightly news and all my films
[02:09:16.640 --> 02:09:19.640]  And get to our quality podcast with a 15-day free trial there
[02:09:19.640 --> 02:09:22.640]  I want to thank all of you that do buy the books and videos and t-shirts
[02:09:22.640 --> 02:09:26.640]  Only you get great materials to educate yourself to a higher level
[02:09:26.640 --> 02:09:30.640]  It's also riveting information, but also to pay it forward and give to others
[02:09:30.640 --> 02:09:34.640]  Or meet like-minded people by wearing the InfoWars t-shirts and things like that
[02:09:34.640 --> 02:09:38.640]  It's all available at infowars.com
[02:09:38.640 --> 02:09:42.640]  The two books when technology fails
[02:09:42.640 --> 02:09:45.640]  And when disaster strikes, and it's not because we live in fear
[02:09:45.640 --> 02:09:49.640]  We're covering this so we can be aware of it and be empowered
[02:09:49.640 --> 02:09:52.640]  You know, if I say, hey, to my son, you know, we're going to go out to the lake today
[02:09:52.640 --> 02:09:54.640]  We're going to be fishing
[02:09:54.640 --> 02:09:56.640]  Be careful when you walk off for me in tall grass
[02:09:56.640 --> 02:09:58.640]  Walk on the paths, there can be water moccasins
[02:09:58.640 --> 02:10:01.640]  It's not, be fearful, it's be in charge
[02:10:01.640 --> 02:10:05.640]  Be aware of what's going on and how to respond
[02:10:05.640 --> 02:10:08.640]  When disaster strikes, when technology fails
[02:10:08.640 --> 02:10:14.640]  By MIT-educated design engineer
[02:10:14.640 --> 02:10:20.640]  Bloodlines Illuminati by Fritz Springmeyer
[02:10:20.640 --> 02:10:25.640]  Behind the Green Mask, a Gen. 21 excellent book to get to every county commissioner
[02:10:25.640 --> 02:10:26.640]  City Councils
[02:10:26.640 --> 02:10:28.640]  By the way, I've seen a couple big cities
[02:10:28.640 --> 02:10:31.640]  What Brian College Station passed a law against a Gen. 21
[02:10:31.640 --> 02:10:33.640]  And found out they were under it and kicked it out
[02:10:33.640 --> 02:10:36.640]  Just Monday I saw that, I mean, there's stuff happening
[02:10:36.640 --> 02:10:40.640]  Romans 13, how the government uses this submit to corrupt government
[02:10:40.640 --> 02:10:42.640]  When that's not what the Bible says
[02:10:42.640 --> 02:10:44.640]  It's all your pastors
[02:10:44.640 --> 02:10:46.640]  And of course, all orders get a free citizen rollbook
[02:10:46.640 --> 02:10:48.640]  Bill of Rights Constitution, Declaration of Independence
[02:10:48.640 --> 02:10:51.640]  And more famous quotes, jury notification
[02:10:51.640 --> 02:10:54.640]  And we also are doing a deal at cost
[02:10:54.640 --> 02:10:57.640]  Where it's, the computer's got to have something put in there
[02:10:57.640 --> 02:11:00.640]  So it's one penny and then the shipping
[02:11:00.640 --> 02:11:03.640]  It's 4.95, which it actually loses money
[02:11:03.640 --> 02:11:06.640]  So I don't know how long I'm going to keep this going because I can't lose it
[02:11:06.640 --> 02:11:08.640]  But you get 100
[02:11:08.640 --> 02:11:12.640]  You are the resistance cards with my websites on the back to help give out to people
[02:11:12.640 --> 02:11:15.640]  Great Info War Weapon, listeners have recommended this
[02:11:15.640 --> 02:11:18.640]  A citizen rollbook and two bumper stickers
[02:11:18.640 --> 02:11:21.640]  And you pay for the shipping 4.95 and that's what it cost me
[02:11:21.640 --> 02:11:23.640]  The shipping and handling actually ends up costing me a little bit more
[02:11:23.640 --> 02:11:25.640]  After, you know, the guy's packaging and stuff
[02:11:25.640 --> 02:11:27.640]  The point is, that's there, we're going to keep that going
[02:11:27.640 --> 02:11:29.640]  At least for a few weeks
[02:11:29.640 --> 02:11:31.640]  And it's having a big effect
[02:11:31.640 --> 02:11:33.640]  So infowars.com
[02:11:33.640 --> 02:11:35.640]  You have no idea the calls we get
[02:11:35.640 --> 02:11:37.640]  The people on the street, so many people wake up
[02:11:37.640 --> 02:11:42.640]  Police officers, school teachers, mayors, military people
[02:11:42.640 --> 02:11:46.640]  Everybody, when somebody just gives them one of my films that they've copied
[02:11:46.640 --> 02:11:48.640]  Or a business card that people print it up
[02:11:48.640 --> 02:11:51.640]  Or people write infowars.com on the money
[02:11:51.640 --> 02:11:55.640]  I'm not saying do that because it's some little federal thing
[02:11:55.640 --> 02:11:58.640]  But that's how a lot of folks tell me they're waking up
[02:11:58.640 --> 02:12:01.640]  So whatever you do, take action today
[02:12:01.640 --> 02:12:03.640]  And thank you for supporting us
[02:12:03.640 --> 02:12:06.640]  And please also support our local AM and FM affiliates
[02:12:06.640 --> 02:12:10.640]  Out there by supporting their local sponsors
[02:12:10.640 --> 02:12:13.640]  Okay, you know, I don't know where to start with a stack
[02:12:13.640 --> 02:12:16.640]  I mean, this is all just crazy, the amount of news
[02:12:16.640 --> 02:12:18.640]  I got to sum up in the first hour, but let me just start now
[02:12:18.640 --> 02:12:21.640]  As best I can ahead of your calls
[02:12:21.640 --> 02:12:23.640]  Daily Mail, it makes me ill
[02:12:23.640 --> 02:12:25.640]  How many people talk about ripping clients off?
[02:12:25.640 --> 02:12:29.640]  Goldman Sachs' executive quits over firm's toxic culture
[02:12:29.640 --> 02:12:32.640]  An extraordinary resignation letter
[02:12:32.640 --> 02:12:35.640]  And I want to try to get this guy on, this just broke
[02:12:35.640 --> 02:12:37.640]  Boy, I don't know how long he's going to be alive
[02:12:37.640 --> 02:12:39.640]  And of course, their emails have gotten out
[02:12:39.640 --> 02:12:41.640]  Where they talk about selling people stuff
[02:12:41.640 --> 02:12:43.640]  That they know is absolute crud and laughing at them
[02:12:43.640 --> 02:12:45.640]  I mean, it's one thing to rip somebody off
[02:12:45.640 --> 02:12:48.640]  That's bad enough they giggle and snicker and enjoy
[02:12:48.640 --> 02:12:50.640]  Or when, you know, there's an earthquake
[02:12:50.640 --> 02:12:52.640]  They say, oh, that was my wallet falling
[02:12:52.640 --> 02:12:55.640]  I mean, it's because I've learned people who are criminal
[02:12:55.640 --> 02:12:58.640]  And don't have a soul or whose soul is darkened
[02:12:58.640 --> 02:13:00.640]  They...
[02:13:00.640 --> 02:13:02.640]  It's not...
[02:13:02.640 --> 02:13:04.640]  They just can't help but rip everybody off
[02:13:04.640 --> 02:13:06.640]  I mean, who wants to be around that?
[02:13:06.640 --> 02:13:08.640]  It just creates a toxic society
[02:13:08.640 --> 02:13:10.640]  Of course, you have the Timberwolf emails
[02:13:10.640 --> 02:13:11.640]  That were division of Goldman Sachs
[02:13:11.640 --> 02:13:13.640]  Where they're like, this is absolute bleepings
[02:13:13.640 --> 02:13:15.640]  I can't wait to rip my clients off
[02:13:15.640 --> 02:13:18.640]  You know, just like, wow
[02:13:18.640 --> 02:13:20.640]  Wow, and these are the people that are funding
[02:13:20.640 --> 02:13:22.640]  The global carbon taxes, the takeovers
[02:13:22.640 --> 02:13:24.640]  The African invasions, I mean, they're...
[02:13:24.640 --> 02:13:26.640]  The takeover of Europe
[02:13:26.640 --> 02:13:28.640]  This is who runs the global government
[02:13:28.640 --> 02:13:30.640]  And there are a bunch of guys going, I'm only worth
[02:13:30.640 --> 02:13:32.640]  10 billion and that other guy's worth 40
[02:13:32.640 --> 02:13:34.640]  Rip everybody off, I've got a...
[02:13:34.640 --> 02:13:36.640]  I mean, they're just a bunch of scum
[02:13:36.640 --> 02:13:38.640]  And they think they're the elite because they don't have empathy
[02:13:38.640 --> 02:13:40.640]  Or that basic human programming
[02:13:40.640 --> 02:13:44.640]  To not be an absolute piece of garbage
[02:13:44.640 --> 02:13:48.640]  And they're all a bunch of surly, sharky, scum
[02:13:48.640 --> 02:13:49.640]  And I mean, I...
[02:13:49.640 --> 02:13:51.640]  My instinct is to stomp their heads in
[02:13:51.640 --> 02:13:53.640]  But I'm not going to do that
[02:13:53.640 --> 02:13:55.640]  They're criminals, we're going to expose them
[02:13:55.640 --> 02:13:57.640]  And more people are going to get it
[02:13:57.640 --> 02:13:59.640]  You know, you guys that are evil wonder why your kids
[02:13:59.640 --> 02:14:01.640]  Suffer horrible fates, why you're so unhappy
[02:14:01.640 --> 02:14:03.640]  And you just think more is going to...
[02:14:03.640 --> 02:14:06.640]  The fancy restaurants, everybody kissing your rump
[02:14:06.640 --> 02:14:08.640]  I mean, I've gotten enough celebrity
[02:14:08.640 --> 02:14:11.640]  Not looking for it to know it's not fun
[02:14:11.640 --> 02:14:13.640]  It's not fun
[02:14:13.640 --> 02:14:15.640]  And, you know, I've got a decent little house
[02:14:15.640 --> 02:14:17.640]  And cars that run well, why would I want more?
[02:14:17.640 --> 02:14:21.640]  Well, for them, it's just all about power
[02:14:21.640 --> 02:14:26.640]  Just absolutely off the chart information
[02:14:26.640 --> 02:14:30.640]  A Goldman Sachs executive has dealt a deeply embarrassing blow
[02:14:30.640 --> 02:14:32.640]  Well, who do you think know me, Prince?
[02:14:32.640 --> 02:14:34.640]  She worked for him as a managing director
[02:14:34.640 --> 02:14:37.640]  And exposed him eight years ago, she left
[02:14:37.640 --> 02:14:39.640]  I mean, because you just can't be around people going
[02:14:39.640 --> 02:14:41.640]  Ha, rip everybody off, I mean, literally
[02:14:41.640 --> 02:14:43.640]  Cackling and giggling, I've...
[02:14:43.640 --> 02:14:45.640]  I mean, I've read the descriptions
[02:14:45.640 --> 02:14:47.640]  Tapes have been released over the years
