[00:00:09.838 --> 00:00:12.199]  It's a frontline report.
[02:16:39.322 --> 02:16:41.023]  I give you the credit.
[02:16:41.023 --> 02:16:43.645]  And now, InfoWars is facing its darkest hours.
[02:16:43.645 --> 02:16:45.246]  It isn't going to give up.
[02:16:45.246 --> 02:16:47.088]  Without your support, we could be shut down.
[02:16:47.088 --> 02:16:50.371]  Please go to SaveInfoWars.com today.
[02:16:50.371 --> 02:16:54.034]  SaveInfoWars.com today and donate for our legal defense fund.
[02:16:57.773 --> 02:17:02.674]  I have been in a 28-year marathon battle with the globalists.
[02:17:02.674 --> 02:17:09.056]  I have come from nowhere, to the very heights of politics, not just in America, but in the world.
[02:17:09.056 --> 02:17:14.197]  We are engaging the globalists at point-blank range in the information war.
[02:17:14.197 --> 02:17:15.897]  But I don't deserve the credit.
[02:17:15.897 --> 02:17:17.298]  Yes, I've persevered.
[02:17:17.298 --> 02:17:22.319]  But the listeners and viewers who support InfoWars are the real reason we've had the success.
[02:17:23.039 --> 02:17:28.484]  We're having now the greatest victories in the fight against the New World Order we've ever had.
[02:17:28.484 --> 02:17:41.836]  We are now entering the final mile of the marathon and that's why today it's more important than ever to realize how important you've been in this fight and to continue in the efforts you've been carrying out and to intensify them.
[02:17:41.836 --> 02:17:43.377]  God bless you all.
[02:17:43.377 --> 02:17:44.438]  I salute you.
[02:17:44.438 --> 02:17:46.160]  I thank you and I beg you
[02:17:46.500 --> 02:17:51.569]  To intensify what you're doing now because we are over the target and history is happening.
[02:17:51.569 --> 02:17:52.872]  The fight is my fight.
[02:17:52.872 --> 02:17:53.513]  It's your fight.
[02:17:53.513 --> 02:17:54.254]  It's our fight.
[02:17:54.254 --> 02:17:55.056]  God bless you all.
[02:17:59.105 --> 02:18:00.927]  X3.
[02:18:00.927 --> 02:18:03.869]  It stands for tri-iodine.
[02:18:03.869 --> 02:18:09.733]  All three types of iodine that the body needs to be healthy and survive and thrive.
[02:18:09.733 --> 02:18:14.136]  It boosts your libido, your energy, your stamina, your immune system.
[02:18:14.136 --> 02:18:17.519]  X3 is the ultimate iodine product on the market.
[02:18:17.519 --> 02:18:23.363]  It's back in stock at InfoWarshaw.com for 50% off and it funds the InfoWar.
[02:18:24.384 --> 02:18:26.485]  So many of you are on the fence.
[02:18:26.485 --> 02:18:27.885]  You know our information is powerful.
[02:18:27.885 --> 02:18:29.165]  You know it's changed the world.
[02:18:29.165 --> 02:18:37.927]  Try the products at InfoWarsTore.com and start with X3 Tri-Iodine.
[02:18:37.927 --> 02:18:40.208]  50% off InfoWarsTore.com.
[02:18:40.208 --> 02:18:42.248]  It takes about two weeks to kick in.
[02:18:42.248 --> 02:18:45.809]  An aspirin kicks in in 30 minutes, Tylenol kicks in 30 minutes.
[02:18:45.809 --> 02:18:48.509]  This kicks in in about two weeks on average.
[02:18:48.509 --> 02:18:50.310]  You need to experience it.
[02:18:50.310 --> 02:18:50.790]  Don't wait.
[02:18:51.616 --> 02:18:52.736]  You'll be impressed.
[02:18:52.736 --> 02:18:56.538]  Infowarestore.com, X3.
[02:18:56.538 --> 02:18:58.899]  Fluoride is the enemy.
[02:18:58.899 --> 02:19:00.499]  It's the bad halogen.
[02:19:00.499 --> 02:19:04.341]  To the same family as chlorine, bromide, you name it.
[02:19:04.341 --> 02:19:06.021]  What's the good halogen?
[02:19:06.021 --> 02:19:08.822]  Ladies and gentlemen, it is iodine.
[02:19:08.822 --> 02:19:14.905]  And we have the highest quality iodine you're going to find anywhere, exclusively at Infowarestore.com.
[02:19:15.985 --> 02:19:28.050]  It is X3 triiodine, the deep earth crystal iodine, and two other healthy types that help absorb it better into the cells for all cellular function and for energy and so much more.
[02:19:28.050 --> 02:19:33.453]  Get your X3 exclusively today at InfoWarStore.com.
[02:19:33.453 --> 02:19:39.015]  It funds the Info War, but more importantly, it energizes your body and every cellular function.
[02:19:39.015 --> 02:19:40.916]  Takes about two weeks for it to kick in.
[02:19:40.916 --> 02:19:42.757]  A couple drops every day under the tongue.
[02:19:42.757 --> 02:19:43.437]  Experience
[02:19:43.877 --> 02:19:48.579]  X3 today, back in stock, 50% off at Infowarstore.com.
[02:19:48.579 --> 02:19:58.344]  X3 at Infowarstore.com.
[02:19:58.344 --> 02:20:04.227]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:17.492 --> 02:20:22.635]  David Icke, ladies and gentlemen, uncensored, unfiltered, straight ahead.
[02:20:22.635 --> 02:20:27.558]  InfoWars, tomorrow's news, today.
[02:20:27.558 --> 02:20:29.840]  Talk, if you can, for a moment about the safety.
[02:20:29.840 --> 02:20:33.202]  What have you learned about serious side effects in this vaccine?
[02:20:41.926 --> 02:20:49.365]  Do you anticipate or maybe stay up at night thinking about the possibility you're going to have to go back in the lab at some point and come up with something better?
[02:20:56.800 --> 02:21:02.783]  Many of your medicines we know from the COVID vaccine, very effective, very welcome.
[02:21:02.783 --> 02:21:06.905]  The logistics around that vaccine were not straightforward because of the new technology.
[02:21:06.905 --> 02:21:09.906]  It's not like we control the world.
[02:21:09.906 --> 02:21:12.007]  All rise for the reptilian anthem!
[02:21:25.868 --> 02:21:27.871]  Let's get down to business.
[02:21:27.871 --> 02:21:29.614]  Let's talk about Reptoids.
[02:21:29.614 --> 02:21:34.321]  Be sure to follow these do's and don'ts to avoid a diplomatic incident.
[02:21:34.321 --> 02:21:38.166]  Do offer them a cricket, mouse, or vole out of your pocket.
[02:21:38.166 --> 02:21:41.071]  Fun fact about voles, a vole ain't my father.
[02:21:42.157 --> 02:21:48.383]  Don't use loaded phrases like, hissy fit, or see you later alligator.
[02:21:48.383 --> 02:21:50.105]  Got it, be respectful.
[02:21:50.105 --> 02:21:51.946]  So when do we talk about the orgies?
[02:21:51.946 --> 02:21:53.088]  Oh, come on!
[02:21:53.088 --> 02:21:56.531]  So the song Shake It Off was about how I shed my skin every thousand years.
[02:21:56.531 --> 02:21:59.674]  And the song Bad Blood was about how I drink blood out of my Grammys.
[02:21:59.674 --> 02:22:03.377]  A toast to blood!
[02:22:03.377 --> 02:22:04.719]  Save some blood for Paul Rudd!
[02:22:06.960 --> 02:22:09.282]  I gave you my kidney!
[02:22:09.282 --> 02:22:11.124]  And it was delicious!
[02:22:11.124 --> 02:22:18.751]  Uh, Reagan, meet my favorite reptoid zentitives, Barb Shrike and Zarthax Griswold Walton of the Reptoid High Council.
[02:22:18.751 --> 02:22:21.233]  Good evening, your, uh, lizardness.
[02:22:21.233 --> 02:22:23.615]  We reptoids have had a great decade.
[02:22:23.615 --> 02:22:31.363]  Thanks to propaganda in the media, we have made society more tolerant of our kind, from the geico gecko to the shape of water.
[02:22:32.283 --> 02:22:35.365]  We even got K. Rool in Smash!
[02:22:35.365 --> 02:22:36.466]  We did it, everyone!
[02:22:36.466 --> 02:22:38.707]  The world temperature is rising.
[02:22:38.707 --> 02:22:40.368]  The time is coming, brethren.
[02:22:40.368 --> 02:22:52.895]  Soon we shall fulfill the prophecy, overthrow humanity, and become the true rulers of the world!
[02:22:52.895 --> 02:22:53.796]  Bizarre video.
[02:22:53.796 --> 02:22:55.337]  Pfizer CEO shocks the world.
[02:22:55.337 --> 02:22:56.737]  Banned out video.
[02:22:56.737 --> 02:23:00.980]  We're having a little fun here, and I got David Icahn on this emergency Saturday show because I want to cover
[02:23:02.811 --> 02:23:15.466]  The wheels coming off this, the whole Pfizer, COVID hysteria, them admitting it erases your immune system, it kills you, euthanizing the old people, Russia, the pipeline, Elon Musk and his AI robots.
[02:23:15.466 --> 02:23:19.851]  So much to talk about with the iconic David Icke, DavidIcke.com or Iconic.com.
[02:23:19.851 --> 02:23:22.855]  He has his own channel on Bandop Video, David Icke.
[02:23:23.519 --> 02:23:24.880]  David, great to have you here.
[02:23:24.880 --> 02:23:26.141]  It's commercial free.
[02:23:26.141 --> 02:23:27.342]  We got about 50 minutes with you.
[02:23:27.342 --> 02:23:29.004]  I appreciate you coming on with us.
[02:23:29.004 --> 02:23:31.005]  I'm going to try to sit back and let you roll here.
[02:23:31.005 --> 02:23:32.767]  Love the new studio.
[02:23:32.767 --> 02:23:35.489]  Love how you've been fighting back and not giving in to the censorship.
[02:23:35.489 --> 02:23:37.531]  So you're quite the icon here.
[02:23:37.531 --> 02:23:38.511]  Total trailblazer.
[02:23:38.511 --> 02:23:40.593]  Great to have you here with us.
[02:23:40.593 --> 02:23:41.234]  Thanks, mate.
[02:23:41.234 --> 02:23:51.042]  I'll tell you what, it might be a good place to start, you know, with the subject in the intro, because
[02:23:52.441 --> 02:23:58.703]  When I came out with all that stuff a long time ago now, decades ago.
[02:23:58.703 --> 02:24:00.403]  Thirty years ago.
[02:24:00.403 --> 02:24:09.225]  That it's, in the end, what you're looking at is a non-human force manipulating human society.
[02:24:09.225 --> 02:24:15.787]  Of course, people thought that was crazy and that was ridiculous and he's crazy and he's mad and all the rest of it.
[02:24:16.798 --> 02:24:44.743]  But as it's become more and more obvious, Alex, that what we're looking at is an anti-human agenda, in which the very basics of human survival are being very blatantly targeted, more and more and more people are beginning to ask the question, well, maybe if we're looking at this extreme anti-human agenda,
[02:24:45.959 --> 02:24:50.741]  Maybe there's a non-human force behind it then.
[02:24:50.741 --> 02:24:55.324]  Because we're looking at, look at the basics, the basics of life.
[02:24:55.324 --> 02:25:01.087]  The food, warmth, the atmosphere is being changed.
[02:25:01.087 --> 02:25:09.811]  And you are looking at water supplies and access increasingly being targeted.
[02:25:10.581 --> 02:25:16.106]  All these different areas of basic human survival are being targeted.
[02:25:16.106 --> 02:25:26.276]  And then you look at the human body, which is, as they call it, a biological phenomenon.
[02:25:26.276 --> 02:25:33.343]  And then you see these fake vaccines, which they've created this COVID hoax to justify, of course.
[02:25:34.389 --> 02:25:59.400]  And they're putting synthetic genetic material into the body, which as we've seen many, many, many times now, is self-replicating and building nanotechnology systems, which, I say, are designed to connect the human body, the human brain, to what they call the cloud.
[02:25:59.400 --> 02:26:03.162]  And at the same time, the cloud is being created
[02:26:04.039 --> 02:26:22.551]  Not just by 5G towers and 6G and 7G in the pipeline, but from increasingly from low orbit satellites, vast numbers of them being put up there by Elon Musk, who's supposed to be a man of the people who cares about our freedom of speech.
