[00:00:04.929 --> 00:00:06.350]  Welcome, welcome, welcome.
[01:54:27.983 --> 01:54:30.785]  He's got a lot to say, even with the Snowden revelations.
[01:54:30.785 --> 01:54:32.447]  He goes places that Snowden didn't go.
[01:54:33.783 --> 01:54:38.324]  A long time ago, he was one of the best analysis and code breakers in NSA's history.
[01:54:38.324 --> 01:54:39.884]  This guy is a bona fide expert.
[01:54:39.884 --> 01:54:41.624]  He's going to be with us in the next hour.
[01:54:41.624 --> 01:54:44.225]  Right now we have Lord Mocton for this final segment.
[01:54:44.225 --> 01:54:48.706]  And I was just listening to the ad about the water filtration as we came out of break.
[01:54:48.706 --> 01:54:51.566]  And when I met Lord Mocton, he was in person in D.C.
[01:54:51.566 --> 01:54:55.887]  He was telling me how he has his water filtration system set up.
[01:54:55.887 --> 01:54:57.127]  Lord Mocton, why don't you tell us about that?
[01:54:57.127 --> 01:55:01.148]  And then I want you to get into what Nigel Farage said about that we have to give up our liberty for security.
[01:55:03.151 --> 01:55:04.693]  about the water very briefly.
[01:55:04.693 --> 01:55:11.259]  I mean, we get our water on our estate in the Highlands from a natural lake.
[01:55:11.259 --> 01:55:12.020]  It's Loch Rannoch.
[01:55:12.020 --> 01:55:19.768]  It's actually bacteriologically pure most of the time, but occasionally pollutants get in, mostly from animals round about.
[01:55:19.768 --> 01:55:21.810]  And so we run our
[01:55:22.555 --> 01:55:25.617]  Water, first of all, through a double sand filter.
[01:55:25.617 --> 01:55:33.201]  That takes out the solid peat that, of course, gets into the water all over Scotland from the mountains and makes it dark.
[01:55:33.201 --> 01:55:44.526]  So once we've clarified the water, then we run it through an ultraviolet filter, which kills any remaining bacteria that may be present.
[01:55:44.526 --> 01:55:47.328]  And nobody's died yet, so we think it's working rather well.
[01:55:48.493 --> 01:55:49.454]  There you go.
[01:55:49.454 --> 01:55:51.496]  That's independence for you right there.
[01:55:51.496 --> 01:55:59.003]  Even in Scotland, even by not wanting Scottish independence, you're being independent by filtering your own water, not depending on the state to bring it to you.
[01:55:59.003 --> 01:56:00.964]  Now let's finish up with Nigel Farage.
[01:56:00.964 --> 01:56:07.530]  Do you believe we should give up our liberty for security in the threat of ISIS, a group that we're actually funding?
[01:56:07.530 --> 01:56:10.033]  No, I don't think we should give up our liberty.
[01:56:10.033 --> 01:56:13.636]  What is the point of giving up our liberty for the sake of liberty?
[01:56:13.636 --> 01:56:14.797]  That's not how it works.
[01:56:15.524 --> 01:56:25.386]  What we do need to do is deal with one outstanding problem which has been left on one side by the West for reasons of political correctness.
[01:56:25.386 --> 01:56:34.869]  That is that the Quran contains passages which are illegal at United States law, at UK law, and also at Australian law.
[01:56:34.869 --> 01:56:36.569]  I'm in Australia at the moment.
[01:56:36.569 --> 01:56:44.111]  And each of those laws, we have a provision that says that incitement to murder is a serious imprisonable offence.
[01:56:44.792 --> 01:56:47.757]  There are several passages in the Quran.
[01:56:47.757 --> 01:56:49.922]  They are known as the sword verses.
[01:56:49.922 --> 01:56:53.048]  They've long been known to be a problem, which is why they've even been given their own name.
[01:56:53.769 --> 01:57:00.872]  Which recommend that Muslims should kill those who do not believe in Islam.
[01:57:00.872 --> 01:57:15.478]  And you see how easy it is for an imam in the mosque to get hold of impressionable youngsters, read these passages to them, and say, look, the Prophet Muhammad in his holy book says you've got to go and kill the unbeliever.
[01:57:15.478 --> 01:57:18.740]  And that's how they are succeeding in radicalizing each other.
[01:57:18.740 --> 01:57:19.980]  So what do we do about this?
[01:57:19.980 --> 01:57:22.001]  We're not in the business of banning books either.
[01:57:22.421 --> 01:57:39.754]  What I think we need to do is to require that all copies of the Quran contain a warning that if anyone reads any of these sword verses out loud, then they could be prosecuted for incitement to murder and locked up for a very long time.
[01:57:39.754 --> 01:57:48.181]  And all of these passages, and it amounts, believe it or not, to something like 62% of the entire Quran, which are attacking the unbeliever and saying he should be killed.
[01:57:48.881 --> 01:58:00.353]  Those should be printed in boldface and in red, and at the front it should say, these are the passages, which if you read them out loud, you can be prosecuted for incitement to murder.
[01:58:00.353 --> 01:58:10.024]  I think we cannot go on allowing one standard for the rest of us, where we are not allowed to say things or print things that incite other people to murder.
[01:58:10.764 --> 01:58:16.126]  Whereas they, simply because they call it a holy book, are allowed to do so.
[01:58:16.126 --> 01:58:31.250]  I don't want to ban the Qur'an, but I do want to make it clear to Muslims all over the Western world that those passages in the Qur'an which incite to murder are illegal at our law, and they must stop reciting them out loud.
[01:58:31.250 --> 01:58:32.250]  That was the final word.
[01:58:32.250 --> 01:58:34.871]  Lord Mocton, I've got to break in right there.
[01:58:34.871 --> 01:58:37.532]  We're going to break, and this has been the Alex Jones Show.
[01:58:37.532 --> 01:58:38.452]  We'll be back with William Binney.
[01:58:42.133 --> 01:58:49.838]  This is GCN, the Genesis Communications Radio Network.
[01:58:49.838 --> 01:58:59.483]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super-oxygenation, the next level in cleansing is here.
[01:58:59.483 --> 01:59:09.209]  With key ingredients backed by real clinical studies, the new Oxy-Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:59:09.409 --> 01:59:19.774]  Many herbal colon cleansers are harsh on the body and contain cheap and potentially dangerous ingredients, oftentimes full of synthetic fillers, GMOs, additives or worse.
[01:59:19.774 --> 01:59:24.436]  Gently start cleaning your body with easy capsules that start working while you sleep.
[01:59:24.436 --> 01:59:26.677]  Oxy powder does not require time off work.
[01:59:26.877 --> 01:59:29.438]  And there's no need for bad tasting concoctions.
[01:59:29.438 --> 01:59:35.099]  Instead, OxyPowder slowly releases monoatomic oxygen into the intestinal tract and body.
[01:59:35.099 --> 01:59:40.440]  Experience the astonishing cleansing power of superoxide and ozonide technology.
[01:59:40.440 --> 01:59:45.941]  Go to InfoWarsLife.com or InfoWarsStore.com to get started with OxyPowder.
[01:59:45.941 --> 01:59:46.401]  Or call 1-888-253-3139.
[01:59:52.458 --> 01:59:54.866]  Waging war on corruption.
[01:59:54.866 --> 01:59:57.615]  Alex Jones on the GCM Radio Network.
[02:00:06.072 --> 02:00:10.895]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:10.895 --> 02:00:12.476]  You want answers?
[02:00:12.476 --> 02:00:14.037]  Well, so does he.
[02:00:14.037 --> 02:00:18.220]  He's Alex Jones on the GCN Radio Network.
[02:00:18.220 --> 02:00:22.843]  And now, live from Austin, Texas, Alex Jones.
[02:00:22.843 --> 02:00:27.446]  Up on InfoWars.com, the ISIS Bucket Obama Challenge.
[02:00:27.446 --> 02:00:27.987]  And we have another
[02:00:29.170 --> 02:00:32.192]  This is meant to expose the hoax, not bolster it.
[02:00:48.903 --> 02:00:52.489]  I'm like the progenitor of exposing the War on Terror as a hoax day one.
[02:00:52.489 --> 02:00:54.251]  Not bragging the granddaddy of it.
[02:00:54.251 --> 02:00:57.156]  So fools out there going, hey, Al Qaeda works for the globalists.
[02:00:57.156 --> 02:01:02.343]  Yeah, I know, but it's like turning starving pit bulls loose on a bloody child.
[02:01:02.343 --> 02:01:04.467]  Just because you run the dogs doesn't mean they're not real.
[02:01:05.913 --> 02:01:06.734]  I'm trying to explain that.
[02:01:06.734 --> 02:01:12.583]  It's a globalist destabilization force, so people can't live on their own, so they beg for centralized government.
[02:01:12.583 --> 02:01:14.706]  Problem, reaction, solution.
[02:01:14.706 --> 02:01:20.915]  They try to create anarchy, so you beg for the state, instead of letting natural anarchy through free association grow.
[02:01:21.772 --> 02:01:25.076]  Now Julia, other points that are important to make here.
[02:01:25.076 --> 02:01:27.119]  How do you see them striking back?
[02:01:27.119 --> 02:01:30.263]  And how do you see Bitcoin making the old system obsolete?
[02:01:30.263 --> 02:01:39.015]  Because some could argue that they know the old system is going down, SDR is going to be fiat, that they actually might be behind Bitcoin because they want it to be the new system.
[02:01:40.444 --> 02:01:43.647]  Yeah, I just don't buy it because, you know, it's incredibly difficult.
[02:01:43.647 --> 02:01:45.108]  You can't control it.
[02:01:45.108 --> 02:01:46.409]  It's difficult to censor.
[02:01:46.409 --> 02:01:51.153]  And just like imagine doing an audit on Bitcoin.
[02:01:51.153 --> 02:01:55.196]  It's very, very difficult, much more difficult than the systems we have in place right now.
[02:01:55.196 --> 02:02:01.361]  What they would like is just a pure cashless society where we use credit cards for everything and government issued cards.
[02:02:01.361 --> 02:02:02.843]  Bitcoin is outside of that system.
[02:02:02.843 --> 02:02:06.606]  So I don't think it's favorable for that kind of, I don't think it fits into that
[02:02:07.387 --> 02:02:10.951]  I agree with you.
[02:02:10.951 --> 02:02:16.939]  I don't think they're behind it and the fact that its first message was against the banker bailout when it showed up four or five years ago.
[02:02:16.939 --> 02:02:22.106]  I think it's some type of super smart insider who's protesting the whole system.
[02:02:25.720 --> 02:02:27.041]  It's the government conspiracy.
[02:02:27.041 --> 02:02:31.485]  I think it's giving governments way too much credibility.
[02:02:31.485 --> 02:02:32.326]  I just don't believe it.
[02:02:32.326 --> 02:02:40.413]  I think it's an individual or small group of individuals that are innovative and have had a freedom in their intention.
[02:02:40.413 --> 02:02:44.878]  And so let's talk about the regulation because this is a big deal right now.
[02:02:44.878 --> 02:02:45.258]  The New York
[02:02:45.951 --> 02:03:01.380]  State Department of Financial Services and Superintendent Ben Losky, they've proposed a bit license for the state of New York, and it's incredibly overreaching and it stifles innovation and I like to call it the the ban on human interaction because
[02:03:02.200 --> 02:03:22.233]  It defines cryptocurrency very broadly and it states things like all the companies have to have fingerprints of all of their employees, background checks of people who are using their services, you have to
[02:03:24.513 --> 02:03:25.974]  Like your information has to be submitted.
[02:03:25.974 --> 02:03:34.216]  If you make a transaction that's more than $3,000, it's just, it's really, really, really insane.
[02:03:34.216 --> 02:03:45.799]  And all the companies are actually leaving the state because they don't want to, they can't afford, you have to hire like three different regulation officers, compliance officers.
[02:03:45.799 --> 02:03:50.161]  So little companies are actually being, going to be destroyed if they do choose to stay in New York.
[02:03:51.741 --> 02:03:56.164]  And this is what happened in England with the automobile regulations.
[02:03:56.164 --> 02:03:56.705]  Guess what?
[02:03:56.705 --> 02:04:03.890]  America won the automobile race easily because they were so heavily regulated that nobody could do anything.
[02:04:03.890 --> 02:04:13.156]  And it's so overreaching that now if anybody wants to transact with a company that is located in New York, they have to fall under those regulations too.
