[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[2:28:32.000 --> 2:28:34.000]  Guys, you printed it for me again a few days ago.
[2:28:34.000 --> 2:28:42.000]  You print me, Aji Pi's statement to Google on censorship or to the media, because I'm going to come back and read some of that because that's the reality.
[2:28:42.000 --> 2:28:44.000]  I mean, all the leftist sites are celebrating.
[2:28:44.000 --> 2:28:49.000]  Ban Paul Watson, Ban Gab, Ban Alex Jones, Ban Drudge, arrest him, shut him down.
[2:28:49.000 --> 2:28:52.000]  And then they go, nobody's censoring you.
[2:28:52.000 --> 2:28:54.000]  Stop trying to censor us.
[2:28:54.000 --> 2:28:57.000]  A commemorative President Trump dollar for only $5?
[2:28:57.000 --> 2:29:01.000]  Yes, the historic Trump dollar starts at only $5 at trumpdollar.us.
[2:29:01.000 --> 2:29:05.000]  Choose from our unique three-coin collection in gold, silver and copper.
[2:29:05.000 --> 2:29:09.000]  The vote Trump dollar, inaugural Trump dollar, and make America great again, Trump dollar.
[2:29:09.000 --> 2:29:11.000]  Available only at trumpdollar.us.
[2:29:11.000 --> 2:29:16.000]  Minted in the USA, our Trump dollars commemorate President Trump's patriotic stand.
[2:29:16.000 --> 2:29:21.000]  Order your Trump dollar collection today in time for Christmas delivery at trumpdollar.us.
[2:29:21.000 --> 2:29:24.000]  That's trumpdollar.us.
[2:29:52.000 --> 2:30:00.000]  You deserve a deep restful sleep with knockout by InfoWarsLife.
[2:30:00.000 --> 2:30:07.000]  Our organic formula is made from high quality natural ingredients such as valerian root extract,
[2:30:07.000 --> 2:30:11.000]  L-tryptophan, lemon balm leaf extract and melatonin.
[2:30:11.000 --> 2:30:16.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[2:30:16.000 --> 2:30:22.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life,
[2:30:22.000 --> 2:30:25.000]  we need to be able to keep up the pace.
[2:30:25.000 --> 2:30:32.000]  Our natural mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need.
[2:30:32.000 --> 2:30:35.000]  Wake up refreshed and take on the day.
[2:30:35.000 --> 2:30:43.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[2:30:43.000 --> 2:30:47.000]  Get the sleep you deserve and experience the power of knockout.
[2:30:47.000 --> 2:30:51.000]  Head on over to infowarslife.com and say goodbye to fatigue.
[2:30:51.000 --> 2:31:18.000]  That's infowarslife.com.
[2:31:21.000 --> 2:31:31.000]  It's a powerful antioxidant blend, clinically studied to support and accelerate your body's natural defenses against harmful toxins.
[2:31:31.000 --> 2:31:33.000]  It's in your DNA.
[2:31:33.000 --> 2:31:37.000]  Go to infowarslife.com right now and check out the reviews for yourself.
[2:31:37.000 --> 2:31:43.000]  And now, just in time for Christmas, we are offering DNA Force at 33% off.
[2:31:43.000 --> 2:31:46.000]  So take advantage of this incredible deal.
[2:31:46.000 --> 2:31:54.000]  Get a bottle of DNA Force today at infowarslife.com or call 1-888-253-3139.
[2:31:54.000 --> 2:31:55.000]  Yeah!
[2:31:55.000 --> 2:32:02.000]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[2:32:02.000 --> 2:32:15.000]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[2:32:15.000 --> 2:32:27.000]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[2:32:27.000 --> 2:32:34.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[2:32:34.000 --> 2:32:43.000]  Secure your Biome Defense in ultra strength or regular strength at infowarslife.com today and get started supporting your digestive system naturally.
[2:32:43.000 --> 2:32:48.000]  We have been testing this formula for years, but this is the limited first round of the public.
[2:32:48.000 --> 2:33:14.000]  So please take advantage of it today, support your own health and support the InfoWarm.
[2:33:18.000 --> 2:33:25.000]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[2:33:49.000 --> 2:34:01.000]  Now with the technology they've got, they can have AI computers with Shazam-like technology that's keyword listening and not just spying on you with keyword, but block what you say.
[2:34:01.000 --> 2:34:05.000]  Just like text now, try to send a cuss word, it won't let you.
[2:34:05.000 --> 2:34:10.000]  And then try to send another word, that's the latest word they say is not good.
[2:34:10.000 --> 2:34:18.000]  This is so authoritarian, Google's App Store has banned Gab, a social network popular with far right for hate speech.
[2:34:18.000 --> 2:34:26.000]  And then mainstream media and even so-called alternative goes along with it like, well we're not part of that, we're going to go along with the system.
[2:34:26.000 --> 2:34:39.000]  But now suddenly, thousands of liberal YouTubers, thousands of liberal bloggers that were successful are being censored, banned, demonetized because see, it was never about that, it was all about total control dummies.
[2:34:39.000 --> 2:34:42.000]  Once you start getting rid of somebody's free speech, it all goes.
[2:34:42.000 --> 2:34:56.000]  What shameful, shameful folks, we're going to go back to our guest in a moment, but just to, I have these stacks of articles where, again, here's from Vice News, here are the right-wing bigots getting purged from Twitter.
[2:34:56.000 --> 2:35:02.000]  And by the way, didn't even go after the most hardcore people you could call racist.
[2:35:02.000 --> 2:35:07.000]  You know, they sit there and try to mention people like Gab, which isn't even racist at all, it's just a free open system.
[2:35:07.000 --> 2:35:10.000]  I mean, you read much more racist stuff in YouTube comments.
[2:35:10.000 --> 2:35:15.000]  But again, it's all selectively enforced, it's really dangerous.
[2:35:15.000 --> 2:35:20.000]  Before we go back to our guest, we are listed supported, the last thing they're trying to cut off is our money.
[2:35:20.000 --> 2:35:28.000]  And, you know, they cut off a lot of it, but thanks to you and thanks to people realizing we're under attack and we're selling great products,
[2:35:28.000 --> 2:35:38.000]  people go, you know what, I'm going to sign up every month for auto shit, an additional 10% off, and then get the brain force, or the output power, or the supermobile vitality, or the DNA force, or the cell shield,
[2:35:38.000 --> 2:35:47.000]  or the anti-fluoride free 4-to-5-of-the-cold silver and iodine super blue toothpaste, and get 50% off.
[2:35:47.000 --> 2:35:55.000]  We've got 50% off on all best-selling items except a whole bunch that are 67% off.
[2:35:55.000 --> 2:35:59.000]  But the way our pricing works, that's at cost.
[2:35:59.000 --> 2:36:02.000]  You sign up for auto shit, we lose money, but you know what?
[2:36:02.000 --> 2:36:10.000]  I found when people get stuff at cost or below, they become hardcore customers and they see how great the products are.
[2:36:10.000 --> 2:36:15.000]  Caveman's been sold out, Ultimate Bone Broth Formula, super concentrated, found out about the amazing benefits of that.
[2:36:15.000 --> 2:36:19.000]  That's 50% off, read the thousands of 5-star reviews.
[2:36:19.000 --> 2:36:26.000]  All of it available, 50% off, infowarstore.com, or triple-825-33139.
[2:36:26.000 --> 2:36:31.000]  And a lot of great new products as well, our new probiotic fluorolife.
[2:36:31.000 --> 2:36:34.000]  We've got the real red pill, that's all another story.
[2:36:34.000 --> 2:36:36.000]  We've got survival sold-outs too, that's so amazing.
[2:36:36.000 --> 2:36:42.000]  It's all there, infowarstore.com, or triple-825-33139.
[2:36:42.000 --> 2:36:45.000]  And they've done stuff like go to our ISPs, try to get our shopping carts kicked off.
[2:36:45.000 --> 2:36:51.000]  As a libertarian free-thinker, winner.
[2:36:51.000 --> 2:36:57.000]  I don't take, when I'm trying to upload something in the middle of the desert, I've been trying for an hour and at the fifth time it messes up,
[2:36:57.000 --> 2:37:01.000]  I'm just happy I'm going to try it again because when I finally, I climbed to a mountain top once in Big Ben
[2:37:01.000 --> 2:37:05.000]  and took an hour to transmit the thing I'd uploaded, you know, it just felt so good.
[2:37:05.000 --> 2:37:10.000]  So I kind of like, oh man, they have these secret police and they attack me and they're trying to break up my family
[2:37:10.000 --> 2:37:16.000]  and they sent in these black ops that they had, these people paid off and they did this and they sabotaged that
[2:37:16.000 --> 2:37:20.000]  and they, I mean, this is really fun because that's how my brain works.
[2:37:20.000 --> 2:37:24.000]  It just, it doesn't adapt to give into it, it adapts to fighting it.
[2:37:24.000 --> 2:37:28.000]  But at the same time, we need to relate folks, this is real authoritarianism.
[2:37:28.000 --> 2:37:32.000]  This isn't a game, this isn't a joke, it isn't like, oh, gab, they're trying to shut it down,
[2:37:32.000 --> 2:37:36.000]  or oh, they have hearings in Congress saying shut down gab and info wars.
[2:37:36.000 --> 2:37:42.000]  They know we're the cutting edge where it's not liberal, it's not conservative, it's pro-human, it makes sense, it scares them.
[2:37:42.000 --> 2:37:44.000]  It scares them.
[2:37:44.000 --> 2:37:51.000]  And so if they're in public saying they're censoring us in Congress and working with the tech heads, imagine what's next.
[2:37:51.000 --> 2:37:53.000]  They want to take the president off Twitter.
[2:37:53.000 --> 2:38:01.000]  It just shows how sick they are and then shut down any alternatives and have all the ISPs and hosts throw you off.
[2:38:01.000 --> 2:38:06.000]  That's what's happening and they're already hitting all the little people, okay?
[2:38:06.000 --> 2:38:11.000]  Okay, so Mr. Torb, I've been ranting, you've got the floor breakdown what you've been through, what we're facing.
[2:38:11.000 --> 2:38:13.000]  Again, we're not complaining.
[2:38:13.000 --> 2:38:17.000]  We want folks to know we're the free world, you're the free world, and you're next.
[2:38:17.000 --> 2:38:23.000]  And it's an epic voyage to promote and stand with us because we are together.
[2:38:23.000 --> 2:38:27.000]  How do folks support and promote gab and tell us the other attacks you're under?
[2:38:27.000 --> 2:38:32.000]  Yeah, absolutely. So actually earlier this week, we were attacked by the New York Times and they tried to smear us.
[2:38:32.000 --> 2:38:37.000]  The typical, you know, this is an alt-right social network, the Twitter for racist, all this nonsense.
[2:38:37.000 --> 2:38:41.000]  And the funny thing is, is like you guys, we are also user-supported.
[2:38:41.000 --> 2:38:46.000]  We didn't go to a Saudi prince like Jack did from Twitter and raised billions from him.
[2:38:46.000 --> 2:38:50.000]  We didn't go to hedge funds, we didn't go to Silicon Valley Venture Capitalists.
[2:38:50.000 --> 2:38:52.000]  You don't call your users dumb-affors?
[2:38:52.000 --> 2:38:54.000]  Absolutely not.
[2:38:54.000 --> 2:38:58.000]  Users make gab possible and right after this hit piece from the New York Times,
[2:38:58.000 --> 2:39:03.000]  we actually ended up reserving $600,000 in our funding campaign,
[2:39:03.000 --> 2:39:07.000]  which is now topped at, I think, $1.2 or $1.3 million.
[2:39:07.000 --> 2:39:11.000]  By the way, that sounds like a lot with lawyers and bandwidth and nothing.
[2:39:11.000 --> 2:39:13.000]  That is nothing. And I'm not complaining.
[2:39:13.000 --> 2:39:15.000]  It sounds good. I want to be positive.
[2:39:15.000 --> 2:39:19.000]  We're up against trillions and millions can defeat trillions, but we got to have it.
[2:39:19.000 --> 2:39:23.000]  Absolutely. And it's the will of the people and it's our community that is our strongest asset.
[2:39:23.000 --> 2:39:25.000]  And I think that's one of your strongest assets.
[2:39:25.000 --> 2:39:28.000]  Exactly. It's people power and they hate it.
