[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[02:38:22.381 --> 02:38:27.283]  But we saw a real example of that, was it Thailand or whatever when the cave came in and there was a big flood?
[02:38:31.786 --> 02:38:33.586]  And they sent the army divers in.
[02:38:33.586 --> 02:38:34.086]  Some died.
[02:38:34.086 --> 02:38:35.087]  Some of the kids died.
[02:38:35.087 --> 02:38:40.628]  They'd have to go in through, you know, a half mile through tiny openings to try to get children and bring them back out.
[02:38:40.628 --> 02:38:44.608]  But they did it.
[02:38:44.608 --> 02:38:55.791]  Those guys had courage because they didn't have to go into the flooded cave where the kids were on the school field trip and save them.
[02:38:55.791 --> 02:38:57.331]  But they did it because they were men.
[02:38:59.997 --> 02:39:02.523]  So, so I'm not the guys in the flooded cave.
[02:39:03.933 --> 02:39:05.654]  Going and doing that.
[02:39:05.654 --> 02:39:08.535]  I'm the child in the cave!
[02:39:08.535 --> 02:39:11.676]  Literally with a radio transmitter and everybody else saying, save us!
[02:39:11.676 --> 02:39:12.036]  Save us!
[02:39:12.036 --> 02:39:12.676]  We're under attack!
[02:39:12.676 --> 02:39:13.976]  God, the New World Order's really bad!
[02:39:13.976 --> 02:39:14.817]  They're really evil!
[02:39:14.817 --> 02:39:16.057]  We better do something right now!
[02:39:16.057 --> 02:39:17.318]  God, they want to kill everybody!
[02:39:17.318 --> 02:39:21.679]  I mean, I mean, like, oh Jones, you've really got courage to warn people!
[02:39:21.679 --> 02:39:32.463]  You're like, on the air, warning people about the New World Order, and man, you've got the Justice Department's coming after you, and you know, they're attacking you in the media, and you're being deposed of Sandy Hook, I mean, you know, my goodness, aren't you scared?
[02:39:34.977 --> 02:39:41.403]  That's like a fly landing on my shoulder while my house is burning down.
[02:39:41.403 --> 02:39:48.469]  I want you to get out of this mindset that you're doing this because you're a hero or you're doing this because you're something special.
[02:39:48.469 --> 02:39:55.716]  We are all children in the cave with the water raising about to die!
[02:39:55.716 --> 02:39:59.339]  And we gotta call on God to save us and then that's what's gonna happen.
[02:40:00.256 --> 02:40:03.017]  So no, I'm not the scuba divers that went and did that.
[02:40:03.017 --> 02:40:04.118]  I'm not them.
[02:40:04.118 --> 02:40:07.039]  I'm like the child in the cave with the water rising.
[02:40:07.039 --> 02:40:08.740]  And I'm at least saying, we need to get out of here.
[02:40:08.740 --> 02:40:09.560]  This isn't good.
[02:40:09.560 --> 02:40:10.301]  This is a problem.
[02:40:10.301 --> 02:40:10.881]  Hold yourself!
[02:40:10.881 --> 02:40:12.502]  You've got some courage to say it!
[02:40:12.502 --> 02:40:15.223]  Because people can't admit they're under attack.
[02:40:17.776 --> 02:40:20.217]  I'm already in the last segment of the hour.
[02:40:20.217 --> 02:40:21.538]  Who knows if the phone system works?
[02:40:21.538 --> 02:40:23.418]  We're going to try right now.
[02:40:23.418 --> 02:40:25.979]  Clown Car, Rob, George, Kate.
[02:40:25.979 --> 02:40:27.980]  Let's go to Kate.
[02:40:27.980 --> 02:40:31.121]  Kate in FEMA Region 7.
[02:40:31.121 --> 02:40:33.622]  And if the lines don't work, we'll just won't do calls today.
[02:40:33.622 --> 02:40:34.543]  Kate, you're on the air.
[02:40:34.543 --> 02:40:36.444]  Go ahead, Katie.
[02:40:36.444 --> 02:40:44.767]  Hey Alex, you are spot on when you talk about critical thinking skills and they are lacking sorely and they have been replaced by learned helplessness.
[02:40:45.342 --> 02:40:47.063]  And I say learned helplessness.
[02:40:47.063 --> 02:40:48.463]  People have learned this.
[02:40:48.463 --> 02:40:49.243]  It's fake.
[02:40:49.243 --> 02:40:50.024]  It's not real.
[02:40:50.024 --> 02:40:51.424]  We are not helpless.
[02:40:51.424 --> 02:40:59.327]  And these totalitarian regime plans cannot be carried out unless they have minions to execute them.
[02:40:59.327 --> 02:41:08.890]  Those minions are nurses, doctors, pharmacists, who are sticking those needles in the arms of our family, our friends, our children, even babies right now.
[02:41:09.449 --> 02:41:11.470]  We need to expose them.
[02:41:11.470 --> 02:41:19.012]  We need to reach them on a human level before these jabs get taken over by robots, because I predict that's coming.
[02:41:19.012 --> 02:41:24.074]  Humans need to defend humanity, and we need to wake up humanity.
[02:41:24.074 --> 02:41:26.915]  And one of the ways we do it is to start thinking critically.
[02:41:26.915 --> 02:41:30.116]  I applaud you that you've got that training planned.
[02:41:30.116 --> 02:41:37.779]  We need to get out of this learned helplessness, and we need to fight back with our minds, because this is a war for our minds.
[02:41:37.779 --> 02:41:38.799]  It's on that level.
[02:41:39.378 --> 02:41:40.879]  It's mind control.
[02:41:40.879 --> 02:41:42.339]  Don't be controlled.
[02:41:42.339 --> 02:41:43.240]  Think critically.
[02:41:43.240 --> 02:41:44.080]  Think for yourself.
[02:41:44.080 --> 02:41:48.902]  Connect with God, first of all, because that will give you the real battle plan.
[02:41:48.902 --> 02:41:50.282]  We are on God's side.
[02:41:50.282 --> 02:41:52.703]  If God be for us, no one can be against us.
[02:41:52.703 --> 02:41:55.204]  And we need to be strong, courageous.
[02:41:55.204 --> 02:42:00.827]  We need to fight for our family, our friends, for all of humanity, and stand up and wake these minions up.
[02:42:00.827 --> 02:42:04.448]  CVS, Walgreens, all of these places that are complicit with this.
[02:42:04.448 --> 02:42:06.629]  They're making a killing, literally.
[02:42:07.130 --> 02:42:10.091]  Sticking this poison in our fellow humans.
[02:42:10.091 --> 02:42:11.772]  We need to put an end to that.
[02:42:11.772 --> 02:42:17.794]  We need to have civil disobedience, carry signs in front of those places, write to their leaders.
[02:42:17.794 --> 02:42:21.055]  I've been in the belly of the beast and I know how it works.
[02:42:21.055 --> 02:42:22.535]  And it's very ugly.
[02:42:22.535 --> 02:42:24.596]  It's a sordid industry.
[02:42:24.596 --> 02:42:27.757]  So we need to stand up to it and fight for humanity.
[02:42:27.757 --> 02:42:28.717]  Wow, that's amazing.
[02:42:28.717 --> 02:42:30.018]  How are you in the belly of the beast, Katie?
[02:42:31.880 --> 02:42:39.587]  I have been, for the past 10 years, an insider in the so-called healthcare industry, and it's anything but, Alex.
[02:42:39.587 --> 02:42:43.911]  I could tell you more than you could probably listen to in a week.
[02:42:43.911 --> 02:42:49.877]  Well, we're going to get your name off record, Katie, if you want to give it to us and have you on as like a guest during a podcast, because I want to hear from you.
[02:42:49.877 --> 02:42:50.517]  But stay there.
[02:42:50.517 --> 02:42:51.098]  Don't hang up.
[02:42:51.098 --> 02:42:52.239]  A few more minutes on the other side.
[02:42:52.239 --> 02:42:53.500]  I want to hear more from you and then more calls.
[02:42:55.250 --> 02:42:56.611]  Let's go ahead and take another call.
[02:42:56.611 --> 02:43:06.055]  We have launched the most important sale of the year, because now we've got a bunch of great products that have been sold out for months and months and months back in stock.
[02:43:06.055 --> 02:43:17.841]  So, right now, the real Black Friday sale is beginning, and it's only going to run until the end of the month, and that's now only six, seven days.
[02:43:17.841 --> 02:43:21.803]  Infowar Store official Black Friday special has arrived.
[02:43:22.623 --> 02:43:24.224]  Ladies and gentlemen, people love it.
[02:43:24.224 --> 02:43:25.444]  It's our bestseller.
[02:43:25.444 --> 02:43:27.165]  Vitamin Mineral Fusion.
[02:43:27.165 --> 02:43:33.288]  All the vitamins, all the minerals, all the key amino acids, everything you need for your immune system and your body.
[02:43:33.288 --> 02:43:34.668]  And it tastes great.
[02:43:34.668 --> 02:43:36.489]  And it funds the InfoWar.
[02:43:36.489 --> 02:43:41.411]  It is back in stock 40% off with free shipping and double Patreon points.
[02:43:41.411 --> 02:43:44.052]  And so much more at InfoWarStore.com.
[02:43:44.052 --> 02:43:47.613]  It's only six, seven days left in the biggest sale of 2021.
[02:43:48.854 --> 02:43:52.340]  Bet on freedom, bet on InfoWars, bet on yourself and get great products.
[02:43:52.340 --> 02:43:56.046]  The only way you fail is not taking action at InfoWarsStore.com
[02:43:59.212 --> 02:44:01.294]  Your voice counts.
[02:44:01.294 --> 02:44:06.357]  When you share information, be it over the internet or in person, it changes the world.
[02:44:06.357 --> 02:44:08.939]  The globalists know their agenda is unpopular.
[02:44:08.939 --> 02:44:10.441]  They know you're angry.
[02:44:10.441 --> 02:44:15.304]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[02:44:15.304 --> 02:44:26.453]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows, the special reports, and share them with everyone you know.
[02:44:26.613 --> 02:44:33.515]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[02:44:33.515 --> 02:44:38.816]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[02:44:38.816 --> 02:44:45.917]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[02:44:45.917 --> 02:44:50.398]  Take action now, create the chain reaction, and tell others to share those texts.
[02:44:50.398 --> 02:44:51.298]  Get news alerts at 833-470-0438.
[02:44:58.148 --> 02:45:02.529]  Cobra Commander here with an important message to humanity.
[02:45:02.529 --> 02:45:10.831]  I have decided that all of you will take a special injection so that you will be safe.
[02:45:10.831 --> 02:45:14.372]  But the injection is not ready yet.
[02:45:14.372 --> 02:45:17.873]  And so, I need all of you to stay indoors.
[02:45:19.173 --> 02:45:23.755]  For the next 15 days, to flatten the curve.
[02:45:23.755 --> 02:45:31.659]  I also need you to wear masks, and I also need you to only shop at megacorporations.
[02:45:31.659 --> 02:45:42.085]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[02:45:42.085 --> 02:45:44.086]  You will then be my slaves.
[02:45:45.592 --> 02:45:49.774]  And then you'll get that special shot of venom from Cobra.
[02:45:49.774 --> 02:45:56.578]  It will remove your immune system, so you'll be dependent on me for the rest of your miserable lives.
[02:45:56.578 --> 02:46:01.421]  I've been fighting as hard as I can for almost 28 years against the Globalist.
[02:46:01.421 --> 02:46:03.482]  I wanted to stop their agenda.
[02:46:03.482 --> 02:46:08.965]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[02:46:08.965 --> 02:46:10.065]  But we failed.
[02:46:10.065 --> 02:46:11.726]  Yes, a lot of people are awake.
[02:46:11.726 --> 02:46:13.227]  Yes, we're not getting caught flat-footed.
[02:46:13.567 --> 02:46:19.590]  But they are going ahead with their full operational deindustrialization Great Reset.
[02:46:19.590 --> 02:46:28.513]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[02:46:28.513 --> 02:46:33.956]  So we've got to information warfare the enemy and try to stop their agenda, but we've also got to get personally prepared.
[02:46:33.956 --> 02:46:36.597]  And one of the number one things to do is high quality, storable food.
[02:46:36.597 --> 02:46:39.438]  We've got the best food ready to ship at very affordable prices.
[02:46:39.858 --> 02:46:40.458]  It's Alex Jones!
[02:47:18.127 --> 02:47:20.208]  In constant sorrow.
[02:47:20.208 --> 02:47:25.349]  All right, Kate, medical whistleblower, FEMA Region 7.
[02:47:25.349 --> 02:47:26.869]  We want to get you on as a guest sometime.
[02:47:26.869 --> 02:47:29.750]  You're a really well-spoken lady.
[02:47:29.750 --> 02:47:33.911]  Give us a few more minutes of data that people should know.
[02:47:33.911 --> 02:47:34.631]  Sure, Alex.
[02:47:34.631 --> 02:47:43.454]  Well, these globalist controlled insurance companies, health care insurance companies, so-called, are all about money.
[02:47:43.454 --> 02:47:44.294]  They're about power.
[02:47:45.183 --> 02:47:58.673]  You can look on the CMS website right now, Centers for Medicare and Medicaid, and get some idea of what measures are being tracked by these insurance companies.
[02:47:58.673 --> 02:48:00.615]  Many of them relate to vaccinations.
[02:48:00.615 --> 02:48:10.703]  There was just a bulletin put out today on counseling children for COVID vaccination and incentivizing financially these companies to do this.
[02:48:10.703 --> 02:48:14.906]  This is absolutely a demonic industry.
[02:48:16.412 --> 02:48:28.091]  I am very proud to say I took a stand and have lost my position recently with one of them and I would do it all over again, but I know a lot of things that I would like to share.
[02:48:29.060 --> 02:48:31.901]  That would probably curl most people's hair.
[02:48:31.901 --> 02:48:36.282]  Well, hey, if you want to get in touch with Robert Kennedy Jr., I can get you in touch with him.
[02:48:36.282 --> 02:48:41.824]  And I'm helping folks follow suit with the whistleblower tomorrow.
[02:48:41.824 --> 02:48:43.405]  So, absolutely.
[02:48:43.405 --> 02:48:45.665]  Listen, I'd love to get you on as a guest.
