[00:00.000 --> 00:29.920]  From the InfoWars.com News Center, D.P.
[2:07:28.920 --> 2:07:33.920]  The elite are masters at poisoning our environment while themselves doing things that mitigate
[2:07:33.920 --> 2:07:36.920]  or avoid most toxic effects to themselves.
[2:07:36.920 --> 2:07:38.920]  The general public doesn't.
[2:07:38.920 --> 2:07:42.920]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[2:07:42.920 --> 2:07:46.920]  One of these systems can keep 800 square feet incredibly clean.
[2:07:46.920 --> 2:07:53.920]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[2:07:53.920 --> 2:08:17.920]  That's why this system is so revolutionary today.
[2:08:17.920 --> 2:08:24.920]  Thanks, Jones.
[2:08:47.920 --> 2:08:53.920]  I'm trying to jumpstart the economy like cutting regulations, but he thinks it's a day late to dollar short,
[2:08:53.920 --> 2:08:55.920]  and this will be very hard to stop these trends.
[2:08:55.920 --> 2:08:57.920]  He tends to agree with Dent.
[2:08:57.920 --> 2:08:59.920]  That's coming up here in just a few minutes.
[2:08:59.920 --> 2:09:07.920]  That said, though, could major new technological developments that we know a lot of which have been suppressed
[2:09:07.920 --> 2:09:14.920]  as what they call disruptive technologies be rolled out quicker, things approve faster, drugs, you name it.
[2:09:14.920 --> 2:09:19.920]  Could that cause a new boom that we weren't expecting like so many other innovations have done?
[2:09:19.920 --> 2:09:24.920]  I'm an eternal optimist, but of course I've been being negative under Obama.
[2:09:24.920 --> 2:09:29.920]  All the socialism and big government saying things are negative, but I want to be an optimist.
[2:09:29.920 --> 2:09:32.920]  I want to be a cheerleader, and I think things are very positive.
[2:09:32.920 --> 2:09:34.920]  $2 trillion out of the stock market.
[2:09:34.920 --> 2:09:37.920]  So is that going to put a wrinkle in Mr. Dent's predictions?
[2:09:37.920 --> 2:09:41.920]  We're talking to him here in just a few minutes, but first off, before I hit a few of these calls very fast,
[2:09:41.920 --> 2:09:47.920]  Don Lemon on CNN is running around with The New York Times saying that there's no illegals voting.
[2:09:47.920 --> 2:09:49.920]  There's no dead people voting.
[2:09:49.920 --> 2:09:53.920]  Well, they've got Pew Research showing tens of millions, not three to five million like Trump says.
[2:09:53.920 --> 2:09:55.920]  So as usual, it's worse than Trump's saying.
[2:09:55.920 --> 2:09:57.920]  And let's put Bloomberg on screen.
[2:09:57.920 --> 2:10:04.920]  Also have Politico from last year saying illegal aliens are Hillary's secret weapon voting.
[2:10:04.920 --> 2:10:06.920]  Let's put that on screen.
[2:10:06.920 --> 2:10:09.920]  We just had it pulled up during the break because it's so important.
[2:10:09.920 --> 2:10:15.920]  Nico found it, guys, because there's all these articles where they say illegals are the secret weapon.
[2:10:15.920 --> 2:10:18.920]  You don't have to print them for me. Just punch them up.
[2:10:18.920 --> 2:10:19.920]  So yeah, there it is.
[2:10:19.920 --> 2:10:23.920]  Illegal immigrants could elect Hillary Clinton, Politico.
[2:10:23.920 --> 2:10:27.920]  How noncitizens decrease Republican chances of winning the White House next year.
[2:10:27.920 --> 2:10:31.920]  So that's October 3rd.
[2:10:31.920 --> 2:10:32.920]  Okay, so that's what they do.
[2:10:32.920 --> 2:10:34.920]  That's what they admit.
[2:10:34.920 --> 2:10:36.920]  All of this is going on.
[2:10:36.920 --> 2:10:39.920]  Democrats are trying to pass laws so illegals can vote.
[2:10:39.920 --> 2:10:40.920]  They catch them.
[2:10:40.920 --> 2:10:41.920]  They catch them.
[2:10:41.920 --> 2:10:52.920]  But two to one, they catch just Democrats that are citizens with a list the Democrats give them of people that are dead but are on the voting rolls and then they go vote.
[2:10:52.920 --> 2:10:55.920]  I mean, the Mexican government said go vote in America.
[2:10:55.920 --> 2:10:57.920]  Everybody admits it's going on.
[2:10:57.920 --> 2:11:00.920]  But oh, Don Lemon and another arrogant New York Times guy.
[2:11:00.920 --> 2:11:02.920]  Oh, tell us about WMD's in Iraq.
[2:11:02.920 --> 2:11:04.920]  Tell us about Yellow Cake.
[2:11:04.920 --> 2:11:08.920]  Tell us about how Trump was never against the war when we've got six clips of him against the war.
[2:11:08.920 --> 2:11:12.920]  You're a pack of liars owned by a Mexican kingpin New York Times.
[2:11:12.920 --> 2:11:14.920]  Seeing in, you're about to be sold off.
[2:11:14.920 --> 2:11:16.920]  You have a couple hundred thousand viewers an hour.
[2:11:16.920 --> 2:11:19.920]  We have hundreds of thousands of viewers every 15 minutes.
[2:11:19.920 --> 2:11:22.920]  You know what the show has every 15 minutes now just on pressure radio?
[2:11:22.920 --> 2:11:24.920]  Half a million.
[2:11:24.920 --> 2:11:25.920]  Half a million.
[2:11:25.920 --> 2:11:26.920]  That's on rated stations.
[2:11:26.920 --> 2:11:28.920]  Not all our stations even subscribe to it.
[2:11:28.920 --> 2:11:32.920]  We have half a million every 15 minutes.
[2:11:32.920 --> 2:11:35.920]  The average bedtime is 23 minutes.
[2:11:35.920 --> 2:11:36.920]  You add it all up together.
[2:11:36.920 --> 2:11:39.920]  We have like four million listeners a day on terrestrial radio.
[2:11:39.920 --> 2:11:41.920]  You're a joke.
[2:11:41.920 --> 2:11:42.920]  You're a fraud.
[2:11:42.920 --> 2:11:43.920]  You're a scam.
[2:11:43.920 --> 2:11:44.920]  You're fake.
[2:11:44.920 --> 2:11:46.920]  Don't call us fake.
[2:11:46.920 --> 2:11:50.920]  You hope the communist Chinese bail out Hollywood in the MSM.
[2:11:50.920 --> 2:11:57.920]  And then they're so arrogant the Chinese order it to be the Chinese save America from Trump with Michael Bay directing it.
[2:11:57.920 --> 2:11:58.920]  Is that a joke?
[2:11:58.920 --> 2:12:00.920]  Please go ahead and put that in theaters.
[2:12:00.920 --> 2:12:03.920]  You're a laughing stock.
[2:12:03.920 --> 2:12:05.920]  I appreciate that holding.
[2:12:05.920 --> 2:12:06.920]  I got behind here.
[2:12:06.920 --> 2:12:07.920]  He's just gotten on the line.
[2:12:07.920 --> 2:12:11.920]  I'm going to hurry these calls because you've been holding for over an hour and then we're going to go to our guests.
[2:12:11.920 --> 2:12:15.920]  But here's the clip of Don Lemon that I just mentioned who thinks you're the biggest idiot in the galaxy.
[2:12:15.920 --> 2:12:17.920]  No, there's no illegals voting.
[2:12:17.920 --> 2:12:18.920]  Oh, no.
[2:12:18.920 --> 2:12:20.920]  Hillary didn't steal five states according to top experts.
[2:12:20.920 --> 2:12:23.920]  They didn't break into six states computers and get caught.
[2:12:23.920 --> 2:12:24.920]  You got caught.
[2:12:24.920 --> 2:12:26.920]  You got caught.
[2:12:26.920 --> 2:12:29.920]  There's a global realignment against world government.
[2:12:29.920 --> 2:12:32.920]  Nationalism is exploding something that predicted years ago.
[2:12:32.920 --> 2:12:33.920]  Here it is.
[2:12:33.920 --> 2:12:38.920]  I mean, I got, I think that in journalism, our role is not to be stenographers.
[2:12:38.920 --> 2:12:40.920]  Our role is to be watchdogs.
[2:12:40.920 --> 2:12:43.920]  And we have to provide that kind of accountability.
[2:12:43.920 --> 2:12:49.920]  And I think when a president or anybody else says something that is verifiably empirically false,
[2:12:49.920 --> 2:12:51.920]  then one has to call him out on it.
[2:12:51.920 --> 2:12:53.920]  Yeah.
[2:12:53.920 --> 2:12:54.920]  Here's another clip.
[2:12:54.920 --> 2:12:55.920]  Here's another clip.
[2:12:55.920 --> 2:13:00.920]  It's tough to call the president of the United States a liar because you want to respect the office.
[2:13:00.920 --> 2:13:08.920]  But I think it does a disservice to the American people and even to the president and even to, you know, journalists.
[2:13:08.920 --> 2:13:09.920]  Not to call.
[2:13:09.920 --> 2:13:10.920]  Call it what it is.
[2:13:10.920 --> 2:13:12.920]  And it is a lie.
[2:13:12.920 --> 2:13:20.920]  No, CNN and MSNBC and PBS and BBC showing the crowd gates being open,
[2:13:20.920 --> 2:13:26.920]  showing them pool for five minutes, then cutting when they left and saying that it never filled up when we have megapixels.
[2:13:26.920 --> 2:13:31.920]  So good or gigapixels, whatever those are called, that you can catch me in the crowd.
[2:13:31.920 --> 2:13:33.920]  People found that and everybody else.
[2:13:33.920 --> 2:13:35.920]  It was the biggest crowd ever.
[2:13:35.920 --> 2:13:38.920]  But no, he also threw Martin Luther King's bust out the window.
[2:13:38.920 --> 2:13:40.920]  You're the liar, Don Lemon.
[2:13:40.920 --> 2:13:43.920]  You're the fraud, bro.
[2:13:43.920 --> 2:13:45.920]  You're the fraud.
[2:13:45.920 --> 2:13:48.920]  Yeah, let's back it up and let's go back over a mile.
[2:13:48.920 --> 2:13:52.920]  And again, they had to fence it off because people were trying to get in and attack people.
[2:13:52.920 --> 2:13:54.920]  It goes on for miles and miles.
[2:13:54.920 --> 2:13:58.920]  And then we have photos behind the monument of the huge mass of crowds.
[2:13:58.920 --> 2:13:59.920]  What should I show you again?
[2:13:59.920 --> 2:14:04.920]  CNN, BBC showing it with no one there.
[2:14:04.920 --> 2:14:06.920]  Showing it at 822.
[2:14:06.920 --> 2:14:07.920]  I keep saying 830.
[2:14:07.920 --> 2:14:09.920]  822 in the morning, they opened the gates at 820.
[2:14:09.920 --> 2:14:11.920]  Two minutes in, people pour in.
[2:14:11.920 --> 2:14:13.920]  They go, oh, that's how it ended.
[2:14:13.920 --> 2:14:15.920]  That was the crowd for Trump.
[2:14:15.920 --> 2:14:18.920]  Good Lord.
[2:14:18.920 --> 2:14:20.920]  That's taken from the Washington Monument.
[2:14:20.920 --> 2:14:23.920]  We have the photos of it back to the monument and passed it.
[2:14:23.920 --> 2:14:24.920]  But still, they went on air.
[2:14:24.920 --> 2:14:28.920]  I saw CNN Tuesday night and said Trump was caught in another lie
[2:14:28.920 --> 2:14:31.920]  and that there was not a crowd and he should quit bitching.
[2:14:31.920 --> 2:14:34.920]  I'm going to ask Mr. Dent what he thinks is going on here
[2:14:34.920 --> 2:14:36.920]  because this is insane.
[2:14:36.920 --> 2:14:40.920]  It's almost like there's a plan of self-immolation from these people.
[2:14:40.920 --> 2:14:42.920]  Okay, let's go to these calls and I go to my guest.
[2:14:42.920 --> 2:14:47.920]  Let's talk to somebody hung up at the top in there for an hour.
[2:14:47.920 --> 2:14:50.920]  Let's see who's up next here.
[2:14:50.920 --> 2:14:53.920]  Let's talk to Cindy in Pennsylvania on the air.
[2:14:53.920 --> 2:14:55.920]  Go ahead.
[2:14:55.920 --> 2:14:57.920]  Hi, Alex.
[2:14:57.920 --> 2:15:00.920]  I want to thank you for encouraging us to get out there
[2:15:00.920 --> 2:15:03.920]  each and every one of us and do our own thing
[2:15:03.920 --> 2:15:06.920]  to fight this war against Ingsock.
[2:15:06.920 --> 2:15:11.920]  I write now on a site called allpoetry.com
[2:15:11.920 --> 2:15:14.920]  under the pen name Casparitis.
[2:15:14.920 --> 2:15:15.920]  Doing very well.
[2:15:15.920 --> 2:15:20.920]  I'm a patriotic poet and a lot of it comes from your shows.
[2:15:20.920 --> 2:15:22.920]  I've written about Trump, Hillary,
[2:15:22.920 --> 2:15:25.920]  and the hardest one I'm having trouble writing about is you.
[2:15:25.920 --> 2:15:27.920]  You're very hard to write about.
[2:15:27.920 --> 2:15:31.920]  But I'd like you to check that out at allpoetry.com.
[2:15:31.920 --> 2:15:32.920]  Beautiful. Everybody.
[2:15:32.920 --> 2:15:34.920]  The way to count them is put out art, put out love,
[2:15:34.920 --> 2:15:36.920]  put out true renaissance.
[2:15:36.920 --> 2:15:38.920]  That will defeat these people.
[2:15:38.920 --> 2:15:42.920]  And I would love to see President Trump
[2:15:42.920 --> 2:15:46.920]  get these Islamberg training camps out of here.
[2:15:46.920 --> 2:15:48.920]  Oh, yeah, they allow Muslim training camps.
[2:15:48.920 --> 2:15:49.920]  I've been to them.
[2:15:49.920 --> 2:15:50.920]  Our reporters have been to them.
[2:15:50.920 --> 2:15:51.920]  It's incredible. God bless you, ma'am.
[2:15:51.920 --> 2:15:52.920]  I appreciate your call.
[2:15:52.920 --> 2:15:53.920]  I got to move quick.
[2:15:53.920 --> 2:15:54.920]  Get to our guests in just a few minutes.
[2:15:54.920 --> 2:15:56.920]  Let's go ahead and talk to Kevin in Florida.
[2:15:56.920 --> 2:15:57.920]  You're on the air.
[2:15:57.920 --> 2:15:59.920]  Go ahead.
[2:15:59.920 --> 2:16:00.920]  Thank you, Alex.
[2:16:00.920 --> 2:16:01.920]  Just a quick point.
[2:16:01.920 --> 2:16:03.920]  Number one, I loved your transformers voice.
[2:16:03.920 --> 2:16:05.920]  It was amazing earlier.
