[00:00.000 --> 00:07.000]  Mainstream media, government cover-ups. You want answers? Well, so does he.
[01:57:31.000 --> 01:57:32.000]  Can you hear me?
[01:57:32.000 --> 01:57:33.000]  We're having a little bit of phone trouble.
[01:57:33.000 --> 01:57:35.000]  Yeah, I can hear you.
[01:57:35.000 --> 01:57:36.000]  Can you hear me?
[01:57:36.000 --> 01:57:37.000]  Sir, I can hear you.
[01:57:37.000 --> 01:57:38.000]  Okay.
[01:57:38.000 --> 01:57:43.000]  I was calling about the Common Core plan.
[01:57:43.000 --> 01:57:47.000]  Yeah, the whole agenda 21, you notice there's 21 goals.
[01:57:47.000 --> 01:57:53.000]  And he was in MI6 and exposed it more than 20 years ago because he thought it was such a horrible plan.
[01:57:53.000 --> 01:57:55.000]  And so what's your question for Professor Griff?
[01:57:55.000 --> 01:57:58.000]  He's listening to his radio.
[01:57:58.000 --> 01:57:59.000]  That's the problem.
[01:57:59.000 --> 01:58:08.000]  Listen, callers, you've got, and everybody knows this in talk radio, to not go on speaker phones and to not turn up your radio and sit there and listen to yourself.
[01:58:08.000 --> 01:58:11.000]  And at some days, the callers are the best.
[01:58:11.000 --> 01:58:13.000]  And other days, they are just all over the map.
[01:58:13.000 --> 01:58:17.000]  We're going to crowd at 800-259-9231.
[01:58:17.000 --> 01:58:22.000]  Professor Griff is taking time out of his busy schedule, touring, giving speeches.
[01:58:22.000 --> 01:58:23.000]  Come on here to answer your questions.
[01:58:23.000 --> 01:58:27.000]  So we're going to come back and we're going to hear your questions for him.
[01:58:27.000 --> 01:58:28.000]  He's going to answer.
[01:58:28.000 --> 01:58:31.000]  800-259-9231.
[01:58:31.000 --> 01:58:32.000]  Hour number three.
[01:58:32.000 --> 01:58:35.000]  Straight ahead.
[01:58:35.000 --> 01:58:39.000]  You are listening to GCN.
[01:58:39.000 --> 01:58:45.000]  Visit GCNlive.com today.
[01:59:09.000 --> 01:59:15.000]  That have helped me lose 37 pounds in just two months.
[01:59:15.000 --> 01:59:19.000]  Products like Beyond Tangy Tangerine, Holland Burst and Rebound.
[01:59:19.000 --> 01:59:26.000]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:59:26.000 --> 01:59:27.000]  Now that's results.
[01:59:27.000 --> 01:59:34.000]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products.
[01:59:34.000 --> 01:59:40.000]  And you will see the changes in the way you look, feel and in your appetite almost immediately.
[01:59:40.000 --> 01:59:42.000]  Start your journey to health and wellness today.
[01:59:42.000 --> 01:59:48.000]  InfoWarsTeam.com.
[01:59:48.000 --> 01:59:50.000]  Waging war on corruption.
[01:59:50.000 --> 01:59:55.000]  Alex Jones on the GCN Radio Network.
[01:59:55.000 --> 02:00:04.000]  Big brother, mainstream media, government cover-ups.
[02:00:04.000 --> 02:00:06.000]  You want answers?
[02:00:06.000 --> 02:00:08.000]  Well, so does he.
[02:00:08.000 --> 02:00:12.000]  He's Alex Jones on the GCN Radio Network.
[02:00:12.000 --> 02:00:23.000]  And now, live from Austin, Texas, Alex Jones.
[02:00:23.000 --> 02:00:29.000]  Professor Griff is our guest, one of the founders of one of the top hip-hop rap groups ever public enemy.
[02:00:29.000 --> 02:00:31.000]  Pgriff.info is the website.
[02:00:31.000 --> 02:00:33.000]  We're going to your phone calls right now.
[02:00:33.000 --> 02:00:36.000]  And I wasn't trying to chastise the last caller, but I mean, you can hear the radio in the background.
[02:00:36.000 --> 02:00:38.000]  It's like, you know, we want to hear you.
[02:00:38.000 --> 02:00:41.000]  And it's just I've been doing rock radio almost 18 years.
[02:00:41.000 --> 02:00:42.000]  Drives me crazy.
[02:00:42.000 --> 02:00:46.000]  Let's talk to Michael Paul in Nebraska.
[02:00:46.000 --> 02:00:48.000]  You're on the air with Professor Griff.
[02:00:48.000 --> 02:00:48.000]  Go ahead.
[02:00:48.000 --> 02:00:50.000]  What's your question?
[02:00:50.000 --> 02:00:53.000]  I guess my question was about solutions.
[02:00:53.000 --> 02:00:59.000]  What do you think we could do to, you know, try and remedy this as quickly as possible?
[02:00:59.000 --> 02:01:04.000]  As quick as possible, I think it starts right here on the Alex Jones Show with dialogue.
[02:01:04.000 --> 02:01:06.000]  And this is what I said the last time.
[02:01:06.000 --> 02:01:10.000]  Is it not worth it to the gentlemen in this medium?
[02:01:10.000 --> 02:01:12.000]  You and I would try, but we don't operate in the same circle.
[02:01:12.000 --> 02:01:19.000]  You and I would never have this dialogue simply because the plan and the agenda is working
[02:01:19.000 --> 02:01:21.000]  and it's being carried out.
[02:01:21.000 --> 02:01:24.000]  It's designed for you and I to be at odds with one another.
[02:01:24.000 --> 02:01:28.000]  Oh, they admit with Google now it makes you go to your little group.
[02:01:28.000 --> 02:01:33.000]  We can dialogue now and we can come up with strategies and solutions.
[02:01:33.000 --> 02:01:35.000]  But can I tell you something, sir?
[02:01:35.000 --> 02:01:36.000]  Yes, go ahead, sir.
[02:01:36.000 --> 02:01:40.000]  I would never get the plan over an open line like this.
[02:01:40.000 --> 02:01:46.000]  We have to sit in closed meetings, study groups to counter to come up with a plan to counter
[02:01:46.000 --> 02:01:51.000]  at the madness simply because we don't know who's listening to the Alex Jones Show.
[02:01:51.000 --> 02:01:55.000]  And I want to say to the government agents that are out there, thank you all for tuning in.
[02:01:55.000 --> 02:01:58.000]  Also, we appreciate you all for that.
[02:01:58.000 --> 02:02:01.000]  Well, listen, we talked about that off air and, sir, a great question.
[02:02:01.000 --> 02:02:03.000]  Do you have any other questions?
[02:02:03.000 --> 02:02:04.000]  No, sir.
[02:02:04.000 --> 02:02:05.000]  God bless you.
[02:02:05.000 --> 02:02:07.000]  You know, people ask me, what is your solution?
[02:02:07.000 --> 02:02:09.000]  And I give out a lot of individual solutions.
[02:02:09.000 --> 02:02:14.000]  But number one, wake up, you know, snap your fingers, get out of the trance, look around you.
[02:02:14.000 --> 02:02:15.000]  Don't believe us.
[02:02:15.000 --> 02:02:18.000]  People say, I trust this person or I trust that person.
[02:02:18.000 --> 02:02:19.000]  Don't trust anybody.
[02:02:19.000 --> 02:02:23.000]  Verify, learn, see who you can really trust.
[02:02:23.000 --> 02:02:28.000]  It's not who's the fanciest or somebody says this guy's a bad guy and then there's no proof.
[02:02:28.000 --> 02:02:31.000]  That's all Cass Sunstein cognitive infiltration.
[02:02:31.000 --> 02:02:37.000]  We've got to come together and realize there's no future if we don't.
[02:02:37.000 --> 02:02:39.000]  Professor Griff, sure, go ahead.
[02:02:39.000 --> 02:02:41.000]  No, that wasn't me.
[02:02:41.000 --> 02:02:43.000]  I think the caller didn't get hung up on when I said thanks for the call.
[02:02:43.000 --> 02:02:44.000]  They just hung up.
[02:02:44.000 --> 02:02:48.000]  Yeah, but I think we need to recognize the fact that it's about the human family.
[02:02:48.000 --> 02:02:52.000]  And as they said in the movie New Jack City, we always die.
[02:02:52.000 --> 02:02:56.000]  So I think it's the us against them kind of thing.
[02:02:56.000 --> 02:02:59.000]  And this has nothing to do with your complexion.
[02:02:59.000 --> 02:03:02.000]  We need to understand that they're coming after us all.
[02:03:02.000 --> 02:03:10.000]  They are rolling out with a technocracy on record to replace us with machines saying they're going to kill all of us.
[02:03:10.000 --> 02:03:12.000]  And that's the big issue.
[02:03:12.000 --> 02:03:14.000]  That should be the big enemy.
[02:03:14.000 --> 02:03:19.000]  In fact, maybe the flag should be black people, white people, brown people, red people, whatever.
[02:03:19.000 --> 02:03:27.000]  Like with clubs beating a robot into pieces, like all of us in a circle beating the robot and the all seeing eye into pieces.
[02:03:27.000 --> 02:03:29.000]  And it's not that the robot itself is bad.
[02:03:29.000 --> 02:03:32.000]  That's going to be its tool because it'll follow orders.
[02:03:32.000 --> 02:03:35.000]  Right.
[02:03:35.000 --> 02:03:41.000]  I mean, isn't that the unifying thing right there, Professor Griff, is to realize that, as you said?
[02:03:41.000 --> 02:03:42.000]  Right.
[02:03:42.000 --> 02:03:44.000]  But that's what they're afraid of.
[02:03:44.000 --> 02:03:53.000]  So the plan is to create these false flags and false fronts to keep us at odds with one another.
[02:03:53.000 --> 02:03:55.000]  And we have to understand that.
[02:03:55.000 --> 02:03:56.000]  I spoke.
[02:03:56.000 --> 02:04:00.000]  I spoke in my book, The Acapella Revolution, about the vote scam.
[02:04:00.000 --> 02:04:07.000]  Did I not catch hell because black people feel that, okay, well, we fought and bled and died to have the right to vote.
[02:04:07.000 --> 02:04:12.000]  But that doesn't necessarily mean the vote is going to work for you.
[02:04:12.000 --> 02:04:14.000]  We need to understand something.
[02:04:14.000 --> 02:04:25.000]  These people control both parties until there's a third party and until we just kind of overhaul the government, just kind of get rid of it and start over again.
[02:04:25.000 --> 02:04:28.000]  It's not going to work for any of us because they control it.
[02:04:28.000 --> 02:04:29.000]  Sure.
[02:04:29.000 --> 02:04:31.000]  I mean, people ask for solutions.
[02:04:31.000 --> 02:04:36.000]  Solutions are getting awake, having dialog, communicating with people, getting out of your comfort zone.
[02:04:36.000 --> 02:04:40.000]  They want you in a house watching television, not even talking to your neighbors.
[02:04:40.000 --> 02:04:42.000]  You want to take the New World Order? Go ride a bike.
[02:04:42.000 --> 02:04:43.000]  You want to take the New World Order?
[02:04:43.000 --> 02:04:46.000]  Walk over to people that are different from you at a gas station.
[02:04:46.000 --> 02:04:47.000]  Start warning them.
[02:04:47.000 --> 02:04:48.000]  I do that everywhere I go.
[02:04:48.000 --> 02:04:50.000]  My kids are like, oh, dad, not again.
[02:04:50.000 --> 02:04:51.000]  I don't care.
[02:04:51.000 --> 02:04:52.000]  I go up and I warn everybody.
[02:04:52.000 --> 02:04:56.000]  We'll be right back.
[02:04:56.000 --> 02:05:02.000]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[02:05:02.000 --> 02:05:09.000]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[02:05:09.000 --> 02:05:14.000]  Our most popular silver-based products are the 32-ounce nano silver solutions,
[02:05:14.000 --> 02:05:20.000]  our 2-ounce nano silver nasal applicators, as well as our all-natural silver soaps.
[02:05:20.000 --> 02:05:24.000]  Just released is our 100% natural silver gel.
[02:05:24.000 --> 02:05:31.000]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[02:05:31.000 --> 02:05:37.000]  But rather, we have formulated our silver gel using the natural skin-nourishing chemistry of aloe vera
[02:05:37.000 --> 02:05:42.000]  to quickly penetrate and nourish the skin while delivering the silver more effectively.
[02:05:42.000 --> 02:05:51.000]  Visit www.silverlungs.com and click on our store page to find what silver-based products are best for you.
[02:05:51.000 --> 02:05:55.000]  That's www.silverlungs.com.
[02:05:55.000 --> 02:05:59.000]  If you're listening, you know your basic freedoms are being threatened every day.
[02:05:59.000 --> 02:06:02.000]  If you're listening, you know the economy is not getting better.
[02:06:02.000 --> 02:06:05.000]  You know gas and food prices are skyrocketing.
[02:06:05.000 --> 02:06:07.000]  Now is the time to get prepared.
[02:06:07.000 --> 02:06:10.000]  For years, we've told you about our friends at e Foods Direct.
[02:06:10.000 --> 02:06:13.000]  They have the best tasting, long-term, storable food on the planet.
[02:06:13.000 --> 02:06:18.000]  This food will taste just as great 25 years from now as it does tonight.
[02:06:18.000 --> 02:06:23.000]  A long-term food supply allows you to freeze the cost and the availability of the one thing you need most.
[02:06:23.000 --> 02:06:27.000]  Be prepared and get your supply from e Foods Direct.
[02:06:27.000 --> 02:06:33.000]  Right now is the best time to stock up and save hundreds of dollars with free shipping on all food supplies.
