[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[02:45:55.620 --> 02:45:59.860]  play with your friends now doing this because if you want to go to paintball uh you want to go
[02:45:59.860 --> 02:46:05.220]  hiking want to go camping with your friends try to get your friends out of this son i said but you
[02:46:05.220 --> 02:46:13.140]  know what i'll get you a battlefront and uh if you really want to play we play but i said we're
[02:46:13.140 --> 02:46:17.620]  really going to get it so we can play it and do a report on it and then maybe you can start playing
[02:46:17.620 --> 02:46:21.940]  games and do some good while you're at it and shoot videos for youtube talking about the propaganda
[02:46:21.940 --> 02:46:25.700]  of different games he said that's a great idea i said yeah that's what i want you to do so let's
[02:46:25.700 --> 02:46:32.180]  take that and let's do something good with it it's not bad to play these games but you need to
[02:46:32.180 --> 02:46:36.100]  understand if you're doing it more than an hour a day or so it's mental illness and it destroys your
[02:46:36.100 --> 02:46:40.820]  mind it destroys your neural connections that's a fact now i know i'm pontificating and ranting it's just
[02:46:44.100 --> 02:46:49.860]  the modern stolons the modern mouths the modern hitlers are billa melinda gates
[02:46:50.500 --> 02:46:53.700]  are warren buffett i mean they have it out for us they think they're better than us
[02:46:54.340 --> 02:46:58.900]  and i hate watching a con game i hate watching somebody get swindled by their money i've been
[02:46:58.900 --> 02:47:05.300]  in a parking lot multiple times i could it's almost happened to me in college but then somebody warned
[02:47:05.300 --> 02:47:09.700]  me in a parking lot i'm in college these guys went they go man we got to sell some theater
[02:47:09.700 --> 02:47:13.620]  speakers they're like a thousand dollars but these people didn't take the delivery and they're only
[02:47:13.620 --> 02:47:20.980]  200 bucks they're really nice big speakers and a guy walks up in a plumber outfit he goes bro don't
[02:47:20.980 --> 02:47:25.540]  listen to these scammers those are like hundred dollar speakers they're total paper crap this is
[02:47:25.540 --> 02:47:29.780]  a scam they run it all day and the guys are like a few man this is a good deal i was like no no thank
[02:47:29.780 --> 02:47:35.540]  you and then later i learned that was a scam i've had them come to my door with that scam and i'll go
[02:47:35.540 --> 02:47:39.780]  no i know they're cheap speakers and then they flipped it or you're saying i'm lying it's always
[02:47:39.780 --> 02:47:44.260]  criminal types they could be black they could be white whatever it's criminals it's always like
[02:47:44.260 --> 02:47:48.820]  xcon types kind of big guys and one time the guy put his hand on the door and i opened it up and i
[02:47:48.820 --> 02:47:54.260]  said man do that one more time and i'm gonna really have to do something to you i'm not warning you
[02:47:54.260 --> 02:47:57.940]  one more time and i'm trying to say i'm this tough guy it's just these this is what these scammers do
[02:47:58.900 --> 02:48:03.940]  and those people when i've seen them in parking lots mainly with a woman it's like at least three
[02:48:03.940 --> 02:48:08.180]  times i can remember i'm in a parking lot and i see them standing there at the back of a lady's car
[02:48:08.180 --> 02:48:12.180]  there's a van they're like just get the speakers they're really good you're subtle of them and you
[02:48:12.180 --> 02:48:16.820]  know a lot of people just ignore that keep on moving i know they're gonna bow up i go ma'am this
[02:48:16.820 --> 02:48:22.100]  is a well-known scam and they're just trying to pressure sell you something with a great deal those
[02:48:22.100 --> 02:48:29.620]  speakers aren't worth $50 mind your own business mind your own business and they'll and i mean i
[02:48:29.620 --> 02:48:33.540]  had to say listen now i don't bow up or sound in a fight i'm i go i'm about to call the police
[02:48:33.540 --> 02:48:37.860]  right now if you threaten me one more time but before they get here you do something go ahead
[02:48:38.420 --> 02:48:42.580]  and then i'm not looking for trouble i don't want to get in a fight with 250 pound cons
[02:48:43.300 --> 02:48:46.500]  but you know what my soul won't let me roll over to them you understand that
[02:48:47.300 --> 02:48:50.900]  and that's what this comes down to i'm in the fight i know we can win i know we can take
[02:48:50.900 --> 02:48:55.220]  them down but can you imagine how angry i get at bill bill malin the gates and warren buffett who
[02:48:55.220 --> 02:49:01.300]  are hardcore mafia i mean warren buffett is one of the biggest narcotics traitors in the world his
[02:49:01.300 --> 02:49:05.540]  banks launder hundreds of billions of money on record look it up and they even got caught running
[02:49:05.540 --> 02:49:10.980]  the aircraft that ship the drugs but he's a little non-threatening little man i'm warren buffett you
[02:49:10.980 --> 02:49:18.660]  think he likes me on air attacking him i have to stand up against him i gotta do it because
[02:49:18.660 --> 02:49:25.380]  there's nowhere to run folks as they keep winning these are diabolical people diabolical and i see
[02:49:25.380 --> 02:49:31.380]  right through them pray for us please i'm gonna come back take two segments of calls steven and
[02:49:33.060 --> 02:49:37.540]  steven and john and phil and others i'm gonna briefly just plug for one minute this hour
[02:49:37.540 --> 02:49:42.980]  we got a lot of great products at info or store.com hillary for president we've got a lot of other
[02:49:42.980 --> 02:49:47.540]  great pro gun t-shirts your purchase supports the broadcast with 25 off until wednesday i'm
[02:49:47.540 --> 02:49:51.780]  extending it two days two and a half days on the liver shield and the oxy powder it's an incredible
[02:49:51.780 --> 02:49:56.420]  deal survival shield nasa nine on x2 10 off and free shipping on the storeable food from
[02:49:56.420 --> 02:50:01.460]  info or select.com or info or store.com the best deal the freshest just it really is an amazing
[02:50:01.460 --> 02:50:06.660]  deal it will end wednesday and we've also got the alexa pure incredible water filtration systems
[02:50:06.660 --> 02:50:12.660]  next level and all the other great systems as well free shipping 10 off we've got the pro pure
[02:50:12.660 --> 02:50:18.340]  g2 we've also got the new survival spring it's like the lofts life straw but i think even better and
[02:50:18.340 --> 02:50:24.660]  we sell both they're all excellent info wars life.com do your own research info wars life.com
[02:50:25.940 --> 02:50:29.860]  you get all the nutraceuticals info wars store.com is the umbrella site the pro pure
[02:50:29.860 --> 02:50:35.220]  pitcher for 50 something bucks or 60 for the bigger one it's probably the best deal on there
[02:50:35.220 --> 02:50:41.380]  absolutely amazing system as well we only carry the best info wars life.com info wars store.com
[02:50:41.380 --> 02:50:48.100]  8882533139 and finally i'm aggressive and it comes off as arrogant sometimes because
[02:50:48.100 --> 02:50:53.060]  my physiology i'm smart i know i'm risking my life every day i know it's getting more serious
[02:50:53.060 --> 02:50:57.540]  and it's actually animating it's good to stand up for these people it's good to not be a coward
[02:50:57.540 --> 02:51:04.020]  i'm on fire we use mobile devices right against our bodies every day but growing scientific
[02:51:04.020 --> 02:51:08.420]  evidence has emerged showing serious health risks associated with exposure to emf radiation
[02:51:08.420 --> 02:51:12.500]  emitted from these devices the solution is defender shield the most effective mobile
[02:51:12.500 --> 02:51:17.220]  radiation shielding ever developed defender shield blocks virtually 100 of emf radiation
[02:51:17.220 --> 02:51:23.300]  from cell phones tablets and laptops and starts at just 6499 buy now at defender shield.com for 10
[02:51:23.300 --> 02:51:28.980]  percent off use promo code GCN defender shield.com the worldwide leader in mobile radiation shielding
[02:51:29.860 --> 02:51:34.180]  in recent years we have witnessed the most catastrophic disasters in history
[02:51:34.180 --> 02:51:40.020]  earthquakes hurricanes tornadoes typhoons and more legacy premium food storage will prepare you
[02:51:40.660 --> 02:51:46.500]  our great tasting non-gmo quality food products have a 25 year shelf life are the most affordable
[02:51:46.500 --> 02:51:51.620]  on the market and are american made they're perfect for hiking camping and road trips too
[02:51:52.260 --> 02:51:58.820]  be prepared with the best go to survivalfoodalliance.com that's survivalfoodalliance.com
