[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[02:28:17.380 --> 02:28:21.380]  And all along the way, she had co-pays and deductibles and co-insurance and co-pays.
[02:28:21.380 --> 02:28:25.380]  So when you looked at the dollars and cents, we're much better.
[02:28:25.380 --> 02:28:27.380]  And when you look at the medical freedom, we're much better.
[02:28:27.380 --> 02:28:32.380]  And when you look from the patriot angle, can we save our nation by pulling back on this Marxist model
[02:28:32.380 --> 02:28:36.380]  for our health industry? Yes, everyone listening can do this.
[02:28:36.380 --> 02:28:42.380]  Well, let me just tell you, I'm not really the boss around here. I might be the interim boss for today.
[02:28:42.380 --> 02:28:47.380]  Alex might be interested. The problem is, with all the lawsuits and stuff,
[02:28:47.380 --> 02:28:54.380]  I can't even go into the bank account to put gas in the tank without getting like five levels of clearance.
[02:28:54.380 --> 02:28:56.380]  But let's continue this conversation on the other side.
[02:28:58.380 --> 02:29:04.380]  Ladies and gentlemen, we have a new toothpaste that my dad, a retired dentist and oral surgeon, developed.
[02:29:05.380 --> 02:29:09.380]  Dr. Jones' natural is turmeric toothpaste that just came into stock.
[02:29:09.380 --> 02:29:12.380]  And I got to tell you, I got samples of this months ago and it is amazing.
[02:29:12.380 --> 02:29:16.380]  The way it makes your gums feel, what it does to your mouth, is insane.
[02:29:16.380 --> 02:29:21.380]  We know turmeric is an antioxidant and anti-inflammatory and does such great things to the body.
[02:29:21.380 --> 02:29:24.380]  Then you add that with tea tree oil and a bunch of other essential oils.
[02:29:24.380 --> 02:29:30.380]  It is just dynamite. It is so good to detox and attack inflammation in your mouth.
[02:29:30.380 --> 02:29:34.380]  I want to challenge everybody to try the new toothpaste at mfullwarestore.com.
[02:29:34.380 --> 02:29:37.380]  Dr. Jones' natural is turmeric toothpaste.
[02:29:37.380 --> 02:29:40.380]  And while you're at it, check out the new ashwagandha line of products.
[02:29:40.380 --> 02:29:45.380]  We have ashwagandha with black pepper extract for your libido, your testosterone in pill form.
[02:29:45.380 --> 02:29:51.380]  And we have the pure ashwagandha root gummies as well, now available at mfullwarestore.com.
[02:29:51.380 --> 02:29:56.380]  They're amazing products and they fund the mfullware. Take action now at mfullwarestore.com.
[02:30:00.380 --> 02:30:06.380]  It's hard to believe that we're already going into March 2023 and the world is an insane place.
[02:30:06.380 --> 02:30:10.380]  World War III has already started. Biden is a puppet and he's dissolving our borders.
[02:30:10.380 --> 02:30:13.380]  There's mass censorship. James O'Keefe has been removed from Project Veritas.
[02:30:13.380 --> 02:30:16.380]  The list goes on and on of the bad things that are happening.
[02:30:16.380 --> 02:30:20.380]  But the good things that are happening is humanity is really accelerating its awakening.
[02:30:20.380 --> 02:30:24.380]  But those of us on the forefront are under more attack by the establishment than ever.
[02:30:24.380 --> 02:30:29.380]  That's why I'm counting on you to spread the word about the broadcast, to pray for the broadcast,
[02:30:29.380 --> 02:30:33.380]  and to keep the broadcast on the air by getting great products at mfullwarestore.com.
[02:30:33.380 --> 02:30:37.380]  And whether it's a final signed copy, they're almost all sold out, with a great reset towards the world,
[02:30:37.380 --> 02:30:41.380]  or ultimate bone broth finally back in stock for over two years, it's all available at mfullwarestore.com.
[02:30:41.380 --> 02:30:46.380]  These are truly amazing products. So, get your mfullware products at mfullwarestore.com
[02:30:46.380 --> 02:30:49.380]  and enrich your life while keeping the broadcast on the air.
[02:30:49.380 --> 02:30:54.380]  It is your decision on whether or not we stay on air, so please take action now at mfullwarestore.com.
[02:30:55.380 --> 02:31:06.380]  I intend to take the Infowars armored truck out, or the Infowars tank as it's so lovingly called.
[02:31:06.380 --> 02:31:11.380]  You came through yesterday and shopped at Infowarsstore.com, so I'm going to be able to take the truck out.
[02:31:24.380 --> 02:31:29.380]  I hope you enjoyed this video, and I'll see you in the next one.
[02:31:54.380 --> 02:32:03.380]  I talk a lot about the great successes Infowars has had. I don't think anybody can deny it.
[02:32:03.380 --> 02:32:07.380]  And it is because of listeners and viewers supporting us.
[02:32:07.380 --> 02:32:12.380]  When we talk about the crew at Infowars, people behind the scenes, the researchers, the riders,
[02:32:12.380 --> 02:32:16.380]  they really have been the MVPs in this fight.
[02:32:16.380 --> 02:32:21.380]  And when you look at Harrison Smith and Owen Schroyer and the hard work they engage in every day,
[02:32:21.380 --> 02:32:25.380]  five, six, seven days a week, it's really just incredible.
[02:32:25.380 --> 02:32:29.380]  So for myself and the whole Infowars crew, I thank you for your past support.
[02:32:29.380 --> 02:32:35.380]  I want to encourage you now to realize that Infowars cannot stay on air if you do not support us.
[02:32:35.380 --> 02:32:38.380]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[02:32:38.380 --> 02:32:42.380]  But most viewers and listeners, never go to Infowarsstore.com,
[02:32:42.380 --> 02:32:45.380]  and you never buy great products that enrich and empower your life,
[02:32:45.380 --> 02:32:47.380]  while at the same time keeping us on air.
[02:32:47.380 --> 02:32:51.380]  I know that less than 1% of our listeners actually go buy products at Infowarsstore.com.
[02:32:51.380 --> 02:32:55.380]  If just 1% more of you took action and went to Infowarsstore.com,
[02:32:55.380 --> 02:32:58.380]  our funding problems will be over. Please take action now.
[02:32:58.380 --> 02:33:05.380]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:05.380 --> 02:33:25.380]  You've found it, the tip of the spear. It is the Alex Jones Show with Owen Troyer.
[02:33:25.380 --> 02:33:32.380]  Dr. Simone Gold is my guest, and this is such a perfect example of something
[02:33:32.380 --> 02:33:39.380]  I have been trying to explain to American communists, specifically people in my generation.
[02:33:39.380 --> 02:33:45.380]  I'm 33 years old that were sold these big lies about communism and how great it is,
[02:33:45.380 --> 02:33:49.380]  and I used to try to explain something to them, and now this really,
[02:33:49.380 --> 02:33:54.380]  Dr. Gold's healthcare solution is a perfect example.
[02:33:54.380 --> 02:33:57.380]  And what I would try to explain to the American communists my age
[02:33:57.380 --> 02:34:01.380]  is that they're not actually communists, that they're actually fascists and authoritarians.
[02:34:01.380 --> 02:34:06.380]  And they couldn't understand it, and I said, let me explain to you why you're not a real communist,
[02:34:06.380 --> 02:34:11.380]  because what you should be supporting if you're a communist is the free market.
[02:34:11.380 --> 02:34:16.380]  If you're an actual communist, you should be a free market communist,
[02:34:16.380 --> 02:34:20.380]  because in the free market, you can be whatever you want.
[02:34:20.380 --> 02:34:22.380]  You can be a communist if you want in the free market.
[02:34:22.380 --> 02:34:27.380]  You can, like for example, let's say I've got, this might be a bad example, but I'll just use it.
[02:34:27.380 --> 02:34:29.380]  People can relate sports analogies, and so I use them.
[02:34:29.380 --> 02:34:34.380]  Let's say I'm a big sports fan, and I've got 20 of my buddies that I went to college with,
[02:34:34.380 --> 02:34:37.380]  and we all love University of Texas football.
[02:34:37.380 --> 02:34:41.380]  We just love UT football so much, and we all went to the games in college,
[02:34:41.380 --> 02:34:45.380]  but we're not really sure who's going to be successful or poor,
[02:34:45.380 --> 02:34:47.380]  but we decide, you know what, between the 20 of us,
[02:34:47.380 --> 02:34:50.380]  we're going to make sure every year that we have these 20 season tickets,
[02:34:50.380 --> 02:34:55.380]  and we'll make sure that we group fund the costs for 20 season tickets a year,
[02:34:55.380 --> 02:34:58.380]  even if Ed over here might not be doing so well financially.
[02:34:58.380 --> 02:35:01.380]  Jim over here had a good year. He can front the cost of the tickets.
[02:35:01.380 --> 02:35:05.380]  That's free market capitalism. Again, that's a bland example.
[02:35:05.380 --> 02:35:08.380]  Dr. Simone's example is even a better example,
[02:35:08.380 --> 02:35:11.380]  but that's what I try to explain to communists, millennial communists,
[02:35:11.380 --> 02:35:14.380]  that they're not actual communists. They're fascists.
[02:35:14.380 --> 02:35:19.380]  If you want to be a communist in America, you need to support the free market,
[02:35:19.380 --> 02:35:21.380]  because you can actually be a communist.
[02:35:21.380 --> 02:35:25.380]  You need to be for less taxes. You need to be for no taxes, quite frankly,
[02:35:25.380 --> 02:35:28.380]  because that's the only way you'll actually have control over your funds
[02:35:28.380 --> 02:35:30.380]  and the commune that you decide.
[02:35:30.380 --> 02:35:34.380]  So you could say, hey, we're going to build our own little community.
[02:35:34.380 --> 02:35:36.380]  We're going to pool our money together,
[02:35:36.380 --> 02:35:38.380]  and whatever we want to do with this money,
[02:35:38.380 --> 02:35:41.380]  like some sort of a glorified HOA, if you will,
[02:35:41.380 --> 02:35:44.380]  which is, again, a form of fascism, not communism,
[02:35:44.380 --> 02:35:49.380]  but your website is the perfect solution. It's the perfect example.
[02:35:49.380 --> 02:35:53.380]  Why should we all be paying these expensive, exorbitant,
[02:35:53.380 --> 02:35:57.380]  most of the time useless health insurance costs
[02:35:57.380 --> 02:36:00.380]  when you could instead withdraw from that system
[02:36:00.380 --> 02:36:02.380]  and then have your own system?
[02:36:02.380 --> 02:36:04.380]  Again, I'm not promoting communism here.
[02:36:04.380 --> 02:36:07.380]  I'm just saying, if you're a communist in America,
[02:36:07.380 --> 02:36:09.380]  you ought to be supporting the free market,
[02:36:09.380 --> 02:36:14.380]  because that allows you the option to do stuff like what you're doing, Dr. Gold.
[02:36:14.380 --> 02:36:17.380]  Exactly. I'm kind of laughing. I think your analogies are exactly right.
[02:36:17.380 --> 02:36:20.380]  The one I was just thinking of is Apple products.
[02:36:20.380 --> 02:36:22.380]  Apple is like a closed system.
[02:36:22.380 --> 02:36:24.380]  So when you have a closed system, you have a lot of flexibility to do,
[02:36:24.380 --> 02:36:28.380]  so they get less viruses, and it's like a closed system.
[02:36:28.380 --> 02:36:30.380]  So they charge a lot, and they have a closed system.
[02:36:30.380 --> 02:36:32.380]  So what GoldCare did is we don't charge a lot,
[02:36:32.380 --> 02:36:34.380]  but it's kind of a closed system.
[02:36:34.380 --> 02:36:36.380]  We've walled out the government. We've walled out the insurance industry.
[02:36:36.380 --> 02:36:39.380]  So you get better price, better value, more freedom.
[02:36:39.380 --> 02:36:41.380]  You can do what you want from a healthcare perspective.
[02:36:41.380 --> 02:36:44.380]  We have a wellness bias, not an illness bias.
[02:36:44.380 --> 02:36:47.380]  So you have all of that great stuff, which you'd want, really,
[02:36:47.380 --> 02:36:49.380]  for any price, you'd want that.
