[00:00.000 --> 00:08.160]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[02:08:33.000 --> 02:08:43.000]  When he was just trying to quietly, legally work through the federal government and Congress to try to stop the illegal spying,
[02:08:43.000 --> 02:08:47.000]  they instead tried to throw him in prison for it and many others.
[02:08:47.000 --> 02:08:55.000]  It's a testament that we've still got some justice in the court systems, but not much, that he and others have escaped prison. Others haven't.
[02:08:55.000 --> 02:09:03.000]  They've been trying to put journalists in jail that talk to somebody at the Defense Department at a press conference about North Korea.
[02:09:03.000 --> 02:09:10.000]  And they say, well, we don't want you getting the opinion that we don't think or we do think they have nukes.
[02:09:10.000 --> 02:09:12.000]  We're going to arrest you.
[02:09:12.000 --> 02:09:18.000]  I mean, this is really a major power grab and who would want to do this to our country?
[02:09:18.000 --> 02:09:21.000]  Who would want to do this to our children?
[02:09:21.000 --> 02:09:25.000]  Who really wants to do this?
[02:09:25.000 --> 02:09:31.000]  They are using the NSA and other agencies to target the general public.
[02:09:31.000 --> 02:09:41.000]  It's a weird feeling when I went to cover Bilderberg and they had plain clothes marines threatening us, flipping us off, pulling dirty tricks on us.
[02:09:41.000 --> 02:09:45.000]  And it later came out and was confirmed that their diplomatic security corps was there.
[02:09:45.000 --> 02:09:47.000]  They saw us as the enemy.
[02:09:47.000 --> 02:10:01.000]  They had been trained, the marines, officers, officers all, some of them like 45 years old, to harass peaceful journalists that they knew were peaceful.
[02:10:01.000 --> 02:10:07.000]  This is the government we built and paid for being turned against us and the press is being persecuted.
[02:10:07.000 --> 02:10:10.000]  It's clear where this is going.
[02:10:10.000 --> 02:10:14.000]  We're not troublemakers up here just saying, oh, come on.
[02:10:14.000 --> 02:10:16.000]  It's all been proven.
[02:10:16.000 --> 02:10:20.000]  William Benning, before we take some final calls, what do you think hurts the NSA most?
[02:10:20.000 --> 02:10:29.000]  Because the fact that they lied and denied they were spying on citizens and non-terror-related cases and the fact that it's now come out.
[02:10:29.000 --> 02:10:34.000]  I mean, is that the biggest blow to the NSA and where do you think this fight's going?
[02:10:34.000 --> 02:10:41.000]  Actually, I don't think it's, in the long run, I don't think it's been a blow to them. I think they got it to the point where they simply don't care what the public thinks.
[02:10:41.000 --> 02:10:43.000]  It's the arrogance of power.
[02:10:43.000 --> 02:10:44.000]  Hubers.
[02:10:44.000 --> 02:10:47.000]  Yeah, and so I don't think they really care.
[02:10:47.000 --> 02:10:53.000]  I mean, the one thing that could really hurt them is cutting their financial money, cutting the budget that they have.
[02:10:53.000 --> 02:10:55.000]  That is the thing that would hurt them.
[02:10:55.000 --> 02:10:58.000]  That's why they got so nervous about representatives.
[02:10:58.000 --> 02:11:08.000]  They, in Washington, conures their coalition group to unfund, and as they flashed July, I mean, I don't think I told you this on the programs before,
[02:11:08.000 --> 02:11:17.000]  but I was scheduled to brief that coalition prior to them voting on unfunding NSA.
[02:11:17.000 --> 02:11:23.000]  And when they posted that on the congressional record that I was coming down there to testify to them,
[02:11:23.000 --> 02:11:32.000]  what happened was that President Obama called a meeting of all the members of the House, all the House Democratic members at the same time,
[02:11:32.000 --> 02:11:36.000]  so that basically killed that meeting.
[02:11:36.000 --> 02:11:39.000]  And so that was delayed, but we never rescheduled.
[02:11:39.000 --> 02:11:46.000]  So they never got, and then they had the vote on it, and they lost the vote because of lobbying by the president and also General Alexander.
[02:11:46.000 --> 02:11:49.000]  Heavy lobbying to try to stop it.
[02:11:49.000 --> 02:11:50.000]  They lost by 12 votes.
[02:11:50.000 --> 02:11:54.000]  But that was pretty good from a first cut.
[02:11:54.000 --> 02:12:01.000]  I mean, the basic motivation that started all this was the fact that they began to realize that they weren't being told the truth by the intelligence committees
[02:12:01.000 --> 02:12:06.000]  or by the agencies or by the White House so that they were being lied to all along.
[02:12:06.000 --> 02:12:08.000]  Because it's illegal.
[02:12:08.000 --> 02:12:09.000]  Yes.
[02:12:09.000 --> 02:12:10.000]  So simple.
[02:12:10.000 --> 02:12:15.000]  Let's talk to Michael in Ohio.
[02:12:15.000 --> 02:12:17.000]  You're on the air.
[02:12:17.000 --> 02:12:23.000]  Hi, I think there might have been a mistake there. I'm actually calling from FEMA Region 5, but I just kind of wanted to talk to Mr.
[02:12:23.000 --> 02:12:30.000]  Benny about what he thought about the racial divide that they're bringing up to kind of distract us from what's going on with the NSA.
[02:12:30.000 --> 02:12:31.000]  That's a great point.
[02:12:31.000 --> 02:12:34.000]  We're all having our rights to privacy taken.
[02:12:34.000 --> 02:12:37.000]  And meanwhile, you take the only issue in the world is race.
[02:12:37.000 --> 02:12:38.000]  William Benny.
[02:12:38.000 --> 02:12:47.000]  It's a standard thing that a dictator does when you are having internal problems in your country, you create an external threat.
[02:12:47.000 --> 02:12:59.000]  So in this case, what they're doing is creating other threats or other conflicts to deflect the interest and focus away from core issues that are fundamental to everything we do.
[02:12:59.000 --> 02:13:01.000]  Absolutely right about that.
[02:13:01.000 --> 02:13:03.000]  Anything else, Michael?
[02:13:03.000 --> 02:13:10.000]  Yeah, I think it's funny that the issues like Ebola and ISIS have also been kind of swept under the rug and no one wants to focus on that.
[02:13:10.000 --> 02:13:15.000]  But they sure want to focus on the race issue of what exactly what they want us to focus on.
[02:13:15.000 --> 02:13:16.000]  Thank you, Michael.
[02:13:16.000 --> 02:13:20.000]  Peter in Washington, you're on the air.
[02:13:20.000 --> 02:13:38.000]  Yes, I have a question I know it's about before your time, but what do you think of Alan Dulles? Do you know anything about or heard anything about him with regard to how whether he was not so bad or really bad and so forth?
[02:13:38.000 --> 02:13:47.000]  No, I didn't know anything about him or when he was in office, I wasn't aware of what he was doing.
[02:13:47.000 --> 02:13:50.000]  All right, Peter, appreciate your call.
[02:13:50.000 --> 02:13:54.000]  Let's talk to Anthony in Florida, you're on the air.
[02:13:54.000 --> 02:13:55.000]  Hello?
[02:13:55.000 --> 02:13:57.000]  Yes, go ahead.
[02:13:57.000 --> 02:14:00.000]  I got a question for Mr. Benny.
[02:14:00.000 --> 02:14:19.000]  Has it been possible for a long time that the NSA has the capability and technology to actually watch, for example, somebody walking down a street?
[02:14:19.000 --> 02:14:25.000]  Sir, let me tell you, since you're hesitating, they have satellites with infrared and other things can track people in real time.
[02:14:25.000 --> 02:14:30.000]  They're tied into a lot of the cameras nationwide that have face scanning software on them.
[02:14:30.000 --> 02:14:31.000]  That's all admitted.
[02:14:31.000 --> 02:14:34.000]  They're getting ready to get attacked by the mile using these systems.
[02:14:34.000 --> 02:14:36.000]  What is your specific question?
[02:14:36.000 --> 02:14:50.000]  Oh, like the NSA for a long time has had the capability to actually see people even before the decades.
[02:14:50.000 --> 02:14:54.000]  Wow, that's amazing.
[02:14:54.000 --> 02:14:57.000]  Anthony, please elaborate on that to Mr. Benny.
[02:14:57.000 --> 02:15:02.000]  Well, I mean, it's like the overhead photography, that kind of thing.
[02:15:02.000 --> 02:15:03.000]  You've seen those pictures.
[02:15:03.000 --> 02:15:06.000]  I mean, you can see they've had that capability for decades.
[02:15:06.000 --> 02:15:09.000]  I mean, that's how you watch things on the earth.
[02:15:09.000 --> 02:15:18.000]  That's how the photo interpreters are at the National Photographic Centers.
[02:15:18.000 --> 02:15:24.000]  The National Center used to be called NTIK. I can't remember what it was called right now.
[02:15:24.000 --> 02:15:26.000]  But there's another agency that handles photography.
[02:15:26.000 --> 02:15:28.000]  They've been doing that for decades.
[02:15:28.000 --> 02:15:29.000]  Space Command and all of it.
[02:15:29.000 --> 02:15:36.000]  But they couldn't see for two weeks Al Qaeda, renamed ISIS, pouring in out of Syria in long convoys.
[02:15:36.000 --> 02:15:43.000]  They couldn't stop that, but they'll go arrest some teenager on Twitter that makes a threat.
[02:15:43.000 --> 02:15:44.000]  Don't worry.
[02:15:44.000 --> 02:15:45.000]  Don't worry.
[02:15:45.000 --> 02:15:51.000]  Did you see the case where supposedly the NSA called a high school to tell the school to start watching one of the kids?
[02:15:51.000 --> 02:15:53.000]  No, I didn't.
[02:15:53.000 --> 02:16:03.000]  But, you know, see, this has been my major contention that the domestic spying, the reason they're doing it is not because of terrorism.
[02:16:03.000 --> 02:16:07.000]  It's because it's for law enforcement and internal security, domestic security.
[02:16:07.000 --> 02:16:09.000]  That's what they're doing it for.
[02:16:09.000 --> 02:16:17.000]  That gives them, see, when they look around after 9-11, they have to look around for a customer set.
