[00:00:23.526 --> 00:00:25.907]  It's Friday, November 19th.
[02:39:01.187 --> 02:39:04.429]  Well, it's because the leftist aesthetic is always nihilistic.
[02:39:04.429 --> 02:39:08.131]  The left doesn't have a theory of aesthetics.
[02:39:08.131 --> 02:39:10.052]  They don't have a theory of beauty.
[02:39:10.052 --> 02:39:17.277]  And what I've learned is that all politics are now aesthetic, where you could look now and say, okay, those people, that's a leftist.
[02:39:17.757 --> 02:39:19.698]  That person is a right-wing person.
[02:39:19.698 --> 02:39:20.599]  That person's left-wing.
[02:39:20.599 --> 02:39:31.585]  Well, it is true that black right-wingers, white right-wingers, Hispanic right-wingers look handsome and healthy, and then the left look like ghouls.
[02:39:32.332 --> 02:39:33.873]  Well, aesthetics.
[02:39:33.873 --> 02:39:41.159]  That's the whole point, is the left is fundamentally caught up in post-structuralism, deconstructionalism, nihilism.
[02:39:41.159 --> 02:39:42.580]  They don't have a theory of aesthetics.
[02:39:42.580 --> 02:39:45.322]  Everything is about tearing down what is beautiful.
[02:39:45.322 --> 02:39:45.522]  It is.
[02:39:45.522 --> 02:39:45.942]  It is.
[02:39:45.942 --> 02:39:51.666]  So because of that, they can't stop tearing things down, even when they're tearing down their own structures.
[02:39:51.666 --> 02:39:59.032]  So what the left has done is they've inadvertently deconstructed their own corporate media artifice through all of the lies.
[02:39:59.412 --> 02:39:59.793]  Yes, excellent.
[02:40:17.831 --> 02:40:20.892]  That's a composite of true stories.
[02:40:20.892 --> 02:40:23.053]  Oh yeah, 100% true story.
[02:40:23.053 --> 02:40:27.254]  It talks about East Germany and how they would spy on you, the Stasi.
[02:40:27.254 --> 02:40:36.957]  Actually if I made another movie I'd call it American Stasi and I would talk about how they murdered Vicky Weaver and then tortured her and mutilated the body and go through all the...
[02:40:38.146 --> 02:40:38.426]  Yeah.
[02:40:38.426 --> 02:40:38.506]  Yeah.
[02:41:08.416 --> 02:41:14.160]  And trapped him and then propped him up as some kind of trophy.
[02:41:14.160 --> 02:41:16.762]  And now they're trying that with right-wingers in January 6th.
[02:41:16.762 --> 02:41:18.003]  We're going to go to break and come back with calls.
[02:41:18.003 --> 02:41:19.124]  Appreciate folks holding.
[02:41:19.124 --> 02:41:22.887]  Mike Cernovich is wound up and on fire today.
[02:41:22.887 --> 02:41:24.048]  But don't be too bummed out.
[02:41:24.048 --> 02:41:25.289]  I mean, at least you're right.
[02:41:25.289 --> 02:41:26.610]  Rittenhouse shouldn't have been charged.
[02:41:26.610 --> 02:41:27.591]  It's wrong.
[02:41:27.591 --> 02:41:30.993]  But can't you find a silver lining in this club?
[02:41:30.993 --> 02:41:32.534]  I won't say what I really feel right now.
[02:41:32.534 --> 02:41:33.575]  I'm too angry.
[02:41:33.575 --> 02:41:34.356]  I regret what I say.
[02:41:36.007 --> 02:41:37.869]  Hypothetically, what would you say?
[02:41:37.869 --> 02:41:38.670]  Nothing.
[02:41:38.670 --> 02:41:41.274]  I'm not trying to get you in trouble, but... In a video game.
[02:41:41.274 --> 02:41:44.878]  In a video game, here's what I would say.
[02:41:44.878 --> 02:41:50.085]  In a video game, what would you say?
[02:41:50.085 --> 02:41:51.527]  Smoking toad venom on air, folks.
[02:41:53.203 --> 02:41:55.505]  DMT, DMT Lace Cigar.
[02:41:55.505 --> 02:41:57.066]  No, it's got Fentanyl.
[02:41:57.066 --> 02:41:58.407]  Fentanyl, I bought these from the homeless people.
[02:41:58.407 --> 02:41:59.068]  We're all gonna die.
[02:41:59.068 --> 02:42:00.329]  I bought these from the homeless people.
[02:42:00.329 --> 02:42:03.411]  I actually thought about that where... No, in a video game.
[02:42:03.411 --> 02:42:10.877]  People try to give me cigars, and I always think, like I appreciate the gesture, but how do I know there's not like Fentanyl laced in a cigar, because that's how they would assassinate.
[02:42:10.877 --> 02:42:12.999]  That's how you have to think at our level.
[02:42:12.999 --> 02:42:17.683]  Is, how would you, if you were them, how would you assassinate yourself?
[02:42:17.683 --> 02:42:22.547]  Well we know, they come to your house, they shoot you and your wife and your children, and they leave a suicide note that you did it.
[02:42:23.270 --> 02:42:26.637]  Yeah, but we have their measures.
[02:42:26.637 --> 02:42:29.643]  I'm going to lock mine when we come back.
[02:42:29.643 --> 02:42:31.347]  And I promise to run right to your calls, folks.
[02:42:33.686 --> 02:42:38.291]  Jacob and Robert and everybody else that's holding, we're going to go to you on the other side.
[02:42:38.291 --> 02:42:42.877]  We've got a whole other hour coming up with Mike Cernovich, and I'm going to replay the verdict here on air.
[02:42:42.877 --> 02:42:48.463]  But hey, Kyle Rittenhouse is feeling a lot better, but now he's going to be a hunted man the rest of his life.
[02:42:48.463 --> 02:42:50.685]  Thank God he's got the Second Amendment.
[02:42:50.685 --> 02:42:51.907]  We'll be right back.
[02:42:51.907 --> 02:42:54.209]  Infowars.com forward slash show.
[02:42:56.089 --> 02:43:05.072]  For a fraction of the Info Wars Get Prepared Mega Blowout Sale 2021 is live right now.
[02:43:05.072 --> 02:43:07.093]  The biggest sale of the year.
[02:43:07.093 --> 02:43:20.077]  Free shipping store-wide, double Patriot Points, and products like Turbo Force 10-Hour Clean Energy, a listener favorite, back in stock, 40% off again with free shipping, double Patriot Points.
[02:43:20.837 --> 02:43:28.107]  On top of that, we also have DNA Force Plus with the PQQ, the CoQ10 to clean out your cells, to boost your immune system.
[02:43:28.107 --> 02:43:29.829]  It's the Rolls Royce of this.
[02:43:29.829 --> 02:43:31.511]  It's 40% off.
[02:43:31.511 --> 02:43:35.857]  And now we have Super Coral Calcium Toothpaste.
[02:43:36.818 --> 02:43:46.302]  Similar to our previous Coral Bite & Toothpaste, but even stronger, even more concentrated, it's now back in stock and discounted with free shipping at InfoWareStore.com.
[02:43:46.302 --> 02:43:54.646]  So many great products available at InfoWareStore.com, so please take advantage of these great products that enrich your life and fund the InfoWare.
[02:43:54.646 --> 02:43:55.667]  InfoWareStore.com.
[02:43:58.542 --> 02:44:04.106]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made.
[02:44:04.106 --> 02:44:05.147]  Alpha Power.
[02:44:05.147 --> 02:44:08.629]  As you age, your body can lose testosterone over time.
[02:44:08.629 --> 02:44:17.535]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[02:44:17.535 --> 02:44:25.621]  Alpha Power's incredible ingredients can help you boost your sport performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[02:44:26.281 --> 02:44:31.704]  Perfect by itself or with super male vitality in the true alpha male path.
[02:44:31.704 --> 02:44:38.949]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:44:38.949 --> 02:44:42.631]  Let Alpha Power help bring you to the peak of your optimal health.
[02:44:42.631 --> 02:44:45.673]  Don't fall short on energy in the fight against tyranny.
[02:44:45.673 --> 02:44:49.735]  Show the world what a true alpha male looks like today with Alpha Power.
[02:44:49.735 --> 02:44:52.237]  Head to infowarsstore.com today.
[02:45:01.784 --> 02:45:03.005]  Jacob in Ohio.
[02:45:03.005 --> 02:45:03.845]  Welcome, go ahead.
[02:45:03.845 --> 02:45:05.146]  Hey, how's it going, Alex?
[02:45:05.146 --> 02:45:05.707]  Good, Rob.
[02:45:05.707 --> 02:45:06.807]  Great last caller.
[02:45:06.807 --> 02:45:09.869]  I just wanted to start with plugging your sleep supplement.
[02:45:09.869 --> 02:45:15.573]  It's basically the only way I get sleep anymore with all the gaslighting, demoralization and absurdity.
[02:45:15.573 --> 02:45:17.354]  It's like we're living in a twilight zone, man.
[02:45:17.714 --> 02:45:19.356]  Alright, Eric in New Hampshire.
[02:45:19.356 --> 02:45:20.297]  Eric, thanks for calling.
[02:45:20.297 --> 02:45:20.658]  Go ahead.
[02:45:20.658 --> 02:45:22.220]  Hey Alex, thanks for taking my call.
[02:45:22.220 --> 02:45:25.243]  If I could, I just want to throw a quick plug out for one of the products.
[02:45:25.243 --> 02:45:26.905]  The X-Tune does wonders.
[02:45:26.905 --> 02:45:28.047]  I recommend it to everybody.
[02:45:28.047 --> 02:45:29.228]  You're on the fence about it.
[02:45:29.228 --> 02:45:30.049]  Get off the fence.
[02:45:30.049 --> 02:45:30.910]  Get the product.
[02:45:30.910 --> 02:45:32.132]  Support the info war.
[02:45:32.132 --> 02:45:33.413]  Tyler in Maine.
[02:45:33.413 --> 02:45:34.054]  You're on the air.
[02:45:34.054 --> 02:45:34.635]  Thanks for calling.
[02:45:34.635 --> 02:45:34.975]  Go ahead.
[02:45:34.975 --> 02:45:36.757]  Hey Alex, it's great to be on with you.
[02:45:36.757 --> 02:45:37.258]  It's an honor.
[02:45:37.418 --> 02:45:38.258]  Honored to talk to you.
[02:45:38.258 --> 02:45:39.399]  Awesome.
[02:45:39.399 --> 02:45:44.822]  So, first thing I wanted to do is say I love the product, Alpha Power, even at 29.
[02:45:44.822 --> 02:45:48.924]  If you ask my better half, she loves it and it helps in the bedroom.
[02:45:48.924 --> 02:45:50.704]  So, just number one for a few weeks.
[02:45:50.704 --> 02:45:51.565]  It definitely works.
[02:45:51.565 --> 02:45:53.186]  It's not a joke.
[02:45:53.186 --> 02:45:58.508]  Absolutely.
[02:45:58.508 --> 02:45:59.929]  I know you're humble.
[02:45:59.929 --> 02:46:01.610]  I know you're like me.
[02:46:01.610 --> 02:46:05.732]  But I really want you to sit back and conjugate, or meditate,
[02:46:06.860 --> 02:46:14.444]  On the fact that those of you that have supported my broadcast and InfoWars over the years have changed the world in incredible ways.
[02:46:14.444 --> 02:46:27.870]  And now, as 2021 prepares to end, and 2022 begins to dawn, it is more important than ever that you realize how important you are and that you be more active than you've ever been.
[02:46:27.870 --> 02:46:30.091]  The tip of the spear is Band.Billion.
[02:46:30.091 --> 02:46:33.393]  The very front lines of the fight for human liberty is InfoWars.com.
[02:46:34.261 --> 02:46:38.883]  And we can't stay on air without your support, so thank you all for your support.
[02:46:38.883 --> 02:46:43.726]  Donate to our legal defense fund to stay on the air at SaveM4Wars.com.
[02:46:43.726 --> 02:46:45.266]  That's SaveM4Wars.com.
[02:46:45.266 --> 02:46:56.532]  And continue to go to M4WarsStore.com, where right now, we've got Turbo Force, sold out for months, 10 hours of energy, back in stock with free shipping, 40% off, and so many other great products.
[02:47:00.004 --> 02:47:02.629]  You're listening to The Alex Jones Show!
[02:47:22.290 --> 02:47:27.814]  All right, Mike Cernovich is here with us, and I'm trying to convince him to be happy about this verdict.
[02:47:27.814 --> 02:47:29.175]  But I get his point.
[02:47:29.175 --> 02:47:34.979]  We shouldn't be here when they already had all the video footage and the witnesses that a bunch of people are out running around burning things down.
[02:47:34.979 --> 02:47:35.679]  They attack him.
[02:47:35.679 --> 02:47:36.239]  They're beating him.
[02:47:36.239 --> 02:47:37.860]  They're saying, we're going to kill you.
[02:47:37.860 --> 02:47:39.241]  They're shooting at him.
[02:47:39.241 --> 02:47:41.963]  And then the whole media acts like something else happened.
[02:47:41.963 --> 02:47:43.504]  That is really dangerous.
[02:47:43.504 --> 02:47:44.405]  So you're right.
[02:47:44.405 --> 02:47:46.606]  It's kind of like getting mauled by a bear.
[02:47:46.606 --> 02:47:51.530]  You're like, wow, you know, I got cuts all over me and my guts are hanging out, but I'm alive.
[02:47:51.530 --> 02:47:52.030]  But I guess
[02:47:52.550 --> 02:47:55.051]  There's two ways to see this.
