[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:38:58.045 --> 02:39:01.066]  What you see is the truth, which, from my research, is incredibly accurate.
[02:39:01.066 --> 02:39:05.347]  This is somebody, you know, on the outside studying this and watching it closely.
[02:39:05.347 --> 02:39:06.948]  Who runs the CIA then?
[02:39:06.948 --> 02:39:09.909]  I mean, I know it was the Wall Street, the big mega banks that set it up.
[02:39:10.740 --> 02:39:11.301]  It was.
[02:39:11.301 --> 02:39:16.105]  It was the Dulles brothers to begin with who worked with the Germans during World War II.
[02:39:16.105 --> 02:39:18.307]  Then it was James Jesus Angleton.
[02:39:18.307 --> 02:39:19.489]  It was the Wasps.
[02:39:19.489 --> 02:39:24.113]  Eventually it came to the Catholics in what we call Catholics in Action.
[02:39:24.113 --> 02:39:27.897]  In this particular case, over about 20 years, it's been John Brennan.
[02:39:28.517 --> 02:39:37.368]  Who's been a special assistant to Obama and Bush Jr., who came out of Saudi Arabia, has a very checkered history of effectiveness.
[02:39:37.368 --> 02:39:40.772]  Even in the intelligence community, he's known as not being very effective.
[02:39:46.258 --> 02:39:47.419]  The Pope Francis?
[02:39:47.419 --> 02:39:48.819]  Or is this a separate Catholic?
[02:39:48.819 --> 02:39:54.461]  Well, the Pope Francis, as I told you and I told the audience, I knew him when he was the Director of the Jesuits.
[02:39:54.461 --> 02:40:00.424]  He's a ruthless, cunning, pandering individual who doesn't deserve to be the Pope.
[02:40:00.424 --> 02:40:04.425]  And I have great respect for Catholics, but I have no respect for the Pope.
[02:40:04.425 --> 02:40:09.187]  He allowed two of his Jesuits to be arrested and several of the nuns to be killed.
[02:40:09.187 --> 02:40:10.348]  And I was asked to come in
[02:40:10.968 --> 02:40:34.478]  by the Argentinian colonels to help out and I said no I will not incarcerate 6,000 Catholics in Argentina so the Pope is also one of those sociopaths who instead of coming through as grandiose does the reverse which is exactly grandiose he says oh no I'm not worthy and then uses all of the nonsense about hope and faith reaction formation
[02:40:35.839 --> 02:40:44.526]  I know when you talk about some of these histories, you literally have the FBI show up because, I mean, people can go with your name.
[02:40:44.526 --> 02:40:49.090]  Sure, I just want the audience to know, you're not making any of this stuff up, you really
[02:40:54.474 --> 02:40:54.694]  Yes, I will.
[02:41:18.874 --> 02:41:20.235]  That guy is so interesting, folks.
[02:41:20.235 --> 02:41:23.116]  I mean, it's just amazing.
[02:41:23.116 --> 02:41:33.200]  That guy's been, like, the whole nine yards, from the ground-level assassin right up to heavy operations and right at the start of Delta Force advising their psychological warfare operations.
[02:41:33.200 --> 02:41:34.701]  It's just incredible.
[02:41:34.701 --> 02:41:36.561]  And they just hate it when he comes on.
[02:41:36.561 --> 02:41:38.742]  They just cannot stand it.
[02:41:38.742 --> 02:41:42.664]  I have been threatened by the Israeli Mossad.
[02:41:42.664 --> 02:41:47.046]  I have been threatened by the CIA personally, to my face, okay?
[02:41:48.248 --> 02:41:49.608]  About having him on.
[02:41:49.608 --> 02:41:54.530]  I have been, you name it, I have just been, they cannot stand it.
[02:41:54.530 --> 02:41:58.131]  And look, all we're doing is you're exposing the stuff that's going on.
[02:41:58.131 --> 02:42:04.293]  Look, Jakari Jackson two years ago with Anand Salazar and Kit Daniels went down the border.
[02:42:04.293 --> 02:42:06.114]  We got contacted by the Border Patrol.
[02:42:06.114 --> 02:42:08.335]  They're the good guys.
[02:42:08.335 --> 02:42:10.415]  And said, yeah, we're completing the smuggling process.
[02:42:10.415 --> 02:42:14.277]  We blurred out the ICE agent's face, or just sat in the truck and talked to him.
[02:42:14.277 --> 02:42:15.077]  She couldn't even see the body.
[02:42:16.300 --> 02:42:37.187]  Scrambled his voice and he sent us over there, June 26th, we posted a flashback of this, but this was June of 2014, where it shows dozens of buses a day, hundreds and hundreds of people, whole families, none of them vetted, not checked for diseases, from all over the world, just let in.
[02:42:37.187 --> 02:42:41.128]  Caught red-handed, Border Patrol paying to ship illegals deep into the U.S.
[02:42:41.128 --> 02:42:45.650]  and I'm not going to play the whole seven-minute report, play about a minute of it, go to Jakari, but they're down there to just point out
[02:42:46.994 --> 02:42:47.934]  And talk to the locals.
[02:42:47.934 --> 02:42:50.495]  What do you think of they're not tested for disease?
[02:42:50.495 --> 02:42:51.216]  That's number one.
[02:42:51.216 --> 02:42:55.638]  22% increase in TB in quote migrants.
[02:42:55.638 --> 02:42:56.558]  They're coming in.
[02:42:56.558 --> 02:43:02.460]  They check you when you come through the border at customs as a citizen, but they're not checking these people.
[02:43:02.460 --> 02:43:03.361]  It's against the law.
[02:43:03.361 --> 02:43:05.642]  The Supreme Court ruled you can't do it.
[02:43:05.642 --> 02:43:08.963]  Last week, Obama says he's going to continue.
[02:43:08.963 --> 02:43:11.924]  I mean, I sat there going through customs Saturday and I didn't start arguing.
[02:43:11.924 --> 02:43:14.965]  I just said, you know, you just let everybody in if they're illegal.
[02:43:14.965 --> 02:43:15.926]  And the guy just said, yeah.
[02:43:17.592 --> 02:43:19.253]  I mean, we've talked to the Border Patrol at the checkpoint.
[02:43:19.253 --> 02:43:21.353]  Why do you want to search us 70 miles into the U.S.?
[02:43:21.353 --> 02:43:22.794]  Come back from Big Bend, the border's open.
[02:43:22.794 --> 02:43:24.174]  He goes, yeah, you're actually right.
[02:43:24.174 --> 02:43:26.655]  Go on in.
[02:43:26.655 --> 02:43:28.456]  But there's terrorists coming into the country.
[02:43:28.456 --> 02:43:29.176]  See, that's what I mean.
[02:43:29.176 --> 02:43:30.316]  This doesn't make sense.
[02:43:30.316 --> 02:43:33.958]  So here's a minute of Jokari's report where he's talking to the emergency manager of McAllen.
[02:43:33.958 --> 02:43:37.919]  Why this is important is on Friday, U.N.
[02:43:37.919 --> 02:43:40.040]  says more Central Americans headed to the U.S.
[02:43:40.040 --> 02:43:46.162]  And the first thing they say on the newscast is, illegals are coming in, they're illegal, but they're sent here by the Border Patrol, and they're just bussed out.
[02:43:47.301 --> 02:43:49.161]  And they make it like it's a wonderful thing.
[02:43:49.161 --> 02:43:50.902]  I mean, this is crazy.
[02:43:50.902 --> 02:43:58.084]  If I sneak an illegal in, we're talking five years in federal prison if I get a light sentence, folks.
[02:43:58.084 --> 02:44:03.385]  So we're talking to Jakari Jackson in just a moment, but he's really just there to get all these reports and go with those angles.
[02:44:03.385 --> 02:44:06.305]  Hey, what about the diseases coming in?
[02:44:06.305 --> 02:44:08.346]  What about citizens having to get checked?
[02:44:08.346 --> 02:44:09.786]  What about this not being covered in the media?
[02:44:09.786 --> 02:44:10.707]  Why is it finally being covered?
[02:44:10.707 --> 02:44:12.027]  I want to talk to the TV station.
[02:44:12.027 --> 02:44:13.447]  I want to talk to the emergency manager again.
[02:44:13.447 --> 02:44:15.708]  And this is just two years later, it's still every day, hundreds.
[02:44:15.708 --> 02:44:16.628]  They're there at the bus terminal.
[02:44:17.759 --> 02:44:20.430]  So let's play a clip of Jakari two years ago.
[02:44:20.430 --> 02:44:21.514]  Here it is.
[02:44:21.514 --> 02:44:23.562]  The people who you're housing here, where are they coming from?
[02:44:24.682 --> 02:44:26.643]  I'm being told they're coming from Central America.
[02:44:26.643 --> 02:44:28.103]  A lot of them are Central America.
[02:44:28.103 --> 02:44:34.346]  A lot of them are younger kids with their moms for the most part.
[02:44:34.346 --> 02:44:35.366]  And why Central America?
[02:44:35.366 --> 02:44:36.946]  Why is that the popular destination?
[02:44:36.946 --> 02:44:37.947]  I have no idea.
[02:44:37.947 --> 02:44:47.590]  What happened today in particular is that the Border Patrol dropped off some, they call them detainees, but obviously they're not detained after they drop them off.
[02:44:47.590 --> 02:44:51.972]  And normally they have tickets or arranged transportation to go somewhere in the interior.
[02:44:52.572 --> 02:45:00.564]  Well, today, apparently for some logistical reasons, some of them hadn't had transportation arranged or their transportation is tomorrow.
[02:45:00.564 --> 02:45:01.205]  Right.
[02:45:01.205 --> 02:45:03.188]  Kevin, stop right there.
[02:45:03.188 --> 02:45:06.292]  Now, 70% are underage, 18 or younger.
[02:45:06.292 --> 02:45:07.334]  That's the Fed's own numbers.
[02:45:07.334 --> 02:45:08.215]  We're on a Jakarta right now.
[02:45:09.912 --> 02:45:16.477]  The new video we have from this ABC, they're almost all, look like men and women, hardly any kids this time.
[02:45:16.477 --> 02:45:17.919]  Or teenagers.
[02:45:17.919 --> 02:45:22.783]  So again folks, this is a set deal, outside the law, and they're keeping the numbers secret.
[02:45:22.783 --> 02:45:27.406]  Jakari, I know you just got down there in the last 30 minutes or so, and you're about to file your reports for the Nightly News.
[02:45:27.406 --> 02:45:30.609]  Great job breaking this two years ago to you and Adon.
[02:45:30.609 --> 02:45:32.951]  But the mainstream media knows, they've been covering up.
[02:45:32.951 --> 02:45:33.892]  What have you learned so far?
[02:45:35.168 --> 02:45:39.389]  Chikara Jackson reporting from McAllen, Texas as you hear the report right there.
[02:45:39.389 --> 02:45:55.195]  It finally seems that the mainstream media is getting around to cover a story that we talked about two years ago about how many people who enter the country illegally are being provided with travel vouchers courtesy of the United States government and they go wherever they go and most of them don't return for their
[02:45:55.615 --> 02:45:56.355]  For their court dates.
[02:45:56.355 --> 02:45:59.136]  And that's the situation that's going on here.
[02:45:59.136 --> 02:46:03.257]  Currently, while we're at the McAllen bus station, there isn't too much traffic right here.
[02:46:03.257 --> 02:46:09.798]  We do know that the people are being provided with travel vouchers, but just the simple fact that they are given a voucher makes it very difficult to identify.
[02:46:09.798 --> 02:46:16.399]  So you don't know exactly who came in with a travel voucher, who didn't, and where they're going from here.
[02:46:16.399 --> 02:46:23.081]  Jakari, just as a citizen, what is it like for you, when I know you recently went on a trip to do some investigations in Asia,
[02:46:24.488 --> 02:46:40.071]  What is it like to, because you're a citizen, to be discriminated against, to be asked all these questions and go through naked body scanners, but then even at the airports they admit with a lot of the illegals that they're just groveling to them from China, you name it, just they don't even search them, they just let them in without even having IDs.
[02:46:40.071 --> 02:46:40.812]  I mean, that's crazy.
[02:46:41.653 --> 02:46:47.577]  Well it is rather absurd because when I returned to the states, I believe I was at JFK, and you know, I'm a U.S.
[02:46:47.577 --> 02:46:52.080]  citizen, I have my passport, you know, ID and all that, and the guy's giving me the third degree, like I deserve it.
[02:46:52.080 --> 02:46:53.401]  Like, where'd you come from?
[02:46:53.401 --> 02:46:54.322]  Did you bring anything back?
[02:46:54.322 --> 02:46:55.883]  And he's like, did you go business or pleasure?
[02:46:55.883 --> 02:46:57.344]  And he just was like grilling me.
[02:46:57.344 --> 02:46:59.005]  I was like, bro, I'm from Tulsa, Oklahoma.
[02:46:59.005 --> 02:47:01.146]  Like, what do you think I was out there doing?
[02:47:01.146 --> 02:47:02.908]  I have a Christian cross on my arm.
