[00:00.000 --> 00:26.060]  Alright.
[2:43:57.780 --> 2:44:05.700]  you see there is a baby the mother of this baby is not sure she's ready the father of this baby
[2:44:06.420 --> 2:44:14.180]  doesn't want to settle down the mother starts to have regrets the father considers leaving town
[2:44:14.180 --> 2:44:23.860]  but a friend says there's a solution she says to have an abortion the mother decides to look
[2:44:23.860 --> 2:44:31.220]  into it the clinic assures her it's safe she's made her decision she's going to have an abortion
[2:44:31.940 --> 2:44:35.300]  the problem is that baby is you
[2:44:35.300 --> 2:44:45.300]  you join me oh and shroyer at the march for life friday january 24th in washington dc
[2:44:45.300 --> 2:44:51.220]  noon at the national mall i'll see you there it's time to stand up for the unborn it's time
[2:44:51.220 --> 2:44:57.860]  to speak out for the voiceless i love watching david night in the morning i love tuning in to
[2:44:57.860 --> 2:45:03.300]  oh and shroyer i love all the other shows we do here but i'll be honest with you we run during the
[2:45:03.300 --> 2:45:09.060]  breaks a lot of news reports because i'm sick of hearing the ads so you think you don't want to hear
[2:45:09.060 --> 2:45:14.020]  an ad i don't want to hear an ad but here's the bottom line we're barely paying the bills here
[2:45:14.020 --> 2:45:18.660]  and i want to expand the face the globalist not contract i don't want them to win so listen
[2:45:18.660 --> 2:45:24.020]  you've got this guarantee for me we sell enough product we'll have less ads and less plugs and
[2:45:24.020 --> 2:45:28.900]  we'll expand and really give the globalists around for their money but we've got products you already
[2:45:28.900 --> 2:45:33.940]  really need like dna force plus x2 these will change your life go check out the tumor products
[2:45:33.940 --> 2:45:38.500]  check out the water filtration air filtration check it all out whatever you do take action and no
[2:45:38.500 --> 2:45:42.580]  be part of the second america revolution be part of crush the globalist and get great products the
[2:45:42.580 --> 2:45:48.180]  same time info wars store dot com is the umbrella site enforce life dot com is the supplements take
[2:45:48.180 --> 2:45:56.900]  action now and fund the info war for your own future i would thank you for everything you've
[2:45:56.900 --> 2:46:02.260]  done for the info war but i know you're like me you don't want my thanks you want victory over
[2:46:02.260 --> 2:46:06.420]  the globalist and these devil worship and child molesters and you want them off your back and off
[2:46:06.420 --> 2:46:11.540]  your children's back and you know what i'm the same way and that's why we're on the same damn team
[2:46:11.540 --> 2:46:17.140]  and it's why info wars has been delivering time and time again when it's clutch time to
[2:46:18.260 --> 2:46:22.500]  focus the people on taking action against the globalist because i'm committed to a future
[2:46:22.500 --> 2:46:29.380]  for humanity and i know you are as well so thank you in 2019 for standing with us because you are
[2:46:29.380 --> 2:46:34.580]  the info war and i want to thank you for committing to stand with us in 2020 however you can for
[2:46:34.580 --> 2:46:39.460]  bottom my heart from my family and from the great crew at info wars i want to thank you all because
[2:46:39.460 --> 2:46:45.940]  you are the info war and you know that's not just words that's a reality you have made history we
[2:46:45.940 --> 2:46:54.180]  have made history together info wars dot com only has power because of you and i suggest you use it
[2:46:54.180 --> 2:47:20.900]  you're listening to the alex jones show crashing through the lies and disinformation it's alex jones
[2:47:20.900 --> 2:47:28.820]  all right the next hour i'll go to the callers to stop from alex and jason and jad on other
[2:47:28.820 --> 2:47:33.300]  topics i've got the big report with the un admits vaccines are tainted are killing people and they
[2:47:33.300 --> 2:47:36.980]  are covering it up it's incredible from inside the highest levels of the un
[2:47:39.940 --> 2:47:45.220]  you know i found history very interesting when i was young and i stopped reading as much pulp
[2:47:45.220 --> 2:47:51.780]  fiction when i was probably about seven eight years old i started reading world war two encyclopedias
[2:47:51.780 --> 2:47:56.420]  world war one encyclopedias uh because my parents when i would just see it on tv they'd order me
[2:47:56.420 --> 2:48:01.300]  any time life encyclopedias i wanted so it got kind of insane still got some of them around here
[2:48:02.020 --> 2:48:05.700]  so by the time i was about 12 i was reading rise and fall third right order of the death
[2:48:05.700 --> 2:48:10.900]  said hind sobel you know pretty high level you know uh uh treatise on things and then i
[2:48:10.900 --> 2:48:17.300]  read a lot of other histories other parts of the world and things like that and you know history
[2:48:17.300 --> 2:48:22.580]  is all you know different angles and there's a lot of disinformation there but in the main line
[2:48:22.580 --> 2:48:27.620]  history of world war two if you go back into world war one the treaty of resize the rest of it
[2:48:27.620 --> 2:48:32.740]  it's actually in the text uh all the secret societies and the subgroups battling and the
[2:48:32.740 --> 2:48:36.980]  plan for the e you the hitler ad and put the floor out in the water to dumb people down so it's all
[2:48:36.980 --> 2:48:42.020]  there in mainline Pulitzer prize winning books so when they play dumb on the news like oh flora
[2:48:42.020 --> 2:48:46.100]  it's good for you jones is crazy all the intellectuals and all the researchers know what's really
[2:48:46.100 --> 2:48:53.060]  going on birchland rustle wanted to nuke major you know populations to get rid uh of too many people
[2:48:53.060 --> 2:48:58.180]  to save the earth he had his own competing you know racial hitlerian thing he said we'll just use
[2:48:58.180 --> 2:49:06.180]  vaccines to dump everybody down diet injections and injunctions so hitler wasn't completely controlled
[2:49:06.180 --> 2:49:11.620]  he thought he was his own guy but british intelligence set him up helped get him in power
[2:49:11.620 --> 2:49:16.900]  that's why he thought he had secret treaties and and deals uh with uh edward the eighth it was
[2:49:16.900 --> 2:49:21.380]  going to be the e you king that's why they had secret treaties uh with the british after the
[2:49:21.380 --> 2:49:27.060]  expeditionary force and duncurt and why uh they didn't take out the british x ministry force and
[2:49:27.060 --> 2:49:32.420]  let him get off the beach just put a show on that all came out and then hitler got double crossed
[2:49:32.420 --> 2:49:36.660]  by the british empire uh and then he said well hell i at least better take out the communists
[2:49:36.660 --> 2:49:42.020]  before they get me so hitler really thought he was doing good very crazy guy obviously from world
[2:49:42.020 --> 2:49:46.980]  war one and child abuse and all the rest of it but the globalists create these dialectics and they
[2:49:46.980 --> 2:49:51.620]  were so advanced the globalism comes out of cecil roads and the british empire that's the model of
[2:49:51.620 --> 2:49:55.540]  it so i don't want to say it's an anglophile conspiracy it's just that that's the anglophile
[2:49:55.540 --> 2:49:59.780]  system that projected so much power that it you know created the skeletal structure of this larger
[2:49:59.780 --> 2:50:06.260]  system and so hitler was a creation then set up to destroy europe and then bring down that model
[2:50:06.260 --> 2:50:10.660]  but then bring in the scientific behind the scenes model uh that ibm and others were there
[2:50:10.660 --> 2:50:15.620]  propping up hitler so that's the real world and so if you don't think richard spencer and i'm not
[2:50:15.620 --> 2:50:21.780]  saying you're a hitler that that you are controlled you just need to watch out and understand that you
[2:50:21.780 --> 2:50:26.900]  might be more controlled than you think uh by the system by how they promote you and other things
[2:50:26.900 --> 2:50:31.380]  because you're helping create one part of that dialectic clash that they're wanting i mean
[2:50:31.380 --> 2:50:39.220]  have you ever thought about that um fair enough yeah i i've certainly thought about bad actors
[2:50:39.940 --> 2:50:46.660]  and uh what role i might play in a in a bad scheme of course but i mean i i can tell you
[2:50:46.660 --> 2:50:53.700]  very seriously i am for real i am passionate about these ideas i care about our future
[2:50:53.700 --> 2:51:00.660]  and i'm my own man uh so that's all i can say i i mean for better and for worse i'm not funded by
[2:51:00.660 --> 2:51:07.540]  a bunch of globalists uh but the fact is uh we probably need a pro white soros out there uh we
[2:51:07.540 --> 2:51:14.260]  actually are going to need billionaires in order to fund a serious movement for social change we
