[00:00:30.179 --> 00:00:30.566]  I'll play.
[02:17:48.675 --> 02:17:50.416]  I'm actually surprised it took this long.
[02:17:50.416 --> 02:17:54.618]  I thought there would be more pushback sooner, that people would be taking to the streets.
[02:17:54.618 --> 02:17:57.759]  Yeah, in Spain, one person in the family can go to the grocery store once a week.
[02:17:57.759 --> 02:17:59.160]  You can't even walk your dog.
[02:17:59.160 --> 02:18:01.921]  I mean, I would go crazy in like two days.
[02:18:03.234 --> 02:18:03.874]  Absolutely.
[02:18:03.874 --> 02:18:06.676]  Here in Switzerland, we never got a stay-at-home order, thankfully.
[02:18:06.676 --> 02:18:11.159]  And we've had, you know, we've had a pretty decent run of it in comparison with some other places.
[02:18:11.159 --> 02:18:13.841]  But there's other people and people in France and Italy and Spain.
[02:18:13.841 --> 02:18:17.643]  I mean, these people have been indoors, essentially, for two months.
[02:18:17.643 --> 02:18:19.024]  I don't know how you do that.
[02:18:19.024 --> 02:18:27.830]  I felt like I've gone a little crazy, even though I had the liberty to go and come and go as I pleased, just from the lack of human interaction and the lack of the regularity with the schedule.
[02:18:27.830 --> 02:18:31.973]  But I can't imagine having been indoors, especially as the weather gets nice here in the spring.
[02:18:32.233 --> 02:18:35.417]  Well, imagine people with children in these high-rises.
[02:18:35.417 --> 02:18:40.724]  I mean, this is just... I mean, I know well-to-do people that live in high-rises in New York, and they say they're ready to kill themselves.
[02:18:40.724 --> 02:18:42.967]  A lot of people are getting divorces, you name it.
[02:18:42.967 --> 02:18:43.909]  I mean, it is just insane.
[02:18:45.842 --> 02:18:46.582]  Yeah, absolutely.
[02:18:46.582 --> 02:18:52.044]  I can't imagine being in that situation, especially with no income coming in and food being scarce for a lot of these people as well.
[02:18:52.044 --> 02:18:52.664]  Exactly!
[02:18:52.664 --> 02:18:54.264]  Imagine folks that don't have the money.
[02:18:54.264 --> 02:18:55.465]  Wow, Dan Lyman's with us.
[02:18:55.465 --> 02:19:07.848]  Let's look at what's happening in Europe and the latest numbers coming out and how that's going to affect us and what's happening in Latin America because when the first world collapses, well, you collapse into the third world and now you're third world.
[02:19:07.848 --> 02:19:10.849]  Bernie Sanders is happy as a pig and you know what, though?
[02:19:10.849 --> 02:19:12.069]  Oh, what a piece of trash.
[02:19:13.377 --> 02:19:18.580]  Allergies, dander, asthma, germs, toxins.
[02:19:18.580 --> 02:19:22.882]  There are many reasons why we need to think about what is really in the air around us.
[02:19:22.882 --> 02:19:27.325]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[02:19:27.325 --> 02:19:35.710]  The revolutionary Alexa Pure Breathe air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[02:19:35.710 --> 02:19:42.954]  Powerful, quiet, and effective, the Breathe uses a four-step purification process to help you breathe easier and cleaner.
[02:19:43.374 --> 02:19:46.975]  Similar systems could cost hundreds to even thousands of dollars.
[02:19:46.975 --> 02:19:52.276]  But the Alexa Pure Breeze air purification is the best and most affordable bar none.
[02:19:52.276 --> 02:20:00.357]  The breeze and the ion cluster patented technology used in the system eliminate up to 99.97% of airborne contaminants.
[02:20:00.357 --> 02:20:05.718]  Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[02:20:05.718 --> 02:20:07.998]  Don't keep breathing toxic or dangerous air.
[02:20:07.998 --> 02:20:10.019]  Get this special today at Infowarsstore.com.
[02:20:11.877 --> 02:20:13.238]  Now it's official.
[02:20:13.238 --> 02:20:34.411]  The United Nations came out yesterday and said the COVID emergency will last five years and the UK government said you must all carry cell phones outside or you'll be arrested because we have to track your social distancing and you're only allowed to have a list of 10 people that you visit and if you go outside that list of 10 you'll be permanently detained.
[02:20:35.251 --> 02:20:46.859]  Yes, ladies and gentlemen, this is the New World Order, where they let the criminals out of jail, the rapists, the child molesters, the murderers, and where you are now non-essential and a prisoner.
[02:20:46.859 --> 02:20:51.443]  From the beginning of my research, it was clear the globalists are an authoritarian, anti-human group.
[02:20:52.003 --> 02:20:59.530]  They have to put this electronic straitjacket on us before they carry out their endgame, which is global depopulation.
[02:20:59.530 --> 02:21:03.073]  So you see, submitting to them is death.
[02:21:03.073 --> 02:21:10.379]  The only way to stop them is to expose them, to hate their guts, and realize they are humanity's mortal enemy.
[02:21:10.379 --> 02:21:11.320]  Wake up or die.
[02:21:12.461 --> 02:21:15.426]  Pollen Block has really been a sleeper product for us.
[02:21:15.426 --> 02:21:16.868]  We got it in a few years ago.
[02:21:16.868 --> 02:21:21.514]  It's an amazing product that comes from all natural quail eggs.
[02:21:21.514 --> 02:21:26.902]  They discovered this more than 30 years ago in France that if you ate quail eggs from a certain type of quail,
[02:21:27.583 --> 02:21:27.783]  Thank you.
[02:21:45.794 --> 02:21:46.094]  We're good.
[02:22:15.166 --> 02:22:34.694]  You're listening to The Alex Jones Show!
[02:22:34.694 --> 02:22:37.275]  We're going to be talking more to Dan Lyman about something really important.
[02:22:37.275 --> 02:22:38.896]  The exodus from this evil.
[02:22:38.896 --> 02:22:40.497]  How do you get away from it?
[02:22:40.497 --> 02:22:43.258]  That's next segment, but right now, talk about the big picture.
[02:22:44.733 --> 02:22:51.898]  First off, we have a sale going right now that I'm going to extend until Thursday or Friday.
[02:22:51.898 --> 02:22:54.981]  It's all of our best-selling supplements at 30 to 60% off.
[02:22:54.981 --> 02:23:02.026]  And I'm just continuing the sale because some of these products won't come back in for a few months.
[02:23:02.026 --> 02:23:10.232]  What we normally do is once something's about to sell out, we go to regular price and we make some extra money to be able to fund ourselves when it's at retail before the next product comes in.
[02:23:11.650 --> 02:23:21.981]  But just sitting back looking at how crazy the world is and how insane things are at a gut level, I just feel like we should get as much funds in as InfoWars can now.
[02:23:21.981 --> 02:23:26.406]  Because six months a year from now, I'm not even sure that there'll be internet.
[02:23:27.006 --> 02:23:34.910]  It's that bad if this total global depression collapse continues, if the stampede that the Bill and Melinda Gates Foundation is triggering continues.
[02:23:34.910 --> 02:23:36.891]  It's going to collapse the first world into the third world.
[02:23:36.891 --> 02:23:40.012]  It'll be a global disaster, total shutdown of society.
[02:23:40.012 --> 02:23:45.835]  And the crisis of the breakdown of services will be so bad, we'll be begging for martial law.
[02:23:45.835 --> 02:23:49.297]  And of course, that will drive populists like Bolsonaro and Trump from power.
[02:23:49.297 --> 02:23:53.479]  That's the admitted Financial Times of London economist Rothschild plan.
[02:23:54.847 --> 02:24:08.852]  So when I tell you, hey, support the InfoWard now by spreading the word, by praying for us, by praying for yourself and praying for an awakening and getting the products while you can, this could be the last time in the next three months, six months, that you can get InfoWard t-shirts.
[02:24:08.852 --> 02:24:11.913]  You'll have to make them your own after that as a memory.
[02:24:11.913 --> 02:24:18.915]  This could be the last time you can buy the supplements and the products because a lot of the warehouses and companies we use to produce it are like, yeah, our employees don't come in.
[02:24:18.915 --> 02:24:19.675]  One guy was sick.
[02:24:19.675 --> 02:24:20.916]  Everything's breaking down.
[02:24:20.916 --> 02:24:22.416]  We can't get the supplies.
[02:24:22.416 --> 02:24:24.117]  So everything we have now is in stock.
[02:24:25.469 --> 02:24:29.711]  But already I've sent off purchase orders where you gotta pay a quarter down or whatever.
[02:24:29.711 --> 02:24:33.133]  They're like, oh sorry, that's not gonna be two months now, it'll be five months.
[02:24:33.133 --> 02:24:35.234]  And so the breakdown's very real.
[02:24:35.234 --> 02:24:37.695]  You see that in the food shortages, the meatpacking.
[02:24:37.695 --> 02:24:41.237]  Because you'll have a warehouse with 50 people and one person gets COVID, they're not even sick.
[02:24:41.237 --> 02:24:42.718]  Oh, the whole thing has to shut down.
[02:24:42.718 --> 02:24:44.839]  It's a hysteria inflicted.
[02:24:44.839 --> 02:24:47.140]  And now the things are opening back up in red states.
[02:24:48.271 --> 02:24:55.137]  People don't want to go back to work and the leftists are causing trouble in the companies because they've learned to be the victims and go on the news and talk about it.
[02:24:55.137 --> 02:25:00.321]  This was all set up to shut us down in communist China.
[02:25:00.321 --> 02:25:02.022]  Well, they're open for business.
[02:25:02.022 --> 02:25:03.543]  They were open a month after this happened.
[02:25:03.543 --> 02:25:08.828]  It's all a setup, ladies and gentlemen, and now we have to face it.
[02:25:08.828 --> 02:25:10.910]  So prepare for the worst, hope for the best.
[02:25:11.940 --> 02:25:16.523]  Hope for the best, prepare for the worst, but I've been on air 26 years, and we've been self-funded for about 15.
[02:25:16.523 --> 02:25:21.186]  We used to have sponsors, but they harassed them, so I said, hey, we'll sell our own products, and you've responded.
[02:25:21.186 --> 02:25:23.988]  So we're an example of survivors thanks to you.
[02:25:23.988 --> 02:25:24.909]  You are the info war.
[02:25:24.909 --> 02:25:25.909]  That's not rhetoric.
[02:25:25.909 --> 02:25:32.314]  Baby, that's the truth, but I would lie to you if I didn't tell you we're all staring down the barrel of a gun.
[02:25:33.755 --> 02:25:36.597]  And if I could tell you about the Civil War in the U.S.
[02:25:36.597 --> 02:25:51.628]  military and with the Deep State, and I could tell you what really happened to General Flynn and Roger Stone and others, I would, but there's things that no one knows about yet that I just have to stop there.
[02:25:51.628 --> 02:25:53.250]  I'm sworn to secrecy.
[02:25:53.250 --> 02:26:00.335]  But just believe me, we're winning, like in a football game, at halftime by one touchdown.
[02:26:02.261 --> 02:26:03.442]  We're winning.
[02:26:03.442 --> 02:26:04.903]  But we could lose this damn game.
[02:26:04.903 --> 02:26:05.323]  Okay?
[02:26:05.323 --> 02:26:06.964]  I'm not gonna lie to you.
[02:26:06.964 --> 02:26:07.544]  It's that bad.
[02:26:07.544 --> 02:26:13.708]  And this isn't the game where you lose the game, you get kicked off the team, or, you know, the cheerleader doesn't give you some poontang.
[02:26:13.708 --> 02:26:26.175]  You lose this game, then it goes into the real dark times, the real dark ages, the real New World Order total oppression technocracy.
[02:26:26.175 --> 02:26:26.315]  So.
[02:26:27.498 --> 02:26:37.483]  If you've ever wanted an InfoWars shirt that's more Americana and more The Riddler than ever, get it now and put fuel in our tank to fight on, because I'll sell my house.
