[00:00.000 --> 00:18.600]  son
[2:27:12.140 --> 2:27:13.180]  Um, we're training.
[2:27:13.180 --> 2:27:18.540]  We added these instructions to our, um, Raiders and we've updated our classifiers.
[2:27:18.540 --> 2:27:22.860]  Um, and we are working to understand, identify that with machine learning and then to push
[2:27:22.860 --> 2:27:23.860]  that down.
[2:27:23.860 --> 2:27:25.980]  And then we're increasing our authoritative news.
[2:27:25.980 --> 2:27:28.580]  We're doing that with things like, um, a breaking news shelf.
[2:27:28.580 --> 2:27:32.740]  Um, we're treating it in the US, in France, in the UK, and more countries coming soon.
[2:27:32.740 --> 2:27:35.140]  Where we have sources that come from reputable sources.
[2:27:35.140 --> 2:27:39.020]  We work with Google news on that, um, to define what those reputable sources are.
[2:27:39.020 --> 2:27:41.580]  Um, it triggered last week in the London Bridge attacks.
[2:27:41.580 --> 2:27:44.580]  Um, it's also going to trigger on search when you type in something.
[2:27:44.580 --> 2:27:46.580]  Oh, they covered up the Muslims.
[2:27:46.580 --> 2:27:47.780]  Um, news there.
[2:27:47.780 --> 2:27:50.300]  We're also working with a lot more news publishers.
[2:27:50.300 --> 2:27:53.740]  News publishers don't want to be in the technical business of running their own player.
[2:27:53.740 --> 2:27:54.980]  We can do that for them.
[2:27:54.980 --> 2:27:57.620]  Um, and we also want to get more news players on the platform.
[2:27:57.620 --> 2:28:01.820]  We have the goal of getting over a hundred new news, uh, providers on our platform this
[2:28:01.820 --> 2:28:02.820]  year.
[2:28:02.820 --> 2:28:07.220]  So what's, what's really interesting is that, you know, this dream event happened and I
[2:28:07.220 --> 2:28:11.820]  heard her, you know, say those words and I recorded that video, um, to leak it to the
[2:28:11.820 --> 2:28:13.860]  public so that they could see what was going on.
[2:28:13.860 --> 2:28:14.860]  That was an internal.
[2:28:14.860 --> 2:28:16.340]  That was, that was an internal event.
[2:28:16.340 --> 2:28:18.860]  It was, it was kind of open to the public insiders.
[2:28:18.860 --> 2:28:22.140]  Um, but it was mostly for the employees.
[2:28:22.140 --> 2:28:26.500]  And I started to ask myself, well, what exactly do they think fake news is?
[2:28:26.500 --> 2:28:31.900]  And so I found their fake news, like definitions, uh, in their design documents and it turned
[2:28:31.900 --> 2:28:36.380]  out that real events were being labeled as fake news.
[2:28:36.380 --> 2:28:43.100]  Let's come back and talk about Google labeled real events, fake news with insider Zach Voorhees,
[2:28:43.100 --> 2:28:46.900]  who resigned from Google and is now taking action in a big way.
[2:28:46.900 --> 2:28:53.980]  And then I'll give the number out and your phone calls are coming up on the other side.
[2:28:53.980 --> 2:28:56.660]  Attention GCN self-reliance listeners.
[2:28:56.660 --> 2:29:01.100]  If you've ever wanted an emergency solar survival backup system, but we're waiting for prices
[2:29:01.100 --> 2:29:05.180]  too crazy to pass up, this will be the most important message you'll ever hear.
[2:29:05.180 --> 2:29:06.180]  Bill Hyde here.
[2:29:06.180 --> 2:29:10.220]  I want to tell you about a huge sale with historically low prices on our PPX microgrid
[2:29:10.220 --> 2:29:14.460]  system that's going to let you produce an endless supply of electricity off the grid.
[2:29:14.460 --> 2:29:18.540]  The clearance price is a result of the historic flooding we're having here right on the east
[2:29:18.540 --> 2:29:20.060]  bank of the Mississippi.
[2:29:20.060 --> 2:29:23.860]  Because of the flooding, we've had to move a lot of our inventory to a temporary location
[2:29:23.860 --> 2:29:27.620]  and rather than move it back to the warehouse, we thought we'd offer the system at a price
[2:29:27.620 --> 2:29:31.980]  that might seem unbelievable if you didn't know the floodwaters backstory.
[2:29:31.980 --> 2:29:33.340]  So here's what you should do right now.
[2:29:33.340 --> 2:29:37.620]  Check out the PPX microgrid system at myownpowergrid.com.
[2:29:37.620 --> 2:29:42.980]  That's myownpowergrid.com, over a thousand dollars in great off the grid gear and a ton
[2:29:42.980 --> 2:29:43.980]  of bonuses too.
[2:29:43.980 --> 2:29:48.260]  And for the best part, you're not going to pay 750 or 500 dollars, 300 or even 200.
[2:29:48.260 --> 2:29:51.020]  Go to myownpowergrid.com to learn more.
[2:29:51.020 --> 2:29:54.820]  That's myownpowergrid.com.
[2:29:54.820 --> 2:30:00.700]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble
[2:30:00.700 --> 2:30:05.100]  in the future, it'd be the farmers that were close to the ground, close to reality, who
[2:30:05.100 --> 2:30:07.980]  actually worked for a living that would end up saving the nation.
[2:30:07.980 --> 2:30:12.700]  And today, the Communist Chinese have banned all U.S. farming goods a week ago.
[2:30:12.700 --> 2:30:17.220]  And we've seen massive increases in polls to support for the president, and what he's
[2:30:17.220 --> 2:30:21.540]  doing in this trade war, once China put pressure on our farmers.
[2:30:21.540 --> 2:30:22.980]  That's beautiful.
[2:30:22.980 --> 2:30:26.020]  Americans aren't going to be bullied, and we aren't going to back down.
[2:30:26.020 --> 2:30:30.060]  So to the Joaquin Cruises and the Hillary Clinton's of the world that want to intimidate
[2:30:30.060 --> 2:30:33.420]  people and tell us to back down, we're never going to give up.
[2:30:33.420 --> 2:30:38.740]  And all you've done is awaken the human spirit, and the human spirit lives at infowars.com
[2:30:38.740 --> 2:30:39.740]  and newswars.com.
[2:30:39.740 --> 2:30:44.980]  And I'm asking listeners, whatever you do, spread those links, because we are the light,
[2:30:44.980 --> 2:30:45.980]  the dark of the night.
[2:30:45.980 --> 2:30:47.060]  We are the resistance.
[2:30:47.060 --> 2:30:55.300]  We are 1776 worldwide.
[2:30:55.300 --> 2:31:00.140]  Our powerful line of fluoride-free products is the perfect gift for yourself or others
[2:31:00.140 --> 2:31:03.460]  who are exploring a healthier, happier lifestyle.
[2:31:03.460 --> 2:31:08.100]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option
[2:31:08.100 --> 2:31:09.100]  for you.
[2:31:09.100 --> 2:31:14.300]  The Super Blue toothpaste is the fan-favorite fluoride-free toothpaste that every info warrior
[2:31:14.300 --> 2:31:15.300]  loves.
[2:31:15.300 --> 2:31:20.460]  Powered by iodine and nano-silver, it's designed to deliver a powerful clean while supporting
[2:31:20.460 --> 2:31:24.740]  good oral health and fresh breath, available in two refreshing flavors.
[2:31:24.740 --> 2:31:29.700]  Enjoy a minty, fresh flavor made with peppermint oil or try our bubblegum flavor.
[2:31:29.700 --> 2:31:34.140]  Super Blue Immune Gargle is the only option for on-the-go immune system support like
[2:31:34.140 --> 2:31:35.140]  no other.
[2:31:35.140 --> 2:31:40.220]  With a scientifically proven patented ingredient, silver skull, in three different sizes, you
[2:31:40.220 --> 2:31:42.180]  can take it wherever you go.
[2:31:42.180 --> 2:31:45.980]  Support good oral health with our one-of-a-kind Super Blue products.
[2:31:45.980 --> 2:31:49.100]  Don't miss out on revolutionizing your morning routine.
[2:31:49.100 --> 2:31:57.500]  Head to infowarsstore.com and get our line of Super Blue products today.
[2:31:57.500 --> 2:32:00.940]  It's just heavy, heavy, heavy.
[2:32:00.940 --> 2:32:04.180]  Make no mistake, we're not in Kansas anymore.
[2:32:04.180 --> 2:32:13.540]  If you have a corrupt media, you don't have a democracy.
[2:32:13.540 --> 2:32:17.180]  I don't think we've seen division like this in America since Vietnam because it's a form
[2:32:17.180 --> 2:32:18.180]  of fascism.
[2:32:18.180 --> 2:32:22.460]  The High Court will examine free speech rights and social media.
[2:32:22.460 --> 2:32:28.380]  Multiple online platforms have now taken down content associated with Alex Jones and
[2:32:28.380 --> 2:32:30.500]  info wars.
[2:32:30.500 --> 2:32:45.500]  First take number, Alex Jones, everyone else like Domino's default.
[2:32:45.500 --> 2:32:49.420]  We're not in Kansas anymore.
[2:32:49.420 --> 2:32:58.020]  You can't watch this, the movie, available now at infowarsstore.com.
[2:32:58.020 --> 2:33:05.020]  We're listening to the Alex Jones show.
[2:33:05.020 --> 2:33:19.020]  Man, this is Zach Ortees, he's like running in there to have him pull up documents.
[2:33:19.020 --> 2:33:23.540]  He's like, relax, Zach, we've got plenty of time, I've got a plug anyways or we won't
[2:33:23.540 --> 2:33:24.540]  be here.
[2:33:24.540 --> 2:33:29.500]  I'm not funded by the big megamags and the Federal Reserve, the New World Order and all
[2:33:29.500 --> 2:33:31.660]  the rest of it.
[2:33:31.660 --> 2:33:39.380]  We had that big store-wide sale, 50 to 60% off, I had to end that sale this week because
[2:33:39.380 --> 2:33:43.300]  we were selling out a lot of the products that won't be in for a few months.
[2:33:43.300 --> 2:33:47.780]  But all the other products that we still have, the ultimate krill oil, Brainforce Plus,
[2:33:47.780 --> 2:33:54.620]  Knockout, the protein bars, bodies, Ultimate Turmeric formula, it really is amazing, TurboForest,
[2:33:54.620 --> 2:33:59.860]  plus lots of other deals, 50 to 60% off, that means we're making like 20, 30% on it, but
[2:33:59.860 --> 2:34:02.420]  we sell a lot when we do it, so that's what works.
[2:34:02.420 --> 2:34:06.100]  And whether you get your fluoride-free toothpaste or your Great Wake of America coffee or fish
[2:34:06.100 --> 2:34:12.940]  oil or turmeric, things you want to reorder or the Nutropic Brainforce, sign up for AutoShip
[2:34:12.940 --> 2:34:16.100]  every month, every two months, every three months, just click a button, it AutoShips
[2:34:16.100 --> 2:34:20.980]  charges your card and you know you're funding us, and you just make that commitment to get
[2:34:20.980 --> 2:34:26.900]  a great product that makes your life better and that funds this operation because I don't
[2:34:26.900 --> 2:34:30.380]  spend enough time trying to fund this operation, and we've just got so many amazing things
[2:34:30.380 --> 2:34:33.620]  we're doing, a lot of things behind the scenes that they've obviously got our phones tapped
[2:34:33.620 --> 2:34:36.500]  and they know what we're doing, so they're blocking a lot of it, but it's okay.
[2:34:36.500 --> 2:34:38.940]  It's still having a great effect.
[2:34:38.940 --> 2:34:49.460]  M4warStore.com, M4warLive.com, or triple-eight-two-five-three-three-one-three-nine, World Awakens Mega Sale, 50 to 60% off, have
[2:34:49.460 --> 2:34:55.780]  that lower graphic, M4warStore.com, and we've got some of the t-shirts, by the way, that
[2:34:55.780 --> 2:34:57.220]  are limited edition.
[2:34:57.220 --> 2:35:00.860]  The shirt inspired, I already had it being designed, but then I saw Chris Pratt wearing
[2:35:00.860 --> 2:35:05.340]  a belt tread on me with a gadget snake with the Betsy Ross, and I'm like, that's genius,
[2:35:05.340 --> 2:35:07.420]  so we change it to that.
[2:35:07.420 --> 2:35:13.300]  That shirt is almost sold out, so is the last run of the Space Force Space Shuttle, just
[2:35:13.300 --> 2:35:17.420]  a symbol of humans moving to the next level, very triggering to the left, big red, white,
[2:35:17.420 --> 2:35:24.260]  and blue flag designer shirt, M4warStore.com, or triple-eight-two-five-three-three-one-three-nine,
[2:35:24.260 --> 2:35:27.660]  and I don't want to just sit here and celebrate this, but we should celebrate it.
[2:35:27.660 --> 2:35:32.340]  The fact that a major Google engineer who was running, you know, 10% of YouTube's traffic
[2:35:32.340 --> 2:35:39.060]  alone with one thing he did, has come out with the big Ed Snowden-level data dump, takes
[2:35:39.060 --> 2:35:42.860]  a lot of courage, and the fact that he's busting his butt, going around giving speeches, going
[2:35:42.860 --> 2:35:47.900]  on shows, coming on this broadcast as one of the first shows, really is amazing, and
[2:35:47.900 --> 2:35:53.900]  it's the spirit that's infectious that needs to trigger more people to say, I'm not going
[2:35:53.900 --> 2:35:57.100]  to be part of this cult, because you think the brainwashing, the general public's bad,
[2:35:57.100 --> 2:36:00.620]  I've heard it's really bad and big tech, and I know you want to get into documents, you
[2:36:00.620 --> 2:36:03.540]  want to get into proof of all this, I want to give the number out so people can call
[2:36:03.540 --> 2:36:04.540]  in as well.
[2:36:04.540 --> 2:36:09.220]  We've still got another hour and 20 minutes or so, but specifically, we should be writing
[2:36:09.220 --> 2:36:15.540]  notes there, there's so much to get into about the cult inside and the mindset, and are they
[2:36:15.540 --> 2:36:21.940]  really micro-dosing, and we'll hit that next segment, but let me give the number out specifically
[2:36:21.940 --> 2:36:24.300]  where we have hundreds of radio affiliates.
[2:36:24.300 --> 2:36:26.340]  We still have M4warStore.com and NewsWars.com.
[2:36:26.340 --> 2:36:31.620]  We still have millions of people a day that come and click the audio and watch the video
[2:36:31.620 --> 2:36:35.860]  live, despite everything they've done in some ways were more important than ever, because
[2:36:35.860 --> 2:36:38.260]  now the really big thinkers are tuned in.
[2:36:38.260 --> 2:36:41.060]  Once they heard, they weren't supposed to listen to the show, but if you'll just spread
[2:36:41.060 --> 2:36:45.180]  infowars.com for its last show, and that's censored, I know, so do newswars.com for its
[2:36:45.180 --> 2:36:46.180]  last show.
[2:36:46.180 --> 2:36:47.180]  It's not a censor.
[2:36:47.180 --> 2:36:49.700]  Gosh, meme world, they're so scared of that, it's censored day one, it got launched, but
[2:36:49.700 --> 2:36:54.980]  word of mouth, you can say, hey, we're all Spartacus, hey, memeworld.com, that's not our
[2:36:54.980 --> 2:37:00.660]  site, but we're promoting it, because it's very, very exciting, and Trump loves Carpe
[2:37:00.660 --> 2:37:04.420]  Dongtum, and they talk all the time, I'm going to leave it at that, and just talking
[2:37:04.420 --> 2:37:10.860]  to Trump recently, the word is, just work with Mr., because there's last name where
[2:37:10.860 --> 2:37:13.620]  they've already docked him, so there's a lot of exciting things.
[2:37:13.620 --> 2:37:17.700]  So they're directly blocking the Senate leader, they're directly blocking Trump when they
[2:37:17.700 --> 2:37:21.980]  block Carpe Dongtum, and I'm going to just look, the enemy knows that, I'm not giving
[2:37:21.980 --> 2:37:27.580]  you secrets, but they have reached a new arrogance level, where they tell you they're not censoring
[2:37:27.580 --> 2:37:31.020]  and they're doing it in a live time, and aligning the president's face, and he says, strong
[2:37:31.020 --> 2:37:33.980]  action, we'll talk about what that strong action should be.
