[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[1:43:10.240 --> 1:43:20.240]  And what Hawke reported, and he didn't say maybe, and he didn't say if he said that Dr. Cassingram, who is the medical doctor, turned naturopathic type doctor,
[1:43:20.240 --> 1:43:31.240]  excuse me, who publicized the effectiveness and then wrote a book called The Cures in the Covered, giving you, I don't know, 60 or 70 major maladies to humankind that oregano addresses.
[1:43:31.240 --> 1:43:32.240]  No, I understand.
[1:43:32.240 --> 1:43:36.240]  I mean, it's been talked about for 12 years, 13 years I've been on Genesis High.
[1:43:36.240 --> 1:43:48.240]  He said university studies had recently proven about three months ago that the oil of oregano actually kills the Ebola virus as well as the deadly form of the bird flu virus.
[1:43:48.240 --> 1:43:52.240]  Listen, I appreciate your call.
[1:43:52.240 --> 1:43:53.240]  We've got to keep running here.
[1:43:53.240 --> 1:43:54.240]  I won't get to everybody.
[1:43:54.240 --> 1:43:55.240]  Missing in Michigan.
[1:43:55.240 --> 1:43:57.240]  Thank you so much, Missy.
[1:43:57.240 --> 1:43:58.240]  Hi, Alex.
[1:43:58.240 --> 1:44:00.240]  I have two questions for you.
[1:44:00.240 --> 1:44:07.240]  First, would you be willing to share with us how you would personally handle it if you or someone in your family got infected?
[1:44:07.240 --> 1:44:17.240]  Well, I mean, I agree with what the caller in Oregon, Mark, was just saying that oil of oregano, elderberry, vitamin C.
[1:44:17.240 --> 1:44:25.240]  But it's hard once somebody gets infected and they're vomiting their guts out and crapping their guts out to help them then.
[1:44:25.240 --> 1:44:26.240]  You want the preventative.
[1:44:26.240 --> 1:44:29.240]  And I know that, garlic, I know all of oregano.
[1:44:29.240 --> 1:44:33.240]  I know some of these different mushrooms have been proven to be extremely antiviral and really help.
[1:44:33.240 --> 1:44:41.240]  But talking to other medical doctors and actually looking at the studies he just mentioned, and I am aware of them, it helps.
[1:44:41.240 --> 1:44:43.240]  I don't want to tell anybody there's a silver bullet.
[1:44:43.240 --> 1:44:51.240]  I mean, you know, if this stuff really is as bad as they say, and we're hoping that's not the case, but the media is really hyping it up,
[1:44:51.240 --> 1:44:57.240]  or in the next event, or whatever's coming on the road, it's good to have these stores of this, but to stay away from people.
[1:44:57.240 --> 1:45:00.240]  And I don't think if you're just taking all oregano, you're invincible.
[1:45:00.240 --> 1:45:07.240]  But, again, this is probably just media hype at a bunch of fair mongering.
[1:45:07.240 --> 1:45:13.240]  We'll know more tomorrow than the year 4 to 6 p.m. to integrate the info and to take your calls, and we'll know more on Monday.
[1:45:13.240 --> 1:45:21.240]  But if it's true, as BBC is reporting and others, that they're covering up the real extent of the deaths, and it's over 200 in Mexico City,
[1:45:21.240 --> 1:45:28.240]  and this stuff they admit has spread all over North America, this is a serious situation.
[1:45:28.240 --> 1:45:32.240]  My second question is, do you have a call into Dr. Carly?
[1:45:32.240 --> 1:45:34.240]  I'd love to hear what she has to say about all this.
[1:45:34.240 --> 1:45:38.240]  That's a good idea. Well, we're going to get Carly on.
[1:45:38.240 --> 1:45:41.240]  We're going to get a lot of different medical doctors and people on the show.
[1:45:41.240 --> 1:45:44.240]  I mean, did you notice I had been talking about Burt for the last few years?
[1:45:44.240 --> 1:45:48.240]  Because I noticed they'd piped down on their fair mongering and propaganda.
[1:45:48.240 --> 1:45:55.240]  It's when they hype it up, always out of a clear blue sky, that then they play the games, because they want a pre-program.
[1:45:55.240 --> 1:45:59.240]  And notice we've been doing show after show, did one last Monday before any of this broke out.
[1:45:59.240 --> 1:46:07.240]  The news broke on, what, Wednesday. Notice that we have been, you know, and the Baxter,
[1:46:07.240 --> 1:46:08.240]  people don't know the Baxter story.
[1:46:08.240 --> 1:46:11.240]  You should go to infoawards.com and read, and prisonplanet.com and read,
[1:46:11.240 --> 1:46:14.240]  swine flu is deadly mix of never before seen viruses.
[1:46:14.240 --> 1:46:17.240]  And then we linked all the stories and articles about Baxter.
[1:46:17.240 --> 1:46:18.240]  I'll give you the full picture there.
[1:46:18.240 --> 1:46:23.240]  Another one, swine flu outbreak originated at Fort Dix in 76.
[1:46:23.240 --> 1:46:29.240]  The original plague that killed 40 million in 1918 originated at a U.S. military base.
[1:46:29.240 --> 1:46:32.240]  They are, those were staged events.
[1:46:32.240 --> 1:46:38.240]  That's why President Ford was ready with the swine flu shot that killed so many people,
[1:46:38.240 --> 1:46:40.240]  and then folks refused to take it.
[1:46:40.240 --> 1:46:42.240]  They're running eugenics operations.
[1:46:42.240 --> 1:46:46.240]  See, they scare you with the fair mongering of something that probably isn't that bad,
[1:46:46.240 --> 1:46:48.240]  that everybody runs out and gets the vaccine.
[1:46:48.240 --> 1:46:50.240]  That's really what's dangerous. Go ahead.
[1:46:50.240 --> 1:46:52.240]  That's it. Thanks a lot for what you're doing.
[1:46:52.240 --> 1:46:55.240]  Thank you. I mean, there's so many facets to all of this,
[1:46:55.240 --> 1:46:58.240]  and I hope I'm covering them all here today.
[1:46:58.240 --> 1:47:00.240]  Let's go ahead and take another call.
[1:47:00.240 --> 1:47:02.240]  Brian in Canada. Brian, go ahead.
[1:47:02.240 --> 1:47:03.240]  Hi, Alex.
[1:47:03.240 --> 1:47:04.240]  Hi.
[1:47:04.240 --> 1:47:06.240]  I was doing my research here on the Internet.
[1:47:06.240 --> 1:47:09.240]  So far, they've retracted it.
[1:47:09.240 --> 1:47:13.240]  They said that the people aren't under quarantine in Lakeshore and Dorval,
[1:47:13.240 --> 1:47:17.240]  and the official from Quebec government didn't want to say that it's a confirmed case,
[1:47:17.240 --> 1:47:19.240]  neither did the Canadian official.
[1:47:19.240 --> 1:47:22.240]  But there's only some of the news that is covering it,
[1:47:22.240 --> 1:47:25.240]  what Strange TPC usually covers everything.
[1:47:25.240 --> 1:47:27.240]  They haven't even mentioned it.
[1:47:27.240 --> 1:47:32.240]  So, it's me from my experience with the Tars outbreak in Toronto a few years ago.
[1:47:32.240 --> 1:47:36.240]  They always seem to wait until it's too late before they say it.
[1:47:36.240 --> 1:47:38.240]  You know, and me, what's yours?
[1:47:38.240 --> 1:47:41.240]  Yeah, that's an interesting thing is that, and in fact, I'd noticed that,
[1:47:41.240 --> 1:47:44.240]  I was watching TV today, and had the radio on, everything on,
[1:47:44.240 --> 1:47:47.240]  trying to like really gaze and have a bad feeling.
[1:47:47.240 --> 1:47:50.240]  You know, I hope this isn't a big event.
[1:47:50.240 --> 1:47:51.240]  It's already a big event.
[1:47:51.240 --> 1:47:53.240]  I hope it's just hype.
[1:47:53.240 --> 1:47:55.240]  But I have a bad feeling, which my gut's never wrong,
[1:47:55.240 --> 1:47:57.240]  that I can always misinterpret.
[1:47:57.240 --> 1:48:01.240]  That may mean that this is the propaganda salvo into something down the road.
[1:48:01.240 --> 1:48:03.240]  I'm not sure, but my gut's never wrong.
[1:48:03.240 --> 1:48:06.240]  I can just misinterpret what my gut's telling me.
[1:48:06.240 --> 1:48:10.240]  But the issue here is that, yes, I was watching Fox singing in
[1:48:10.240 --> 1:48:13.240]  before I went on air here, too, and there was nothing about it.
[1:48:13.240 --> 1:48:17.240]  And normally, if one person dies in Hunan province of China,
[1:48:17.240 --> 1:48:22.240]  or one lady, as are happening, dies in Cairo bird flu, they hype it.
[1:48:22.240 --> 1:48:26.240]  Nothing about this when it's in Kansas, when it's in New York,
[1:48:26.240 --> 1:48:29.240]  when it's in Canada, when it's in Mexico,
[1:48:29.240 --> 1:48:33.240]  and you're saying now they're retracting, that is interesting.
[1:48:33.240 --> 1:48:36.240]  Yeah, and another thing that I'm kind of fearful of,
[1:48:36.240 --> 1:48:39.240]  what you just mentioned about them trying to scare you into their arms.
[1:48:39.240 --> 1:48:43.240]  Here in Quebec, we're always trying to, most people talk about
[1:48:43.240 --> 1:48:46.240]  getting their flu shots in the spring and in the fall.
[1:48:46.240 --> 1:48:49.240]  And here in Canada, in the springtime,
[1:48:49.240 --> 1:48:53.240]  Mexico is one of the top places, because it's the cheapest places to get vacation to.
[1:48:53.240 --> 1:48:56.240]  We have boodles of people going down to Mexico,
[1:48:56.240 --> 1:49:00.240]  and now if they come back here and they get scared by all of this news,
[1:49:00.240 --> 1:49:05.240]  oh, I better go get my spring flu shot from Baxter.
[1:49:05.240 --> 1:49:10.240]  And then meanwhile, Baxter, to 18 factories,
[1:49:10.240 --> 1:49:16.240]  mails out the source virus of the most deadly bird flu out there
[1:49:16.240 --> 1:49:19.240]  that kills 90% of humans that ingest it, but it's not airborne yet,
[1:49:19.240 --> 1:49:24.240]  and they mix it in with a spectrum of normal, very contagious,
[1:49:24.240 --> 1:49:29.240]  which do kill people by the way, regular flu kills in 15,000,
[1:49:29.240 --> 1:49:32.240]  conservatively a year in the US alone, hundreds of thousands worldwide,
[1:49:32.240 --> 1:49:35.240]  well, essentially they say millions of debilitated people,
[1:49:35.240 --> 1:49:39.240]  and then they mix this deadly thing with a virus,
[1:49:39.240 --> 1:49:44.240]  with regular flu viruses and inject it, you know, all mix it all together,
[1:49:44.240 --> 1:49:49.240]  which then the scientists in the news said would be the perfect way to make it mutate.
[1:49:49.240 --> 1:49:51.240]  I mean, what is going on? Exactly.
[1:49:51.240 --> 1:49:53.240]  You've got all this stuff going on.
[1:49:53.240 --> 1:49:55.240]  That's why this is such a concern.
[1:49:55.240 --> 1:49:59.240]  But if we get out and expose the fact that it's the government behind this,
[1:49:59.240 --> 1:50:02.240]  the genesis behind this, that this may be a trial balloon,
[1:50:02.240 --> 1:50:04.240]  then that may stop them from doing it, my friend.
[1:50:04.240 --> 1:50:06.240]  For sure. For sure.
[1:50:06.240 --> 1:50:10.240]  And I'd just like to let you know I'm making a lot of headway on my research up here with the chemtrails.
[1:50:10.240 --> 1:50:15.240]  That's why I found the 1975 UN agreement between the United States and Canada,
[1:50:15.240 --> 1:50:18.240]  where they agreed to exchange information on weather modification.
[1:50:18.240 --> 1:50:22.240]  Send it to Kurt at infowars.com and everybody else.
[1:50:22.240 --> 1:50:25.240]  And by the way, on the Alex Jones channel, we have it linked to it on the websites,
[1:50:25.240 --> 1:50:30.240]  they've grabbed out of the prisonplanet.tv membership video catalog now five years deep of info.
[1:50:30.240 --> 1:50:35.240]  The Ben Livingston father of weather weapons interview exclusive we got after it was declassified.
[1:50:35.240 --> 1:50:37.240]  And that's kind of a hidden interview.
[1:50:37.240 --> 1:50:40.240]  Only members of prisonplanet.tv have seen it.
[1:50:40.240 --> 1:50:46.240]  And then now three years after I interviewing, finally somebody thought to put it on the Alex Jones channel on YouTube
[1:50:46.240 --> 1:50:50.240]  that Dave does a great job running and now it's up there, but we haven't linked to it yet on InfoWars.
[1:50:50.240 --> 1:50:53.240]  Huge interview. Go watch it. Thank you so much.
[1:50:53.240 --> 1:50:57.240]  Just a tidbit there. Let's talk to Bob in New Mexico.
[1:50:57.240 --> 1:51:01.240]  Bob, you're on the air. Go ahead.
[1:51:01.240 --> 1:51:03.240]  Hello, Alex. Nice to talk to you.
[1:51:03.240 --> 1:51:06.240]  Bob, thanks for being with us.
[1:51:06.240 --> 1:51:10.240]  I was just going to say because I've been mentioning it live coverage Saturday,
[1:51:10.240 --> 1:51:22.240]  the 25th of April, 2009 with the media hyping a potential weird bird slash pig human.
[1:51:22.240 --> 1:51:27.240]  The flu that's supposedly killed between 68 and 200 people in Mexico
[1:51:27.240 --> 1:51:30.240]  and all sorts of chicanery going on, spreading all over North America.
[1:51:30.240 --> 1:51:33.240]  Go ahead, sir. I'm sorry.
[1:51:33.240 --> 1:51:38.240]  Yeah, you know about the Alamogordo Daily News, about the 35-bit calves,
[1:51:38.240 --> 1:51:41.240]  but they didn't look what their reasoning was.
[1:51:41.240 --> 1:51:45.240]  Yeah, that's another story I printed at home that, again, the printer was out of ink when I got here.
[1:51:45.240 --> 1:51:48.240]  I noticed I didn't have the articles.
[1:51:48.240 --> 1:51:57.240]  The headline, hold on, hold on, because I was Googling 200 dead flu
[1:51:57.240 --> 1:52:03.240]  and I got an article 200 or was it 300? Do 200 dead pigs?
[1:52:03.240 --> 1:52:07.240]  There's all these dead pigs in this field. People are asking, why are all these pigs dead?
[1:52:07.240 --> 1:52:09.240]  And then the government kind of covered it up.
[1:52:09.240 --> 1:52:13.240]  Google that because that's something else. See, I've done so much research. I can't keep track of it all.
[1:52:13.240 --> 1:52:18.240]  That's interesting. So what is the Alamogordo Daily News saying about dead cows?
[1:52:18.240 --> 1:52:25.240]  Well, it's typical 35 cows are dead in an area with ditch and nobody knows how they got there.
[1:52:25.240 --> 1:52:30.240]  And they feel they know what the reasoning is, but they're not telling anybody.
[1:52:30.240 --> 1:52:36.240]  Well, that's bizarre. That's going on in New Mexico.
[1:52:36.240 --> 1:52:39.240]  Yeah, between Alamogordo and Tula Rose.
[1:52:39.240 --> 1:52:46.240]  Well, they should have tags on their ears or microchips or brands.
[1:52:46.240 --> 1:52:53.240]  It's hard to tell. They look like they were at least somewhat healthy whole-team calves.
[1:52:53.240 --> 1:52:58.240]  A lot of these vaccines in the hospital. Go ahead.
[1:52:58.240 --> 1:53:08.240]  You know, I was also listening to the show and, you know, we've been well aware that they were going to do this through many of the reports that you've done.
[1:53:08.240 --> 1:53:17.240]  However, we've dealt with many of your listeners at Freeman Radio and many of the people just aren't prepared.
[1:53:17.240 --> 1:53:22.240]  And that's where we get this. Oh, my God. Oh, my God. And they're just having NBC training.
[1:53:22.240 --> 1:53:28.240]  Yeah, I hear you. I appreciate your call. I appreciate your call. I mean, look, NBC training.
[1:53:28.240 --> 1:53:39.240]  If they ever have a real, deadly Spanish flu type situation killing millions of people in every major country, you better lock yourself up in your house.
[1:53:39.240 --> 1:53:45.240]  I mean, I don't have a little farmer ranch to run to. I keep telling my wife, I got a gut feeling. We need to get a little farmer ranch.
[1:53:45.240 --> 1:53:52.240]  I don't care if it's a crap hole to try to, you know, run to if this really gets serious, but I can lock myself down in my house as well.
[1:53:52.240 --> 1:53:57.240]  We're not saying that's happening. The point is the way they're hyping it, the way they're saying they'll use bird flu or smallpox
[1:53:57.240 --> 1:54:02.240]  to bring in martial law, the way they're announcing troops running checkpoints and troops telling governors,
[1:54:02.240 --> 1:54:05.240]  we don't care if the governor of Tennessee says don't run checkpoints.
[1:54:05.240 --> 1:54:08.240]  They just do it and troops at the Boston Marathon running checkpoints.
