[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[2:49:28.740 --> 2:49:30.740]  it's okay to be a man right
[2:49:30.740 --> 2:49:32.740]  and so we appointed them back to the soil
[2:49:32.740 --> 2:49:34.740]  they gotta return to the fathers
[2:49:34.740 --> 2:49:36.740]  they gotta forgive the mothers for the mistakes
[2:49:36.740 --> 2:49:37.740]  that they've made with them
[2:49:37.740 --> 2:49:38.740]  love their fathers
[2:49:38.740 --> 2:49:40.740]  and through the love of your earthly father
[2:49:40.740 --> 2:49:41.740]  you can love God
[2:49:41.740 --> 2:49:44.740]  and in that your nature will be created
[2:49:44.740 --> 2:49:45.740]  in the image of God
[2:49:45.740 --> 2:49:47.740]  and it would be amazing Alice
[2:49:47.740 --> 2:49:50.740]  when I was growing up under the Jeremy Crow laws
[2:49:50.740 --> 2:49:52.740]  I have an aunt who got married
[2:49:52.740 --> 2:49:54.740]  they had like 14 or 15 children
[2:49:54.740 --> 2:49:56.740]  they own their own land
[2:49:56.740 --> 2:49:59.740]  they sent all 14 or 15 years
[2:49:59.740 --> 2:50:01.740]  15 of their children to college
[2:50:01.740 --> 2:50:03.740]  they're all professionals
[2:50:03.740 --> 2:50:05.740]  even though I don't push college a lot
[2:50:05.740 --> 2:50:07.740]  I think that trade is better than college
[2:50:07.740 --> 2:50:08.740]  what you're saying is in an under an evil system
[2:50:08.740 --> 2:50:09.740]  that still had family
[2:50:09.740 --> 2:50:11.740]  they got stronger as Nietzsche said
[2:50:11.740 --> 2:50:13.740]  that which doesn't kill you makes you stronger
[2:50:13.740 --> 2:50:15.740]  they wanna make you a victim
[2:50:15.740 --> 2:50:17.740]  you come to them so they can run things
[2:50:17.740 --> 2:50:18.740]  and then you get nothing
[2:50:18.740 --> 2:50:22.740]  you're saying under Jim Crow Southern oppression
[2:50:22.740 --> 2:50:23.740]  they left the family alone
[2:50:23.740 --> 2:50:24.740]  you still got stronger
[2:50:24.740 --> 2:50:26.740]  but under their sneaky evil liberalism
[2:50:26.740 --> 2:50:28.740]  everybody dies
[2:50:28.740 --> 2:50:29.740]  absolutely
[2:50:29.740 --> 2:50:30.740]  my aunts and uncles
[2:50:30.740 --> 2:50:32.740]  when they all became young adults
[2:50:32.740 --> 2:50:35.740]  they moved off to other parts of Alabama
[2:50:35.740 --> 2:50:37.740]  Florida, Indiana, those places
[2:50:37.740 --> 2:50:39.740]  they got jobs
[2:50:39.740 --> 2:50:40.740]  they bought homes
[2:50:40.740 --> 2:50:41.740]  they got married
[2:50:41.740 --> 2:50:42.740]  they had families
[2:50:42.740 --> 2:50:43.740]  no one
[2:50:43.740 --> 2:50:45.740]  because they knew they were being oppressed
[2:50:45.740 --> 2:50:47.740]  so they decided to fight and be strong
[2:50:47.740 --> 2:50:49.740]  instead of saying I'm a loser
[2:50:49.740 --> 2:50:51.740]  I'm gonna roll over and die
[2:50:51.740 --> 2:50:52.740]  yeah but when we were growing up
[2:50:52.740 --> 2:50:54.740]  I didn't know anything about oppression
[2:50:54.740 --> 2:50:56.740]  we were not oppressed
[2:50:56.740 --> 2:50:57.740]  we love what was right
[2:50:57.740 --> 2:50:58.740]  we had families
[2:50:58.740 --> 2:51:00.740]  we were taught to work
[2:51:00.740 --> 2:51:01.740]  I was told from day one
[2:51:01.740 --> 2:51:03.740]  when I turned 18 years old
[2:51:03.740 --> 2:51:04.740]  I had to leave home
[2:51:04.740 --> 2:51:07.740]  so they taught me how to work
[2:51:07.740 --> 2:51:08.740]  how to be responsible
[2:51:08.740 --> 2:51:09.740]  how to save my money
[2:51:09.740 --> 2:51:11.740]  and so when I turned 18
[2:51:11.740 --> 2:51:13.740]  I remember my grandmother telling me Alice
[2:51:13.740 --> 2:51:15.740]  part of you when you're 18
[2:51:15.740 --> 2:51:16.740]  you're out of here
[2:51:16.740 --> 2:51:17.740]  I'm like where am I going
[2:51:17.740 --> 2:51:19.740]  she's like I don't know
[2:51:19.740 --> 2:51:20.740]  and I don't care
[2:51:20.740 --> 2:51:21.740]  you're out of here
[2:51:21.740 --> 2:51:22.740]  we were preparing you for it
[2:51:22.740 --> 2:51:23.740]  and when I turned 18
[2:51:23.740 --> 2:51:24.740]  I left home
[2:51:24.740 --> 2:51:25.740]  I haven't looked back
[2:51:25.740 --> 2:51:26.740]  I worked
[2:51:26.740 --> 2:51:27.740]  I went through a lot of stuff
[2:51:27.740 --> 2:51:28.740]  I agree
[2:51:28.740 --> 2:51:30.740]  I'm saying they say that's oppression
[2:51:30.740 --> 2:51:31.740]  we're not defending that system
[2:51:31.740 --> 2:51:32.740]  but at least that system was
[2:51:32.740 --> 2:51:33.740]  a human system
[2:51:33.740 --> 2:51:35.740]  that was making you strong
[2:51:35.740 --> 2:51:36.740]  and just think about the one now
[2:51:36.740 --> 2:51:37.740]  where people have three degrees
[2:51:37.740 --> 2:51:38.740]  but no job
[2:51:38.740 --> 2:51:40.740]  and they're just pissed off
[2:51:40.740 --> 2:51:41.740]  that's right
[2:51:41.740 --> 2:51:44.740]  that word wasn't even heard of man
[2:51:44.740 --> 2:51:45.740]  believe me
[2:51:45.740 --> 2:51:46.740]  because our parents
[2:51:46.740 --> 2:51:48.740]  and our grandparents were the example
[2:51:48.740 --> 2:51:51.740]  and so even though the Jim Crow laws were there
[2:51:51.740 --> 2:51:53.740]  we were not affected by those laws
[2:51:53.740 --> 2:51:55.740]  because whenever we wanted to visit
[2:51:55.740 --> 2:51:56.740]  whomever we wanted to visit
[2:51:56.740 --> 2:51:57.740]  white people, black people
[2:51:57.740 --> 2:51:58.740]  we didn't
[2:51:58.740 --> 2:51:59.740]  because all white people
[2:51:59.740 --> 2:52:01.740]  didn't go for the Jim Crow law
[2:52:01.740 --> 2:52:02.740]  it was just some
[2:52:02.740 --> 2:52:03.740]  not all
[2:52:03.740 --> 2:52:04.740]  and all black people
[2:52:04.740 --> 2:52:05.740]  were falling for it
[2:52:05.740 --> 2:52:06.740]  and hated white people
[2:52:06.740 --> 2:52:07.740]  maybe a few
[2:52:07.740 --> 2:52:08.740]  the point is you didn't take it
[2:52:08.740 --> 2:52:09.740]  your identity as a victim
[2:52:09.740 --> 2:52:11.740]  you decided to be successful
[2:52:11.740 --> 2:52:13.740]  that made you overcome
[2:52:13.740 --> 2:52:14.740]  that's right
[2:52:14.740 --> 2:52:15.740]  because I was raised in that way
[2:52:15.740 --> 2:52:17.740]  my family set that example
[2:52:17.740 --> 2:52:18.740]  and they taught me to work
[2:52:18.740 --> 2:52:19.740]  I bought my first home
[2:52:19.740 --> 2:52:21.740]  when I was 25 years old
[2:52:21.740 --> 2:52:22.740]  because that's what I was told
[2:52:22.740 --> 2:52:24.740]  that we were supposed to do as a adult
[2:52:24.740 --> 2:52:25.740]  you work
[2:52:25.740 --> 2:52:27.740]  you finish high school
[2:52:27.740 --> 2:52:28.740]  get a job
[2:52:28.740 --> 2:52:29.740]  buy yourself a home
[2:52:29.740 --> 2:52:30.740]  if you want a family
[2:52:30.740 --> 2:52:31.740]  get married
[2:52:31.740 --> 2:52:32.740]  and start a family
[2:52:32.740 --> 2:52:33.740]  it was in my system
[2:52:33.740 --> 2:52:34.740]  that's all I knew
[2:52:34.740 --> 2:52:36.740]  and that's the way my life went
[2:52:36.740 --> 2:52:37.740]  I didn't get married
[2:52:37.740 --> 2:52:38.740]  but I did everything else
[2:52:38.740 --> 2:52:39.740]  powerful
[2:52:39.740 --> 2:52:40.740]  and now Black Lives Matter
[2:52:40.740 --> 2:52:41.740]  says don't have a family
[2:52:41.740 --> 2:52:42.740]  we'll be right back
[2:52:42.740 --> 2:52:43.740]  with the fourth hour
[2:52:43.740 --> 2:53:09.740]  stay with us
[2:53:13.740 --> 2:53:15.740]  and that's what made our modern world
[2:53:15.740 --> 2:53:16.740]  that's now been hijacked
[2:53:16.740 --> 2:53:17.740]  by the technocrats
[2:53:17.740 --> 2:53:18.740]  by the globalists
[2:53:18.740 --> 2:53:19.740]  who say humans are ugly
[2:53:19.740 --> 2:53:20.740]  and bad for the earth
[2:53:20.740 --> 2:53:21.740]  and we need to be cold
[2:53:21.740 --> 2:53:22.740]  and dumb down
[2:53:22.740 --> 2:53:24.740]  and put into subgroups
[2:53:24.740 --> 2:53:26.740]  that the elites dominate, manipulate
[2:53:26.740 --> 2:53:27.740]  and command
[2:53:27.740 --> 2:53:28.740]  if we're even lucky enough
[2:53:28.740 --> 2:53:29.740]  to stay alive
[2:53:29.740 --> 2:53:31.740]  and that's what COVID-19 is
[2:53:31.740 --> 2:53:34.740]  a global UN Revolution
[2:53:34.740 --> 2:53:35.740]  against free humanity
[2:53:35.740 --> 2:53:36.740]  against your family
[2:53:36.740 --> 2:53:37.740]  against your family
[2:53:37.740 --> 2:53:38.740]  against your family
[2:53:38.740 --> 2:53:39.740]  against your family
[2:53:39.740 --> 2:53:40.740]  against your family
[2:53:40.740 --> 2:53:41.740]  against your family
[2:53:41.740 --> 2:53:42.740]  against your family
[2:53:42.740 --> 2:53:43.740]  against your family
[2:53:43.740 --> 2:53:44.740]  against prosperity
[2:53:44.740 --> 2:53:45.740]  and against your future
[2:53:45.740 --> 2:53:46.740]  if you don't stand up and fight
[2:53:46.740 --> 2:54:15.740]  what you get
[2:54:16.740 --> 2:54:17.740]  for an entire line
[2:54:17.740 --> 2:54:20.740]  of new cutting-edge products
[2:54:20.740 --> 2:54:21.740]  with the power
[2:54:21.740 --> 2:54:22.740]  to make your life better
[2:54:22.740 --> 2:54:24.740]  support the youth forward
[2:54:24.740 --> 2:54:25.740]  this cleans them up
[2:54:25.740 --> 2:54:27.740]  beautifully does an incredible job
[2:54:27.740 --> 2:54:28.740]  but doesn't damage your teeth
[2:54:28.740 --> 2:54:29.740]  and it's
[2:54:29.740 --> 2:54:30.740]  I believe you're gonna like this
[2:54:30.740 --> 2:54:31.740]  as much as the other toothpaste
[2:54:31.740 --> 2:54:32.740]  maybe even more
[2:54:32.740 --> 2:54:34.740]  over a year ago
[2:54:34.740 --> 2:54:35.740]  I tried charcoal toothpaste
[2:54:35.740 --> 2:54:36.740]  from a major brand
[2:54:36.740 --> 2:54:37.740]  and thought it was amazing
[2:54:37.740 --> 2:54:38.740]  and I went to my dad
[2:54:38.740 --> 2:54:39.740]  and people said
[2:54:39.740 --> 2:54:40.740]  I would like to put out a charcoal toothpaste
[2:54:40.740 --> 2:54:41.740]  it doesn't have all this silicon
[2:54:41.740 --> 2:54:42.740]  and all these fillers
[2:54:42.740 --> 2:54:43.740]  a very strong toothpaste
[2:54:43.740 --> 2:54:45.740]  you've never used anything like it
[2:54:45.740 --> 2:54:47.740]  get yours at m4store.com right now
[2:54:51.740 --> 2:54:54.740]  you're listening to the Alex Jones show
[2:55:06.740 --> 2:55:07.740]  welcome back Alex Jones
[2:55:07.740 --> 2:55:08.740]  here with Jesse Lee Peterson
[2:55:08.740 --> 2:55:10.740]  but to get you back to this point
[2:55:10.740 --> 2:55:11.740]  because I studied this actually
[2:55:11.740 --> 2:55:12.740]  and Peter said
[2:55:12.740 --> 2:55:13.740]  he was a fair con
[2:55:13.740 --> 2:55:14.740]  I disagree with a lot of what
[2:55:14.740 --> 2:55:15.740]  was fair con said
[2:55:15.740 --> 2:55:16.740]  one thing was fair con said was
[2:55:16.740 --> 2:55:18.740]  is that black Americans particularly
[2:55:18.740 --> 2:55:19.740]  should have their own banks
[2:55:19.740 --> 2:55:20.740]  their own grocery stores
[2:55:20.740 --> 2:55:22.740]  their own businesses
[2:55:22.740 --> 2:55:24.740]  for their own communities
[2:55:24.740 --> 2:55:25.740]  to have their own strengths
[2:55:25.740 --> 2:55:26.740]  and visit other people's businesses
[2:55:26.740 --> 2:55:27.740]  do that as well
[2:55:27.740 --> 2:55:29.740]  but if you really want to empower people
[2:55:29.740 --> 2:55:31.740]  don't get welfare from the government
[2:55:31.740 --> 2:55:32.740]  create your own society
[2:55:32.740 --> 2:55:33.740]  your own system
[2:55:33.740 --> 2:55:35.740]  and that's what
[2:55:35.740 --> 2:55:37.740]  segregation to Jim Crow created
[2:55:37.740 --> 2:55:38.740]  whether you were in Illinois
[2:55:38.740 --> 2:55:39.740]  or New York
[2:55:39.740 --> 2:55:40.740]  or North Carolina
[2:55:40.740 --> 2:55:41.740]  or Tennessee
[2:55:41.740 --> 2:55:42.740]  or Texas
[2:55:42.740 --> 2:55:44.740]  or Kentucky
[2:55:44.740 --> 2:55:45.740]  or Alabama
[2:55:45.740 --> 2:55:47.740]  was people actually
[2:55:47.740 --> 2:55:48.740]  got successful
[2:55:48.740 --> 2:55:50.740]  because they had their own system
[2:55:50.740 --> 2:55:51.740]  under globalism
[2:55:51.740 --> 2:55:52.740]  we didn't even have our own country
[2:55:52.740 --> 2:55:54.740]  we have the New World Order dictating
[2:55:54.740 --> 2:55:55.740]  Trump's trying to have us
[2:55:55.740 --> 2:55:56.740]  have our own country
[2:55:56.740 --> 2:55:57.740]  and Trump is
[2:55:57.740 --> 2:55:58.740]  believe me
[2:55:58.740 --> 2:55:59.740]  I know him well
[2:55:59.740 --> 2:56:00.740]  and his people
[2:56:00.740 --> 2:56:01.740]  he wants to empower everybody
[2:56:01.740 --> 2:56:02.740]  he doesn't want these divisions
[2:56:02.740 --> 2:56:03.740]  he wants to be the guy that
[2:56:03.740 --> 2:56:04.740]  turns it all around
[2:56:04.740 --> 2:56:05.740]  and brings us together
[2:56:05.740 --> 2:56:06.740]  and so you see the Democrats
[2:56:06.740 --> 2:56:07.740]  pushing the most racist
[2:56:07.740 --> 2:56:09.740]  divisionary systems
[2:56:09.740 --> 2:56:11.740]  I believe in America Jesse Lee Peterson
[2:56:11.740 --> 2:56:13.740]  I believe we're going to
[2:56:13.740 --> 2:56:14.740]  turn against this
[2:56:14.740 --> 2:56:15.740]  I believe Trump's going to win big
[2:56:15.740 --> 2:56:16.740]  what do you think?
[2:56:16.740 --> 2:56:17.740]  I believe so too
[2:56:17.740 --> 2:56:19.740]  I think that the Democrats
[2:56:19.740 --> 2:56:21.740]  are so angry and so blind
[2:56:21.740 --> 2:56:22.740]  that they can't see that
[2:56:22.740 --> 2:56:24.740]  they're exposing themselves
[2:56:24.740 --> 2:56:25.740]  and with all this violence
[2:56:25.740 --> 2:56:27.740]  and all these crime
[2:56:27.740 --> 2:56:28.740]  and stuff that's going on
[2:56:28.740 --> 2:56:30.740]  they are scaring people to death
[2:56:30.740 --> 2:56:31.740]  because they're revealing
[2:56:31.740 --> 2:56:33.740]  who they really are
[2:56:33.740 --> 2:56:35.740]  so I believe that the president
[2:56:35.740 --> 2:56:36.740]  will be re-elected
[2:56:36.740 --> 2:56:38.740]  another four more years
[2:56:38.740 --> 2:56:39.740]  and you mentioned the banks
[2:56:39.740 --> 2:56:40.740]  and things like that
[2:56:40.740 --> 2:56:42.740]  when you're in a community
[2:56:42.740 --> 2:56:44.740]  it's natural
[2:56:44.740 --> 2:56:46.740]  to start a business
[2:56:46.740 --> 2:56:47.740]  it's natural to have a bank
[2:56:47.740 --> 2:56:48.740]  to have a school
[2:56:48.740 --> 2:56:50.740]  to have a store
[2:56:50.740 --> 2:56:52.740]  that's what we did in Alabama
[2:56:52.740 --> 2:56:54.740]  but because black people
[2:56:54.740 --> 2:56:55.740]  and not all, not all, not all,
[2:56:55.740 --> 2:56:56.740]  not all, not all, not all,
[2:56:56.740 --> 2:56:57.740]  but most
[2:56:57.740 --> 2:56:58.740]  they have not
[2:56:58.740 --> 2:56:59.740]  the family have been destroyed
[2:56:59.740 --> 2:57:00.740]  so the fathers are not there
[2:57:00.740 --> 2:57:02.740]  to set that example
[2:57:02.740 --> 2:57:04.740]  if black people were not angry
[2:57:04.740 --> 2:57:06.740]  if they had families
[2:57:06.740 --> 2:57:08.740]  if their parents taught them
[2:57:08.740 --> 2:57:09.740]  to work
[2:57:09.740 --> 2:57:11.740]  you would naturally have businesses
[2:57:11.740 --> 2:57:13.740]  in the black community
[2:57:13.740 --> 2:57:15.740]  you would have the bad people to go there
[2:57:15.740 --> 2:57:17.740]  you would provide good services
[2:57:17.740 --> 2:57:19.740]  but because the men are not setting that example
[2:57:19.740 --> 2:57:21.740]  as they did when I was growing up
[2:57:21.740 --> 2:57:23.740]  the crime is out of control
[2:57:23.740 --> 2:57:25.740]  in the urban cities
[2:57:25.740 --> 2:57:27.740]  across the country
[2:57:27.740 --> 2:57:29.740]  black people are afraid
[2:57:29.740 --> 2:57:31.740]  to open a business because they're afraid
[2:57:31.740 --> 2:57:33.740]  of being robbed by other black people
[2:57:33.740 --> 2:57:35.740]  it's not the white person that they're afraid of
[2:57:35.740 --> 2:57:37.740]  it's the black that they're afraid of
[2:57:37.740 --> 2:57:39.740]  and so you don't have black businesses there
[2:57:39.740 --> 2:57:41.740]  because of that
[2:57:41.740 --> 2:57:43.740]  out of control crime
[2:57:43.740 --> 2:57:45.740]  and people are not working in a manner that
[2:57:45.740 --> 2:57:47.740]  they were working before the Chinese
