[00:00:01.957 --> 00:00:03.658]  Another world.
[02:12:07.353 --> 02:12:11.975]  Inventor of email comes up with plan to stop big tech censorship.
[02:12:11.975 --> 02:12:12.975]  The post office.
[02:12:12.975 --> 02:12:14.436]  That's the headline for this segment.
[02:12:14.436 --> 02:12:18.177]  And that's why they want Shiva off the stage for this debate and not in Congress.
[02:12:18.177 --> 02:12:18.838]  This right here.
[02:12:18.838 --> 02:12:23.860]  Because if these big companies won't do it, they should be regulated A, because they're violating the First Amendment.
[02:12:23.860 --> 02:12:26.101]  Let them get their money all day, just don't have monopolies.
[02:12:26.101 --> 02:12:27.721]  But you're right, it's the post office.
[02:12:27.721 --> 02:12:29.382]  We already have the damn infrastructure.
[02:12:29.862 --> 02:12:30.483]  Right.
[02:12:30.483 --> 02:12:34.708]  We would create a physical network, which would be independent of AT&T, Vodafone, etc.
[02:12:34.708 --> 02:12:43.117]  Because remember what Mubarak did in Egypt, when the students were protesting, right when the workers came on the street, he made one phone call to Vodafone.
[02:12:43.117 --> 02:12:44.238]  We can't have that.
[02:12:44.238 --> 02:12:50.866]  So I'm of a deep, deep... Because we have Google and the big tech companies attacking Trump and the US government.
[02:12:51.366 --> 02:12:56.187]  With foreign assets trying to stop our elections, we need our own U.S.
[02:12:56.187 --> 02:12:57.347]  communications.
[02:12:57.347 --> 02:12:58.388]  We do need U.S.
[02:12:58.388 --> 02:12:59.928]  communications.
[02:12:59.928 --> 02:13:03.169]  We talk about the Second Amendment, but the pen is mightier than the sword.
[02:13:03.169 --> 02:13:07.570]  And the First Amendment has been gutted because we've gutted the U.S.
[02:13:07.570 --> 02:13:08.610]  Postal Service.
[02:13:08.610 --> 02:13:13.271]  And one of the things I would do is to lay out that architecture, resurrect the Postal Service.
[02:13:13.271 --> 02:13:16.432]  And anything goes on it, but stuff that's illegal.
[02:13:16.432 --> 02:13:18.092]  It has to be absolutely open and free.
[02:13:18.852 --> 02:13:20.272]  That's already protected by the laws.
[02:13:20.272 --> 02:13:21.473]  We don't have to do that anymore.
[02:13:21.473 --> 02:13:28.115]  You know, you can't send illegal stuff, but the most important thing is if anyone interferes, it's 20-year federal sentence.
[02:13:28.115 --> 02:13:31.496]  We need a federal digital system, and we already have.
[02:13:31.496 --> 02:13:33.397]  You already paid for it, and it's there.
[02:13:33.397 --> 02:13:35.397]  Dr. Seaman, you really are a genius.
[02:13:35.397 --> 02:13:37.778]  We gotta have you up to do a full hour on this, because...
[02:13:38.138 --> 02:13:39.699]  Alex, let me just finish this one thing.
[02:13:39.699 --> 02:13:43.301]  When Hillary Clinton put her private mail server, we're talking about a caste system.
[02:13:43.301 --> 02:13:51.507]  So what's going to happen is the wealthy people will create their own digital networks, and we get the free crap from, you know, Facebook, Google, everyone else.
[02:13:51.507 --> 02:13:53.108]  You see, they're creating a two-tier communication.
[02:13:53.108 --> 02:13:54.569]  That's what they all do.
[02:13:54.569 --> 02:13:56.090]  And then they cut us out of the marketplace.
[02:13:56.934 --> 02:13:57.354]  Exactly.
[02:13:57.354 --> 02:14:04.318]  So Alex, I think the fundamental issue here is we're probably going to have a revolution in this country the way things are going with this kind of banning.
[02:14:04.318 --> 02:14:13.702]  But the patriots like you, myself, others, the quote-unquote alternative media, we need to start organizing as one united front.
[02:14:14.022 --> 02:14:18.327]  That is also another... That's the answer, not just President Trump taking action.
[02:14:18.327 --> 02:14:31.120]  We have to organize into a united front for the First Amendment and deploy ideas both that are positive and also that are administrative to people that are already corporately usurping us.
[02:14:31.120 --> 02:14:35.585]  We're not calling for regulations, we're calling for laws to block corporate usurpation.
[02:14:36.614 --> 02:14:37.955]  In fact, that's what happened.
[02:14:37.955 --> 02:14:43.456]  In the Reagan era, DHL and FedEx, the lobbyists gutted the Postal Service.
[02:14:43.456 --> 02:14:48.858]  They took away all the very valuable services and they left the Postal Service with the spoils.
[02:14:48.858 --> 02:14:50.458]  That's what happened in the 80s.
[02:14:50.458 --> 02:14:51.839]  And that's why we're suffering today.
[02:14:52.259 --> 02:14:59.347]  Alex, you know, look, the debates are planned against the fake Trumper and the fake Indian, and we want to plan massive protests.
[02:14:59.347 --> 02:15:01.750]  So if you guys want to come here, we should do this.
[02:15:01.750 --> 02:15:06.014]  There's a historic opportunity to expose the fake Indian and the fake Trumpers.
[02:15:06.014 --> 02:15:07.336]  No, I agree.
[02:15:07.336 --> 02:15:08.797]  I'm going into the third dimension now.
[02:15:08.797 --> 02:15:11.000]  They're kicking me out of the internet.
[02:15:11.000 --> 02:15:11.660]  What's that?
[02:15:11.660 --> 02:15:12.161]  We're going to come.
[02:15:13.055 --> 02:15:14.136]  Yeah, you guys got to come.
[02:15:14.136 --> 02:15:16.938]  We got to raise hell because this is where the revolution took place.
[02:15:16.938 --> 02:15:26.266]  And I'm telling you this singular issue of trying to keep a real Indian off the stage by Elizabeth Warren, who claims is a huge historic opportunity to expose these people.
[02:15:26.266 --> 02:15:29.069]  And I say we need to create a massive, massive movement.
[02:15:29.329 --> 02:15:31.009]  And what better place than Massachusetts?
[02:15:31.009 --> 02:15:32.150]  Alex, you're invited.
[02:15:32.150 --> 02:15:33.230]  Owen, you're invited.
[02:15:33.230 --> 02:15:36.971]  We got to get all the media people here, and we got to take this down.
[02:15:36.971 --> 02:15:44.173]  And if they don't let me on that stage, we need to raise hell, and that hell needs to be why they attacked Alex Jones, why they're attacking... Well said.
[02:15:44.173 --> 02:15:44.673]  Well said.
[02:15:44.673 --> 02:15:46.953]  Again, the best website for folks to visit?
[02:15:46.953 --> 02:15:48.334]  SHIVA4Senate.
[02:15:48.334 --> 02:15:49.974]  S-H-I-V-A4Senate.
[02:15:49.974 --> 02:15:51.814]  Everyone, get a Road Warrior kit.
[02:15:51.814 --> 02:15:52.615]  Weaponize your car.
[02:15:52.615 --> 02:15:52.835]  Absolutely.
[02:15:52.835 --> 02:15:53.255]  God bless you.
[02:15:53.255 --> 02:15:53.895]  We got to go to break.
[02:15:56.275 --> 02:15:58.016]  Let's talk tough.
[02:15:58.016 --> 02:15:59.417]  Let's talk comfort.
[02:15:59.417 --> 02:16:01.798]  Let's talk about down-home value.
[02:16:01.798 --> 02:16:04.720]  Made in the USA, blue jeans.
[02:16:04.720 --> 02:16:06.741]  Like you wore as a kid.
[02:16:06.741 --> 02:16:07.642]  Remember?
[02:16:07.642 --> 02:16:10.864]  There's a place down in Tennessee.
[02:16:10.864 --> 02:16:16.287]  Where they make blue diamond gusset jeans.
[02:16:16.287 --> 02:16:19.109]  They sew pride in every stitch.
[02:16:19.109 --> 02:16:22.591]  Guarantee you'll love the way they fit.
[02:16:24.525 --> 02:16:29.253]  They put a diamond gusset in the crotch where you need it most.
[02:16:29.253 --> 02:16:32.278]  Blue diamond gussets got it.
[02:16:33.536 --> 02:16:35.437]  We're good old-fashioned comfort.
[02:16:35.437 --> 02:16:37.179]  Get Diamond Gusset Jeans.
[02:16:37.179 --> 02:16:38.680]  Every stitch guaranteed.
[02:16:38.680 --> 02:16:41.943]  In our Defender Motorcycle Jeans comes Kevlar reinforced.
[02:16:41.943 --> 02:16:44.485]  See them at G-U-S-S-E-T dot com.
[02:16:44.485 --> 02:16:45.926]  That's Gusset dot com.
[02:16:45.926 --> 02:16:46.607]  Or call 888-848-7738.
[02:16:46.607 --> 02:16:46.807]  That's 888-848-7738.
[02:16:46.807 --> 02:16:47.908]  Diamond Gusset Jeans got it.
[02:16:47.908 --> 02:16:48.288]  Others don't.
[02:16:55.094 --> 02:16:56.335]  Hi, I'm Dan Pilla.
[02:16:56.335 --> 02:17:00.258]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[02:17:00.258 --> 02:17:01.799]  I sued the IRS and won.
[02:17:01.799 --> 02:17:04.741]  I beat the IRS then, and I've been beating them ever since.
[02:17:04.741 --> 02:17:09.945]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[02:17:10.305 --> 02:17:11.506]  I can help you too.
[02:17:11.506 --> 02:17:14.448]  If you owe taxes you can't pay, don't wait another day.
[02:17:14.448 --> 02:17:16.649]  There's no such thing as a hopeless tax case.
[02:17:16.649 --> 02:17:21.092]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[02:17:21.092 --> 02:17:22.794]  That's DanPilla.com.
[02:17:22.794 --> 02:17:24.695]  DanPilla.com.
[02:17:24.695 --> 02:17:25.856]  Bacon lovers.
[02:17:25.856 --> 02:17:27.417]  We ship free.
[02:17:27.417 --> 02:17:29.238]  Try our amazing bacon.
[02:17:29.238 --> 02:17:31.239]  No refrigeration required.
[02:17:31.239 --> 02:17:34.962]  Proprietary value added packaging provides 10 years shelf life.
[02:17:35.342 --> 02:17:38.984]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[02:17:38.984 --> 02:17:39.185]  It's you!
[02:18:05.356 --> 02:18:07.857]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[02:18:07.857 --> 02:18:09.237]  You are the InfoWard.
[02:18:09.237 --> 02:18:12.158]  And now because of their intensifying censorship, it's more important than ever
[02:18:26.503 --> 02:18:27.963]  We are the renaissance, and we are winning!
[02:18:56.030 --> 02:19:06.621]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[02:19:06.621 --> 02:19:08.683]  That's why I'm introducing Z-SHIELD.
[02:19:08.683 --> 02:19:11.566]  Toxic Metal and Chemical Defense Support.
[02:19:11.566 --> 02:19:13.048]  It's made in the USA.
[02:19:13.048 --> 02:19:16.191]  It's filled with known compounds from nature that are
[02:19:16.411 --> 02:19:19.854]  Absolutely associated with detoxifying the body and it supports the info war.
[02:19:19.854 --> 02:19:21.956]  It is a classical 360 win.
[02:19:21.956 --> 02:19:31.664]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:19:31.664 --> 02:19:43.975]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America,
[02:19:44.155 --> 02:19:48.456]  To reignite those rush fires to the next level, and to be healthy and as focused as you can be.
[02:19:48.456 --> 02:19:51.758]  Thanks to your support and your prayers, together, we're changing the world.
[02:19:51.758 --> 02:19:58.700]  Now it's time to change our bodies, with Z-Shield, and Infowarslife.com.
[02:19:58.700 --> 02:20:01.341]  You're listening to the Alex Jones Show.
[02:20:12.401 --> 02:20:29.570]  From the front lines of the Information War, it's Alex Jones.
[02:20:29.570 --> 02:20:31.611]  Alright folks, Alex Jones here, back live.
[02:20:31.611 --> 02:20:33.973]  Owen Schroer, Rotten Shotgun, coming up in about an hour and a half.
[02:20:33.973 --> 02:20:40.176]  He'll be live at the War Room with Roger Stone for as long as he's here before he gets indicted.
[02:20:40.176 --> 02:20:41.297]  And of course they've got the
[02:20:42.901 --> 02:20:52.837]  Obama Hillary version of the FBI breathing down my neck doing just insane bonkers stuff I can't tell you about but they're not just trying to take me off the air folks I can I can tell you that this is reached
