[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[02:24:56.700 --> 02:25:01.424]  Nobody ever looked at any of those guys and said, oh, that person's so naturally a president.
[02:25:01.424 --> 02:25:04.886]  Instead, they looked at him and said, that guy reminds me of a politician.
[02:25:04.886 --> 02:25:05.347]  Exactly.
[02:25:05.347 --> 02:25:06.388]  You look at Trump, you go...
[02:25:07.108 --> 02:25:07.808]  Leadership.
[02:25:07.808 --> 02:25:08.169]  Exactly.
[02:25:08.169 --> 02:25:09.749]  You go, that's president.
[02:25:09.749 --> 02:25:11.290]  And the whole world sees it.
[02:25:11.290 --> 02:25:12.210]  That's John Wayne.
[02:25:12.210 --> 02:25:13.931]  I mean, it's like big.
[02:25:13.931 --> 02:25:14.992]  And he's delivering.
[02:25:14.992 --> 02:25:15.292]  Exactly.
[02:25:15.292 --> 02:25:19.534]  What happens is the party in opposition feels so much fear over the incumbent.
[02:25:19.534 --> 02:25:21.374]  They think the incumbent is definitely going to win.
[02:25:21.374 --> 02:25:22.735]  And sometimes it's a conscious fear.
[02:25:22.735 --> 02:25:24.356]  Sometimes it's an unconscious fear.
[02:25:24.356 --> 02:25:25.896]  In Lippman's case, it's a conscious fear.
[02:25:25.896 --> 02:25:33.140]  That's why he's advocating for things to make up standards that don't exist to propagate a different theory of the election when his own data says that.
[02:25:33.140 --> 02:25:33.800]  I totally agree.
[02:25:33.800 --> 02:25:34.881]  And everybody knows truth from the hearing.
[02:25:36.081 --> 02:25:37.062]  How do they counter-strike?
[02:25:37.062 --> 02:25:38.984]  Because they are counter-striking.
[02:25:38.984 --> 02:25:43.187]  All the fake investigations, Antifa, activated terrorists, assassination.
[02:25:43.187 --> 02:25:48.272]  If they were smart, they would put a message out there that would persuade the public audience.
[02:25:48.272 --> 02:25:51.254]  They would put a message out there that would re-up Trump and beat Trump.
[02:25:51.254 --> 02:25:53.276]  A positive, instead it's only negative.
[02:25:53.476 --> 02:25:53.796]  Correct.
[02:25:53.796 --> 02:25:57.180]  America sucks, we're all racist, it's over.
[02:25:57.180 --> 02:25:58.681]  Contrast it to what happened in Sweden.
[02:25:58.681 --> 02:26:03.946]  So Sweden, the party on the left, decided to embrace the most restrictive immigration reforms in history.
[02:26:03.946 --> 02:26:08.090]  And they were able to regain power because they changed their policies on immigration.
[02:26:08.090 --> 02:26:09.792]  They did what the people wanted.
[02:26:09.792 --> 02:26:10.192]  Exactly.
[02:26:10.192 --> 02:26:12.575]  Bernie Sanders just went back to his 2015 position on immigration.
[02:26:14.036 --> 02:26:29.630]  Instead it was a Koch Brothers conspiracy to drive down wages in America that he would actually have a viable chance against the president in a re-election bid because then his immigration position would be no different than Trump's and be equally aggressive and then he could pitch his different ideas to make the world a safer a better place.
[02:26:29.630 --> 02:26:35.254]  But instead, as long as they're focused on Trump, and this Trump understands, if they're talking about him, he's winning.
[02:26:35.254 --> 02:26:39.978]  And so if they're talking about impeachment, if they're talking about efforts to take him out... He gets it though.
[02:26:39.978 --> 02:26:41.700]  He's taking the oxygen out of their paradigm.
[02:26:41.820 --> 02:26:42.320]  Correct.
[02:26:42.320 --> 02:26:45.403]  The real threat Trump faces right now is not so much from the Democratic Party.
[02:26:45.403 --> 02:26:47.924]  There are dead men walking.
[02:26:47.924 --> 02:26:48.945]  It's the deep state.
[02:26:48.945 --> 02:26:59.473]  The deep state will not accept being targeted for all of their bad conduct and malfeasance and misfeasance in the 2016 election, for their misdeeds during the Mueller inquiry investigation.
[02:26:59.853 --> 02:27:10.315]  Mueller was his shot across the bow, not to help Democrats, but to help the deep state use the Democrats in the House in order to counteract Trump's Spygate inquiry.
[02:27:10.315 --> 02:27:11.856]  That's what all of that is about.
[02:27:11.856 --> 02:27:25.639]  So his biggest adversary right now is, it's not Kim in North Korea, it's not China trying to do what they're doing, it's not the Democratic Party domestically who are dead men walking, it is in whatever they say about Nancy Pelosi, I mean she looks like a dead person talking.
[02:27:25.999 --> 02:27:27.200]  So it's none of them.
[02:27:27.200 --> 02:27:28.060]  It's the deep state.
[02:27:28.060 --> 02:27:29.141]  And that means he needs to go at that.
[02:27:29.141 --> 02:27:30.201]  That's who is his enemy.
[02:27:30.201 --> 02:27:31.262]  Those are the people sabotaging.
[02:27:31.262 --> 02:27:32.883]  The people not getting the agenda through.
[02:27:32.883 --> 02:27:33.323]  Exactly.
[02:27:33.323 --> 02:27:34.564]  Taking papers off his desk.
[02:27:34.564 --> 02:27:39.967]  He ordered, just totally constitutional, that Brennan lose his security clearance.
[02:27:39.967 --> 02:27:41.347]  Didn't lose it two months ago.
[02:27:41.347 --> 02:27:42.048]  Exactly.
[02:27:42.048 --> 02:27:46.630]  So it's the politicized parts of the spy network that are using that power.
[02:27:46.630 --> 02:27:52.293]  I mean, that led Snowden to become a whistleblower because he saw where it was going, even with a president he liked in Obama.
[02:27:52.293 --> 02:27:54.755]  He realized how dangerous this was going to be politicized.
[02:27:54.755 --> 02:27:55.175]  I totally agree.
[02:27:57.077 --> 02:28:00.162]  Let's get into worst case scenario when we come back.
[02:28:00.162 --> 02:28:04.288]  Because we've had, what, four American presidents assassinated, or is it five?
[02:28:04.288 --> 02:28:05.489]  I'd have to go back and look.
[02:28:05.489 --> 02:28:07.693]  You've had some shot at and some successfully killed.
[02:28:07.693 --> 02:28:09.375]  So the numbers vary based on that.
[02:28:11.914 --> 02:28:14.396]  Exactly, like Teddy Roosevelt got shot in the chest, he'll give a speech.
[02:28:14.396 --> 02:28:15.257]  Correct.
[02:28:15.257 --> 02:28:17.179]  Reagan got shot, survived.
[02:28:17.179 --> 02:28:19.221]  They tried to kill Roosevelt, but he survived.
[02:28:19.221 --> 02:28:22.544]  I think it's four dead, three shot.
[02:28:22.544 --> 02:28:27.029]  Well, if you count the other, Jackson, he got shot and stabbed, he wasn't president.
[02:28:27.029 --> 02:28:28.650]  Correct, that's true.
[02:28:28.650 --> 02:28:31.233]  Anyways, they're gonna try to kill the president.
[02:28:31.233 --> 02:28:34.116]  These globalists don't give up, and so I think everybody needs to know
[02:28:35.779 --> 02:28:37.581]  They can do a truck bomb, say jihadis did it.
[02:28:37.581 --> 02:28:41.825]  They've been doing too much positive publicity of people who've done violence on the White House lawn or near it.
[02:28:41.825 --> 02:28:43.147]  That's right, they're signaling.
[02:28:43.147 --> 02:28:44.488]  They're greenlighting.
[02:28:44.488 --> 02:28:46.470]  Exactly, they're triggering it, they're greenlighting it.
[02:28:46.470 --> 02:28:48.452]  Let's talk about worst case scenarios.
[02:28:48.452 --> 02:28:50.354]  And the left's only thinking one-dimensional.
[02:28:50.354 --> 02:28:53.537]  If you kill him, do you guys have any idea what happens to you?
[02:28:53.537 --> 02:28:53.978]  My God.
[02:28:55.313 --> 02:28:57.193]  Fully cooked, ready-to-eat bacon.
[02:28:57.193 --> 02:29:00.434]  I'm talking thick, meaty, center-cut, presidential bacon.
[02:29:00.434 --> 02:29:02.015]  Savory and delicious.
[02:29:02.015 --> 02:29:04.855]  I buy some, I use some, I store some.
[02:29:04.855 --> 02:29:05.515]  Awesome.
[02:29:05.515 --> 02:29:08.596]  No refrigeration needed with a 10-year shelf life.
[02:29:08.596 --> 02:29:10.177]  NASA PAC Technology.
[02:29:10.177 --> 02:29:10.797]  Bacon.
[02:29:10.797 --> 02:29:14.958]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[02:29:14.958 --> 02:29:16.378]  Or warm and served.
[02:29:16.378 --> 02:29:18.438]  Life-saving, ready-to-eat bacon.
[02:29:18.438 --> 02:29:20.379]  10-year shelf life bacon.
[02:29:20.379 --> 02:29:23.160]  Ships free at FullyCookedBacon.com.
[02:29:23.160 --> 02:29:24.440]  FullyCookedBacon.com.
[02:29:25.140 --> 02:29:27.782]  Hunters, anglers, campers, and survivalists.
[02:29:27.782 --> 02:29:28.882]  Get back to nature.
[02:29:28.882 --> 02:29:36.207]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:29:36.207 --> 02:29:39.609]  Slingbow products are compact and models start from just $17.98.
[02:29:39.609 --> 02:29:43.191]  They're perfect for your bug out bag or storing in your vehicle.
[02:29:43.191 --> 02:29:47.353]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:29:47.353 --> 02:29:51.916]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:29:51.916 --> 02:29:54.598]  Feel the thrill only at slingbow.com.
[02:29:58.194 --> 02:30:02.817]  It's never been easy to figure out the essentials of a new supplement routine.
[02:30:02.817 --> 02:30:10.541]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[02:30:10.541 --> 02:30:18.185]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[02:30:18.185 --> 02:30:24.709]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[02:30:25.965 --> 02:30:39.407]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[02:30:39.407 --> 02:30:43.868]  Featuring eight different formulas for a total take on your health and wellness.
[02:30:43.868 --> 02:30:48.949]  You can find what you like and get even more powerful versions in the store.
[02:30:48.949 --> 02:30:55.010]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[02:30:56.391 --> 02:31:04.479]  Our powerful line of fluoride-free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[02:31:04.479 --> 02:31:10.065]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[02:31:10.065 --> 02:31:16.251]  Super Blue Toothpaste is the fan-favorite fluoride-free toothpaste that every Info Warrior loves.
[02:31:16.251 --> 02:31:18.313]  Powered by iodine and nano-silver,
[02:31:18.593 --> 02:31:23.598]  It's designed to deliver a powerful clean while supporting good oral health and fresh breath.
[02:31:23.598 --> 02:31:25.720]  Available in two refreshing flavors.
[02:31:25.720 --> 02:31:30.605]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[02:31:30.605 --> 02:31:36.230]  Super Blue Immune Gargle is the only option for on-the-go immune system support like no other.
[02:31:36.230 --> 02:31:39.834]  With the scientifically proven patented ingredient Silversol® in
[02:31:39.974 --> 02:31:41.255]  Three different sizes.
[02:31:41.255 --> 02:31:42.935]  You can take it wherever you go.
[02:31:42.935 --> 02:31:46.937]  Support good oral health with our one-of-a-kind Super Blue products.
[02:31:46.937 --> 02:31:50.099]  Don't miss out on revolutionizing your morning routine.
[02:31:50.099 --> 02:31:54.741]  Head to Infowarsstore.com and get our line of Super Blue products today.
[02:31:55.561 --> 02:31:59.746]  The Globalists are hyper-competitive scientific dictators.
[02:31:59.746 --> 02:32:00.807]  They are technocrats.
[02:32:00.807 --> 02:32:03.090]  They are control freaks in their own words.
[02:32:03.090 --> 02:32:09.978]  And they believe allowing you to live your own life and make your own decisions gets in the way of their great destiny to merge with AI gods.
[02:32:10.458 --> 02:32:12.320]  Now, we're fighting them hard in cyberspace.
[02:32:12.320 --> 02:32:14.782]  We're fighting them hard right here in the third dimension.
[02:32:14.782 --> 02:32:21.287]  But one of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[02:32:21.287 --> 02:32:26.472]  If I wasn't taking the highest quality supplements from 4warsandlife.com, I couldn't do it.
[02:32:26.472 --> 02:32:35.499]  That's why we decided to take our original Secret 12 that was incredibly high-quality medical bottlement and double the strength of it in a new formula, Ultra 12.
[02:32:36.460 --> 02:32:42.442]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[02:32:42.442 --> 02:32:43.382]  It is amazing.
[02:32:43.382 --> 02:32:53.406]  Experience pure Methylcobalamin B12 for yourself and fund the second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLife.com, or 888-253-3139.
[02:32:53.406 --> 02:32:55.086]  You're listening to the Alex Jones Show.
[02:33:16.786 --> 02:33:19.487]  He aligns himself with the truth.
[02:33:19.487 --> 02:33:22.428]  And it's time for you to choose a side.
[02:33:22.428 --> 02:33:25.089]  You're listening to Alex Jones.
[02:33:25.089 --> 02:33:32.071]  Chaos is hanging around.
[02:33:32.071 --> 02:33:35.092]  Put your ear to the ground.
[02:33:35.092 --> 02:33:37.993]  And shut up from the sound.
[02:33:37.993 --> 02:33:41.435]  The death machine is slowing down.
[02:33:41.435 --> 02:33:42.855]  It's gaining power.
[02:33:45.191 --> 02:33:48.173]  Why are we seeing all this happen?
[02:33:48.173 --> 02:34:03.601]  And I gotta tell you, there's a lot of powerful corrupt people in this world, but Hillary Clinton was able to sycophantically get all these college heads, all these corporate heads to worship her.
[02:34:03.601 --> 02:34:11.805]  And still, when she goes out on the road, and she goes to universities, the people act like
[02:34:13.191 --> 02:34:17.213]  Jesus Christ just landed in a flying saucer.
