[00:00:00.049 --> 00:00:00.209]  Oh my!
[02:28:26.328 --> 02:28:30.572]  And then everything else is going up in price because the dollar is plunging in value.
[02:28:31.550 --> 02:28:33.891]  Well, no, it's not a matter of price.
[02:28:33.891 --> 02:28:36.332]  It just isn't going to be there, Alex.
[02:28:36.332 --> 02:28:41.475]  I'm telling you, the outside investors, these other countries are coming in.
[02:28:41.475 --> 02:28:45.877]  The Kansas City wheat market, for example, is upset as all get out.
[02:28:45.877 --> 02:28:52.040]  The brokers on the wheat market, because foreign countries are coming in and they aren't even asking the price.
[02:28:52.040 --> 02:28:56.823]  They're buying all that they can get at whatever price it takes.
[02:28:57.503 --> 02:29:03.750]  Is this a real food shortage or is it all caused by dollar devaluation and wild speculation?
[02:29:04.964 --> 02:29:07.506]  It is absolutely a food shortage.
[02:29:07.506 --> 02:29:10.328]  This is the third year of a worldwide famine.
[02:29:10.328 --> 02:29:15.731]  The stinking planet didn't produce enough food to feed its population the last two years running.
[02:29:15.731 --> 02:29:18.513]  And we've got less food, less water.
[02:29:18.513 --> 02:29:29.120]  And on top of it, now that we've got the shortages of food, investment organizations are going in and other countries are going in and bidding away that food from our people.
[02:29:29.120 --> 02:29:32.202]  It's not going to be a matter of whether you can afford it or not.
[02:29:32.202 --> 02:29:33.663]  I don't care how much money you've got.
[02:29:34.844 --> 02:29:38.729]  Steve, I want to come back and finish up.
[02:29:38.729 --> 02:29:40.111]  We're on the march.
[02:29:40.111 --> 02:29:42.654]  The Empire's on the run.
[02:29:42.654 --> 02:29:45.337]  Alex Jones and the GCN Radio Network.
[02:29:50.083 --> 02:29:55.125]  Do you want to know right now how you can drive around using water as fuel and laugh at rising gas costs?
[02:29:55.125 --> 02:29:57.386]  Then keep listening for a very special offer.
[02:29:57.386 --> 02:30:02.748]  GasFreedom.info has all the information you need to learn about a simple technology you can have right now.
[02:30:02.748 --> 02:30:06.489]  GasFreedom is a do-it-yourself, affordable, practical, free energy device.
[02:30:06.489 --> 02:30:11.131]  It uses a little electricity from your car's battery to separate water into a gas called HHO.
[02:30:11.631 --> 02:30:17.497]  HHO, also called Browns Gas, burns beautifully and provides tons of energy, while the end product is just water.
[02:30:17.497 --> 02:30:19.959]  Visit GasFreedom.info now to learn more.
[02:30:19.959 --> 02:30:22.942]  In just 10 minutes, you will discover exactly how this is possible.
[02:30:22.942 --> 02:30:26.245]  This is the secret the oil and auto industry doesn't want you to know.
[02:30:26.245 --> 02:30:30.889]  Go to GasFreedom.info to learn how very easy it is to extract energy from water to run your car.
[02:30:31.209 --> 02:30:33.770]  Go to gasfreedom.info for this special offer.
[02:30:33.770 --> 02:30:35.130]  Turn any car into a hybrid for $300.
[02:30:35.130 --> 02:30:36.170]  That's gasfreedom.info or call 239-628-3708.
[02:30:36.170 --> 02:30:36.451]  That's 239-628-3708.
[02:30:36.451 --> 02:30:36.511]  239-628-3708.
[02:30:36.511 --> 02:30:37.491]  Another untold story, here it comes.
[02:30:37.491 --> 02:30:38.611]  Another untold story, here it comes.
[02:30:58.916 --> 02:31:06.294]  Another untold story that you've not been told from another untold story dot com.
[02:31:08.629 --> 02:31:12.570]  This is a story of the rite that rids demons.
[02:31:12.570 --> 02:31:24.693]  There are a lot of stories, told on TV and the like, about demons these days, but untold about demons is the rite, introduced about 2,000 years ago, that gets rid of demons.
[02:31:24.693 --> 02:31:30.315]  An old ancient in origin rite that works every time when performed and done right.
[02:31:31.175 --> 02:31:38.543]  It's a simple rite, and no, it doesn't require a priest and Hollywood-like exorcism-type fight and struggle.
[02:31:38.543 --> 02:31:42.007]  It's really quite simple, and it works quite well.
[02:31:42.007 --> 02:31:50.355]  This rite was once used or performed regularly in society, but then someone, or shall we say someone, started getting it removed.
[02:31:50.976 --> 02:32:01.961]  Who would want to remove a simple rite, a practice, if you will, when properly performed, removes demons and or demonic influence in people's lives?
[02:32:01.961 --> 02:32:05.423]  Well, how about this for starter answers.
[02:32:05.423 --> 02:32:07.184]  A perverse demonic race.
[02:32:08.103 --> 02:32:09.283]  Could this be?
[02:32:09.283 --> 02:32:11.564]  Could there really be such a race?
[02:32:11.564 --> 02:32:13.645]  And what is this simple right?
[02:32:13.645 --> 02:32:15.466]  Well, it's Another Untold Story.
[02:32:15.466 --> 02:32:19.247]  Toll that website, AnotherUntoldStory.com.
[02:32:19.247 --> 02:32:20.507]  Go there and learn of it.
[02:32:20.507 --> 02:32:25.789]  But go now, for our postings there are but for 48 hours.
[02:32:25.789 --> 02:32:28.810]  AnotherUntoldStory.com.
[02:32:28.810 --> 02:32:33.812]  For Another Untold Story, go to AnotherUntoldStory.com.
[02:32:33.812 --> 02:32:35.953]  AnotherUntoldStory.com.
[02:32:37.665 --> 02:32:41.826]  Another Untold Story dot com.
[02:32:41.826 --> 02:32:51.808]  Another Untold Story dot com.
[02:32:51.808 --> 02:32:54.528]  Oh man, this is a good song.
[02:32:54.528 --> 02:32:57.789]  It's hard not to play it.
[02:32:57.789 --> 02:32:59.629]  Sometimes I'd like to just be a DJ.
[02:32:59.629 --> 02:33:06.131]  They say the age of DJ's gone and now we've got iPods.
[02:33:09.693 --> 02:33:23.160]  Video killed the radio star and then I guess it brought the radio star back when he became a video star.
[02:33:23.160 --> 02:33:37.607]  Whatever comes, we're going to be here, God willing, covering it, tracking it, documenting it.
[02:33:37.607 --> 02:33:39.028]  I'm finishing up two films.
[02:33:40.737 --> 02:33:49.643]  Right now.
[02:33:49.643 --> 02:34:08.636]  It's been a situation where I've been so focused on finishing 9-11 chronicles, truth rising for the last six, eight months, that I haven't even thought to make a trailer or promote it.
[02:34:10.031 --> 02:34:18.195]  We're finishing the film this week, which is why Burmus is going to be in here tomorrow.
[02:34:18.195 --> 02:34:19.836]  That I haven't even promoted it yet.
[02:34:19.836 --> 02:34:21.777]  It's gotta be the best film I've ever made.
[02:34:21.777 --> 02:34:26.840]  I know each film I say that, and you can admit to yourself that each film has gotten better.
[02:34:26.840 --> 02:34:28.080]  But this is cinema verite.
[02:34:28.080 --> 02:34:30.361]  There's no voiceover from Alex Jones.
[02:34:30.361 --> 02:34:33.523]  Alex Jones only pops up two times in a two-hour film.
[02:34:34.582 --> 02:34:37.144]  I try to keep myself completely out of it.
[02:34:37.144 --> 02:34:39.105]  But it is the story of the 9-11 Truth Movement.
[02:34:39.105 --> 02:34:41.646]  Yes, believe it or not, folks, I'm sick of looking at myself.
[02:34:41.646 --> 02:34:43.488]  I'm sick of talking about myself.
[02:34:43.488 --> 02:34:46.870]  I'm sick of being dirt leader in the fight.
[02:34:46.870 --> 02:34:51.012]  But I do get arrested in it, and there are all those flipping everybody off, and it's pretty dynamic.
[02:34:51.012 --> 02:34:53.594]  But it shows the power of the people taking action.
[02:34:53.594 --> 02:34:56.756]  The point is, I'm only showing this twice, locally in Austin.
[02:34:57.416 --> 02:35:06.945]  It won't be out for a couple months on DVD, and it is the 17th and 18th, a Saturday and Sunday evening, Alamo Drafthouse downtown at their new Ritz building.
[02:35:06.945 --> 02:35:08.826]  Really nice food, drinks, everything.
[02:35:08.826 --> 02:35:18.415]  Want to see you down there, get your tickets at the Alamo Drafthouse online, and by this evening we'll have links up on InfoWars and Prison Planet where you can link through and get those tickets.
[02:35:18.415 --> 02:35:20.497]  At least for the time being, there is cream in the bunker.
[02:35:21.218 --> 02:35:24.706]  For the time being, we'll be in there eating big fat cheeseburgers.
[02:35:24.706 --> 02:35:26.510]  But prices are exploding.
[02:35:26.510 --> 02:35:28.173]  There are shortages.
[02:35:28.173 --> 02:35:30.358]  I didn't roll my eyes because Steve's a very credible
[02:35:31.480 --> 02:35:38.904]  Guy, but I mean, eight months ago on the show, he's like, there'll be wheat shortages, there'll be grain shortages, and I'm like, going, well, Steve, what do you mean?
[02:35:38.904 --> 02:35:59.633]  And then suddenly, three months ago, I'm in a pizza place, and it says, sorry, the price of the pizza's gone up 20%, but the milk to feed the cows, to make the milk, you know, the grain, to make the flour, and then suddenly I saw things at the grocery stores and everywhere, and just inflation alone, I knew would jack up prices, but not cause shortages.
[02:35:59.633 --> 02:36:00.494]  So,
[02:36:02.029 --> 02:36:03.913]  Steve's right, been right so far.
[02:36:03.913 --> 02:36:05.716]  I hope you're wrong, Steve.
[02:36:05.716 --> 02:36:08.802]  But Steve, I don't get the feeling you're going to be wrong.
[02:36:10.502 --> 02:36:12.183]  No, unfortunately I'm not.
[02:36:12.183 --> 02:36:15.787]  There are just too many scenarios.
[02:36:15.787 --> 02:36:35.505]  But I've got to tell your listeners, I have to laugh, folks, one time when we were doing our little, I guess, I don't know what you call it, my rant, I guess, Alex came on in one of the breaks and he says, Steve, Steve, now you don't want to get too extreme here.
[02:36:36.706 --> 02:36:40.890]  If we tell these people, folks, I'm worried about my credibility.
[02:36:40.890 --> 02:36:57.026]  I need to make sure that what you're telling people on my show is not going to be so way far out there and then when it doesn't happen, you're going to look a little bit goofy and I'll go right along with you because I had you on there.
[02:36:57.586 --> 02:37:00.469]  And I said, Alex, please don't worry, didn't I, Alex?
[02:37:00.469 --> 02:37:06.895]  I said, don't worry, I know what I'm talking about, because what I usually tell people is what's already happening.
[02:37:06.895 --> 02:37:16.645]  But you asked me... Well, no, I mean, you were talking about no food, and I still hope that's not the case, and I think now, as bad as it's gotten, people should get storable food, but I think because of terrorism,
[02:37:17.325 --> 02:37:23.232]  Uh, we know they're behind it, uh, because of the police state, because of the talk of depression, now mainstream news.
[02:37:23.232 --> 02:37:28.217]  That's my reason to have storable food, because if there's a 10% chance something bad's gonna happen, I want it.
[02:37:28.217 --> 02:37:31.520]  Now, it's gone up to like 50, 60, you're just saying 100.
[02:37:32.461 --> 02:37:35.263]  And I'm just saying, okay, I hope you're wrong.
[02:37:35.263 --> 02:37:38.645]  I'm just telling listeners, regardless, they need storable food.
[02:37:38.645 --> 02:37:51.132]  And now we come to the part where I have to make you plug that you are one of our big sponsors, and I've gotten food from you long before you were a sponsor, and you've got really high quality at very good prices, and you've got food unlike what some other folks have.
[02:37:51.132 --> 02:37:55.515]  Other people are selling 1950s and 60s military ration junk.
[02:37:55.515 --> 02:37:59.237]  You have high quality stuff that was just packaged in the last month, correct?
[02:38:00.219 --> 02:38:07.903]  That's correct, and the thing is that we've already announced the fact that on May 12th, there is going to be a significant price increase.
