[00:00:00.152 --> 00:00:00.623]  Let's go.
[02:22:05.253 --> 02:22:11.617]  And he showed me out of the deer camp we had that had a gas stove and an electric stove.
[02:22:11.617 --> 02:22:14.359]  He actually got pieces of paper and showed me.
[02:22:14.359 --> 02:22:20.583]  He said, because the heat's being evenly distributed with this one, it'll go at a flash point instead of over here with a flame.
[02:22:20.583 --> 02:22:24.665]  And he explained some thermodynamic thing to me I didn't get then, don't get now.
[02:22:24.665 --> 02:22:26.707]  But that's the kind of stuff my dad was always doing when I was a kid.
[02:22:27.841 --> 02:22:39.103]  You teach me how water towers work, and how electricity works, and how gunpowder works, and how nuclear weapons work, and how firearms work, and how crops work, and how the electrical work works.
[02:22:39.103 --> 02:22:42.684]  But I digress.
[02:22:42.684 --> 02:22:52.305]  America is at that flashpoint, and the paper's browning right now, and any second.
[02:22:52.305 --> 02:22:55.466]  That's why some of the biggest explosions are in paper mills.
[02:22:55.466 --> 02:22:57.026]  There's a bunch of paper dust in the air.
[02:22:58.413 --> 02:23:07.501]  And you get one spark, one piece of paper burns, little bitty piece, barely see it, just like flour mills.
[02:23:07.501 --> 02:23:12.224]  Some of the biggest explosions you could see, it looks like TNT goes off.
[02:23:12.224 --> 02:23:22.753]  Somebody lights a match inside a paper mill, or inside a flour mill, and those little pieces in the air are just like gasoline.
[02:23:22.753 --> 02:23:23.654]  And that's where we are.
[02:23:28.243 --> 02:23:33.465]  And so I don't know if it's going to flash today or next week or tomorrow.
[02:23:33.465 --> 02:23:43.328]  Well, you actually found an example of Flashpoint.
[02:23:43.328 --> 02:23:45.509]  And so Trump has to act.
[02:23:45.509 --> 02:23:47.630]  America has to act.
[02:23:47.630 --> 02:23:52.652]  Because globalists look like they're losing, but they keep upping the criminal increment.
[02:23:52.652 --> 02:23:54.892]  They keep upping what they're getting away with.
[02:23:54.892 --> 02:23:56.113]  And we think they're losing.
[02:23:57.915 --> 02:24:00.655]  Because each plot fails.
[02:24:00.655 --> 02:24:09.137]  But what they're really doing is conditioning us not to recognize when the big one actually hits.
[02:24:09.137 --> 02:24:12.077]  And that's why they're telling you that Trump's invincible.
[02:24:12.077 --> 02:24:14.818]  That's why they're saying all the odds makers say he's invincible.
[02:24:14.818 --> 02:24:19.739]  That's why they're saying nothing can stop him.
[02:24:19.739 --> 02:24:26.720]  It's because they want Trump to be comfortable and not watching his back and they want us to go to sleep so they can drop the hammer.
[02:24:29.005 --> 02:24:46.715]  And in increments, exponential, going to this level with what they're doing to Trump supporters around the country, electing all these district attorneys and sheriffs that work for Soros and are openly saying, we're going to allow people to attack Trump supporters.
[02:24:46.715 --> 02:24:48.756]  And then they're having cases where they do.
[02:24:48.756 --> 02:24:49.376]  And the D.C.
[02:24:49.376 --> 02:24:55.259]  courts let Antifa brutally attack men and women savagely.
[02:24:55.259 --> 02:24:56.660]  And they just say, you go free.
[02:24:59.380 --> 02:25:01.402]  And you say, well, that'll start a war.
[02:25:01.402 --> 02:25:03.563]  Well, that's exactly what they want.
[02:25:03.563 --> 02:25:06.906]  Due process is being thrown out the window.
[02:25:06.906 --> 02:25:11.329]  But it's being done in the blue cities.
[02:25:11.329 --> 02:25:14.712]  Because they're losing.
[02:25:14.712 --> 02:25:24.680]  But if Trump doesn't take action, and if we don't take action politically and through the criminal justice system, we are aiding and abetting these people.
[02:25:26.269 --> 02:25:42.677]  We'll have a discussion about what we're going to do, but it's rapidly reaching the point where the media and the academics and the politicians leading and directing this, and the globalists financing it, are at war with us.
[02:25:42.677 --> 02:25:45.558]  Through their capos and through their soldiers.
[02:25:45.558 --> 02:25:47.759]  And they're entering a world of pain.
[02:25:47.759 --> 02:25:54.142]  That's all I'm saying.
[02:25:55.469 --> 02:25:56.490]  They will lose.
[02:25:56.490 --> 02:25:57.711]  There's no way they're going to win.
[02:25:57.711 --> 02:25:58.672]  Chai comms.
[02:25:58.672 --> 02:26:00.274]  They're done.
[02:26:00.274 --> 02:26:01.114]  Globalist Hollywood.
[02:26:01.114 --> 02:26:01.755]  Everybody hates them.
[02:26:01.755 --> 02:26:03.697]  There's nothing they can do to fix anything now.
[02:26:03.697 --> 02:26:04.638]  They're totally hated.
[02:26:04.638 --> 02:26:05.799]  It's over.
[02:26:05.799 --> 02:26:14.026]  Except can they drag us into a big giant war?
[02:26:14.026 --> 02:26:17.289]  They should quit right now.
[02:26:17.289 --> 02:26:18.751]  But they just don't know how to quit, do they?
[02:26:20.759 --> 02:26:21.519]  We're good to go.
[02:26:38.826 --> 02:26:59.668]  According to the World Health Organization, in a 2007 study, nearly 2 billion individuals had insufficient iodine intake, a third being of school age, cognitive iodine deficiency syndrome, and it goes on to say it's the leading cause of low IQ in the world.
[02:26:59.668 --> 02:27:00.409]  2 billion plus people!
[02:27:01.718 --> 02:27:05.822]  We sell the very best iodine there is out there, the opposite of fluoride.
[02:27:05.822 --> 02:27:17.692]  Fox News reports on a big federal study about how there is weaponized toxic fluoride added with chemicals in all the major drinking water and how it's killing people in mass and a hundred plus million people are getting sick from it.
[02:27:17.692 --> 02:27:21.696]  That was Fox News two days ago.
[02:27:21.696 --> 02:27:27.281]  X2 and X3 are the good halogen that counter all of that.
[02:27:29.431 --> 02:27:31.372]  Yes, of course, I'm selling you something you need.
[02:27:31.372 --> 02:27:32.692]  I'm telling you you need it.
[02:27:32.692 --> 02:27:35.853]  So you buy it, and so it helps you, and so you get more.
[02:27:35.853 --> 02:27:37.074]  You know why I never get sick?
[02:27:37.074 --> 02:27:38.354]  You know why I'm so aggressive?
[02:27:38.354 --> 02:27:41.295]  You know why I look many ways younger than I did 10 years ago?
[02:27:41.295 --> 02:27:43.456]  Because of iodine, ladies and gentlemen.
[02:27:43.456 --> 02:27:44.796]  And because of the right kind.
[02:27:44.796 --> 02:27:46.257]  This fund's our operation.
[02:27:46.257 --> 02:27:47.597]  It's been sold out for a while.
[02:27:47.597 --> 02:27:49.738]  40% off.
[02:27:49.738 --> 02:27:50.878]  You get it with X3.
[02:27:50.878 --> 02:27:52.439]  Two different formulas, both excellent.
[02:27:52.439 --> 02:27:53.959]  Give them 50% off together.
[02:27:53.959 --> 02:27:55.320]  Only thing I can go 50% on.
[02:27:55.320 --> 02:27:55.880]  With or together.
[02:27:57.520 --> 02:27:59.901]  And that means free shipping on that order as well.
[02:27:59.901 --> 02:28:01.482]  Infowarstore.com.
[02:28:01.482 --> 02:28:03.302]  Everybody should be stocking up on this stuff.
[02:28:03.302 --> 02:28:04.383]  It lasts for years and years.
[02:28:04.383 --> 02:28:07.424]  They don't even have an expiration date on it.
[02:28:07.424 --> 02:28:09.345]  But let me go further.
[02:28:09.345 --> 02:28:13.507]  Why do I call our vitamin D3 and vitamin K fusion winter sun?
[02:28:13.507 --> 02:28:15.728]  Because your skin produces vitamin D.
[02:28:17.759 --> 02:28:29.033]  When it gets sun, you don't get it in the fall and the winter and the spring and that's the main reason you get so many flus and other things from viruses and bacteria during the winter is because you're not producing it.
[02:28:29.033 --> 02:28:29.734]  Ladies and gentlemen...
[02:28:31.175 --> 02:28:34.096]  Dr. Trevor said, go out and get some sun, you won't get sick.
[02:28:34.096 --> 02:28:35.456]  Well, you can't do it in the winter.
[02:28:35.456 --> 02:28:38.697]  Winter sun is 40% off, even though it's about to sell out.
[02:28:38.697 --> 02:28:39.717]  Infowarsware.com.
[02:28:39.717 --> 02:28:44.439]  So two things with all this crazy stuff going on in the world, and the flu and all the rest of it, is vitamin D3.
[02:28:44.439 --> 02:28:47.780]  We have a great, high-quality, non-synthetic form of it.
[02:28:47.780 --> 02:28:49.380]  Infowarsware.com.
[02:28:49.380 --> 02:28:51.981]  Get both of these big specials before they end.
[02:28:54.045 --> 02:28:57.066]  We can all agree these are troubled times, right?
[02:28:57.066 --> 02:28:59.967]  So do you know who's on your wireless network?
[02:28:59.967 --> 02:29:07.190]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[02:29:07.190 --> 02:29:12.412]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[02:29:12.412 --> 02:29:20.016]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[02:29:20.016 --> 02:29:23.497]  And not just one, but all your devices with one out-of-the-box setup.
[02:29:23.777 --> 02:29:32.939]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[02:29:32.939 --> 02:29:36.159]  Call or click FlashRouters today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[02:29:36.159 --> 02:29:38.160]  That's 1-866-509-5817 or FlashRouters dot com.
[02:29:38.160 --> 02:29:42.240]  Protect your wireless home network today with FlashRouters.
[02:29:54.946 --> 02:30:03.031]  We have been fighting so hard the last two weeks that I've not even had time to cut new audio ads for this huge syndicated radio audience.
[02:30:03.031 --> 02:30:04.652]  And I apologize to radio listeners.
[02:30:04.652 --> 02:30:08.054]  I apologize for the fact that I'm cutting this on a phone as I drive down the road.
[02:30:08.054 --> 02:30:08.915]  But this is a war.
[02:30:08.915 --> 02:30:10.796]  We're getting it done any way we can.
[02:30:10.796 --> 02:30:15.319]  But we had huge sales in the New Year.
[02:30:15.319 --> 02:30:17.660]  Around Christmas, end of the New Year.
[02:30:17.660 --> 02:30:19.922]  But we sold the products at such low prices.
[02:30:21.124 --> 02:30:24.169]  That he didn't bring in a lot of actual capital to fund our operations.
[02:30:24.169 --> 02:30:33.323]  And I'm expending massive amounts of money to put more than 15 people in Virginia, more than 10 people in DC, all next week for the trial of Trump.
[02:30:34.668 --> 02:30:39.772]  It's so critical we're there to confront the globalists and put out the counter-narrative of the truth is what they're doing.
[02:30:39.772 --> 02:30:41.033]  This is a real fight.
[02:30:41.033 --> 02:30:47.658]  So please step to the plate and take care of yourself and your family and get great products while you do it at InfoWarsTore.com.
[02:30:47.658 --> 02:30:51.440]  These are products you need, like the Ultimate Fish Oil, and it funds the operation.
[02:30:51.440 --> 02:30:52.421]  Please take action.
[02:30:52.421 --> 02:30:54.563]  InfoWarsTore.com.
[02:30:54.563 --> 02:30:58.686]  I would thank you for everything you've done for the InfoWar, but I know you're like me.
[02:30:58.686 --> 02:30:59.987]  You don't want my thanks.
[02:31:00.595 --> 02:31:04.357]  You want victory over the globalists and these devil worship and child molesters.
[02:31:04.357 --> 02:31:06.818]  And you want them off your back and off your children's back.
[02:31:06.818 --> 02:31:07.739]  And you know what?
[02:31:07.739 --> 02:31:11.020]  I'm the same way and that's why we're on the same damn team.
[02:31:11.020 --> 02:31:15.382]  And it's why M4's has been delivering time and time again when it's clutch time to...
