[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[02:14:35.443 --> 02:14:39.927]  You cannot comply with something you know to be false purely out of fear.
[02:14:39.927 --> 02:14:42.149]  That is not the masculine attitude towards life.
[02:14:42.771 --> 02:14:48.933]  These, this whole mask escapade, this whole mask escapade is a mark of submission.
[02:14:48.933 --> 02:14:52.134]  When you want someone to be submissive, you humiliate them.
[02:14:52.134 --> 02:15:02.857]  Making you wear a mask when you go for a piss in a bathroom, by allowing you to take it off to drink, laugh, and kiss whoever's next to you, has nothing to do with medical science.
[02:15:02.857 --> 02:15:04.638]  It's a humiliation tactic.
[02:15:04.638 --> 02:15:06.678]  Because if you're humiliated, you're submissive.
[02:15:06.678 --> 02:15:11.260]  And the people who are in charge of the world don't want to hide what they're doing anymore.
[02:15:11.260 --> 02:15:12.360]  They can't hide it, Alex.
[02:15:12.972 --> 02:15:14.313]  There's people like you out there.
[02:15:14.313 --> 02:15:15.755]  There's other people on the Internet.
[02:15:15.755 --> 02:15:17.376]  All of their secrets are coming out.
[02:15:17.376 --> 02:15:18.397]  They can't hide it.
[02:15:18.397 --> 02:15:20.099]  They killed Epstein in our face.
[02:15:20.099 --> 02:15:22.101]  They rigged the election in our face.
[02:15:22.101 --> 02:15:23.762]  They no longer want to hide it.
[02:15:23.762 --> 02:15:26.365]  Their new tactic is, we won't hide anything.
[02:15:26.365 --> 02:15:29.928]  We'll just do it right in their face, and they won't do anything about it.
[02:15:29.928 --> 02:15:31.250]  And that's what this whole Corona
[02:15:32.011 --> 02:15:33.993]  Exercise is linked to.
[02:15:33.993 --> 02:15:34.955]  That's what all of this is.
[02:15:34.955 --> 02:15:41.424]  They want to just continue to do whatever they want, blatantly, in broad daylight, and everyone be too afraid to do anything about it.
[02:15:41.424 --> 02:15:42.145]  That's their master plan.
[02:15:45.242 --> 02:15:50.065]  And again, people think it's a throwback to see aggressive men that are loud and angry.
[02:15:50.065 --> 02:15:51.626]  And I've met you and your brother.
[02:15:51.626 --> 02:15:52.966]  You're really big and imposing guys.
[02:15:52.966 --> 02:15:53.867]  But that's a good thing.
[02:15:53.867 --> 02:15:58.249]  That makes me feel secure that humanity is strong and aggressive and smart.
[02:15:58.249 --> 02:16:02.271]  And these globalist nerds always associate big and strong with dumb.
[02:16:02.271 --> 02:16:04.193]  That's actually not even how it works.
[02:16:04.193 --> 02:16:06.134]  And it's up to those of us that are not.
[02:16:07.074 --> 02:16:12.135]  Modern, domesticated, soft people, and who are more caveman-like, which is the stronger attributes.
[02:16:12.135 --> 02:16:13.836]  We're getting weaker, not stronger.
[02:16:13.836 --> 02:16:23.098]  All the studies show, they dig up people in Africa, they dig up people from England 5-10,000 years ago, and the average farmer was stronger than, you know, a top Olympic athlete.
[02:16:23.098 --> 02:16:24.418]  We are all degenerating.
[02:16:24.418 --> 02:16:26.219]  We need to get back to what we were.
[02:16:26.219 --> 02:16:27.519]  We were more intelligent.
[02:16:27.519 --> 02:16:28.619]  We live longer.
[02:16:28.619 --> 02:16:30.340]  If you survive past being a baby.
[02:16:31.061 --> 02:16:33.828]  So, I mean, there's so much going on here.
[02:16:33.828 --> 02:16:40.125]  We must rediscover our humanity, celebrate humanity, and that will defeat this post-human world the big corporations are building.
[02:16:41.477 --> 02:16:42.318]  Absolutely.
[02:16:42.318 --> 02:16:45.180]  It's absolutely no mistake and it's completely by design.
[02:16:45.180 --> 02:16:46.581]  They tell men don't be strong.
[02:16:46.581 --> 02:16:47.321]  Don't be loud.
[02:16:47.321 --> 02:16:48.182]  Don't have an opinion.
[02:16:48.182 --> 02:16:49.302]  Don't be aggressive.
[02:16:49.302 --> 02:16:50.783]  Just put the mask on.
[02:16:50.783 --> 02:16:51.964]  Just stay at home.
[02:16:51.964 --> 02:16:53.726]  Just throw your business away.
[02:16:53.726 --> 02:16:55.207]  Don't think for yourself.
[02:16:55.207 --> 02:16:56.447]  Just comply.
[02:16:56.447 --> 02:16:57.448]  I will keep you safe.
[02:16:57.448 --> 02:16:58.649]  You don't need freedom.
[02:16:58.649 --> 02:16:59.810]  You need safety.
[02:16:59.810 --> 02:17:02.071]  You're only safe if you listen to me.
[02:17:02.071 --> 02:17:03.512]  You don't need an income.
[02:17:03.512 --> 02:17:05.534]  You know what the best stimulus check is?
[02:17:05.534 --> 02:17:06.434]  A job.
[02:17:06.434 --> 02:17:08.135]  That's what the best stimulus check is.
[02:17:08.135 --> 02:17:08.756]  You know what the best
[02:17:09.156 --> 02:17:10.838]  Safety is for humanity.
[02:17:10.838 --> 02:17:12.779]  People out there doing what they need to do.
[02:17:12.779 --> 02:17:15.902]  If they really cared about humanity, why haven't they built any new hospitals?
[02:17:15.902 --> 02:17:23.068]  Why didn't they keep all the businesses open, ask for $50 a week from each one, and build 200 new hospitals?
[02:17:23.068 --> 02:17:26.791]  We could have hospitals all over the world for the cost of this economic downturn.
[02:17:26.791 --> 02:17:28.352]  They don't care about us!
[02:17:28.832 --> 02:17:29.893]  They don't care.
[02:17:29.893 --> 02:17:35.775]  They want slaves who are afraid, who comply, who give away all of their money on demand.
[02:17:35.775 --> 02:17:36.776]  That's all they want.
[02:17:36.776 --> 02:17:37.876]  It's all they ever wanted.
[02:17:37.876 --> 02:17:42.899]  Because if you're in charge of the world, the only thing you enjoy is control.
[02:17:42.899 --> 02:17:46.781]  You're above money, you're above sports cars, you're above fancy boats.
[02:17:46.781 --> 02:17:50.302]  The only way you can get any kind of buzz in your life is control.
[02:17:50.302 --> 02:17:52.363]  That's right, and these are from InBredMulti.
[02:17:54.585 --> 02:18:13.309]  And they're from inbred, multi-generational families that are so unhappy on average, their only happiness is making us miserable because they see a big, vibrant middle class out on their powerboats with their hot wives, their healthy children, and the David Rockefellers and Bill Gateses of the world and Prince Charles of the world get pissed about that!
[02:18:13.309 --> 02:18:17.330]  And they enjoy trying to have us under their stinking pedophile thumbs!
[02:18:18.513 --> 02:18:19.013]  Completely.
[02:18:19.013 --> 02:18:20.214]  They don't want us happy.
[02:18:20.214 --> 02:18:22.436]  Why would they want us to be happy when they are miserable?
[02:18:22.436 --> 02:18:24.017]  That's the last thing they want.
[02:18:24.017 --> 02:18:27.199]  They want us in perpetual slavery.
[02:18:27.199 --> 02:18:28.420]  That's all they want.
[02:18:28.420 --> 02:18:30.542]  And think of the ego trip.
[02:18:30.542 --> 02:18:37.747]  If you have a control problem, if you're a power freak, if you're a control freak, imagine the ego trip of saying to somebody, there's a 99% survival rate.
[02:18:39.148 --> 02:18:41.030]  But you will give up your business.
[02:18:41.030 --> 02:18:42.412]  You will go bankrupt.
[02:18:42.412 --> 02:18:44.995]  You will stay in your house and you will not leave.
[02:18:44.995 --> 02:18:50.040]  And if you do want to leave, you'll take a random injection that nobody knows the effects of.
[02:18:50.040 --> 02:18:54.325]  And you're going to allow us to inject you anyway, even though you do not need it.
[02:18:54.805 --> 02:18:56.406]  That is a power trip.
[02:18:56.406 --> 02:18:57.287]  That's all that is.
[02:18:57.287 --> 02:18:59.308]  It's a power trip for people who are control freaks.
[02:18:59.308 --> 02:19:02.711]  Because all these people who are in charge of the world enjoy one thing only.
[02:19:02.711 --> 02:19:03.551]  Control.
[02:19:03.551 --> 02:19:06.293]  And that's why they're so overt with what they do.
[02:19:06.293 --> 02:19:08.695]  They didn't try and hide this stealing this election.
[02:19:08.695 --> 02:19:10.156]  They haven't tried to hide any of it.
[02:19:10.156 --> 02:19:11.757]  They know exactly what they're doing.
[02:19:11.757 --> 02:19:14.259]  They know exactly what they're doing and they're loving every second of it.
[02:19:14.259 --> 02:19:16.780]  It's an absolute travesty.
[02:19:16.780 --> 02:19:18.662]  Well the good news is, we'll play this clip when we come back.
[02:19:20.140 --> 02:19:29.362]  From California to Texas to New York to Ohio, people are going to malls, they're going to grocery stores, they're going to Costco's en masse, and they're not wearing masks, and they're educating people.
[02:19:29.362 --> 02:19:32.643]  In most places, the cops are nice, do their job, and don't violate rights.
[02:19:32.643 --> 02:19:43.326]  But in San Antonio, they arrested a Marine Corps decorated veteran, we'll play the clip next segment, for simply going to the mall to educate people that the masks are never coming off till you take them off.
[02:19:43.326 --> 02:19:45.487]  Bill Gates has said they're never coming off!
[02:19:45.487 --> 02:19:46.867]  My God, this is insane!
[02:19:49.136 --> 02:19:51.078]  This is what I don't understand.
[02:19:51.078 --> 02:19:55.801]  Tell me when this virus, COVID-19, is due to disappear.
[02:19:55.801 --> 02:19:59.865]  Because if it's going to be here forever, does that mean we wear masks forever?
[02:19:59.865 --> 02:20:04.368]  Or will a day come where the virus exists and we no longer need masks?
[02:20:04.368 --> 02:20:05.689]  There's no reason to put the masks on.
[02:20:05.689 --> 02:20:09.072]  I'll tell you what's coming next, and I think you— We wear these masks before we don't wear them.
[02:20:09.072 --> 02:20:11.474]  It doesn't make sense in any other logical universe.
[02:20:11.957 --> 02:20:13.278]  All right, well, you're on fire, my friend.
[02:20:13.278 --> 02:20:15.439]  We've got to get you back up more often than once a year.
[02:20:15.439 --> 02:20:21.081]  They started rerunning an old ad you were nice enough to cut for us live on air the other day, and I said, we've got to get Tate on.
[02:20:21.081 --> 02:20:23.943]  I bet he is super pissed, and also follow some of your stuff.
[02:20:23.943 --> 02:20:25.703]  So you've got to come on at least once a month.
[02:20:25.703 --> 02:20:27.444]  We've got to get you back over here to the US.
[02:20:27.444 --> 02:20:28.925]  I'm trying to get Paul out of the UK.
[02:20:28.925 --> 02:20:30.566]  He's literally under martial law.
[02:20:30.566 --> 02:20:31.706]  Everything's closed.
[02:20:31.706 --> 02:20:34.007]  And I told him a year ago, I said, get out of there.
[02:20:34.007 --> 02:20:36.308]  It's going into martial law before COVID even popped up.
[02:20:36.308 --> 02:20:37.549]  I've got all the documents.
[02:20:37.549 --> 02:20:39.930]  I'll tell you where it's going, and I want to get your take on what we should do.
[02:20:40.410 --> 02:20:41.291]  Andrew Tate, stay with us.
[02:20:41.291 --> 02:20:42.352]  We'll be right back on Alex Jones.
[02:20:54.597 --> 02:21:09.567]  You will get Klaus Schwab and Jean-Claude Juncker and all the New World Order globalists like Xi Jinping saying that they no longer want elected leaders over governments, that they want businessman technocrats over it.
[02:21:09.567 --> 02:21:11.008]  And that's who Klaus Schwab is.
[02:21:11.008 --> 02:21:16.212]  You might want to look into the guy that says they've launched the COVID-19 lockdowns to bankrupt you and make you poor.
[02:21:16.212 --> 02:21:18.914]  You might want to find out who this supervillain is.
[02:21:19.654 --> 02:21:25.178]  You see, he believes, because he's hidden it in plain view, and you're not speaking out against it, that he has a right to do it to you.
[02:21:25.178 --> 02:21:27.279]  You might want to find out who he works for.
[02:21:27.279 --> 02:21:29.381]  He works directly for Prince Charles.
[02:21:29.381 --> 02:21:33.243]  He developed, since the 80s, the plan for global sustainability.
[02:21:33.243 --> 02:21:35.385]  That means worldwide neo-feudalism.
[02:21:35.385 --> 02:21:36.785]  And here's how it works.
[02:21:36.785 --> 02:21:42.229]  So you might want to find out how he talks about using vaccines to sterilize you, before you take those shots.
[02:21:42.229 --> 02:21:44.711]  You might just want to find out who this villain is, alright?
[02:21:47.105 --> 02:21:48.826]  Fight for Trump.
[02:21:48.826 --> 02:21:51.809]  On January 6th in Washington, D.C.
[02:21:51.809 --> 02:21:58.614]  Our fight to drain the Washington swamp and reclaim America's destiny has just begun.
[02:21:58.614 --> 02:22:00.156]  It's 1776 time!
[02:22:00.156 --> 02:22:11.204]  On November 14th, hundreds of thousands of American patriots gathered in the nation's capital to stop the biggest election steal in American history.
[02:22:11.204 --> 02:22:15.688]  America is going under leftist martial law and a communist Chinese agent
