[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[02:12:09.577 --> 02:12:15.140]  But the point is that, I mean, next we're going to hear Russia overthrew Libya?
[02:12:15.140 --> 02:12:19.443]  I mean, it's on record that the West did that using al-Qaeda.
[02:12:19.443 --> 02:12:21.405]  It's on record ISIS is al-Qaeda.
[02:12:22.270 --> 02:12:24.032]  The Pentagon has gone public.
[02:12:24.032 --> 02:12:30.421]  The Council on Foreign Relations wrote articles three years ago saying why we need Al Qaeda in Syria and admits it.
[02:12:30.421 --> 02:12:31.522]  Cy Hirsch has come out.
[02:12:31.522 --> 02:12:35.287]  I mean, it's like saying two plus two doesn't equal five.
[02:12:35.287 --> 02:12:39.312]  And I get he's relaying what they told him, but I mean, we've seen
[02:12:40.785 --> 02:12:42.246]  Different people under interrogation.
[02:12:42.246 --> 02:12:46.948]  I know this was people just being interviewed, but you know, say all sorts of stuff.
[02:12:46.948 --> 02:12:53.752]  But don't you think like from the Ricky Ross thing that these guys, they even know who they're working for?
[02:12:53.752 --> 02:12:59.595]  I mean, these fighters, don't you think these fighters are kind of segregated off from what's really happening?
[02:12:59.595 --> 02:13:05.398]  Oh yeah, like Rick Ross, the real Rick Ross, not the fat jail guard, didn't know he was working with the CIA for years.
[02:13:05.398 --> 02:13:06.099]  Yeah, exactly.
[02:13:07.802 --> 02:13:08.803]  Oh, I totally agree.
[02:13:08.803 --> 02:13:09.783]  They can tell them anything.
[02:13:09.783 --> 02:13:10.364]  Yeah.
[02:13:10.364 --> 02:13:13.186]  They'll probably tell them they're Russian generals, they're probably CIA.
[02:13:13.186 --> 02:13:17.129]  Yeah, I mean, basically... Because we know they've got special forces in there commanding them, actually.
[02:13:17.129 --> 02:13:19.310]  That's why the military's gone public.
[02:13:19.310 --> 02:13:24.774]  Yeah, I mean, you start interrogating somebody, I mean, they'll tell you... they'll tell you whatever you want to hear.
[02:13:24.774 --> 02:13:26.836]  Yeah, the moon's made of cheese.
[02:13:26.836 --> 02:13:30.739]  But he just called up after the interview, he was like, I am not involved in the hack of your site.
[02:13:30.739 --> 02:13:34.722]  And I'm not saying he's not involved, I'm like, my interview has nothing to do with that on your site today.
[02:13:35.422 --> 02:13:36.183]  We didn't say that.
[02:13:36.183 --> 02:13:44.069]  It's just, like you were saying, it shows this whole Eastern European or the whole East Arab stuff where everybody's afraid of what's going to be said and what's going to be done.
[02:13:44.069 --> 02:13:46.131]  It's almost like their own political correctness.
[02:13:46.131 --> 02:13:51.716]  I mean, we're just here interviewing somebody saying, isn't it interesting we're talking about Turkey and now our site's been hacked today with TurkInfo.
[02:13:51.716 --> 02:13:53.077]  We don't actually know what it's about.
[02:13:53.277 --> 02:13:57.083]  Yeah, I mean, they're afraid to even just say the word president over there.
[02:13:57.083 --> 02:14:01.069]  I mean, they're, anybody, they're all just, everybody's scared to death.
[02:14:01.069 --> 02:14:03.332]  It's a little bit like Bohemian Grove.
[02:14:03.332 --> 02:14:04.874]  The whole country.
[02:14:04.874 --> 02:14:05.856]  The whole continent.
[02:14:05.856 --> 02:14:07.018]  It's like the Turkish president.
[02:14:08.664 --> 02:14:15.707]  Sister says, we're not buying oil from Syria, and then there's 2,000 trucks lined up going right into the government depot.
[02:14:15.707 --> 02:14:18.368]  Yeah, I mean, what do you expect?
[02:14:18.368 --> 02:14:21.089]  Kevin, that's not a Christmas tree behind you over there, okay?
[02:14:21.089 --> 02:14:22.630]  I'm gonna have you arrested if you say it is there.
[02:14:22.630 --> 02:14:23.190]  Look behind you.
[02:14:23.190 --> 02:14:24.171]  It's a holiday tree.
[02:14:24.171 --> 02:14:25.391]  It's not there.
[02:14:25.391 --> 02:14:26.612]  No, there's nothing there.
[02:14:26.612 --> 02:14:30.273]  Tell me there's nothing there behind you.
[02:14:30.273 --> 02:14:30.954]  Where?
[02:14:30.954 --> 02:14:31.934]  I don't see anything.
[02:14:31.934 --> 02:14:32.514]  There.
[02:14:32.514 --> 02:14:33.255]  In fact, what do you see?
[02:14:33.255 --> 02:14:33.875]  Just a white wall?
[02:14:35.541 --> 02:14:37.945]  Again, if you're a radio listener, we're simulcasting television.
[02:14:37.945 --> 02:14:40.990]  I still get emails going, why do you hear you say, look at this, look at that?
[02:14:40.990 --> 02:14:45.938]  Because we're a radio show that turned into television about 15 years ago.
[02:14:45.938 --> 02:14:47.661]  And that's what this comes down to.
[02:14:48.482 --> 02:14:54.428]  Now, joining us is Joe Biggs out of the Situation Room, the other studio.
[02:14:54.428 --> 02:14:56.510]  We're in the War Room in here.
[02:14:56.510 --> 02:15:00.454]  Joe, so much is going on, so much is unfolding.
[02:15:00.454 --> 02:15:03.877]  The site continuing to have hack attacks going on as we speak.
[02:15:03.877 --> 02:15:04.998]  All this other crazy news.
[02:15:04.998 --> 02:15:08.662]  The Democrats want to tax us all to fight ISIS.
[02:15:08.662 --> 02:15:09.583]  What do you make of all this?
[02:15:10.285 --> 02:15:11.086]  Yeah, this is interesting.
[02:15:11.086 --> 02:15:13.787]  I mean, like you said, we've got someone coming on talking about Turkey.
[02:15:13.787 --> 02:15:27.136]  I'm actually waiting to release a report here in the next day or so about a Turkish imam that we were looking into, Fethullah Gulen, who is the head of the largest amount of charter schools in the United States.
[02:15:27.136 --> 02:15:32.500]  So it's very interesting that this is all happening now, that we have these Turkish posts coming up.
[02:15:32.500 --> 02:15:39.184]  This guy is a Turkish-born Muslim imam who lives in self-imposed exile in Pennsylvania.
[02:15:40.966 --> 02:15:53.284]  He got to come into America allegedly with the help of the CIA to be able to get a visa and now his company is one of the largest proponents of those H-1B visas with his Gulan movement.
[02:15:54.471 --> 02:15:59.996]  Now the FBI previously resisted granting permanent residency status to Gulen according to leaked cables.
[02:15:59.996 --> 02:16:00.837]  Part of the U.S.
[02:16:00.837 --> 02:16:07.804]  government believes that Gulen is a radical Islamist whose moderate message cloaks a more sinister and radical agenda.
[02:16:07.804 --> 02:16:14.731]  Now let's be clear, when we say alleged, we're just being out of preponderance of journalistic integrity.
[02:16:14.731 --> 02:16:17.894]  The WikiLeaks cables, I mean like half of them are about this movement.
[02:16:18.594 --> 02:16:24.558]  With the Stratford group freaking out about it and saying it's serious.
[02:16:24.558 --> 02:16:27.440]  We do have the CIA letter to get him in, correct?
[02:16:27.440 --> 02:16:28.521]  Yes, exactly.
[02:16:28.521 --> 02:16:31.303]  And then you have the FBI coming out and saying, no, this is a bad guy.
[02:16:31.303 --> 02:16:32.764]  And the CIA says, you know what?
[02:16:32.764 --> 02:16:33.945]  No, we're using this person.
[02:16:34.725 --> 02:16:42.409]  You know, the Gula-inspired schools are the largest charter network in the U.S., and they receive approximately $150 million a year in taxpayer money.
[02:16:42.409 --> 02:16:47.611]  There are about 130 of these charter schools in 26 states, the most being in Texas.
[02:16:47.611 --> 02:16:49.472]  And we have six right here in Austin.
[02:16:49.472 --> 02:16:51.033]  One just opened up not too long ago.
[02:16:51.913 --> 02:16:58.117]  The number I saw was 500 million a year and something between 25 and 50 billion global.
[02:16:58.117 --> 02:16:59.698]  I mean, I guess it's so shadowy.
[02:16:59.698 --> 02:17:02.559]  I mean, how much money do they have and how much taxpayer money do they get?
[02:17:02.559 --> 02:17:04.721]  Because I've seen widely ranging numbers.
[02:17:04.721 --> 02:17:08.843]  Well, you have right here, you have a company called the Cosmos Foundation.
[02:17:08.843 --> 02:17:09.884]  Now they're the umbrella group.
[02:17:10.484 --> 02:17:11.184]  That's right.
[02:17:31.989 --> 02:17:41.174]  And, you know, from what we've seen based off this one foundation, there's $150 million a year, but there are many other groups that they spread throughout the country.
[02:17:41.174 --> 02:17:48.458]  So, it's upwards of, they're saying, around $50 billion worldwide that this Gulen movement actually makes.
[02:17:48.458 --> 02:17:51.819]  And if you read some of these headlines about the schools, U.S.
[02:17:51.819 --> 02:17:54.981]  charter school network with Turkish link draws federal attention.
[02:17:54.981 --> 02:17:56.382]  Islamic cleric linked to U.S.
[02:17:56.382 --> 02:17:58.503]  charter schools involved in Turkey's political drama.
[02:17:58.943 --> 02:17:59.443]  We're good to go.
[02:18:15.693 --> 02:18:18.635]  Fethullah Gulen was a no-show at his first trial in Turkey.
[02:18:18.635 --> 02:18:29.201]  Gulen faces terrorism charges for being the leader of the Fethullah terrorist organization and is accused of plotting to imprison his critics despite his repeated claims of innocence.
[02:18:29.201 --> 02:18:36.365]  Now an arrest warrant has been issued for 61 suspects, including Gulen himself, for their involvement in this terrorist organization.
[02:18:36.365 --> 02:18:37.326]  And he hasn't shown up to court?
[02:18:37.586 --> 02:18:39.147]  Yes, and he is a no-show.
[02:18:39.147 --> 02:18:41.307]  But he's got charter schools right down the street.
[02:18:41.307 --> 02:18:43.048]  That sounds normal.
[02:18:43.048 --> 02:18:47.550]  And they do it under the beard of STEM, the Science, Technology, Engineering and Mathematics.
[02:18:47.550 --> 02:18:51.171]  Now most of these teachers that they bring in are from Turkey.
[02:18:51.171 --> 02:18:53.952]  They speak mostly Turkish.
[02:18:53.952 --> 02:18:57.514]  They do not speak English that well and they are not qualified
[02:18:58.274 --> 02:19:01.277]  Remotely, anywhere near what teachers in the US are.
[02:19:01.277 --> 02:19:04.019]  Now in Texas, you don't even have to be a certified teacher.
[02:19:04.019 --> 02:19:07.943]  So that's how they're able to get more Turkish teachers into the United States.
[02:19:07.943 --> 02:19:17.192]  Now if you actually look at their board of members for the Cosmos Foundation, it says right here, Turkey, Turkey, Turkey, Turkey, Turkey, Kazakhstan, Morocco, Turkey, Turkey, Turkey.
[02:19:17.192 --> 02:19:19.834]  And see, this is what Akron was doing, getting government funds.
[02:19:19.834 --> 02:19:22.136]  I mean, this is, America is just a big joke.
[02:19:22.136 --> 02:19:23.918]  The whole world comes here now to suck on us.
[02:19:25.796 --> 02:19:29.220]  Yeah, our tax dollars are paying for them to come over here and basically take the jobs.
[02:19:29.220 --> 02:19:34.486]  They want us to give you the impression that they're just a hard-working group of guys over there trying to educate our kids.
[02:19:34.486 --> 02:19:40.013]  But according to Whistleblower, these teachers see something else, a lot more sinister going on.
[02:19:40.013 --> 02:19:41.495]  So we'll get back to that after the break.
[02:19:41.855 --> 02:19:49.502]  Absolutely, and Kevin Booth's riding shotgun with us, and we've got Dr. Steve Pacinik coming on, former head of the State Department Psychological Warfare Operations.
[02:19:49.502 --> 02:19:54.346]  I'm Alex Jones, InfoWars.com, and yes folks, you have found it, the tip of the spear.
[02:19:54.346 --> 02:19:55.707]  This is the Info War.
[02:19:58.826 --> 02:20:08.249]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:08.249 --> 02:20:12.670]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:12.670 --> 02:20:19.692]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:20:19.692 --> 02:20:21.553]  Buy now at DefenderShield.com.
[02:20:21.553 --> 02:20:23.954]  For 10% off, use promo code GCN.
[02:20:23.954 --> 02:20:27.475]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[02:20:28.359 --> 02:20:29.320]  Hey, Berkey Guy here.
[02:20:29.320 --> 02:20:31.160]  Are you still drinking unfiltered tap water?
[02:20:31.160 --> 02:20:32.921]  Does your water contain chlorine or fluoride?
[02:20:32.921 --> 02:20:34.882]  Will you have drinkable water in an emergency?
[02:20:34.882 --> 02:20:40.885]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[02:20:40.885 --> 02:20:44.527]  We offer Berkey water purification systems at the lowest available prices online.
[02:20:44.527 --> 02:20:46.568]  Don't go another moment without a Berkey system.
[02:20:46.568 --> 02:20:49.610]  Over the last 10 years, we've helped thousands drink clean, purified water.
