[00:00:04.924 --> 00:00:08.126]  It's Wednesday, July 21st.
[02:15:22.968 --> 02:15:23.588]  You're so nice.
[02:15:23.588 --> 02:15:25.130]  Talk about any subject I want.
[02:15:25.130 --> 02:15:29.414]  I got you on because some of the crew mentioned a few days ago, hey, look, they're getting rid of the Latin mass.
[02:15:29.414 --> 02:15:30.995]  Leo Zegami predicted that many years ago.
[02:15:32.017 --> 02:15:33.598]  I don't want to just obsess on that.
[02:15:33.598 --> 02:15:34.598]  Where else do you want to go?
[02:15:34.598 --> 02:15:41.621]  Because there's so much happening, and I always ask the questions, finish up the Latin Mass, but what else is front and center for you?
[02:15:41.621 --> 02:15:43.022]  What else is really important right now?
[02:15:44.324 --> 02:15:59.307]  Well, there is actually a very famous intellectual in France, which on Monday on Le Figaro, which is one of the main French newspapers, he's an atheist, but he said, I am shocked about what Pope Francis is doing to the Church.
[02:15:59.307 --> 02:16:02.848]  So his name is Michel Onfray.
[02:16:02.848 --> 02:16:11.290]  And so that means really that even the atheists are starting to feel a little bit puzzled by what this Pope is doing.
[02:16:11.890 --> 02:16:31.351]  Regarding where we want to go, well, aside from the fact that, of course, this Pope is a facilitator of Satan himself, but that can be said of all the Church after the Second Vatican Council, because they gradually are moving towards that one-word religion we have talked about many times.
[02:16:31.351 --> 02:16:34.014]  And then there is also the fact that, of course,
[02:16:34.554 --> 02:16:47.739]  The Church has 80% of its members, and we talked about it many times on this show, that are homosexuals, and so they find themselves entangled in this continuous hypocrisy.
[02:16:47.739 --> 02:16:54.241]  Pope Paul VI, the guy who actually, Pope Montini, who actually did the New Mass, wrote that
[02:16:54.401 --> 02:16:55.122]  We're good to go!
[02:17:20.484 --> 02:17:27.350]  We have many other Jesuits running the show, including Joe Biden, who is in the White House.
[02:17:27.350 --> 02:17:36.818]  So we can say really that the Jesuits are fully in charge, together, of course, with their all-time allies, which are, of course, China.
[02:17:36.818 --> 02:17:40.601]  China and the Communists worldwide.
[02:17:40.601 --> 02:17:47.067]  What is happening... And for those who don't know, mainline history, the Vatican opened up China with the Portuguese runners, right?
[02:17:48.095 --> 02:17:53.839]  It was actually the first people who opened up these relations were Jesuits.
[02:17:53.839 --> 02:18:10.889]  It was Matteo Ricci, he was a disciple of Ignazio Loiola, because the company of Jesus, right from the start, when they created this order, this new order within the Vatican, not only they wanted to go against the Protestant world that was reforming,
[02:18:11.169 --> 02:18:14.172]  But they wanted to also move towards the east.
[02:18:14.172 --> 02:18:19.977]  And in the east, they will do some very powerful alliances.
[02:18:19.977 --> 02:18:23.781]  Actually, he got to become the assistant to the emperor.
[02:18:23.781 --> 02:18:27.204]  And since then, the Jesuits have been present in China.
[02:18:27.204 --> 02:18:35.232]  In Beijing, Matteo Ricci has the biggest shrine for somebody who is actually a Jesuit in a communist country.
[02:18:35.832 --> 02:18:44.580]  And so here we have, of course, this very strong alliance that the Vatican has been getting since the election of Pope Francis.
[02:18:44.580 --> 02:18:48.584]  Two billion dollars a year from China.
[02:18:48.584 --> 02:18:54.610]  So they can shut up about whatever is going on in Hong Kong, whatever goes on in their concentration camps.
[02:18:54.610 --> 02:18:55.571]  Let me ask you this then.
[02:18:55.571 --> 02:18:56.471]  What do we do?
[02:18:56.471 --> 02:18:57.412]  Where does this go?
[02:18:57.412 --> 02:18:59.334]  Because you predicted you'd have two pubs.
[02:18:59.334 --> 02:19:00.695]  You predicted it'd be this guy.
[02:19:01.576 --> 02:19:06.472]  When I was in Rome with you, like, five, six years ago, and I'm like, okay, Zigon, I know you're smart, but then it happened a few years later.
[02:19:06.472 --> 02:19:07.896]  What are you predicting comes next now?
[02:19:09.463 --> 02:19:28.260]  Well, of course, you have been discussing during the show the fact that there is this vaccine pass, this green pass, that in Europe, not only in France, but now also in Italy and many other countries, will become really the first stage of the mark of the beast before they will actually implement the microchipping.
[02:19:28.260 --> 02:19:32.544]  Because from a piece of paper or from actually having it on your phone,
[02:19:33.465 --> 02:19:41.032]  They're gonna say, oh they're stealing identities, oh it's not safe.
[02:19:41.032 --> 02:19:44.376]  Klaus Schwab says, he says first your phone then a chip.
[02:19:45.492 --> 02:19:52.356]  But also we have, for example, already in France, in Paris, there is clinics who are, of course, forging fake passes.
[02:19:52.356 --> 02:19:57.298]  So with that excuse, they will eventually say, we need to microchip you.
[02:19:57.298 --> 02:19:59.800]  So that is basically the mark of the beast.
[02:19:59.800 --> 02:20:08.564]  What we have to do, we have to resist, and eventually we have to form isolated communities that are independent from all this.
[02:20:08.564 --> 02:20:09.845]  There is no other option.
[02:20:09.845 --> 02:20:10.185]  Exactly.
[02:20:10.185 --> 02:20:12.467]  The future is our own communities.
[02:20:12.467 --> 02:20:13.067]  That's everything.
[02:20:15.303 --> 02:20:16.023]  What's the time frame?
[02:20:16.023 --> 02:20:22.506]  I know you don't want to say it because you don't know, but at a gun level doing research, what's the time frame of the Antichrist takeover?
[02:20:22.506 --> 02:20:23.647]  How long does this happen?
[02:20:23.647 --> 02:20:25.428]  How long we got to survive?
[02:20:25.428 --> 02:20:29.790]  From 2020 to 2030, there's a three stages takeover.
[02:20:29.790 --> 02:20:31.731]  The first is bacteriological warfare.
[02:20:31.731 --> 02:20:33.292]  The second is cyber warfare.
[02:20:33.292 --> 02:20:35.112]  The third is nuclear warfare.
[02:20:35.112 --> 02:20:40.115]  So these three scenarios will be unveiled in the next nine years.
[02:20:40.555 --> 02:20:44.218]  The first one is, of course, unveiling in front of our eyes.
[02:20:44.218 --> 02:20:58.309]  Now, of course, the cyber polygon, the World Economic Forum with the people of Davos have discussed the next pandemic, which is the cyber pandemic that will close down the electricity in the whole cities, will create all kinds of damage.
[02:20:58.309 --> 02:21:00.291]  That is the cyber warfare part.
[02:21:00.291 --> 02:21:04.074]  This is huge, because I know you're a top expert.
[02:21:04.074 --> 02:21:05.255]  I agree.
[02:21:05.255 --> 02:21:08.598]  First is biological, bacteriological virus.
[02:21:09.602 --> 02:21:12.607]  Next is the cyber, which they tell us, and the next is nuclear.
[02:21:12.607 --> 02:21:13.048]  Lay that out.
[02:21:14.076 --> 02:21:24.224]  Yes, the cyber warfare basically is already taking place with all these hackers that are working constantly.
[02:21:24.224 --> 02:21:25.985]  And then, of course, we have the nuclear.
[02:21:25.985 --> 02:21:28.968]  Now, the nuclear is already starting to be announced.
[02:21:28.968 --> 02:21:30.909]  China has... China, here it is.
[02:21:30.909 --> 02:21:34.592]  They threatened... China threatened to nuke Taiwan yesterday.
[02:21:34.592 --> 02:21:35.213]  Here's the headline.
[02:21:35.213 --> 02:21:35.673]  Fox News.
[02:21:35.673 --> 02:21:35.953]  Go ahead.
[02:21:35.953 --> 02:21:36.594]  Keep going.
[02:21:36.594 --> 02:21:38.115]  Official Chinese Daily.
[02:21:38.115 --> 02:21:39.376]  They said, we will nuke Japan.
[02:21:40.740 --> 02:21:56.696]  So as you can see that gradually these three phases of this period that we unfortunately going to be living and that will of course diminish the population of the earth because they already the vaccines are made
[02:21:57.196 --> 02:22:02.701]  To get less people in the next few years alive.
[02:22:02.701 --> 02:22:03.021]  Why?
[02:22:03.021 --> 02:22:04.522]  Because they will be affected by it.
[02:22:04.522 --> 02:22:09.947]  Also, they will not be producing new babies because they will be infertile.
[02:22:09.947 --> 02:22:14.170]  So all this is connected, of course, with the vaccines.
[02:22:14.170 --> 02:22:16.372]  People will suddenly die and all that.
[02:22:16.372 --> 02:22:17.433]  We already know that.
[02:22:17.433 --> 02:22:21.497]  But then we have the cyber warfare for those people who have resisted
[02:22:22.137 --> 02:22:24.719]  And who rely on the internet.
[02:22:24.719 --> 02:22:39.692]  We need to find alternative means of communicating and also alternative means of creating our own networks, internet networks, because that's going to be very important.
[02:22:39.692 --> 02:22:43.114]  First they say we're not essential to shut off small businesses.
[02:22:43.114 --> 02:22:49.319]  Next they're going to shut off all the other small businesses that are online only letting big tech survive to consolidate power.
[02:22:49.319 --> 02:22:49.860]  It's very simple.
[02:22:50.885 --> 02:22:53.007]  Yes, and you showed the cyber-polygon.
[02:22:53.007 --> 02:23:05.340]  That was on the 9th of July, a very important moment for the New World Order, as well as what went on in the week prior to that in Sun Valley in Idaho.
[02:23:05.340 --> 02:23:07.542]  Well, let's come back and talk about Sun Valley, Idaho.
[02:23:07.542 --> 02:23:08.563]  Give me the floor.
[02:23:08.563 --> 02:23:11.826]  And then exactly why did they declare their attacks first before they do them?
[02:23:11.826 --> 02:23:12.447]  Because exactly.
[02:23:12.907 --> 02:23:16.288]  First they declare everybody non-essential, shut down their competition, consolidate power.
[02:23:16.288 --> 02:23:21.689]  Now they're going to say, oh, everybody else is shut down, can only go to our websites.
[02:23:21.689 --> 02:23:23.610]  So how do you get around that?
[02:23:23.610 --> 02:23:25.750]  Because obviously, that is their endgame.
[02:23:25.750 --> 02:23:28.231]  Leo Zagami, leozagami.com.
[02:23:28.231 --> 02:23:34.053]  Leo, as the lion, L-E-O, Zagami, Z-A-G-A-M-I.com.
[02:23:34.053 --> 02:23:36.473]  Leo Zagami, all his books can be found there.
[02:23:36.473 --> 02:23:38.374]  This guy knows what he is talking about.
[02:23:39.778 --> 02:23:41.501]  And we are steaming right into this.
[02:23:41.501 --> 02:23:42.422]  We've got to get ready.
[02:23:42.422 --> 02:23:45.987]  I'm listening to him because I'm getting ready for my family, folks.
[02:23:45.987 --> 02:23:48.951]  We try to stop this, but the enemies launch their attack.
[02:23:48.951 --> 02:23:50.373]  This is the Antichrist takeover.
[02:23:55.643 --> 02:23:57.726]  Your voice counts.
[02:23:57.726 --> 02:24:02.793]  When you share information, be it over the internet or in person, it changes the world.
[02:24:02.793 --> 02:24:05.376]  The globalists know their agenda is unpopular.
[02:24:05.376 --> 02:24:06.878]  They know you're angry.
[02:24:06.878 --> 02:24:11.684]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[02:24:12.265 --> 02:24:23.008]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows and special reports, and share them with everyone you know.
[02:24:23.008 --> 02:24:27.349]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[02:24:27.349 --> 02:24:29.509]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[02:24:35.811 --> 02:24:36.352]  We're good.
[02:24:54.451 --> 02:24:57.313]  The biosecurity state is here.
[02:24:57.313 --> 02:25:03.238]  It's an anti-human eugenics operation training us that humans are dirty, bad, and evil.
[02:25:03.238 --> 02:25:17.009]  The corrupt puppet Prime Minister of Canada, who says he admires the communist dictatorship of Xi Jinping and wishes to make Canada the same, has announced that they're buying vaccines for every person in the country all the way out to 2024.
[02:25:18.470 --> 02:25:21.651]  And in 2024, you will again take two shots.
[02:25:21.651 --> 02:25:25.673]  And he says it'll be whatever Pfizer cooks up and wants to put in your body.
[02:25:25.673 --> 02:25:27.454]  This is the Rockefeller Foundation.
[02:25:27.454 --> 02:25:30.135]  They developed this whole plan with Bill Gates.
[02:25:30.135 --> 02:25:32.376]  They're now implementing it, and now they've announced that U.S.
[02:25:32.376 --> 02:25:35.238]  policy is set by the private Rockefeller Foundation.
[02:25:35.238 --> 02:25:40.160]  Of course, the Rockefeller Foundation, by the 30s, was the main funder of Adolf A. Louis Hitler.
