[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[2:14:18.000 --> 2:14:24.000]  but now they want to go after Gates. By the way, I'm told Trump is going to make a big statement coming up soon.
[2:14:24.000 --> 2:14:28.000]  So maybe he's announcing a rally. We'll see what happens with that.
[2:14:28.000 --> 2:14:31.000]  Anything we've covered, it'll be fair game on the war room.
[2:14:31.000 --> 2:14:37.000]  So open line, the line end to end on the war room. My normal host duties three to six p.m.
[2:14:37.000 --> 2:14:45.000]  Of course, everything we do here is only thanks in part to you shopping at infowarstore.com,
[2:14:45.000 --> 2:14:51.000]  sharing the links, telling friends and family now is the time folks tell friends and family about ban this dot TV.
[2:14:51.000 --> 2:14:53.000]  It's cool. It's a cool name.
[2:14:53.000 --> 2:14:56.000]  Ban this dot TV.
[2:14:56.000 --> 2:15:03.000]  So yeah, there's banned information out there. There's secret transmissions. There's underground information that the establishment doesn't want you to know.
[2:15:03.000 --> 2:15:08.000]  You look around, you see the world going insane. There's a reason we're trying to make sense of it.
[2:15:08.000 --> 2:15:12.000]  We're trying to make people wake up and understand it.
[2:15:12.000 --> 2:15:16.000]  But you have to get the information out there. You have to be the Paul Revere.
[2:15:16.000 --> 2:15:22.000]  Ban this dot TV.
[2:15:22.000 --> 2:15:27.000]  Hey, Bill Gates, ban this dot TV.
[2:15:27.000 --> 2:15:29.000]  That's a double barrel.
[2:15:29.000 --> 2:15:32.000]  Ban this dot TV.
[2:15:32.000 --> 2:15:35.000]  So again, it's all possible with your support at infowarstore.com.
[2:15:35.000 --> 2:15:39.000]  We have to build our own infrastructures, folks. We have to build the studios. We have to build it all.
[2:15:39.000 --> 2:15:43.000]  And it's only possible with your support at infowarstore.com.
[2:15:43.000 --> 2:15:46.000]  So get to infowarstore.com.
[2:15:46.000 --> 2:15:49.000]  Get your vitamin mineral fusion 40% off.
[2:15:49.000 --> 2:15:52.000]  Get your rocket rest 40% off.
[2:15:52.000 --> 2:15:55.000]  Try all the great supplements. Get the water filters. Get the air filters.
[2:15:55.000 --> 2:15:59.000]  I love the air filters. I have three of them in my home. I have the water filter as well.
[2:15:59.000 --> 2:16:05.000]  So we don't just tell you about the great supplements and products. We're also consumers of them.
[2:16:05.000 --> 2:16:10.000]  So we have firsthand experience. Okay.
[2:16:10.000 --> 2:16:18.000]  I've pretty much got through everything I need to accept a couple of outlying news stories that I will get to now.
[2:16:18.000 --> 2:16:22.000]  Ron DeSantis makes a great point.
[2:16:22.000 --> 2:16:28.000]  Ron DeSantis signs executive order banning vaccine passport says it would create two classes of citizens.
[2:16:28.000 --> 2:16:37.000]  This is a talking point we need to echo because every time I go to a restaurant, I kind of get a feel for it.
[2:16:37.000 --> 2:16:43.000]  But you know, if I have a waiter or waitress or somebody, you know, serving me or seating me or a host or at the gym,
[2:16:43.000 --> 2:16:50.000]  you'll notice that the employees, the waiters, the waitresses, the servers, all of it, they're still being forced to wear masks.
[2:16:50.000 --> 2:16:55.000]  Now, again, I'm speaking from a perspective of Texas here in Austin where I don't ever wear a mask.
[2:16:55.000 --> 2:16:59.000]  Nobody says anything to me anymore. We don't have the mask mandate here anymore.
[2:16:59.000 --> 2:17:03.000]  But the employees are still being forced to wear masks.
[2:17:03.000 --> 2:17:07.000]  That's second class citizen treatment and it makes me sick.
[2:17:07.000 --> 2:17:09.000]  It hurts my heart.
[2:17:09.000 --> 2:17:19.000]  Just because you're a waiter or waitress or a cook or you're, you know, working at a gym as a trainer or working at a front desk somewhere or a secretary somewhere or a teacher or something,
[2:17:19.000 --> 2:17:21.000]  you should not be forced to wear a mask.
[2:17:21.000 --> 2:17:27.000]  This is second class treatment of certain sectors, of certain industries.
[2:17:27.000 --> 2:17:34.000]  And it really breaks my heart that we're now treating people like second class citizens just because of a certain job they have.
[2:17:34.000 --> 2:17:39.000]  So when I go to the gym and I see the people sitting at the front desk, I say, boy, you know,
[2:17:39.000 --> 2:17:44.000]  I just want you to know, I think it's unfair that you have to wear the masks and we don't.
[2:17:44.000 --> 2:17:48.000]  And most of the time they kind of not in agreement, but you can tell some people probably like wearing the mask and that's fine.
[2:17:48.000 --> 2:17:51.000]  Nobody's going to make them take it off. You can wear it forever, I suppose.
[2:17:51.000 --> 2:17:54.000]  That's the life you want to live.
[2:17:54.000 --> 2:17:59.000]  But like I said, waitresses, waiters, you know, it's just, hey, you know, it's unfair.
[2:17:59.000 --> 2:18:04.000]  It's unfair. It's unfair. You still have to be a masked slave.
[2:18:04.000 --> 2:18:10.000]  It's unfair. You have to get this second class citizen treatment, but that's just the lowest common denominator.
[2:18:10.000 --> 2:18:15.000]  As the Santa says, the vaccine passports will create two classes of citizens.
[2:18:15.000 --> 2:18:19.000]  And that's what everything the Democrat policy has to do with right now.
[2:18:19.000 --> 2:18:24.000]  They're creating caste systems straight out of the India style.
[2:18:24.000 --> 2:18:33.000]  So, oh, oh, they'll get rid of the second amendment. You won't have a right to bear arms, but the wealthy elite will have security teams around them 24 seven with firearms.
[2:18:33.000 --> 2:18:37.000]  So that's the two class system that all these policies create.
[2:18:37.000 --> 2:18:40.000]  And we need to call it out and it needs to be stopped.
[2:18:40.000 --> 2:18:43.000]  I also need to mention ahead of David coming up.
[2:18:43.000 --> 2:18:52.000]  If you haven't seen Alex Jones's exclusive Saturday broadcast from this Saturday World Shocked by Spars 2025 2028 document.
[2:18:52.000 --> 2:18:59.000]  It's a must see really going viral. If you haven't seen that, I wanted to point that out to you.
[2:18:59.000 --> 2:19:05.000]  More election theft cover up is happening right now.
[2:19:05.000 --> 2:19:08.000]  The Gateway Pundit headline. What is he hiding?
[2:19:08.000 --> 2:19:15.000]  Georgia Secretary of State Raffensperger Petitions Court prefers state not be forced to hand over ballots for audit.
[2:19:15.000 --> 2:19:31.000]  Oh, and I suspect that it was Raffensperger that also made the claims that were the anonymous source about Trump intimidating people on the phone to stop the theft of election.
[2:19:31.000 --> 2:19:41.000]  I believe that was Raffensperger and the media is running circles to cover up the fact that he was that source stabbing Trump in the back stabbing America in the back.
[2:19:41.000 --> 2:19:50.000]  Another Gateway Pundit story fake news Washington Post publishes hit piece on former Senator Patrick Colbeck forgets to mention his witness.
[2:19:50.000 --> 2:19:53.000]  He witnessed a massive drop of illegal ballots in Michigan.
[2:19:53.000 --> 2:19:57.000]  No, you didn't witness that. Oh, we just have the tapes of it. We have the security footage of that.
[2:19:57.000 --> 2:19:59.000]  No, you don't.
[2:19:59.000 --> 2:20:01.000]  Yeah, we literally do.
[2:20:01.000 --> 2:20:03.000]  You just don't want to admit it.
[2:20:03.000 --> 2:20:06.000]  You've been caught in your election theft.
[2:20:06.000 --> 2:20:17.000]  And, you know, part of me realizes having this happen to America having Biden is administration in the media and all the lies that they tell 24 seven.
[2:20:17.000 --> 2:20:25.000]  It's actually a good thing for America because we're faced with a choice and if we don't make the right choice in the next four years and then we don't deserve to have this republic.
[2:20:25.000 --> 2:20:30.000]  We don't deserve, I guess, to have our freedom. I suppose I could say that I hate to say that because I don't think it's totally true.
[2:20:30.000 --> 2:20:32.000]  We always deserve to have freedom.
[2:20:32.000 --> 2:20:36.000]  But the point is, it will destroy America.
[2:20:36.000 --> 2:20:43.000]  And if we can't fight against this much corruption, if we can't stand up against this much tyranny and lies, then then we just never will.
[2:20:43.000 --> 2:20:44.000]  It's just getting so bad.
[2:20:44.000 --> 2:20:52.000]  So in a way, the corruption and the out of control nature of the Biden White House is a good thing for America to wake up.
[2:20:52.000 --> 2:21:02.000]  And they're out of control tyranny like vetting the military vetting board of patrol vetting the National Guard now vetting every congressional staffer.
[2:21:02.000 --> 2:21:06.000]  That's more than 15,000 congressional staffers are getting background checks.
[2:21:06.000 --> 2:21:12.000]  And it's all to make sure there's no Patriots, no Trump fans, no Info Wars followers.
[2:21:12.000 --> 2:21:16.000]  That's what it's all about.
[2:21:16.000 --> 2:21:24.000]  Frauds Major League Baseball boycotted Georgia All-Star Game a day after expanding deal with Communist Chinese company Tencent.
[2:21:24.000 --> 2:21:26.000]  Oh, that's just a coincidence.
[2:21:26.000 --> 2:21:28.000]  I'm sure not.
[2:21:28.000 --> 2:21:32.000]  And of course, the fraud is on its face because why?
[2:21:32.000 --> 2:21:35.000]  There will still be 81 home games for the Atlanta Braves this year.
[2:21:35.000 --> 2:21:43.000]  And Major League Baseball requires you to present a photo identification before picking up your tickets at will call or buying a beer.
[2:21:43.000 --> 2:21:45.000]  Will they change that policy?
[2:21:45.000 --> 2:21:47.000]  No, they won't.
[2:21:47.000 --> 2:21:50.000]  All right, emergency report from David Ike coming up on view on the war room.
[2:21:50.000 --> 2:21:58.000]  I'm not going to sit here and waste your time or my time and rattle off the successes Info Wars has had.
[2:21:58.000 --> 2:22:01.000]  If you're paying attention, you know we've done together.
[2:22:01.000 --> 2:22:11.000]  But I'll tell you this, the technocrats are really upping their game and they are trying to destroy all independent forms of media.
[2:22:11.000 --> 2:22:19.000]  They're trying to shutter and silence the human resistance. So now is the time to understand that everything we've talked about has been proven accurate.
[2:22:19.000 --> 2:22:22.000]  Everything you warned your friends and family about is about to be true.
[2:22:22.000 --> 2:22:25.000]  So it's now that your credibility is way up.
[2:22:25.000 --> 2:22:29.000]  The power structure should have silenced those of us that they can.
[2:22:29.000 --> 2:22:34.000]  But it's up to all of us to not let them silence any of us.
[2:22:34.000 --> 2:22:36.000]  We have the power.
[2:22:36.000 --> 2:22:40.000]  But the sun is setting on humanity and setting on free speech.
[2:22:40.000 --> 2:22:45.000]  We have to make sure that we find out right now to make sure that a long, dark night doesn't come.
[2:22:45.000 --> 2:23:14.000]  So be the polar bears you are.
