[00:00:00.209 --> 00:00:03.151]  What I do is I wait and I watch.
[02:02:49.557 --> 02:03:00.801]  I also exposed Union Bank of Switzerland working with the Chinese Communist Party, buying ES&S through Staple Street Capital, ES&S Dominion, and Premier voting machines.
[02:03:00.801 --> 02:03:03.142]  All of that material went to Donald Trump.
[02:03:03.142 --> 02:03:04.403]  Pat Byrne will confirm it.
[02:03:04.403 --> 02:03:05.643]  Sidney Powell will confirm it.
[02:03:05.643 --> 02:03:07.244]  General Michael Flynn will confirm it.
[02:03:07.244 --> 02:03:10.145]  It's on record that much of Trump's blueprint he got from you.
[02:03:10.145 --> 02:03:13.866]  So let's talk about this.
[02:03:13.866 --> 02:03:18.068]  This historic moment we're in where the deep state's having to reveal itself.
[02:03:18.982 --> 02:03:22.024]  You have a media that has an 8% approval rating.
[02:03:22.024 --> 02:03:24.806]  Congress with a 10% approval rating.
[02:03:24.806 --> 02:03:27.748]  You have Trump getting 70% of the voting against the other Republicans.
[02:03:27.748 --> 02:03:30.150]  20, 30 points ahead of Biden, depending on the poll.
[02:03:30.150 --> 02:03:31.811]  We've never seen numbers like this.
[02:03:31.811 --> 02:03:34.373]  Even the Washington Post had a headline.
[02:03:34.373 --> 02:03:35.894]  Here it is.
[02:03:35.894 --> 02:03:37.756]  Trump has an insurmountable lead.
[02:03:37.756 --> 02:03:38.696]  No one's ever had it.
[02:03:38.696 --> 02:03:39.757]  No one's ever defeated it.
[02:03:39.757 --> 02:03:40.437]  Washington Post.
[02:03:40.437 --> 02:03:42.239]  Overhead shot, please.
[02:03:42.239 --> 02:03:44.500]  Here's another headline.
[02:03:44.500 --> 02:03:47.743]  Nobody's lost a primary after holding a lead like this.
[02:03:47.743 --> 02:03:47.903]  So,
[02:03:49.227 --> 02:03:55.093]  They recognize that, but because they know he's coming after him, and he just put on true social, we can pull that up.
[02:03:55.093 --> 02:03:56.915]  He said, you come after me, I come after you.
[02:03:56.915 --> 02:03:57.916]  That's not a threat.
[02:03:57.916 --> 02:04:00.599]  They're everywhere saying he should be killed, put him in prison.
[02:04:00.599 --> 02:04:03.122]  He's got 50-something charges against him, three indictments.
[02:04:03.943 --> 02:04:08.665]  More in Georgia, and he's telling them, when I get in, I'm going to come after you.
[02:04:08.665 --> 02:04:10.005]  That's not a threat.
[02:04:10.005 --> 02:04:11.345]  This is the rules of war.
[02:04:11.345 --> 02:04:13.746]  They are literally attacking our champion.
[02:04:13.746 --> 02:04:17.347]  They are literally attacking someone that is as popular as George Washington was.
[02:04:17.347 --> 02:04:22.269]  I don't think we've ever had a president except maybe FDR in the middle of World War II since George Washington.
[02:04:22.269 --> 02:04:27.831]  Correct me if I'm wrong, you're quite the historian, sir, but George Washington
[02:04:28.960 --> 02:04:33.042]  Franklin Delano Roosevelt, not saying he was a good guy, but he was very popular, and Trump.
[02:04:33.042 --> 02:04:36.484]  I mean, I think he is already in legendary status.
[02:04:36.484 --> 02:04:39.346]  I've talked to Rogers, I talk to him all the time, and other people, and I'm going to leave it at that.
[02:04:39.346 --> 02:04:42.147]  I was in Florida a few months ago, and let's just say I had some meetings.
[02:04:42.147 --> 02:04:43.368]  I'm going to stop there.
[02:04:43.368 --> 02:04:45.649]  Trump is energized in those guys.
[02:04:45.649 --> 02:04:48.471]  He says, I don't care if they kill me, put me in prison, I'm not stopping.
[02:04:48.471 --> 02:04:51.652]  He is higher than a kite on this mission.
[02:04:51.652 --> 02:04:53.013]  He feels the love.
[02:04:53.013 --> 02:04:55.094]  The focal point, he's energized.
[02:04:55.094 --> 02:04:58.136]  As the enemy comes in like a flood, the Spirit of the Lord looks up and is centered against it.
[02:04:58.596 --> 02:05:17.772]  He literally, and I knew Trump was a quote, light Christian, he believes in God, but now, more and more, and I've talked to his personal pastors and others, when I was in Florida, he literally is having daily prayer meetings that he doesn't put on TV, it's not a fake thing, and he is literally, I mean, they have got a big problem.
[02:05:17.772 --> 02:05:18.372]  This is Trump 2.0.
[02:05:20.430 --> 02:05:22.751]  Well, you know, bless you be the Lord my strength.
[02:05:22.751 --> 02:05:25.792]  He teacheth my hands to war and my fingers to fight.
[02:05:25.792 --> 02:05:29.974]  Donald Trump is being anointed by the Lord, whether he likes it or not.
[02:05:29.974 --> 02:05:34.996]  Donald Trump is being protected by the prayers of this American people.
[02:05:34.996 --> 02:05:37.677]  And the prayers of a righteous man availeth much.
[02:05:37.677 --> 02:05:39.478]  Keep praying for Donald Trump.
[02:05:39.478 --> 02:05:40.638]  Pray for Alex Jones.
[02:05:40.638 --> 02:05:41.919]  Pray for all of us.
[02:05:41.919 --> 02:05:44.560]  Because we are in a spiritual battle.
[02:05:44.560 --> 02:05:50.062]  We wrestle not with flesh and blood, but against powers and principalities and powers of the air and things like that.
[02:05:50.771 --> 02:05:54.172]  Donald Trump is being energized and radiated.
[02:05:54.172 --> 02:05:57.013]  That's when the Holy Spirit comes upon you.
[02:05:57.013 --> 02:06:03.835]  And I seriously see him being energized like Samson slaying a thousand Philistines.
[02:06:03.835 --> 02:06:06.116]  And the joy of the Lord is your strength.
[02:06:06.116 --> 02:06:07.856]  We have nothing to fear, Alex.
[02:06:07.856 --> 02:06:09.237]  We have the truth on our side.
[02:06:09.237 --> 02:06:11.037]  We have righteousness on our side.
[02:06:11.037 --> 02:06:12.277]  We are on God's side.
[02:06:12.277 --> 02:06:17.339]  We believe in the family, believe in the sanctity of marriage, believe in children, believe in life.
[02:06:17.839 --> 02:06:25.465]  We do not believe in this transgender monstrosity and castrating children and giving them hormone pills.
[02:06:25.465 --> 02:06:27.306]  We do not believe in eating bugs.
[02:06:27.306 --> 02:06:31.549]  We do not believe in this climate change religion, this Wiccan demonism.
[02:06:32.549 --> 02:06:33.710]  We do not believe in this.
[02:06:33.710 --> 02:06:37.113]  And John Kerry saying, we're cutting a third of the food this year.
[02:06:37.113 --> 02:06:39.215]  That'll kill 100, 200 million people.
[02:06:39.215 --> 02:06:43.478]  I mean, they are doing stuff that makes Hitler look like an amateur already.
[02:06:43.478 --> 02:06:45.740]  They've already cut off 25% of the nitrogen.
[02:06:45.740 --> 02:06:46.801]  You're an expert on this.
[02:06:46.801 --> 02:06:52.405]  You want to explain to people what, because as bad as it is for them, let's talk about what it's like for the general public.
[02:06:52.405 --> 02:06:54.587]  Why are they deep sixing the economy?
[02:06:54.587 --> 02:06:56.589]  They don't get that they're going to get the blame?
[02:06:56.589 --> 02:07:01.233]  I know they want an angrier world where they destabilize things and they pose as the shavers, but no one's buying it.
[02:07:01.894 --> 02:07:04.298]  I mean, literally, a total conversion.
[02:07:04.298 --> 02:07:04.739]  R.O.K.
[02:07:04.739 --> 02:07:08.325]  Jr., Tulsi Gabbard, Joe Rogan.
[02:07:08.325 --> 02:07:09.647]  I mean, I talked to some of these people.
[02:07:09.647 --> 02:07:10.689]  I'll leave it at that.
[02:07:10.689 --> 02:07:12.632]  And they are fully red-pilled now, brother.
[02:07:14.915 --> 02:07:40.280]  Yeah, and to answer your question, why the delusional obsession with trying to push all these failed policies and destroying food and destroying factories and destroying farms and shooting at farmers like they've done in the Netherlands, you see a glimpse of that when you played your first video of the Chicago board, when the people, the townspeople of Chicago are standing up, outraged by these migrants,
[02:07:40.820 --> 02:07:41.520]  That's how close
[02:08:10.749 --> 02:08:12.050]  Things can take off.
[02:08:12.050 --> 02:08:14.371]  It's very easy for a French Revolution.
[02:08:14.371 --> 02:08:15.912]  Look at what's just happening in France.
[02:08:15.912 --> 02:08:16.993]  Well, look at Ceausescu.
[02:08:16.993 --> 02:08:18.213]  Sorry to interrupt.
[02:08:18.213 --> 02:08:21.515]  Do France the new Ceausescu.
[02:08:21.515 --> 02:08:25.778]  Well, France is, of course, Germany's Merkel and
[02:08:26.670 --> 02:08:27.451]  We're good to go.
[02:08:45.361 --> 02:08:59.693]  And taking out Gaddafi opened up the floodgates of all these people pouring up into Europe and now you've got Europe saturated with people that can't speak the language, they don't have any loyalty to the heritage or the history of France or Germany or Europe.
[02:09:00.674 --> 02:09:02.516]  Remember, these countries are not European.
[02:09:02.516 --> 02:09:04.938]  They're individual countries.
[02:09:04.938 --> 02:09:06.680]  Germany is different than France.
[02:09:06.680 --> 02:09:12.827]  And by the way, while you're speaking, Africans are rioting in France, Belgium, and Sweden right now.
[02:09:12.827 --> 02:09:16.692]  I mean, just tens of thousands just going completely crazy.
[02:09:17.648 --> 02:09:20.190]  They're locusts, Alex, in a very real way.
[02:09:20.190 --> 02:09:20.851]  They're locusts.
[02:09:20.851 --> 02:09:22.892]  They're blood drunk.
[02:09:22.892 --> 02:09:23.933]  They're furious.
[02:09:23.933 --> 02:09:27.076]  They've got nothing to lose because they've not been given anything.
[02:09:27.076 --> 02:09:32.940]  They've just been given a bus ticket and dumped in France and, you know, expected to get jobs.
[02:09:32.940 --> 02:09:34.442]  And many of them didn't get jobs.
[02:09:34.442 --> 02:09:35.542]  And what are they doing now?
[02:09:35.542 --> 02:09:41.888]  They're just locusts eating and consuming and destroying the local infrastructure.
[02:09:41.888 --> 02:09:44.189]  And it's going to lead to political chaos.
[02:09:44.189 --> 02:09:47.212]  And look, thousands, thousands of these people marching
[02:09:47.832 --> 02:09:55.135]  And I looked at the photos with UN flags organized, brought in by the UN as a destabilization force.
[02:09:55.135 --> 02:09:57.637]  Yes, and that's what it's going to do.
[02:09:57.637 --> 02:09:58.317]  It's interesting.
[02:09:58.317 --> 02:10:04.139]  I think it's going to blow back on them, of course, because Russia is a very key part of this.
[02:10:04.139 --> 02:10:05.300]  Russia is not going to fall.
[02:10:05.300 --> 02:10:06.541]  They're not going to have a coup d'etat.
[02:10:06.541 --> 02:10:08.161]  They're not going to have regime change.
[02:10:08.161 --> 02:10:10.002]  Putin is going to be staying in.
[02:10:10.002 --> 02:10:13.884]  The Ukraine war is going to be terminated probably October, November.
[02:10:14.745 --> 02:10:16.366]  They're not going to give any part back.
[02:10:16.366 --> 02:10:18.949]  They're going to go right up probably to the borders of Poland.
[02:10:18.949 --> 02:10:22.072]  They're going to take every inch of Ukraine.
[02:10:22.072 --> 02:10:24.515]  This is a good time to start because you really have been covering this.
[02:10:24.515 --> 02:10:25.936]  You're an expert on it.
[02:10:25.936 --> 02:10:26.957]  Where is the Ukraine war?
[02:10:26.957 --> 02:10:27.758]  The offensive failed.
[02:10:27.758 --> 02:10:30.481]  Let's walk through the last few months and the current times.
[02:10:30.481 --> 02:10:31.242]  Spend some time on this.
[02:10:32.910 --> 02:10:39.035]  Well, of course, the Ukrainian war started after, you know, the U.S.
[02:10:39.035 --> 02:10:41.918]  took over the Ukrainian government in 2014.
[02:10:41.918 --> 02:10:51.506]  They flooded the country with drugs and, you know, gave ecstasy tea to people in the Kiev riots.
[02:10:51.506 --> 02:11:00.033]  And all the people, you know, were used by McCain and Victoria Nuland and Obama and John Kerry to overthrow Yanukovych.
[02:11:00.593 --> 02:11:18.425]  He was the president of Ukraine and he said, we're not going to go the way of the European Union, we're going to go the way of Russia because we're a Christian Orthodox country and we can't accept homosexuality and transgenderism as something that is in clash with our culture, our religion.
