[00:00:05.635 --> 00:00:06.136]  Stand by.
[02:27:01.135 --> 02:27:17.810]  The news cycle, and I was looking into this Rubio report, and so was the mainstream media, but then of course Trump, his comments, no pun intended, trumped the Rubio story.
[02:27:18.630 --> 02:27:32.585]  I find it interesting that all of a sudden the Tampa Bay Times and other newspapers are running a report about Rubio's brother-in-law being a well-known convicted international narcotics dealer.
[02:27:32.585 --> 02:27:34.306]  Well, this is actually an old story.
[02:27:34.306 --> 02:27:37.470]  Yeah, I mean that means he fits in nicely with the Bushes and the Clintons then.
[02:27:38.263 --> 02:27:39.043]  Oh, absolutely.
[02:27:39.043 --> 02:27:51.930]  Look, you know, if there were journalists down in Miami at the Miami Herald that were like the old-time journalists, Marco Rubio would have never gotten elected to the school board or a dog catcher.
[02:27:51.930 --> 02:27:56.372]  Because I'm thinking about the old-time journalists were like Rottweilers.
[02:27:56.372 --> 02:28:02.536]  When they would sink their teeth into a corrupted candidate or politician, they wouldn't let go.
[02:28:03.696 --> 02:28:05.638]  These were old school people.
[02:28:05.638 --> 02:28:11.862]  These journalists sometimes kept a flask of whiskey in their desk drawer, but you know, they got the job done.
[02:28:11.862 --> 02:28:12.983]  And we don't have that.
[02:28:12.983 --> 02:28:27.754]  You turn on these 24 by 7 news channels and you think you're at some sort of wine and cheese party for a bunch of members of the ACLU and PETA.
[02:28:28.114 --> 02:28:33.281]  Yeah, you're going to think you're one of these wine tasting deals that discuss body parts sales and the rest of it.
[02:28:33.281 --> 02:28:33.882]  Absolutely.
[02:28:33.882 --> 02:28:39.849]  I mean, Rubio, do you think this could bring him down or is he even a contender now?
[02:28:40.711 --> 02:28:49.276]  Well, I think, you know, the deal on Rubio is he's come out as the establishment candidate.
[02:28:49.276 --> 02:28:53.998]  Now, the word is that it's Jeb Bush and Karl Rove that are behind going after Rubio.
[02:28:53.998 --> 02:28:56.560]  Remember, Jeb said, look, he's now fair game.
[02:28:56.560 --> 02:28:59.241]  They used to be buddies, but Jeb said he's fair game.
[02:28:59.241 --> 02:29:07.826]  So, I guess in Bush's mind that if he can bring down Rubio, he'll pick up all the Rubio supporters.
[02:29:09.207 --> 02:29:16.135]  The Florida people, but a lot of people in Florida do not like, uh, Jeb Bush, so I don't think the Rubio supporters will go.
[02:29:16.135 --> 02:29:16.916]  Well, that's right.
[02:29:16.916 --> 02:29:20.941]  In fact, Jeb said by December 15th, Trump would be done, uh, months ago.
[02:29:20.941 --> 02:29:21.582]  That hasn't happened.
[02:29:21.582 --> 02:29:24.926]  I want to come back and ask you your take on Trump, your real view on him.
[02:29:24.926 --> 02:29:26.007]  Don't, I mean, don't mince words.
[02:29:26.007 --> 02:29:26.688]  Obviously you wouldn't.
[02:29:27.208 --> 02:29:28.088]  But, I mean, is he good?
[02:29:28.088 --> 02:29:28.608]  Is he bad?
[02:29:28.608 --> 02:29:29.849]  Is he a mix?
[02:29:29.849 --> 02:29:39.291]  I want to get Wayne Madsen's view on Trump and Ted Cruz as well as he takes the lead in Iowa ahead of the big CNN debate tonight, 7 o'clock central.
[02:29:39.291 --> 02:29:45.873]  We're going to be covering it live, play-by-play, from the InfoWars News Center in Austin, Texas.
[02:29:45.873 --> 02:29:48.854]  Find listings and the free feeds at InfoWars.com forward slash 2016.
[02:29:48.854 --> 02:29:50.254]  We're on the march.
[02:29:50.254 --> 02:29:52.775]  The empire's on the run.
[02:29:52.775 --> 02:29:55.456]  Alex Jones and the GCN Radio Network.
[02:30:00.194 --> 02:30:09.822]  The LAPD and private security are targeting random people with stop-and-frisk searches on public sidewalks before the premiere of Star Wars The Force Awakens.
[02:30:09.822 --> 02:30:17.028]  Police have also installed metal detectors on the sidewalks near the famous TCL Chinese Theater in Hollywood, California.
[02:30:17.028 --> 02:30:21.111]  Someone took to Twitter to post a picture of a Wookiee having his back searched.
[02:30:21.111 --> 02:30:25.995]  The caption reads, Security will be tight for the latest hashtag Star Wars premiere tonight.
[02:30:25.995 --> 02:30:27.577]  Metal detectors have been set up.
[02:30:28.177 --> 02:30:39.264]  TMZ reported, LAPD and private security officers are already blanketing several square blocks around the famed Chinese theater where the Force Awakens event is going down.
[02:30:39.264 --> 02:30:45.428]  We've learned anyone strolling through the area could be searched, frisked, and even wanted with metal detectors.
[02:30:45.428 --> 02:30:53.353]  In other words, even people not associated with the event who are simply passing through a public area are subject to a warrantless search.
[02:30:53.353 --> 02:30:56.895]  You can find more reports on InfoWars.com.
[02:30:59.645 --> 02:31:03.147]  When cells become toxic, they die early and aging sets in.
[02:31:03.147 --> 02:31:11.391]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:31:11.391 --> 02:31:16.814]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:31:16.814 --> 02:31:19.335]  You want the best that's out there at the lowest price anywhere?
[02:31:19.335 --> 02:31:21.456]  We now have the synergistic solution.
[02:31:21.456 --> 02:31:25.639]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:31:29.620 --> 02:31:34.004]  Used since before the days of the Roman Empire to support the body's natural systems.
[02:31:34.004 --> 02:31:38.147]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[02:31:38.147 --> 02:31:43.091]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:31:43.091 --> 02:31:47.755]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:31:47.755 --> 02:31:51.238]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:31:51.238 --> 02:31:54.700]  Now available in our limited first run at Infowarslife.com.
[02:31:54.700 --> 02:31:56.502]  That's Infowarslife.com or call 888-253-3139.
[02:31:59.324 --> 02:32:13.933]  My fellow patriots, one of the things I'm most proud of is the fact that the InfoWars operation reaches more than 20 million people a week worldwide with the message of liberty, and none of it is funded by major global corporations or by taxpayers.
[02:32:13.933 --> 02:32:15.755]  It's funded by free will.
[02:32:15.755 --> 02:32:25.781]  Listeners and viewers like you who decide to visit InfoWarsStore.com and take advantage of some of the most high quality revolutionary products available today and now.
[02:32:26.221 --> 02:32:44.653]  Until December 18th, 2015, we are extending free shipping on top of huge discounts on cutting-edge nutraceuticals, high-quality non-GMO heirloom seeds, top-of-the-line water filtration systems that remove glyphosates, fluoride, more, and the list of specials goes on and on.
[02:32:44.653 --> 02:32:54.960]  Some discounts are as high as 50% at InfoWarsStore.com on top of free shipping through December 18th at InfoWarsStore and InfoWarsLife.com.
[02:33:03.704 --> 02:33:06.526]  There are, of course, those who do not want us to speak.
[02:33:06.526 --> 02:33:07.666]  Let me think, just let me think.
[02:33:07.666 --> 02:33:13.289]  I suspect even now orders are being shouts into telephones and men with guns will still be on their way.
[02:33:13.289 --> 02:33:14.609]  It's time to settle.
[02:33:14.609 --> 02:33:15.289]  Damn it!
[02:33:15.289 --> 02:33:16.350]  Why?
[02:33:16.350 --> 02:33:20.972]  Because while the truncheon may be used in lieu of conversation, words will always
[02:33:22.940 --> 02:33:26.111]  Words are for the means to meaning, and for those who will listen,
[02:33:28.510 --> 02:33:33.753]  The truth is, there is something terribly wrong with this country, isn't there?
[02:33:33.753 --> 02:33:34.773]  You designed it, sir.
[02:33:34.773 --> 02:33:35.714]  You wanted it foolproof.
[02:33:35.714 --> 02:33:37.355]  You taught me every television in London!
[02:33:37.355 --> 02:33:39.456]  Cruelty and injustice.
[02:33:39.456 --> 02:33:41.257]  Intolerance and oppression.
[02:33:41.257 --> 02:33:50.922]  And where once you had the freedom to object, to think and speak as you saw fit, you now have censors and systems of surveillance coercing your conformity and subverting your submission.
[02:33:50.922 --> 02:33:51.182]  Cameras.
[02:33:51.182 --> 02:33:52.103]  We need cameras.
[02:33:52.103 --> 02:33:53.543]  How did this happen?
[02:33:53.543 --> 02:33:54.304]  Who's to blame?
[02:33:55.282 --> 02:33:57.946]  Well, certainly there are those who are more responsible than others.
[02:33:57.946 --> 02:33:59.869]  They will be held accountable.
[02:33:59.869 --> 02:34:05.758]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[02:34:06.952 --> 02:34:08.933]  I know why you did it.
[02:34:08.933 --> 02:34:10.034]  I know you were afraid.
[02:34:10.034 --> 02:34:11.675]  Who wouldn't be?
[02:34:11.675 --> 02:34:12.435]  War?
[02:34:12.435 --> 02:34:12.976]  Terror?
[02:34:12.976 --> 02:34:14.377]  Disease?
[02:34:14.377 --> 02:34:20.801]  There were a myriad of problems which conspired to corrupt your reason and rob you of your common sense.
[02:34:20.801 --> 02:34:27.205]  Fear got the best of you, and in your panic you turned to the now High Chancellor, Adam Sutler.
[02:34:27.205 --> 02:34:33.368]  He promised you order, he promised you peace, and all he demanded in return was your silent, obedient consent.
[02:34:40.089 --> 02:34:41.770]  There is a war.
[02:34:41.770 --> 02:34:43.551]  It's happening now.
[02:34:43.551 --> 02:34:46.012]  It will decide the fate of humanity.
[02:34:46.012 --> 02:34:48.614]  The time to choose sides has come.
[02:34:48.614 --> 02:34:50.495]  We are the resistance.
[02:34:50.495 --> 02:34:53.136]  We are the InfoWars.
[02:34:53.136 --> 02:34:58.299]  I'm Alex Jones, your host, Wayne Madsen, InfoWars.com, investigative journalist.
[02:34:58.299 --> 02:34:59.439]  He's riding shotgun with us.
[02:34:59.439 --> 02:35:05.102]  I want to go to James and Marcus and Steve and Mike and Dion and others here in about 5-10 minutes.
[02:35:05.102 --> 02:35:07.884]  And I want to continue with the news and analysis with Wayne Madsen.
[02:35:09.036 --> 02:35:24.286]  First off, this operation, being able to send Wayne Madsen out of the CIA airbase in Arizona, being able to send our reporters to Switzerland to report on Bilderberg, being able to send our reporters to the RNC and DNC coming up this year and next year.
[02:35:25.711 --> 02:35:33.553]  To be able to send our reporters out to cover the radiation on the West Coast first, years ago, which they now admit mainstream news is exactly as we said.
[02:35:33.553 --> 02:35:39.254]  So many times we force stories out into the dinosaur media and that's really our job.
[02:35:39.254 --> 02:35:42.935]  You can see my talking points, my points, becoming mainstream.
[02:35:42.935 --> 02:35:44.835]  We're having a big effect.
[02:35:44.835 --> 02:35:46.656]  Thanks to you.
[02:35:46.656 --> 02:35:51.537]  The world now knows criminals run our government and they're running Al Qaeda and others and allowing them to attack us.
[02:35:53.100 --> 02:35:54.881]  Hillary and Jeb are in deep trouble.
[02:35:54.881 --> 02:35:56.663]  And of course that's not all Infowars.
[02:35:56.663 --> 02:35:59.845]  It's many other groups and organizations.
[02:35:59.845 --> 02:36:02.708]  But we are a radicalizing force.
[02:36:02.708 --> 02:36:04.609]  The truth is we've been very on our back.
[02:36:04.609 --> 02:36:05.910]  We've been very lazy.
[02:36:05.910 --> 02:36:08.112]  We've been in a trance as a people.
[02:36:08.112 --> 02:36:09.593]  We've had it pretty good.
[02:36:09.593 --> 02:36:12.716]  And now as tyranny comes in, folks are starting to wake up.
[02:36:12.716 --> 02:36:16.819]  So when I say I'm here to radicalize you, I'm just here to get you awake and taking action.
[02:36:16.819 --> 02:36:21.583]  And the globalists see that as radical because they truly are radical criminals usurping and enslaving us.
[02:36:23.601 --> 02:36:27.165]  And to fund ourselves, I've had to be inventive.
[02:36:27.165 --> 02:36:29.027]  I've had to discover what people really want.
[02:36:29.027 --> 02:36:31.930]  I've had to research what I really like.
[02:36:31.930 --> 02:36:41.300]  I've gone through a lot to get sponsors to fund this operation, to try to pay our people a good wage so they can be focused and take care of their families.
