[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[02:08:03.680 --> 02:08:10.680]  Rallying patriots worldwide in defense of human liberty, it's Alex Jones.
[02:08:16.680 --> 02:08:20.680]  Hey, Catherine Albrecht here, filling in for Alex Jones.
[02:08:20.680 --> 02:08:23.680]  Want to talk about kids this hour?
[02:08:23.680 --> 02:08:27.680]  Yeah, because kids really are the grown-ups of tomorrow, aren't they?
[02:08:27.680 --> 02:08:31.680]  You know, we were kids not too long ago, those of us who are grown-ups now,
[02:08:31.680 --> 02:08:38.680]  and a lot of who we are today really is a product of what we were exposed to, both messages and propaganda,
[02:08:38.680 --> 02:08:41.680]  and just our experiences growing up.
[02:08:41.680 --> 02:08:46.680]  I remember when I was a kid, I remember in seventh grade, I came up with this brilliant idea,
[02:08:46.680 --> 02:08:50.680]  and I shuddered, I don't know if all seventh graders come up with these terrible ideas,
[02:08:50.680 --> 02:08:53.680]  but I said, you know what we need to do if we want to eliminate racism,
[02:08:53.680 --> 02:08:56.680]  we just need to make sure everybody marries somebody of a different race.
[02:08:56.680 --> 02:09:00.680]  Don't even ask me where this was coming out of my little seventh grade brain.
[02:09:00.680 --> 02:09:06.680]  But my parents, thank the Lord, took me aside and said, you know, that's really a terrible idea,
[02:09:06.680 --> 02:09:12.680]  and actually shamed me into sitting down and listening to why that was a bad idea.
[02:09:12.680 --> 02:09:14.680]  Now, I'm not saying that, you know, I'm perfect.
[02:09:14.680 --> 02:09:18.680]  I went through my period of thinking the government was the solution of the problems.
[02:09:18.680 --> 02:09:23.680]  I've been through a lot of the same educational process that the listeners have gone through,
[02:09:23.680 --> 02:09:26.680]  but there were parents in my life who could set me straight.
[02:09:26.680 --> 02:09:29.680]  And I think nowadays it's becoming more of a challenge.
[02:09:29.680 --> 02:09:33.680]  There is so much less interaction between kids and parents these days.
[02:09:33.680 --> 02:09:39.680]  I recently read a study that said less than 30 minutes a week of meaningful conversation occurs
[02:09:39.680 --> 02:09:45.680]  between the average teenager and the average parent, less than 30 minutes a week.
[02:09:45.680 --> 02:09:48.680]  Now, I want you to contrast that, say, with the Little House on the Prairie days.
[02:09:48.680 --> 02:09:53.680]  If you haven't reread those books recently, pull them off the shelf, reread Little House on the Prairie.
[02:09:53.680 --> 02:09:57.680]  And you've got Laura and you've got Mary and you've got Ma and you've got Pa.
[02:09:57.680 --> 02:10:05.680]  And I'll tell you that there's a whole lot more than 30 minutes a week of back and forth sharing of values
[02:10:05.680 --> 02:10:07.680]  and even political conversation.
[02:10:07.680 --> 02:10:08.680]  It all takes place there.
[02:10:08.680 --> 02:10:14.680]  So as we increasingly turn over our kids to the little tiny screens with their thumbs moving around there,
[02:10:14.680 --> 02:10:18.680]  and as we turn over our kids to Facebook and turn over our kids to the television
[02:10:18.680 --> 02:10:23.680]  and especially turn our kids over to the government authorities that run the government schools,
[02:10:23.680 --> 02:10:28.680]  it's not a surprise that we get them back and they don't want to hear what we have to say.
[02:10:28.680 --> 02:10:34.680]  Yeah, I shudder to think what would happen if my seventh grade self had lived today.
[02:10:34.680 --> 02:10:36.680]  I don't know. Scary thought.
[02:10:36.680 --> 02:10:41.680]  All right, well, joining me this hour to talk about how we're infantilizing children
[02:10:41.680 --> 02:10:48.680]  and actually turning them into a bunch of mambies who do not have the ability to even find their way out of a paper bag,
[02:10:48.680 --> 02:10:54.680]  much less grow up into fully competent, mature, independent adults.
[02:10:54.680 --> 02:11:00.680]  My guest this hour, Lenore Skenazy, she is the author of the book and the blog Free Range Kids.
[02:11:00.680 --> 02:11:07.680]  She's also the host of the Discovery TLC International Television Program called The World's Worst Mom.
[02:11:07.680 --> 02:11:08.680]  That is tongue in cheek there.
[02:11:08.680 --> 02:11:10.680]  She's actually a terrific mom.
[02:11:10.680 --> 02:11:16.680]  Lenore Skenazy is a New York City columnist turned reality TV show host,
[02:11:16.680 --> 02:11:21.680]  and she actually first gained notoriety or prominence or fame, if you would,
[02:11:21.680 --> 02:11:25.680]  by letting her nine-year-old son take the subway alone in New York.
[02:11:25.680 --> 02:11:28.680]  Yikes. All right, Lenore Skenazy, hello and welcome to the show.
[02:11:28.680 --> 02:11:30.680]  Oh, Catherine, thank you so much.
[02:11:30.680 --> 02:11:31.680]  Great to have you on.
[02:11:31.680 --> 02:11:39.680]  So I want to talk, I know your story, letting your nine-year-old take the subway has a lot of people shuddering.
[02:11:39.680 --> 02:11:42.680]  How could you allow a nine-year-old to actually go on the subway?
[02:11:42.680 --> 02:11:48.680]  I can tell you, though, after sort of engaging your message, which initially was really shocking to me,
[02:11:48.680 --> 02:11:53.680]  but after really sitting with it for the last couple of months, I see the world in a whole new way.
[02:11:53.680 --> 02:12:00.680]  And I actually see the way that kids nowadays are not allowed to do anything, not allowed to go to the bathroom,
[02:12:00.680 --> 02:12:04.680]  not allowed, at Burger King, I see kids who want to go up and get a straw.
[02:12:04.680 --> 02:12:09.680]  You know, we're talking like a ten-foot walk to the... No, honey, you can be snatched. No, don't do it.
[02:12:09.680 --> 02:12:13.680]  For God's sake, I want to see you live till you're a grown-up. Don't get the straw.
[02:12:13.680 --> 02:12:15.680]  It's crazy. It really is crazy.
[02:12:15.680 --> 02:12:20.680]  So let me, I want to get into some specific stories that have been going on lately,
[02:12:20.680 --> 02:12:27.680]  but before we do that, I just want to ask your opinion about all of this overprotective helicopter parenting.
[02:12:27.680 --> 02:12:34.680]  What is it, and how did we get started doing this kind of crazy, treating kids like they were completely incompetent?
[02:12:34.680 --> 02:12:39.680]  It's so interesting, isn't it? We think we're doing it out of, I mean, we actually are doing it out of love,
[02:12:39.680 --> 02:12:43.680]  but somehow it comes across like I don't trust you to do anything.
[02:12:43.680 --> 02:12:47.680]  I mean, just think about the words of when we take our kids to school today.
[02:12:47.680 --> 02:12:53.680]  I mean, the fact is that we do take them to school today. Ten percent of kids, 11 actually, still walk to school.
[02:12:53.680 --> 02:12:58.680]  And if you contrast that to like when we were growing up, it was always, you know, there was arrival, the bell rang,
[02:12:58.680 --> 02:13:03.680]  and then there was dismissal, yay, the other bell rang. And now it's drop off and pick up.
[02:13:03.680 --> 02:13:05.680]  I mean, those are the two different times of the day.
[02:13:05.680 --> 02:13:09.680]  And just inherent in that word change is the way we're thinking of kids.
[02:13:09.680 --> 02:13:16.680]  They used to be able to get themselves to school. They used to, the kids themselves used to be the crossing guards.
