[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[02:38:20.000 --> 02:38:24.000]  that they call safe, effective in a vaccine, that's neither safe, effective nor a vaccine.
[02:38:24.000 --> 02:38:26.000]  That's right. Let's be clear. We'll explain it to them.
[02:38:26.000 --> 02:38:29.000]  And all the other drug ads, they've got to tell you at least some of the side effects.
[02:38:29.000 --> 02:38:33.000]  But in the LMO shows and the TV programs starting to show, they say it's safe, it's wonderful.
[02:38:33.000 --> 02:38:38.000]  You'll dive, you don't get it. Santa Claus says, take it. That is illegal as hell.
[02:38:38.000 --> 02:38:48.000]  Completely. If a private company was doing a lot of what has been done for any other drug, they would be criminally prosecuted.
[02:38:48.000 --> 02:38:53.000]  And yet, you have the biggest criminal drug dealer in the history of man, and that is the Pfizer Corporation.
[02:38:53.000 --> 02:38:56.000]  They're more criminally fine than any drug company in history.
[02:38:56.000 --> 02:39:01.000]  They make any cartel look like a low-level street corner drug dealer, by comparison.
[02:39:01.000 --> 02:39:07.000]  The number of people they've disabled, the number of people they've killed, the number of people their product has armed, far exceeds
[02:39:07.000 --> 02:39:11.000]  what they could possibly even think of doing with fentanyl and the Mexican drug cartels.
[02:39:11.000 --> 02:39:19.000]  And this is the same Pfizer that is the primary principle beneficiary of the large S connected to the vaccine
[02:39:19.000 --> 02:39:26.000]  that relates to the Brook Jackson case, and the case with Bobby Kennedy and I brought on Bath, Children's Health Defense against FDA and Waco.
[02:39:26.000 --> 02:39:32.000]  One case is for Brook Jackson and Beaumont, Texas, or Bath, the American people, waiting on a judge to make a ruling there.
[02:39:32.000 --> 02:39:35.000]  Same with waiting on a judge to make a ruling in Waco, Texas.
[02:39:35.000 --> 02:39:43.000]  But both cases have helped waking up people so that more people are realizing that you cannot trust the FDA.
[02:39:43.000 --> 02:39:45.000]  It's supposed to be in the labeling business.
[02:39:45.000 --> 02:39:46.000]  They're not in the pharmacy business.
[02:39:46.000 --> 02:39:47.000]  They're not in the medicine business.
[02:39:47.000 --> 02:39:49.000]  That's a local state prerogative.
[02:39:49.000 --> 02:39:51.000]  That's not a federal prerogative.
[02:39:51.000 --> 02:39:54.000]  That they have no business telling us what medicine to take.
[02:39:54.000 --> 02:40:00.000]  That their job is solely to make sure the label is accurate at representing what's in the drug, including what side effects exist.
[02:40:00.000 --> 02:40:03.000]  They have no legal right to say this drug is safe.
[02:40:03.000 --> 02:40:05.000]  They have no legal right to say this drug is effective.
[02:40:05.000 --> 02:40:07.000]  They have no legal right to call it a vaccine.
[02:40:07.000 --> 02:40:09.000]  And Robert is standing on that.
[02:40:09.000 --> 02:40:15.000]  Six months ago, Robert Borla, Pfizer, and Bill Gates, and Klaus Schwabberall.
[02:40:15.000 --> 02:40:16.000]  We've got to shut down.
[02:40:16.000 --> 02:40:17.000]  We've got to arrest.
[02:40:17.000 --> 02:40:18.000]  We've got to censor.
[02:40:18.000 --> 02:40:19.000]  But that didn't work.
[02:40:19.000 --> 02:40:20.000]  Now the dam's broken.
[02:40:20.000 --> 02:40:26.000]  What do you expect these Joseph Mingola 2.0s to do now that they've been caught red-handed?
[02:40:26.000 --> 02:40:31.000]  I think what they're banking on is that nobody in a position of power will do anything about it,
[02:40:31.000 --> 02:40:35.000]  even though the criticism is mounting from the ordinary people in the public.
[02:40:35.000 --> 02:40:41.000]  There's more people as a recent survey done by Kaiser, which showed that, in fact,
[02:40:41.000 --> 02:40:48.000]  the number of people who question vaccines for children, including other vaccines, has now gone up 10-fold.
[02:40:48.000 --> 02:40:53.000]  It went from about 2% to 5% of the public to 20% to as high as 50% of the public.
[02:40:53.000 --> 02:40:55.000]  You see that?
[02:40:55.000 --> 02:40:58.000]  And regular vaccine uptake has gone way down exactly.
[02:40:58.000 --> 02:41:02.000]  So it's fair to say this has blown up in their face sky-high.
[02:41:02.000 --> 02:41:03.000]  Completely.
[02:41:03.000 --> 02:41:05.000]  You see that in the uptake rate.
[02:41:05.000 --> 02:41:09.000]  You see that so few people are continuing to get the boosters.
[02:41:09.000 --> 02:41:11.000]  So few people are having their young children get it.
[02:41:11.000 --> 02:41:12.000]  They know it.
[02:41:12.000 --> 02:41:13.000]  And what do they know?
[02:41:13.000 --> 02:41:18.000]  They know from their lived experience that despite all of the manipulation of the gatekeepers,
[02:41:18.000 --> 02:41:23.000]  like what the Twitter files have revealed, despite all of the efforts of allowing massive lies
[02:41:23.000 --> 02:41:25.000]  by the government, massive lies by Pfizer.
[02:41:25.000 --> 02:41:31.000]  I mean, if Pfizer was running in Moderna or running TV ads telling little kids they'll be superheroes
[02:41:31.000 --> 02:41:35.000]  if they take this drug, this dangerous drug that's killing and disabling people,
[02:41:35.000 --> 02:41:37.000]  that is more and more people.
[02:41:37.000 --> 02:41:43.000]  Not just the Robert Malone and others and Peter McCullis, but more and more doctors, prominent doctors,
[02:41:43.000 --> 02:41:48.000]  prominent scientists are coming out and saying we should put an immediate halt to this vaccine now
[02:41:48.000 --> 02:41:53.000]  because it's becoming increasingly clear it causes more harm than it cures.
[02:41:53.000 --> 02:41:55.000]  And that's what ordinary people are realizing.
[02:41:55.000 --> 02:41:59.000]  And so all they're banking on at this point, the Pfizer's are their corrupt secret deals
[02:41:59.000 --> 02:42:01.000]  with various governments around the world.
[02:42:01.000 --> 02:42:08.000]  And they're banking on courts not having the courage to take on these big corrupt corporations.
[02:42:08.000 --> 02:42:14.000]  They're expecting federal courts to just continue, many of whom have been very pro-vaccine, unfortunately.
[02:42:14.000 --> 02:42:21.000]  Many of whom have been very pro-lockdowns or late to the party in terms of turning back the constitutional clock
[02:42:21.000 --> 02:42:26.000]  on what these illicit activities were, that that's the only thing they have going for them
[02:42:26.000 --> 02:42:29.000]  is they have a lot of political power, a lot of friends in Congress,
[02:42:29.000 --> 02:42:31.000]  a lot of friends in the Biden White House.
[02:42:31.000 --> 02:42:34.000]  That's it because they're losing to the court of public opinion
[02:42:34.000 --> 02:42:37.000]  and sooner or later that will translate to public officials making a difference.
[02:42:37.000 --> 02:42:39.000]  All right, I want to come back in the final segment with Robert Barnes.
[02:42:39.000 --> 02:42:43.000]  I wish you a great Christmas and a happy new year and I'll go summon to the fourth hour
[02:42:43.000 --> 02:42:45.000]  other news we haven't gotten to than a guest host.
[02:42:45.000 --> 02:42:48.000]  Thanks, Robert, but I want to shift gears into the Twitter files and what's coming next.
[02:42:48.000 --> 02:42:51.000]  Because people saying it's a nothing burger, haven't been reading what's in them.
[02:42:51.000 --> 02:42:54.000]  It is the blueprint of everything we warned about confirmed.
