[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[2:28:09.000 --> 2:28:22.000]  I don't see any proof. So why would Trump launch all these sanctions and things? It seems like he's doing so many good things, but on this end, he's kind of buying in the whole neocon fever swamp.
[2:28:22.000 --> 2:28:40.000]  Well, there was a significant attack in this very lovely Cathedral City, Salisbury in England, where a former GRU Soviet intelligence officer and his daughter were somehow affected with nerve gas.
[2:28:40.000 --> 2:28:46.000]  What the name of that nerve gas is, I think, has not been disclosed. The Brits called it, but we don't know what it is.
[2:28:46.000 --> 2:28:55.000]  So I'm going to hear from you in England if there's any validity in this and where this is going. But Ted Malik, straight ahead, tedmalik.com, find all those books there. I'm Alex Jones.
[2:29:17.000 --> 2:29:23.000]  My blood pressure has normalized. My diabetes has totally improved.
[2:29:23.000 --> 2:29:30.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[2:29:30.000 --> 2:29:38.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[2:29:38.000 --> 2:29:57.000]  This is a two-month supply today by calling 866-295-5305. That's 866-295-5305 or order online, hbextract.com. Heart and Body Extract 866-295-5305 or hbextract.com.
[2:29:57.000 --> 2:30:05.000]  The reason that Full Wars Live has five star ratings on major third-party sites is because I want products I'm going to use for my family. I take this. My family takes this.
[2:30:05.000 --> 2:30:14.000]  And then it funds the operation, but the most hardcore, truthful information you're going to find anywhere. So what you find in our news is the same thing you find in our products at infowarslife.com.
[2:30:14.000 --> 2:30:23.000]  If I ever forget to take them, I have a noticeable difference. I don't feel good. The nascent iodine is one of the ones that was life-changing for me.
[2:30:23.000 --> 2:30:38.000]  Yeah, I've actually have just run out of my superfemale. I had a few bottles at my house and I've been taking it again, hitting the gym once again. Very exciting, feeling great, looking good. And I know my hair is luxurious once again.
[2:30:38.000 --> 2:30:41.000]  So obviously the superfemale is amazing. I love it.
[2:30:41.000 --> 2:30:56.000]  Nascent iodine is essential. Survival Shield X2. If there's one product that I would say is life-changing that I would suggest it's nascent iodine Survival Shield X2. It's got a five star rating. It's a win-win infowarslife.com.
[2:31:12.000 --> 2:31:20.000]  Research across the board is clear. In fact, it's certified. When bacteria infect your gums, it can enter your bloodstream, but if you contribute to blood clots and heart attacks.
[2:31:20.000 --> 2:31:27.000]  That's why the Last Surgeon General's report on oral health warns that your oral health can have a serious impact on your entire body.
[2:31:27.000 --> 2:31:41.000]  Super blue fluoride-free toothpaste is a groundbreaking new formula. It's loaded with good halogen iodine, some of the bad halogen fluoride. Super blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[2:31:41.000 --> 2:31:56.000]  Just some of the ingredients in super blue chosen by our dental experts include silo tall, peppermint oil, iodine, nano silver and more. Learn more about infowarslife super blue toothpaste at infowarslife.com and support the info war while you support healthy gums and teeth.
[2:31:56.000 --> 2:32:11.000]  They use their media to assassinate real news. They use their schools to teach children that their president is another Hitler. They use their movie stars and singers and comedy shows and awards shows to repeat their narrative over and over again.
[2:32:11.000 --> 2:32:35.000]  And then they use their ex-president to endorse the resistance, all to make them march, make them protest, make them scream racism and sexism and xenophobia and homophobia to smash windows, burn cars, shut down interstates and airports, bully and terrorize the law abiding until the only option left is for the police to do their jobs and stop the madness.
[2:32:35.000 --> 2:32:50.000]  And when that happens, they'll use it as an excuse for their outrage. The only way we stop this, the only way we save our country and our freedom is to fight this violence of lies with the clenched fist of truth.
[2:32:50.000 --> 2:33:06.000]  I'm the National Rifle Association of America and I'm Freedom's Safest Place.
[2:33:21.000 --> 2:33:32.000]  Government cover-ups. You want to stop tyranny? Well, so does he. Live from the Infowars.com studios, it's Alex Jones.
[2:33:32.000 --> 2:33:52.000]  Alright, Ted Malik is a former Davos board member inside the globalist author and he's on with us to talk about the big battle going on in the world. What's happening with the unelected EU, how it's trying to kill Brexit. We were getting into this former GRU colonel, this Russian intelligence
[2:33:52.000 --> 2:34:04.000]  who had been in London for over a decade, he was out in the countryside, comes out of a little shop, little grocery store and then he and his daughter found nerve gas. They say something like VX, they won't say what.
[2:34:04.000 --> 2:34:14.000]  And then they're like, we're sure it's the Russians, we're sure it's the Russians. Why would the Russians do this when it lets England everybody do sanctions and then Trump launches sanctions?
[2:34:14.000 --> 2:34:29.000]  We need Russian resources, Russian's christianing in, Russia's helped fight radical Islam, that's what Trump's instincts are. So I'm really worried about the neocons and all this and Mueller and all the rest of it.
[2:34:29.000 --> 2:34:40.000]  I hope this isn't Trump going along with this because he wants to look tough on Russia. We've got all these articles here saying this is worse than during some of the worst parts of the Cold War.
[2:34:40.000 --> 2:34:54.000]  So Washington sanctions, Russia individuals and entities, US Treasury, and we've gone over all of that. But just to say with no evidence, you know, we think you did this and to kind of go along with all the Russians influence the election.
[2:34:54.000 --> 2:35:04.000]  There are Russian election companies, the Democrats are more famous than Republicans. And that's why 80% of the funding even the FBI's report was Democrats going and hiring bot companies in Russia.
[2:35:04.000 --> 2:35:12.000]  Everybody's got these bot companies, they bought them all over the world. To then just get around election law here, just do it here. It's under the Federal Elections Commission.
[2:35:12.000 --> 2:35:18.000]  I'm telling listeners that, I'm sure most of them know it. But you go to Russia, you go to South Africa, England. I mean, Russian bots were relatively small.
[2:35:18.000 --> 2:35:26.000]  They were involved in 80% roughly were pro-Hillary and then they had anti-Trump demonstrations when he was a candidate, when he was president-elect.
[2:35:26.000 --> 2:35:35.000]  Michael Moore attended one in New York. It doesn't mean Michael Moore's a Russian agent. He's a globalist dirtbag agent. So the facts are, this is insane.
[2:35:35.000 --> 2:35:49.000]  And so now sanctions on Russia, because they have companies that people can go and pay to push stuff on Facebook. I mean, there are thousands and thousands of companies in Texas you can hire.
[2:35:49.000 --> 2:36:00.000]  There's hundreds in Austin that will push stuff on Facebook and Twitter for you and YouTube. So to say like, if some Russian company hired an American company to push a candidate in Russia, does that mean the US is involved?
[2:36:00.000 --> 2:36:12.000]  This is just crazy. And you've got the CIA, the leftists, you've got George Soros and Ukraine and Russia trying to overthrow their elections and, you know, the CIA funded rock band Pussy Riot and all this crap.
[2:36:12.000 --> 2:36:21.000]  And I just don't want a new Cold War with Russia. It's just stupid. And it's not because I'm a Russian agent. I'm an anti-globalist and I want nation-states.
[2:36:21.000 --> 2:36:37.000]  And Russia deserves to get out of globalism itself. Like all these other kind of, you know, they claim realignments in Spain, realignments in Catalan, realignments in Greece, realignments in Italy, Czech Republic, in Hungary, in Romania, in Poland, in Reykjavik,
[2:36:37.000 --> 2:36:49.000]  there in Iceland and in the Brexit is all Russian. Well, you know what? That's ridiculous. The Russians can barely even get the streetlights working all over across their giant country.
[2:36:49.000 --> 2:36:58.000]  I mean, this is a load of BS. Okay, the toilets are overflowing in Moscow. They're trying to hold their crap together from George Soros and the globalists trying to raid them.
[2:36:58.000 --> 2:37:07.000]  I know you're an American first-year Ted Malik. You see the EU as the real authoritarian threat with Junker, the Nazi air, saying, we'll break up America. We'll crush Trump a year ago.
[2:37:07.000 --> 2:37:17.000]  He ain't laughing now, is he? But they say it's anti-Semitic to say globalists by Trump or you or I when the Chinese dictators, the top globalists now along with Junker being number two, wouldn't you say?
[2:37:17.000 --> 2:37:22.000]  And then Soros being number three. I mean, is that an accurate statement as a big insider like yourself?
[2:37:22.000 --> 2:37:34.000]  Can you create any international response to the term globalism is just the counter to nationalism. It doesn't have any racial, ethnic, religious connotation whatsoever.
[2:37:34.000 --> 2:37:41.000]  So that's a total misnomer. I mean, I think we need a realistic view on Russia. I mean, we shouldn't have a benign view.
[2:37:41.000 --> 2:37:53.000]  We shouldn't view them as somehow either our ideal partner or an every-way and attractive alternative, nor should we view them as radically evil.
[2:37:53.000 --> 2:38:01.000]  I mean, there have been a number of suspicious deaths in the UK, 14 to be exact, over the last period of time of Russians and Russian agents.
[2:38:01.000 --> 2:38:11.000]  So they do have an issue in the UK in the living and go deaths with Polonia. I mean, you really think that's the Russians.
[2:38:11.000 --> 2:38:14.000]  There's a lot of these are Rothschild fronts and others come out in court who've served out their usefulness.
[2:38:14.000 --> 2:38:19.000]  Well, indeed. So we need to get behind it. We need to see the intelligence. We can't just point a finger.
[2:38:19.000 --> 2:38:26.000]  There are all kinds of rogue elements, even in Russia. There's organized crime. There are breakaway groups.
[2:38:26.000 --> 2:38:34.000]  Well, that's key. What you said, because I've studied the demographics and the political Russia is just like the U.S. overrun with anti-fuck globalist leftist.
[2:38:34.000 --> 2:38:41.000]  I mean, the idea that Russia is this monolithic evil force is just not what the demographic show.
[2:38:41.000 --> 2:38:50.000]  Well, you give them too much credit by painting them into this giant bear. They weren't, you know, the same superpower we were even during the Cold War.
[2:38:50.000 --> 2:39:00.000]  So this has suggested that, you know, when everything in Russia has been halved in this period since that they are anywhere near being that kind of giant is just factually.
[2:39:00.000 --> 2:39:08.000]  So let me ask you this then. What you predicted 10 years ago, but the CIA connections we have predicted six, seven years ago, that Alex, it's all going to implode.
[2:39:08.000 --> 2:39:15.000]  Nationalism is coming back. Globalism is being abandoned. You know, the people want it. We're going to stop it because there are big factions in the governments that are good.
[2:39:15.000 --> 2:39:25.000]  And the globalists now realize the countervailing winds here that they're going into the winds. Why are you seeing such an explosion of nationalism and a rediscovery of capitalism worldwide?
[2:39:25.000 --> 2:39:32.000]  What's pushing? Is it just purely the human spirit or what is the prime moving forces behind it?
[2:39:32.000 --> 2:39:41.000]  Well, I think there's a convergence of a number of things. The first thing is basically a repudiation of what globalization and globalism has provided.
