[00:00.000 --> 00:05.160]  Look at that.
[2:28:42.460 --> 2:28:46.460]  We got to stop putting so much emphasis on Donald Trump. I love Donald Trump.
[2:28:46.460 --> 2:28:50.460]  Stay there. Stay there. We're going to come back and have you finish. And then I'm going to get to everybody. We're getting everybody here.
[2:28:50.460 --> 2:28:53.460]  And we're going to get covered in the news, but I'm doing the fourth hour.
[2:28:53.460 --> 2:28:59.460]  If you're trying to quit drinking or doing too many drugs, listen to me. You don't know me and we'll never meet.
[2:28:59.460 --> 2:29:08.460]  I had a problem like you once. I drank and used to party a little too much till it got out of control and almost ruined my life.
[2:29:08.460 --> 2:29:13.460]  I realized I needed help to fix my problem before it totally destroyed me.
[2:29:13.460 --> 2:29:21.460]  If you've tried to fix your drinking and drug problem and you know you can't do it alone, you need to call the National Treatment Advisors.
[2:29:21.460 --> 2:29:28.460]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[2:29:28.460 --> 2:29:33.460]  And if you have PPO, private health insurance, the entire program may be covered.
[2:29:33.460 --> 2:29:51.460]  Fix your problem right now before it gets any worse. Get clean. Call now and learn more.
[2:29:51.460 --> 2:30:00.460]  I've got a problem that I want to confess to the listeners and viewers.
[2:30:00.460 --> 2:30:09.460]  I've been on the air so long that I take it for granted now when we break some massive story that changes the whole world
[2:30:09.460 --> 2:30:15.460]  and that really does great things for the future of not just our children, but our children's children.
[2:30:15.460 --> 2:30:21.460]  Infowars really has changed history. And that's why I need to pull back and ask the listeners, because I know you're a lot like me,
[2:30:21.460 --> 2:30:25.460]  to really think about a world without infowars.
[2:30:25.460 --> 2:30:31.460]  Because I can tell you right now, if people don't really step up to the plate and really financially support our broadcast,
[2:30:31.460 --> 2:30:35.460]  going into 2020, we're not going to be on the air in a year or so.
[2:30:35.460 --> 2:30:43.460]  If you do support us, we're not just going to stay on the air, but we are going to expand in ways that are going to blow you away.
[2:30:43.460 --> 2:30:46.460]  I've never let you down. You've never let me down.
[2:30:46.460 --> 2:30:56.460]  Step up to the plate now, go to infowarsstore.com, buy great products and fund our operation and watch us make history together again.
[2:30:56.460 --> 2:31:02.460]  We're closing out the year 2019. I don't have to tell you that 2020 is going to be a maker to break it.
[2:31:02.460 --> 2:31:05.460]  Not just for Infowars, not just for America, but the whole world.
[2:31:05.460 --> 2:31:11.460]  We are in a battle between the forces of globalism that want to post-human world and those that want to pro-human world.
[2:31:11.460 --> 2:31:19.460]  We're in a fight between Satan and Christ, and it's being played out amongst us mortals, but it's being directed from on high.
[2:31:19.460 --> 2:31:25.460]  And I'm just telling the listeners this broadcast, without you, we're going to lose this fight.
[2:31:25.460 --> 2:31:30.460]  I need all of you to realize how important you are and how important Infowars is and what we've done together.
[2:31:30.460 --> 2:31:36.460]  And to just take stock and take measure at the end of the year and think about what you're going to do.
[2:31:36.460 --> 2:31:42.460]  Whether supporting Infowars or buying products from us or starting your own show, just whatever you do, take action now.
[2:31:42.460 --> 2:31:49.460]  History is happening. Please do your Christmas shopping. Please do your New Year shopping at InfowarsTour.com.
[2:31:49.460 --> 2:31:54.460]  We've got the best products. You're only helping the globalists if you don't do it. Thank you.
[2:31:54.460 --> 2:32:00.460]  It's too late to order Christmas presents in most areas of the United States for your friends and your family.
[2:32:00.460 --> 2:32:08.460]  But it's not too late to do it for yourself and to keep the Infowar on the air and stronger than ever.
[2:32:08.460 --> 2:32:15.460]  Everybody who watches the show can see that I've lost almost 40 pounds. I'm more focused. I'm the best I've ever been.
[2:32:15.460 --> 2:32:21.460]  And you know why that is? I said four months ago, I'm going to religiously take all the products, because I've never taken all of them.
[2:32:21.460 --> 2:32:32.460]  And then I always forget to take them and I see my stamina, my energy, everything plunge. When I do take the products, the X2, the X3, the bodies,
[2:32:32.460 --> 2:32:40.460]  and all the other great products, like the bone broth, you name it, my life is so much better than probiotics, the MycoZX, it's incredible.
[2:32:40.460 --> 2:32:49.460]  These things have changed my life. They've changed so many others. But it's a total 360 win because it funds the Infowar so you can't lose unless you don't take action.
[2:32:49.460 --> 2:32:54.460]  Step to the plate, give yourself a gift of health, infowarslife.com. Take action.
[2:33:19.460 --> 2:33:25.460]  If you are receiving this transmission, you are the resistance.
[2:33:49.460 --> 2:34:01.460]  In this world we're thrown, like a dog without a bone and a actor out of law, riders on the storm.
[2:34:01.460 --> 2:34:12.460]  There's a killer on the road, his brain is squirming like a toad.
[2:34:12.460 --> 2:34:29.460]  Take a long holiday, let your children play. If you give this man a ride, sweet memory will die, killer on the road.
[2:34:42.460 --> 2:34:52.460]  Take a long holiday, let your children play. If you give this man a ride, sweet memory will die, killer on the road.
[2:35:12.460 --> 2:35:32.460]  Take him by the hand, make him understand. The world on you depends on life, oh never end, God, I love your man.
[2:35:42.460 --> 2:35:52.460]  Take a long holiday, let your children play.
[2:36:12.460 --> 2:36:16.460]  Let me have my toaster and my TV and my steel building ready.
[2:36:16.460 --> 2:36:26.460]  Take a long holiday, let your children play.
[2:36:26.460 --> 2:36:36.460]  Take a long holiday, let your children play.
[2:36:36.460 --> 2:36:46.460]  Take a long holiday, let your children play.
[2:37:06.460 --> 2:37:16.460]  Take a long holiday, let your children play.
[2:37:16.460 --> 2:37:26.460]  Take a long holiday, let your children play.
[2:37:26.460 --> 2:37:36.460]  Take a long holiday, let your children play.
[2:37:56.460 --> 2:38:06.460]  Well, you know, King Solomon in Ecclesiastes, he says nothing has happened under the sun that didn't already happen thousands and thousands of years ago.
[2:38:06.460 --> 2:38:10.460]  So, in my opinion, the way to see what's going to happen going forward.
[2:38:10.460 --> 2:38:16.460]  Well, you just had the big secret, and you have to really have the research to understand it, but like what are the dinosaur bones and all that.
[2:38:16.460 --> 2:38:22.460]  And it talks about the days of Noah. Adam is a reboot itself from another creation, obviously.
[2:38:22.460 --> 2:38:28.460]  And so it's not like the Bible is competing with science. Modern science is a total false projection.
[2:38:28.460 --> 2:38:32.460]  But it doesn't mean preachers interpreting the Bible 200 years ago are accurate either.
[2:38:32.460 --> 2:38:39.460]  But now in the modern world, seeing it repeat, now we really know what the Bible is saying, because now it all makes even more sense.
[2:38:39.460 --> 2:38:43.460]  Because as you're saying, there have been clearly other human civilizations.
[2:38:43.460 --> 2:38:51.460]  Plato wrote about Atlantis, and now they had flying machines and how it blew up from this big white, white thing that gave it their power.
[2:38:51.460 --> 2:38:56.460]  He had just read about it. Everything else, they've dug up and found civilizations and things he talked about.
[2:38:56.460 --> 2:39:01.460]  He was writing a real history book. Well, I mean, is that what you're getting at?
[2:39:01.460 --> 2:39:05.460]  Well, yeah, I'm kind of going off like what the Bible said.
[2:39:05.460 --> 2:39:08.460]  And, you know, so I'm a Christian. I read the Bible every day.
[2:39:08.460 --> 2:39:15.460]  So when I'm looking forward to see what's going to happen, what my spirit is telling me is that we are in the midst of a revival.
[2:39:15.460 --> 2:39:20.460]  I was born in the year of our Lord, 1975, so I'm 44 years old right now.
[2:39:20.460 --> 2:39:29.460]  And what I've seen in my lifetime, I grew up in Southern California, has just been a regression from California was so awesome to just horrible.
[2:39:29.460 --> 2:39:31.460]  And I had to leave and now I live in Jersey.
[2:39:31.460 --> 2:39:42.460]  And, you know, what I think is going to happen is people like you and me, Alex and our generation, we're tired of being mesmerized by the media and promiscuity and drug addiction.
[2:39:42.460 --> 2:39:46.460]  No, I agree. There's going to be a giant maxing out and a pulling away.
[2:39:46.460 --> 2:39:56.460]  And that's why they got a social credit score to try to make us submit to them and worship their beast, worship the image of the beast that is the screen.
[2:39:56.460 --> 2:39:59.460]  But we are, but we're rejecting it worldwide.
[2:39:59.460 --> 2:40:04.460]  And so what I think is happening right now, what we're going to see is a move back to Christ.
[2:40:04.460 --> 2:40:09.460]  And God is going to rise up champion for us.
[2:40:09.460 --> 2:40:14.460]  Like if you look at the story of Gideon, 30 men defeated an army of over a million guys.
[2:40:14.460 --> 2:40:16.460]  So, you know, God can do anything.
[2:40:16.460 --> 2:40:18.460]  Nothing's impossible with him.
[2:40:18.460 --> 2:40:24.460]  If we turn back to Christ and there's a global movement, then that's going to be the way forward.
[2:40:24.460 --> 2:40:25.460]  Not all rest.
[2:40:25.460 --> 2:40:26.460]  Oh, I 100% agree.
[2:40:26.460 --> 2:40:34.460]  But the devil has then targeted all the churches and most of them are just prosperity, gospel, glitter bugs, not doing anything.
[2:40:34.460 --> 2:40:36.460]  Oh, the churches are dead in America.
[2:40:36.460 --> 2:40:44.460]  Unfortunately and sadly, too many materialistic preachers that only care about money and being on TV and being famous.
[2:40:44.460 --> 2:40:46.460]  But see, that's a revival is going to happen.
[2:40:46.460 --> 2:40:47.460]  Well, I want to be clear.
[2:40:47.460 --> 2:40:55.460]  You know, the Bible says, you know, if you really been doing the right for God for a long time in your generations, you'll end up having wealth because God gives us to bend you over the planet.
[2:40:55.460 --> 2:40:59.460]  But what's bad is they won't expose the attacks on the family.
[2:40:59.460 --> 2:41:00.460]  They won't fight abortion.
