[00:00:13.206 --> 00:00:15.328]  He is a very, very busy man.
[02:36:38.683 --> 02:36:45.846]  They could be beta testing to set the precedent for forced inoculations and federal lockdowns and fear-mongering for events in the future.
[02:36:45.846 --> 02:36:54.608]  But I've never seen such a real-time build-up and a hustle to get the troops and police state and brainwashing and fear-mongering in place.
[02:36:54.608 --> 02:36:56.289]  Going back to Steve Quayle.
[02:36:56.289 --> 02:36:59.550]  Steve, we have limited time here, as you know, my friend.
[02:37:00.731 --> 02:37:10.801]  One of the things, too, I want to just really say, okay, one of the books that is absolutely important to understand, what we're talking about, that I wrote, is called Weather Wars and Unnatural Disasters.
[02:37:10.801 --> 02:37:12.983]  They can get it by, you know, calling my store, 406-586-4840.
[02:37:16.426 --> 02:37:18.366]  4-0-6-5-8-6-4-8-4-0.
[02:37:18.366 --> 02:37:27.248]  Because what's going to happen, Alex, we're going... They're tuning in and turning up the power on all of their ionospheric heaters.
[02:37:27.248 --> 02:37:29.789]  That's not just HAARP, okay?
[02:37:29.789 --> 02:37:36.350]  What happens is they can electromagnetically attenuate the virus, okay?
[02:37:36.350 --> 02:37:37.330]  Massive studies.
[02:37:37.330 --> 02:37:38.730]  People can go do their homework.
[02:37:38.730 --> 02:37:39.910]  I've done mine.
[02:37:39.910 --> 02:37:43.531]  So we're talking about something that is the combination of Ebola pox
[02:37:44.051 --> 02:37:45.852]  That's Ebola in a small box.
[02:37:45.852 --> 02:37:58.640]  We're talking about combinations of the Spanish flu, 1918 influenza, and we're talking about when I hear a doctor or a nurse say, but we've never seen it before, I ask them, why is that?
[02:37:58.640 --> 02:38:00.061]  And they shake their head.
[02:38:00.061 --> 02:38:01.062]  They don't know.
[02:38:01.062 --> 02:38:03.904]  My simple answer is because it has not existed before.
[02:38:04.344 --> 02:38:10.592]  Well that's how you and I knew this was manufactured day one, was because it had never before been seen.
[02:38:10.592 --> 02:38:14.376]  The regular flu viruses always have a lineage.
[02:38:14.376 --> 02:38:17.059]  This was brand new and now we were proven right.
[02:38:17.059 --> 02:38:19.202]  Top virologists are saying it was made in a lab.
[02:38:19.582 --> 02:38:22.103]  Right, and when they knock off... Can I tell you something?
[02:38:22.103 --> 02:38:29.167]  The biggest story of the decade, in my opinion, was the death of scientists, slash the murder of Dr. David Kelly.
[02:38:29.167 --> 02:38:30.948]  It was on with George Floyd that night.
[02:38:30.948 --> 02:38:34.570]  Dr. Kelly, you know, the day he was killed, but of the night, and I talked about it.
[02:38:34.950 --> 02:38:37.212]  And I got emails, oh, how do you know that?
[02:38:37.212 --> 02:38:38.193]  You can't know that.
[02:38:38.193 --> 02:38:40.434]  The press will pick it up before you do.
[02:38:40.434 --> 02:38:41.375]  Oh yeah?
[02:38:41.375 --> 02:38:46.379]  Now, Alex, four years later, however many years later, now they've basically got all these inquests.
[02:38:46.379 --> 02:38:47.920]  You know what it's coming to?
[02:38:47.920 --> 02:38:49.942]  It's coming to a certain government
[02:38:50.495 --> 02:39:03.244]  Basically killed him to keep him from warning the people of a certain government's population going to be decimated by genetically altered pathogens that are going to be released both in Britain and in the United States.
[02:39:03.244 --> 02:39:04.064]  Let me share this.
[02:39:04.064 --> 02:39:08.067]  There is nothing about the flu that's the issue in my opinion.
[02:39:08.067 --> 02:39:19.494]  The thing that's the issue is the biologically genetically altered viruses that have been gene spliced to produce literally the most deadly viruses.
[02:39:20.435 --> 02:39:20.715]  Well, Steve...
[02:39:35.472 --> 02:39:42.838]  Steven, we've had this history of them sterilizing people, injecting them with syphilis, Tuskegee, radiating foster kids.
[02:39:42.838 --> 02:39:50.544]  How would anybody trust the vaccine industry or the government hyping this and then saying the army is going to forcibly inoculate us?
[02:39:50.544 --> 02:39:52.746]  I mean, on its face, it's crazy.
[02:39:52.746 --> 02:39:59.371]  Well, not only that, but how about holding all the vaccine companies that are going to make, you know, what, $20 billion?
[02:39:59.371 --> 02:40:00.492]  Hold harmless.
[02:40:00.492 --> 02:40:02.434]  And yet they haven't even settled the suits from 1976.
[02:40:04.588 --> 02:40:06.331]  See Alex, this is the thing.
[02:40:06.331 --> 02:40:09.015]  They've gotten so bold.
[02:40:09.015 --> 02:40:15.825]  And by the way, when I get messages from those kind of guys, they'll say something like, you're wasting your breath, Quayle.
[02:40:15.825 --> 02:40:17.027]  You can't get them.
[02:40:17.027 --> 02:40:18.809]  They're already too dumb to care.
[02:40:18.809 --> 02:40:19.991]  And I said, well, they may be too dumb to care.
[02:40:20.643 --> 02:40:21.123]  We're good to go.
[02:40:40.413 --> 02:40:50.764]  Boy, sweep them up in one swell swoop, so when people hear of the systematic termination, execution, or operations against, quote, a group of veterans, you know?
[02:40:50.764 --> 02:40:52.826]  These are your fathers, ladies and gentlemen.
[02:40:52.826 --> 02:40:54.347]  These are your grandfathers.
[02:40:54.347 --> 02:40:58.071]  These are men who fought, died, and women who fought, died, and still fight and die.
[02:40:58.071 --> 02:41:00.774]  They're still fighting and dying without any acknowledgment.
[02:41:00.834 --> 02:41:08.203]  Well, that's the globalists proving that they are the outside usurper terrorists, not just the $23.7 trillion they've stolen or all the looting.
[02:41:08.203 --> 02:41:10.746]  They're taking us over like they do third world countries.
[02:41:10.746 --> 02:41:12.268]  They control the central government.
[02:41:12.268 --> 02:41:13.569]  They create these false debts.
[02:41:13.569 --> 02:41:15.351]  They take over.
[02:41:15.351 --> 02:41:19.556]  But by declaring the veterans and gun owners terrorists, they prove who they are.
[02:41:19.556 --> 02:41:19.857]  Go ahead.
[02:41:20.441 --> 02:41:23.022]  Well, I think that's the thing that most people can't grasp.
[02:41:23.022 --> 02:41:25.183]  We are no longer what we used to be.
[02:41:25.183 --> 02:41:27.924]  We are absolutely a third world country.
[02:41:27.924 --> 02:41:38.208]  A man was in my office two weeks ago, Alex, you know, plus or minus a day or two, and he basically had the absolute proof that the Amaro is a real currency.
[02:41:38.208 --> 02:41:39.829]  And the thing is... Well, no, wait a minute.
[02:41:39.829 --> 02:41:43.750]  It's now been announced by the Russian president.
[02:41:43.750 --> 02:41:46.191]  It's now been announced worldwide they're moving to a world currency.
[02:41:46.191 --> 02:41:47.632]  I have clips of Geithner saying it.
[02:41:48.072 --> 02:41:48.432]  Right.
[02:41:48.432 --> 02:41:54.116]  But see, the Amaro is basically even trading in Eastern European countries right now.
[02:41:54.116 --> 02:42:03.722]  In order to facilitate the Chinese to keep them happy, we had to give them 12... Yeah, the Amaro is just the name of an SDR in our area of the world.
[02:42:03.722 --> 02:42:07.225]  The banks are now moving to world digital money.
[02:42:07.225 --> 02:42:11.347]  That's why they're going to bypass the world currency and go right to thumbprints and face scans.
[02:42:11.347 --> 02:42:14.830]  Steve, I want to go to calls, but since you mentioned chemtrails,
[02:42:15.470 --> 02:42:16.651]  We went out to California.
[02:42:16.651 --> 02:42:18.071]  This is from California Skywatch.
[02:42:18.071 --> 02:42:20.252]  They got this from the FAA.
[02:42:20.252 --> 02:42:23.273]  These are maps, and we have all the logs and lists.
[02:42:23.273 --> 02:42:26.535]  We have thousands of pages of documents from the FAA.
[02:42:26.535 --> 02:42:29.456]  They went to chemtrails symposiums.
[02:42:29.456 --> 02:42:31.837]  The aerosol testing is what the government calls it.
[02:42:31.837 --> 02:42:33.278]  They admit they're terraforming.
[02:42:33.278 --> 02:42:36.279]  The White House science czar now admits they're doing it.
[02:42:36.279 --> 02:42:37.740]  Puts a good spin on it.
[02:42:37.740 --> 02:42:40.421]  Here are the flights that just go in loops.
[02:42:41.081 --> 02:42:44.083]  And these yellow are the government test flights.
[02:42:44.083 --> 02:42:45.903]  These are not planes going out and turning around.
[02:42:45.903 --> 02:42:48.265]  They go in circles and in ovals.
[02:42:48.265 --> 02:42:49.505]  And they're all over.
[02:42:49.505 --> 02:42:52.007]  Most of the trees are dying right here on the coast.
[02:42:52.007 --> 02:42:54.308]  The people are all getting sick.
[02:42:54.308 --> 02:42:56.249]  But these are FAA maps.
[02:42:57.049 --> 02:42:58.050]  of the chemtrailing
[02:43:16.098 --> 02:43:44.377]  I know that you have seen that, but what is it like to see Holdren, because you're the guy that wrote a book years ago about how weather warfare went with the eugenics, how they would use it to starve the third world, the State Department memorandum 200 saying they would starve people, Secretary of Defense Cohen, Army Times, April 28th, 1997 said we'll use weather weapons, we know they're doing it here for droughts and floods, and then he talks about it in Ecoscience, using it as a weapon, and now,
[02:43:45.481 --> 02:43:50.022]  You can Google, folks, White House Science Czar Geoengineer Planet.
[02:43:50.022 --> 02:43:50.983]  In fact, Google that, folks.
[02:43:50.983 --> 02:43:55.264]  I want people to see that on screen at PrisonPlanet.tv as we simulcast on the radio.
[02:43:55.264 --> 02:43:59.265]  Talk about the eugenics agenda and how it ties into weather weapons.
[02:43:59.265 --> 02:44:01.666]  Well, first of all, weather weapons, and it's not just weather.
[02:44:01.666 --> 02:44:03.647]  It's also geophysical weapons.
[02:44:03.647 --> 02:44:05.127]  They can generate earthquakes.
[02:44:05.127 --> 02:44:07.048]  They can generate volcanoes.
[02:44:07.048 --> 02:44:09.608]  Interesting, isn't it, how all the volcanoes are coming active?
[02:44:09.608 --> 02:44:12.849]  By the way, I want all of your listeners... He said that!
[02:44:12.849 --> 02:44:13.950]  Secretary of Defense said that!
[02:44:14.650 --> 02:44:21.076]  Absolutely, but keep everyone's eyes on ANAK, A-N-A-K, Krakatoa, and, uh, you know, Indonesia.
[02:44:21.076 --> 02:44:22.957]  That's the big one that's getting ready to go off.
[02:44:22.957 --> 02:44:24.639]  But here, listen, how about this, Alex?
[02:44:24.639 --> 02:44:26.421]  Here's one of our mutual listeners, Steve.
[02:44:26.421 --> 02:44:31.245]  In Northeast Ohio, all the nut trees, the oaks, the hickories, and others have all dropped their nuts.
[02:44:31.245 --> 02:44:36.810]  This means mass starvation for the animals, which equates to less animal foods available for those who bug out.
[02:44:36.810 --> 02:44:39.612]  When they... That means they dropped them before they developed.
[02:44:39.612 --> 02:44:40.093]  You got it.
[02:44:40.493 --> 02:44:46.498]  And what's happening with the... Listen, one of the... Listen, by controlling the food, you control the people.
[02:44:46.498 --> 02:44:56.868]  What people don't understand is when mad cow and what's called ungulate fever and chronic wasting disease in the deer and elk populations of the West and everything, that was all genetically engineered.
[02:44:56.868 --> 02:44:58.529]  They were block-off helicopters.
[02:44:58.529 --> 02:45:00.571]  Remember all the crap you and I used to get, Alex?
[02:45:00.971 --> 02:45:02.673]  Oh, there are no black helicopters!
[02:45:02.673 --> 02:45:05.015]  You guys are all conspiracy terrorists, you know?
[02:45:05.015 --> 02:45:17.287]  And then, interestingly enough, up in our country, Montana slash Wyoming, you know, mad cow and, excuse me, chronic wasting disease broke out in the deer and elk population, and also in Wisconsin.
[02:45:17.287 --> 02:45:20.491]  See, what people don't understand is these individuals
[02:45:21.111 --> 02:45:36.598]  Absolutely want to depopulate the earth, bring it to a sustainable population of 500 million, and you better pray you're one of them, or else you better be against them, because that means roughly, Alex, you know, one twelfth of the world's population gets to survive.
[02:45:36.598 --> 02:45:38.339]  How do you initiate that?
[02:45:38.339 --> 02:45:45.862]  Even in a nuclear war, my specialty during, before getting on talk radio, was Cold War weapons, nuclear proliferation.
[02:45:45.922 --> 02:45:46.382]  I don't know.
[02:46:05.692 --> 02:46:19.863]  They need this flu crises to get their carbon tax through, their socialized healthcare through to carry out the eugenics, to get their gun grabbing through, to get their entire smokescreen so they can pose as saviors.
[02:46:19.863 --> 02:46:24.106]  If we expose them though, I believe they may back off on this plan.
