[00:00:00.593 --> 00:00:01.198]  Oh, no!
[01:43:21.210 --> 01:43:27.052]  I mean, I don't think they understand, or do they, that they're really losing the hearts and minds right now.
[01:43:27.052 --> 01:43:34.275]  And shoveling more disinfo is only making people's exodus from under their dark wings accelerate.
[01:43:35.091 --> 01:43:35.632]  I think so.
[01:43:35.632 --> 01:43:45.082]  I mean, the fact that, as Lou Rockwell said at the Paul Festival, I don't think there's a 25-year-old in this country, a 25 or under, who still reads a newspaper.
[01:43:45.082 --> 01:43:50.528]  So, in other words, the usual mechanisms that they once used to manufacture consent
[01:43:51.457 --> 01:43:57.981]  No longer exist as far as most young people are concerned and of course we all know how Ron Paul did among the young people.
[01:43:57.981 --> 01:44:04.324]  Gary Johnson, who's not quite Ron Paul, but nevertheless he represents some kind of a difference, is doing much better among the younger people.
[01:44:04.324 --> 01:44:17.132]  So although time is not really on our side in some ways, well in other ways at least we see that the young people who haven't been raised on a diet of you listen to the three channels and you accept what they say are willing to look elsewhere
[01:44:17.552 --> 01:44:20.314]  For their information, because they know liars when they see them.
[01:44:20.314 --> 01:44:21.635]  Well, that encourages me.
[01:44:21.635 --> 01:44:31.363]  But we also, as you're right, we've got to talk about the local level, because maybe at this point, I mean, Ron Paul did us a great service, educational service, on the national level, and I don't know what we would have done without that.
[01:44:31.363 --> 01:44:35.826]  But moving forward, we've got to think about the local level, and what you can do as an individual.
[01:44:35.826 --> 01:44:37.227]  Like, New Hampshire is a great example.
[01:44:37.227 --> 01:44:45.734]  They passed a jury nullification law, so that juries can not only decide whether the person was guilty or innocent, but also decide the justice of the law.
[01:44:46.354 --> 01:44:54.259]  The Free State Project in New Hampshire is trying to encourage a free society by just having people go to one place, New Hampshire, and working together to build a free society.
[01:44:54.259 --> 01:45:03.664]  Now, unfortunately, my old state of Massachusetts, which I'm sorry, I apologize, I'm from Massachusetts, is screwing that up because so many people in Massachusetts, they screw up Massachusetts.
[01:45:03.664 --> 01:45:05.705]  They have no idea why Massachusetts is screwed up.
[01:45:05.705 --> 01:45:06.946]  They have no idea that they did it.
[01:45:07.446 --> 01:45:09.587]  And then they move to New Hampshire, and they want to screw up New Hampshire.
[01:45:09.587 --> 01:45:11.068]  So they've got their hands full up there.
[01:45:11.068 --> 01:45:19.471]  But these are the sorts of things that liberty-minded people creatively are coming up with when they're faced with what seems like insuperable odds.
[01:45:19.471 --> 01:45:20.611]  They're just saying, well, you know what?
[01:45:20.611 --> 01:45:24.453]  It may be insuperable odds, but I'm going to go down and fight it.
[01:45:24.453 --> 01:45:26.174]  And maybe we just might win.
[01:45:26.174 --> 01:45:27.914]  Well, look at California.
[01:45:27.914 --> 01:45:30.976]  I mean, they passed a 20% carbon tax a couple years ago.
[01:45:31.916 --> 01:45:45.324]  Knowing that when you raise taxes too much it actually destroys the tax receipts and now the exodus has accelerated and then their answer is raise taxes again.
[01:45:45.324 --> 01:45:49.987]  There is this predatory instinct to the bureaucrat and the bureaucrat
[01:45:50.567 --> 01:45:57.875]  Minions and also these kleptocrat mega corporations that love working with big government to shut down their competition.
[01:45:57.875 --> 01:46:01.479]  I was reading where Walmart now, you know, has much lower profits.
[01:46:01.479 --> 01:46:11.230]  Well, what do they expect when they engage in anti-free market monopolistic tactics and then try to frame the free market for a monopoly they've created that's the opposite of that?
[01:46:12.605 --> 01:46:26.530]  Well, there's also this move to try to get national sales tax on the Internet, and there are some merchants who would like to see that happen because they feel like that would help them against local competitors and so on.
[01:46:26.530 --> 01:46:36.974]  Everybody winds up trying to use the government to line his pockets, which is why, unfortunately, in the mainstream media, the way they respond to that is to say, well, we've got to take the money out of politics.
[01:46:36.974 --> 01:46:39.975]  You've got to take the power out of Washington.
[01:46:40.655 --> 01:46:44.656]  Because you're never going to be able to get the money out as long as there's stuff to be had.
[01:46:44.656 --> 01:46:48.678]  The crooks will always figure out how to get their grubby hands on it.
[01:46:48.678 --> 01:46:54.080]  So you have to go after the source of the problem, which is not that too much money is being donated to campaigns.
[01:46:54.080 --> 01:46:56.761]  It's that once elected, the president can favor you.
[01:46:57.421 --> 01:46:58.082]  We don't want that!
[01:46:58.082 --> 01:47:03.948]  Well, that's like the more money they spend on education, the more expensive it gets, the lower the quality.
[01:47:03.948 --> 01:47:13.098]  The more money you spend on health, then the higher the cost and the less quality because it's all being centrally controlled.
[01:47:13.098 --> 01:47:17.223]  You cut the money off, then that will start cutting the corruption off.
[01:47:17.875 --> 01:47:18.635]  Yeah, absolutely.
[01:47:18.635 --> 01:47:22.337]  I mean, the education bureaucracy is a disaster and a joke.
[01:47:22.337 --> 01:47:27.159]  I mean, the administration is so bloated in all these cities.
[01:47:27.159 --> 01:47:36.682]  In New York City, it's something like 6,000 bureaucrats in the central office, whereas the Catholic schools educate like one-sixth as many students, so they should have 1,000 bureaucrats.
[01:47:36.682 --> 01:47:37.043]  They've got 26.
[01:47:38.243 --> 01:47:40.225]  I mean, it goes to show there's something wrong here.
[01:47:40.225 --> 01:47:49.973]  This is not a matter of, I just said this on C-SPAN the other day, this is not a matter of the government is there because these are wonderful public-spirited people who just want to promote the common good.
[01:47:49.973 --> 01:47:54.357]  No, these are people who want to loot and expropriate you and build up their own
[01:47:55.538 --> 01:47:59.260]  Impenetrable fiefdoms, where they increase their budgets and their power.
[01:47:59.260 --> 01:48:00.100]  That's what it is.
[01:48:00.100 --> 01:48:02.541]  It's not what you learned in third grade about how the government works.
[01:48:02.541 --> 01:48:04.502]  That's the reality of what's going on.
[01:48:04.502 --> 01:48:11.524]  Well, look at this example of where the people end up in the safety deposit box having coins worth 7.9 million apiece, these St.
[01:48:11.524 --> 01:48:17.467]  Gaudens 33, and the government said, well, we have an executive order that we can take your gold, and they just steal it.
[01:48:18.047 --> 01:48:21.050]  And then ABC News reports it like it's a good thing.
[01:48:21.050 --> 01:48:27.838]  I mean, don't people understand that once due process, the Constitutional Bill of Rights is gone, none of us have any protections?
[01:48:27.838 --> 01:48:29.099]  Don't the bureaucrats know that...
[01:48:30.327 --> 01:48:31.849]  They can be looted now?
[01:48:31.849 --> 01:48:38.596]  I mean, don't the cops know that once there's not a Bill of Rights and Constitution that they have no protections?
[01:48:38.596 --> 01:48:46.144]  Well, that's why I think it's important all this, there's been some good educational work done to try to reach local police and educate them and make them alert to what's going on.
[01:48:46.144 --> 01:48:51.089]  A lot of them are just, they feel like they're just doing their jobs and they're not really aware of the implications of all this.
[01:48:51.750 --> 01:48:53.911]  So that does need to be promoted.
[01:48:53.911 --> 01:49:00.533]  But the long and the short of it is what we're seeing though today at the same time, I mean, I think we've got two things going on at once.
[01:49:00.533 --> 01:49:06.514]  On the one hand, the acceleration of trends that are deeply disturbing and dangerous for all of us.
[01:49:06.514 --> 01:49:08.775]  But on the other hand, we have more people than ever
[01:49:09.315 --> 01:49:16.481]  Who are becoming alert to this and are becoming interested in alternative sources of opinion, and that's all to the good.
[01:49:16.481 --> 01:49:23.966]  And so, for instance, September 22nd, I'm told there's a big nationwide and the Fed rally at all the different Federal Reserve Banks.
[01:49:23.966 --> 01:49:29.371]  Now, for me, most of the time I feel like a lot of these demonstrations don't really do much, but I make an exception to this.
[01:49:30.071 --> 01:49:39.356]  Because the very fact that there's a demonstration outside a Federal Reserve Bank makes people realize the Federal Reserve is something people actually have an opinion about.
[01:49:39.356 --> 01:49:45.980]  And it makes them start realizing, hey, it's private, and hey, we're not just going to protest the puppet Republicans and Democrats.
[01:49:45.980 --> 01:49:48.161]  We're going to go directly to the real puppeteer.
[01:49:48.971 --> 01:49:49.912]  Yeah, exactly right.
[01:49:49.912 --> 01:49:50.472]  Exactly right.
[01:49:50.472 --> 01:49:55.877]  Because again, establishment candidate A versus establishment candidate B isn't going to change anything.
[01:49:55.877 --> 01:49:59.320]  These people aren't, none of them are going to dismantle the Federal Reserve.
[01:49:59.320 --> 01:50:00.101]  That's their bread and butter.
[01:50:00.101 --> 01:50:02.043]  None of them are going to do any of these things.
[01:50:02.043 --> 01:50:09.530]  So we have to go directly, again, we have to go directly to the public and say, what is the thing, the most important institution
[01:50:09.810 --> 01:50:17.635]  That is privileged by the government, namely the Federal Reserve, that you never hear about, or if you do talk about it, you are dismissed from polite society.
[01:50:17.635 --> 01:50:18.576]  Why is that?
[01:50:18.576 --> 01:50:20.497]  Why do you think it is that we're not supposed to talk about this?
[01:50:20.497 --> 01:50:23.179]  Again, arouse people's curiosity.
[01:50:23.179 --> 01:50:23.939]  That can't hurt.
[01:50:23.939 --> 01:50:28.983]  Now, again, I don't know in the endgame of all this, how this turns out, if we necessarily win.
[01:50:28.983 --> 01:50:30.424]  Maybe we win, maybe we don't win.
[01:50:39.991 --> 01:50:47.668]  Bottom line people are really starting to wake up as you were saying and as things get worse and worse That will only get other people to wake up stay with us.
[01:50:47.668 --> 01:50:48.209]  We'll be right back
[01:51:00.464 --> 01:51:01.985]  We take a lot for granted.
[01:51:01.985 --> 01:51:04.346]  Lights, water, even food we eat.
[01:51:04.346 --> 01:51:05.927]  But what if these things went away?
[01:51:05.927 --> 01:51:09.328]  Would you know how to protect your family in a natural or man-made disaster?
[01:51:09.328 --> 01:51:10.789]  Would you know how to survive?
[01:51:10.789 --> 01:51:15.951]  When disaster hits, power and water are gone and the mobs go crazy grabbing food off the shelves.
[01:51:15.951 --> 01:51:18.912]  You and your family may be waiting in long lines for help.
[01:51:18.912 --> 01:51:20.173]  Don't be helpless.
[01:51:20.173 --> 01:51:23.775]  Learn the secrets to survival at 123survivalplan.com.
[01:51:23.775 --> 01:51:26.476]  Do you know the 37 crucial food items you can't live without?
[01:51:26.716 --> 01:51:28.717]  Many people don't have these food items.
[01:51:28.717 --> 01:51:32.040]  Learn what you need to hoard at 123survivalplan.com.
[01:51:32.040 --> 01:51:37.043]  Recently, over 1 million people have viewed the video at 123survivalplan.com.
[01:51:37.043 --> 01:51:38.944]  These survival secrets are vital.
[01:51:38.944 --> 01:51:42.426]  The government suggests we maintain an emergency supply of food and water.
[01:51:42.426 --> 01:51:47.670]  But do you know the 37 food items that will fly off grocery shelves are a simple way to treat unsafe drinking water?
[01:51:47.670 --> 01:51:49.571]  This information is critical.
[01:51:49.571 --> 01:51:52.433]  Find it now on 123survivalplan.com.
