[00:00.000 --> 00:09.000]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[02:32:31.600 --> 02:32:35.600]  Did you know that over 80% of your immune system is located in your gut?
[02:32:35.600 --> 02:32:40.600]  That's why increasing gut probiotic levels is so important for overall health.
[02:32:40.600 --> 02:32:47.600]  It's sold as a 15 billion probiotic for everyday maintenance care and a 50 billion probiotic for a 30 day advanced gut restoration program.
[02:32:47.600 --> 02:33:16.600]  Head to infowarslife.com to pick up your bottle of fluorolife probiotics today. That's infowarslife.com.
[02:33:17.600 --> 02:33:37.600]  Well, Foxconn has the slaves. Nets, the suicide nets, is an ounce that they're going to build factories in the U.S.
[02:33:37.600 --> 02:33:40.600]  There won't be slaves there, obviously. That's under Trump.
[02:33:40.600 --> 02:33:59.600]  All those other big companies are announcing they're coming here as this accelerates. President Trump has declared a new Declaration of Independence for America against the multinational, unelected corporations that have set up a world where it's acceptable for China to have slave factories and have us buy goods.
[02:33:59.600 --> 02:34:12.600]  Or it's acceptable for Obama to open up the borders and let people with TB, syphilis, gonorrhea, every other disease you can imagine, even wet leprosy to come into America.
[02:34:12.600 --> 02:34:16.600]  These globalists are very evil and they look like demons being exercised yesterday.
[02:34:16.600 --> 02:34:29.600]  So let's go into John Roberts administering the oath. Let's go into what happened and then it'll go a little bit of the next hour. I want to start really just getting to this historic speech. I'm just going to write notes here and then have brief comments to analysis.
[02:34:29.600 --> 02:34:37.600]  But in the next few days, I'm going to shoot a special report where I break down and decode the larger meanings of what Trump's saying.
[02:34:37.600 --> 02:34:46.600]  A lot of it's very, very boilerplate. I mean, it's very, very clear. We're going to release the secret technologies, the life extension. We're going to harness the secrets of the universe.
[02:34:46.600 --> 02:35:03.600]  We're going to have America lead by freedom again, not by control. So this isn't America relinquishing control. This is America recognizing and helping dismantle a corrupt world government, a corporate world government that's been set up that we've been used to create.
[02:35:03.600 --> 02:35:18.600]  So this is America getting redemption back from the crimes that we've been used to basically commit. This is incredible. And only Donald Trump can write this. He wrote this speech admittedly himself. They made fun of him for it.
[02:35:18.600 --> 02:35:27.600]  As if a president couldn't write his own speech. Donald Trump is a godsend, ladies and gentlemen. Let's go to a swearing end. Here it is.
[02:35:27.600 --> 02:35:39.600]  Ladies and gentlemen, it's an honor to introduce the Chief Justice of the United States, John G. Roberts Jr., who will administer the presidential oath of office. Everyone please stand.
[02:35:39.600 --> 02:36:08.600]  Please raise your right hand and repeat after me. I, Donald John Trump, do solemnly swear.
[02:36:08.600 --> 02:36:34.600]  That I will faithfully execute the office of President of the United States and will to the best of my ability preserve, protect and defend the Constitution of the United States.
[02:36:34.600 --> 02:36:38.600]  So help me God. So help me God. Congratulations, Mr. President.
[02:37:04.600 --> 02:37:17.600]  Congratulations, Mr. President.
[02:37:17.600 --> 02:37:38.600]  Congratulations, Mr. President.
[02:37:38.600 --> 02:37:59.600]  What a great honor to be able to introduce for the first time ever anywhere the 45th President of the United States of America, Donald J. Trump.
[02:37:59.600 --> 02:38:09.600]  And again, folks, I've heard a lot of this already on the show. We don't have time to ask why was there so much of this influence. It's not an influence. It's Americana. Here's President 45, now President.
[02:38:09.600 --> 02:38:22.600]  Said it couldn't happen, but two years ago it was going to happen.
[02:38:22.600 --> 02:38:31.600]  He's just as Roberts, President Carter, President Clinton, President Bush, President Obama.
[02:38:31.600 --> 02:38:37.600]  He does this just to be classy. He knows their enemies. And people of the world, thank you.
[02:38:37.600 --> 02:38:42.600]  But he knows they're a public somewhat brainwashed joke, so he wants to diffuse things as they're creating division.
[02:38:42.600 --> 02:38:57.600]  We, the citizens of America, are now joined in a great national effort to rebuild our country and restore its promise for all of our people.
[02:38:57.600 --> 02:39:15.600]  And we will determine the course of America and the world for many, many years to come. We will face challenges. We will confront hardships. But we will get the job done.
[02:39:15.600 --> 02:39:33.600]  Every four years we gather on these steps to carry out the orderly and peaceful transfer of power. And we are grateful to President Obama and First Lady Michelle Obama for their gracious aid throughout this transition.
[02:39:33.600 --> 02:39:45.600]  The truth is they didn't burn Hillary. They have been magnificent. It was Hillary and Soros fighting. Obama actually set it out. I don't want to give him credit, but I'm going to let you know the inside until Obama backed off. Keep going.
[02:39:45.600 --> 02:39:57.600]  Today's ceremony, however, has very special meaning because today we are not merely transferring power from one administration to another.
[02:39:57.600 --> 02:40:08.600]  Or from one party to another. But we are transferring power from Washington D.C. and giving it back to you, the people.
[02:40:08.600 --> 02:40:16.600]  These people folks, this is Americana Reboot. You are witnessing history. Unbelievable.
[02:40:16.600 --> 02:40:28.600]  Too long a small group in our nation's capital has reaped the rewards of government while the people have borne the cost.
[02:40:28.600 --> 02:40:43.600]  Washington flourished, but the people did not share in its wealth. Politicians prospered, but the jobs left and the factories closed.
[02:40:43.600 --> 02:40:57.600]  The establishment protected itself, but not the citizens of our country. Their victories have not been your victories. Their triumphs have not been your triumphs.
[02:40:57.600 --> 02:41:09.600]  And while they celebrated in our nation's capital, there was little to celebrate for struggling families all across our land.
[02:41:09.600 --> 02:41:14.600]  Unlimited welfare is the technology. Folks, we don't have anything.
[02:41:14.600 --> 02:41:25.600]  That all changes starting right here and right now because this moment is your moment. It belongs to you.
[02:41:25.600 --> 02:41:32.600]  Not the state, but the people. You just did it. You did this. Folks, they've got actuaries.
[02:41:32.600 --> 02:41:43.600]  It belongs to everyone gathered here today and everyone watching all across America. This is your day. This is your celebration.
[02:41:43.600 --> 02:41:49.600]  And this, the United States of America, is your country.
[02:41:49.600 --> 02:41:55.600]  That's right. The globalists in Concord America, they had hijacked it. We now have peacefully had a counter to and restored it.
[02:41:55.600 --> 02:42:05.600]  What truly matters is not which party controls our government, but whether our government is controlled by the people.
[02:42:05.600 --> 02:42:13.600]  Back it up. Ten seconds when we come back, we'll continue there. It just gets more epic if you know what you're hearing.
[02:42:13.600 --> 02:42:18.600]  For the first time ever, this isn't about parties. This is about who controls the government.
[02:42:18.600 --> 02:42:25.600]  It's about do they stand with the people and prosperity in the Bill of Rights of the Constitution? What do they actually do instead of a bunch of end fighting?
[02:42:25.600 --> 02:42:33.600]  And then he goes into racially coming together. And by the way, the Trump plans public. They just always took it out of context.
[02:42:33.600 --> 02:42:39.600]  I've met people that have been here 20 years legally that can't become citizens because the Republicans and Democrats made it almost impossible.
[02:42:39.600 --> 02:42:45.600]  They want you illegal, poor as a new permanent underclass who they control. No, no, no.
[02:42:45.600 --> 02:42:51.600]  Under Trump, you don't have a criminal record. You're hardworking. No matter what color you are, you're here a year or so to work hard.
[02:42:51.600 --> 02:42:55.600]  You do good stuff. Boom. Boom, you're right in. You're a felon.
[02:42:55.600 --> 02:43:09.600]  We have developed with the top firms in the United States powerful 50 billion live organism probiotic fluorolive that is so critical to having a healthy gut and a healthy life.
[02:43:09.600 --> 02:43:22.600]  And that has changed my life and so many other people's lives. The other part is a compound like my cozy X that has all these key ingredients of organic herbs and other systems that are known to break down this garbage in the body.
[02:43:22.600 --> 02:43:32.600]  That's why as we go through Christmas and now into the new year, we're extending the free shipping and 50% off on all our best selling items while supplies last.
[02:43:32.600 --> 02:43:39.600]  You can also get the two products together and get them at 50% off when you combo them.
[02:43:39.600 --> 02:43:50.600]  So popular sold out for more than six months out back in stock for a limited time at infowarstore.com, infowarstlife.com, or by calling toll free triple A 2533139.
[02:43:50.600 --> 02:43:59.600]  Fuel your body with carnivore, the new digestive enzyme product by infowarstlife.
[02:43:59.600 --> 02:44:07.600]  Digestive enzymes assist in the digestive process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[02:44:07.600 --> 02:44:12.600]  They also help prevent discomfort from a digestion caused by fermentation of undigested food particles in the gut.
[02:44:12.600 --> 02:44:19.600]  Digestive enzyme production declines as we age. Carnivore is filled with digestive enzymes like those naturally present in the body.
