[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[02:30:14.000 --> 02:30:18.000]  Millions of people around the world experience daytime drowsiness,
[02:30:18.000 --> 02:30:22.000]  but with the rapid speed of life, we need to be able to keep up the pace.
[02:30:22.000 --> 02:30:27.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body
[02:30:27.000 --> 02:30:30.000]  relax and get the sleep you need.
[02:30:30.000 --> 02:30:32.000]  Wake up refreshed and take on the day.
[02:30:32.000 --> 02:30:37.000]  Info wars life wants to bring you a sleep support formula that goes above and beyond
[02:30:37.000 --> 02:30:40.000]  other leading brands at an affordable price.
[02:30:40.000 --> 02:30:44.000]  Get the sleep you deserve and experience the power of knockout.
[02:30:44.000 --> 02:30:48.000]  Head on over to info wars life dot com and say goodbye to fatigue.
[02:30:48.000 --> 02:30:52.000]  That's info wars life dot com.
[02:30:52.000 --> 02:30:56.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while
[02:30:56.000 --> 02:31:01.000]  also enjoying what I have found to be the best tasting 100% organic coffee on the
[02:31:01.000 --> 02:31:02.000]  planet.
[02:31:02.000 --> 02:31:05.000]  For more than a decade, my favorite coffee has come from the high mountains of
[02:31:05.000 --> 02:31:09.000]  southern Mexico where the Chiapas farmers grow their unique shade grown
[02:31:09.000 --> 02:31:10.000]  Arabica beans.
[02:31:10.000 --> 02:31:15.000]  We have now managed to secure the sought after beans in a highly customized blend.
[02:31:15.000 --> 02:31:21.000]  Discover and try a bag of the patriot blend 100% organic coffee at info wars life dot
[02:31:21.000 --> 02:31:22.000]  com.
[02:31:22.000 --> 02:31:26.000]  This coffee gives you a long, smooth pick me up for hours without the headaches
[02:31:26.000 --> 02:31:29.000]  and heartburn that so many other coffees give me personally.
[02:31:29.000 --> 02:31:33.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections
[02:31:33.000 --> 02:31:36.000]  directly to the Chiapas Mexican farmers.
[02:31:36.000 --> 02:31:39.000]  Drop by the site today, order a bag or two and I don't think you're going to be
[02:31:39.000 --> 02:31:40.000]  disappointed.
[02:31:40.000 --> 02:31:44.000]  Available in original or with our immune support infusion blend.
[02:31:44.000 --> 02:31:48.000]  You will be supporting a free press all the while enjoying a truly great tasting
[02:31:48.000 --> 02:31:50.000]  cup of my favorite coffee.
[02:31:50.000 --> 02:31:53.000]  Available at info wars life dot com.
[02:31:53.000 --> 02:31:57.000]  As most of you already know, I am a voracious consumer of news and information.
[02:31:57.000 --> 02:32:01.000]  And in the last four or five years doing more and more research, I came across the
[02:32:01.000 --> 02:32:06.000]  fact that the elite establishment is fully aware of the fact that our ancient ancestors
[02:32:06.000 --> 02:32:10.000]  in many cases had much better nutrition than we do today.
[02:32:10.000 --> 02:32:15.000]  And our ancient ancestors sought out the bones of the animals that they were hunting,
[02:32:15.000 --> 02:32:17.000]  killing and then processing.
[02:32:17.000 --> 02:32:22.000]  And so I set out to develop caveman, but to not just have concentrated bone broth
[02:32:22.000 --> 02:32:28.000]  from chicken, but seven other super food ingredients known for cleansing and super
[02:32:28.000 --> 02:32:31.000]  charging the body at the same time.
[02:32:31.000 --> 02:32:33.000]  Info wars isn't just fighting the globalist.
[02:32:33.000 --> 02:32:38.000]  We're getting results and we're expanding in the face of the complete media assault
[02:32:38.000 --> 02:32:41.000]  and winning because of your support.
[02:32:41.000 --> 02:32:43.000]  Caveman is back in stock.
[02:32:43.000 --> 02:32:44.000]  People absolutely love it.
[02:32:44.000 --> 02:32:49.000]  So please secure your caveman today at info wars life dot com or by calling toll free
[02:32:49.000 --> 02:32:58.000]  triple eight two five three three one three nine.
[02:32:58.000 --> 02:33:03.000]  The answer to 1984 is 1776.
[02:33:03.000 --> 02:33:08.000]  You're listening to the Alex Jones show.
[02:33:08.000 --> 02:33:13.000]  You know, MSNBC got caught with her code name for the president, the trash man.
[02:33:13.000 --> 02:33:14.000]  And I made the point.
[02:33:14.000 --> 02:33:16.000]  Yeah, the trash man carries out the trash.
[02:33:16.000 --> 02:33:19.000]  It's a very enduring name.
[02:33:19.000 --> 02:33:21.000]  And then Hillary came out with this new book.
[02:33:21.000 --> 02:33:24.000]  Her last book literally sold like 10,000 copies.
[02:33:24.000 --> 02:33:27.000]  That's joke level.
[02:33:27.000 --> 02:33:30.000]  Trumps are like selling 510 million.
[02:33:30.000 --> 02:33:33.000]  That show you who's really popular.
[02:33:33.000 --> 02:33:36.000]  And she's calling the book.
[02:33:36.000 --> 02:33:40.000]  What happened?
[02:33:40.000 --> 02:33:42.000]  And it's basically, well, I'll tell you what happened.
[02:33:42.000 --> 02:33:43.000]  People hate you.
[02:33:43.000 --> 02:33:46.000]  People know you're a liar. People know you're a fraud.
[02:33:46.000 --> 02:33:47.000]  People know you're a scammer.
[02:33:47.000 --> 02:33:49.000]  People rejected you.
[02:33:49.000 --> 02:33:53.000]  They rejected all the crimes you and your husband have committed the looting Haiti,
[02:33:53.000 --> 02:34:02.000]  the all the wars, the funding radical Islam, the Obamacare, the Hillary care, all of it.
[02:34:02.000 --> 02:34:03.000]  So that's the title.
[02:34:03.000 --> 02:34:05.000]  What happened?
[02:34:05.000 --> 02:34:09.000]  And people have trolled it.
[02:34:09.000 --> 02:34:12.000]  And they've taken the book cover and changed it with thousands of different really
[02:34:12.000 --> 02:34:13.000]  hilarious things.
[02:34:13.000 --> 02:34:18.000]  Until you realize it's not hilarious because it's a chronicle of the incredible crimes.
[02:34:18.000 --> 02:34:24.000]  And it's nothing but a clear cut indictment.
[02:34:24.000 --> 02:34:27.000]  Crystal clear of how much they've gotten away with.
[02:34:27.000 --> 02:34:31.000]  I saw a video Paul did, I guess live on air Tuesday when he was hosting,
[02:34:31.000 --> 02:34:34.000]  where he chronicled some of the things Hillary's done.
[02:34:34.000 --> 02:34:38.000]  And it gave me a headache because I was thinking of all these other crimes they've committed.
[02:34:38.000 --> 02:34:47.000]  So many, it made me have sorrow for the supporters of the Democratic Party.
[02:34:47.000 --> 02:34:52.000]  Because you've got Paul Ryan and the slimy Republican blue bloods and Mitch McConnell's
[02:34:52.000 --> 02:34:58.000]  horrible evil people that wrote Obamacare for big insurance companies to screw you over
[02:34:58.000 --> 02:35:04.000]  and dilute the economy and then bankrupt it and have a truly socialist fascist model
[02:35:04.000 --> 02:35:10.000]  where then there'd be one coverage group per sector and then they could charge you
[02:35:10.000 --> 02:35:11.000]  whatever they wanted.
[02:35:11.000 --> 02:35:16.000]  So big banks fascist making unlimited profits with a socialist model with the
[02:35:16.000 --> 02:35:26.000]  idiot constituents thinking we're trying to take away their toy.
[02:35:26.000 --> 02:35:34.000]  If you had a dog toy with cyanide on it, a little rope, they played tug of war on it.
[02:35:34.000 --> 02:35:38.000]  If the dog knew it was poison, the dog would run up and grab it and bite on it.
[02:35:38.000 --> 02:35:40.000]  But you sit there and play tug of war with them.
[02:35:40.000 --> 02:35:42.000]  You're not going to get your free goodies.
[02:35:42.000 --> 02:35:44.000]  Oh Trump's taking it all.
[02:35:44.000 --> 02:35:48.000]  You're just chomping for the poison, just begging for it.
[02:35:48.000 --> 02:35:54.000]  And then I see these weird, pseudo-intellectual, arrogant, stupid liberals
[02:35:54.000 --> 02:36:01.000]  and the shows they all watch like NPR and stuff that have these real soft, pretentious voices
[02:36:01.000 --> 02:36:04.000]  and it's all the same thing regurgitated over and over again.
[02:36:04.000 --> 02:36:09.000]  And then I see the big fitness and athletic groups in the country going that way.
[02:36:09.000 --> 02:36:14.000]  And I see other talk show hosts that I've known getting real pseudo-intellectual where they sit there
[02:36:14.000 --> 02:36:20.000]  and do interviews and have on another social justice warrior and virtue signal back and forth
[02:36:20.000 --> 02:36:25.000]  and talk real soft and talk about how they have the answers but other people don't
[02:36:25.000 --> 02:36:33.000]  and other people tend to overanalyze things and, you know, there's really not conspiracies in the world
[02:36:33.000 --> 02:36:39.000]  because what are they going to do when 90% of what I've warned of has already happened?
[02:36:39.000 --> 02:36:45.000]  And then I'm telling you the rest that's going to happen because the globalist, futurist
[02:36:45.000 --> 02:36:52.000]  have a plan that they are building using our compliance.
[02:36:52.000 --> 02:36:57.000]  So yes, exactly what I tell you is going to basically happen.
[02:36:57.000 --> 02:37:01.000]  When I say exactly, there's a wide spectrum of things that they're doing and planning.
[02:37:01.000 --> 02:37:04.000]  And in the general direction, we're dead on.
[02:37:04.000 --> 02:37:07.000]  Do I know the date, the month, the exact way it's implemented? No.
[02:37:07.000 --> 02:37:14.000]  But I know the people running things said they got a plan and let me tell you something, they've been doing it.
[02:37:14.000 --> 02:37:24.000]  And I know Trump is really fighting it.
[02:37:24.000 --> 02:37:29.000]  There's a super squid, giant squid that's attached to us.
[02:37:29.000 --> 02:37:38.000]  He's already hacked off three of the eight tentacles and he's trying to hack off the other ones with a hatchet
[02:37:38.000 --> 02:37:42.000]  and we're sitting there bitching on the deck of a boat going,
[02:37:42.000 --> 02:37:44.000]  we should do a little bit faster.
[02:37:44.000 --> 02:37:46.000]  It's got like suckers around his neck.
[02:37:46.000 --> 02:37:48.000]  He's bleeding.
[02:37:48.000 --> 02:37:50.000]  Look how lazy he is.
[02:37:50.000 --> 02:37:54.000]  I don't even know what to say because you know why I'm in the arena too.
[02:37:54.000 --> 02:37:57.000]  And I am enjoying their attacks.
[02:37:57.000 --> 02:37:59.000]  And that's why you got to know that Trump's a real champion.
[02:37:59.000 --> 02:38:01.000]  He's enjoying it too.
[02:38:01.000 --> 02:38:02.000]  They keep saying he's down.
[02:38:02.000 --> 02:38:03.000]  He's depressed.
[02:38:03.000 --> 02:38:04.000]  He's mentally ill.
[02:38:04.000 --> 02:38:06.000]  He's got Alzheimer's early onset dementia.
[02:38:06.000 --> 02:38:12.000]  It's all garbage to demoralize you just like Tokyo, Rosen, World War II.
[02:38:12.000 --> 02:38:14.000]  GIs you're losing.
[02:38:14.000 --> 02:38:15.000]  GIs it's all over.
[02:38:15.000 --> 02:38:16.000]  GIs there's nothing you can do.
[02:38:16.000 --> 02:38:17.000]  That's all they're doing.
[02:38:17.000 --> 02:38:18.000]  I'm going to go to your calls.
[02:38:18.000 --> 02:38:22.000]  Stephen and Jesse and Eric and Felipe and Carlos and others.
[02:38:22.000 --> 02:38:35.000]  But know this, I've got really mixed emotions about this stuff because I really want to reach out to liberals.
[02:38:35.000 --> 02:38:40.000]  And I want to show them in the white papers how they're conned.
[02:38:40.000 --> 02:38:43.000]  I want to show them in the WikiLeaks how they're conned.
[02:38:43.000 --> 02:38:47.000]  I want to prove it to them and say, listen, I'm not saying go with the Republicans.
[02:38:47.000 --> 02:38:52.000]  I'm not saying go with mainline, you know, bullying Christians.
[02:38:52.000 --> 02:38:54.000]  Because that's who they hate.
[02:38:54.000 --> 02:38:57.000]  Look what you've been maneuvered into supporting.
[02:38:57.000 --> 02:39:07.000]  Fox, radical Islam, anti free speech initiatives, big corporate, you know, takeovers, monopolies, really you're attacking the ACLU now.
[02:39:07.000 --> 02:39:22.000]  I mean, you've gone so far that at least the ACLU with all of its problems politically has some basic pillars and was not for banning the white supremacist speech.
[02:39:22.000 --> 02:39:27.000]  Now, in a way, though, they're kind of with the Democrats and folks who are kind of handling it, manipulating it.
[02:39:27.000 --> 02:39:28.000]  I mean, that thing was as far as $3 bill.
[02:39:28.000 --> 02:39:36.000]  But no, I mean, the ACLU, when we've been trying to have a rally and somebody's tried to ban it, has followed suit or threatened the false suit.
[02:39:36.000 --> 02:39:45.000]  When we're just having a pro-gun rally or a 9-11 rally, exposing the fact that our government stood down and worked with Islam to do it, to take our rights.
[02:39:45.000 --> 02:39:51.000]  So I wouldn't call the ACLU the evil Democrats at this point.
[02:39:51.000 --> 02:39:55.000]  I mean, used to they were the radical Democrats, but at least they've got their lawyers.
