[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[02:24:44.000 --> 02:24:57.000]  Let me tell these guys this. It was the U.S. military a few years ago that said no to openly backing al-Qaeda, so the government changed the name to ISIS to confuse you and is actually funding them.
[02:24:57.000 --> 02:25:06.000]  The way to beat this is info war, explaining that ISIS is funded and run by Western intelligence and trained openly in bases in Turkey.
[02:25:06.000 --> 02:25:16.000]  And now even al-Qaeda is coming out and attacking info wars. I say al-Qaeda. They call them those ISIS and saying, don't listen. We are not part of the West.
[02:25:16.000 --> 02:25:26.000]  We're not Western funded. And Steve Watson did a story. It's great. We could do another story adding even more admissions to, hey, directly to ISIS, a message to ISIS fighters.
[02:25:26.000 --> 02:25:35.000]  Here's how you've been conned. Here's the whole history. Don't be part of this. Leave now. And we could have ISIS basically shut down and collapse.
[02:25:35.000 --> 02:25:43.000]  The military won't be sent in until they've already established their state, part of Syria and part of Iraq, breaking Iraq in three parts.
[02:25:43.000 --> 02:25:57.000]  That's always been the plan. Kurd, Shiite, Wahhabist, three parts. That's the plan with the third part extending into Syria and then breaking the rest of Syria up into other groups.
[02:25:57.000 --> 02:26:06.000]  Basically, Western run on the coastline to get the pipelines, to get the oil and gas. Paul Watson, I want to get back into the vampires and finish up with them.
[02:26:06.000 --> 02:26:17.000]  But first, pretty big news to have al-Qaeda putting us in their videos, ISIS putting us in their videos and coming out directly and saying, don't listen to the conspiracy theorists to their own recruits and admitting it's hurting them.
[02:26:17.000 --> 02:26:31.000]  I mean, that is exciting. It shows the truth trumps everything, Paul Watson. Is it starting to get just too much, though, to even believe how Info Wars is changing the world on a daily basis?
[02:26:31.000 --> 02:26:41.000]  Well, I mean, we're definitely steering the narrative. And I think, given the news that it's, quote, conspiracy theorists were making all these militants flee from ISIS.
[02:26:41.000 --> 02:26:59.000]  You know, I think we're old apologies by the mainstream media and by the White House because it was their directives as far back as 2008 in the Bosch administration, which said that, quote, conspiracy theories were a recruiting ground for terrorists in the Middle East.
[02:26:59.000 --> 02:27:07.000]  And now it's actually worked out the opposite way while they're getting all these, you know, mysterious airdrops of weapons from the U.S.
[02:27:07.000 --> 02:27:11.000]  that were the ones that are convincing them to leave by pointing out.
[02:27:11.000 --> 02:27:15.000]  That's right. The Iraqi president has documented the airdrops to him.
[02:27:15.000 --> 02:27:27.000]  Exactly. And, you know, Bell Hatch, the guy in Libya who is leading ISIS forces in Libya, he was armed and funded by NATO, by the U.K., by the U.S.
[02:27:27.000 --> 02:27:41.000]  in the first place when we went in and took out Gaddafi. So the fact that they're waking up to this and realizing that the goal of ousting Assad, which was their goal for years is now being achieved to a large extent by ISIS.
[02:27:41.000 --> 02:27:43.000]  They control half of Syria now.
[02:27:43.000 --> 02:27:57.000]  But really, what does it benefit the U.S. military industrial complex to fight ISIS? So, again, we're owed apologies by all these people who claim that we were the terrorist recruiting ground for ISIS.
[02:27:57.000 --> 02:28:04.000]  Absolutely. Getting back to the vampires, you're making a great point. They claim they're anarchists, but then they got linen and Stalin all over them.
[02:28:04.000 --> 02:28:10.000]  They love Mao, the ultimate total status to live like kings while killing tens of millions of peas.
[02:28:10.000 --> 02:28:17.000]  And then you expand on that, I mean, just the idiocy of it, and then creamily saying, I kill my children, I love Satan.
[02:28:17.000 --> 02:28:27.000]  How would you describe these people, just the most spoiled, rotten, little maggot punks disconnected from reality? I mean, how would you describe these rats?
[02:28:27.000 --> 02:28:34.000]  I think you really don't need to throw many pejoratives at them. They discredit themselves with their own behavior.
[02:28:34.000 --> 02:28:45.000]  They have the debating skills of six-year-old children on the playground who can only hurl insults because, you know, they've got no debating skills whatsoever.
[02:28:45.000 --> 02:28:53.000]  Their ideas are so cliched and shallow that only, you know, arrested development infantilized man babies could ever adopt them.
[02:28:53.000 --> 02:29:01.000]  And that's why they were there at the protest yesterday, refusing to debate, refusing to talk because they can't defend their own opinions.
[02:29:01.000 --> 02:29:06.000]  Well, they're all mad at their middle-class or rich parents, and they're rebelling to freak them out.
[02:29:06.000 --> 02:29:09.000]  And they're all freaking out here in this right now, not knowing how we know this.
[02:29:09.000 --> 02:29:19.000]  I mean, come on, you guys are a joke. You're the same everywhere. A lot of them are little trust fund kids, and they're there on their, you know, parents paying for their education, bitching about the country.
[02:29:19.000 --> 02:29:30.000]  I mean, there's just, I don't normally use words like rat and scum. I'll just say what people said and say they're tyrants and the enemy, but these people are a spiritual type.
[02:29:30.000 --> 02:29:38.000]  And they love death, and I think God will probably give them what they want sooner rather than later.
[02:29:38.000 --> 02:29:42.000]  Paul, stay there. Leigh Ann, stay there. We've got Duke coming in as well to add to the discussion.
[02:29:42.000 --> 02:29:47.000]  I'm Alex Jones. This is the Info War.
[02:29:47.000 --> 02:29:55.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[02:30:17.000 --> 02:30:23.000]  We're uploading those intimate conversations online in an attempt to discredit that nothing to hide narrative.
[02:30:23.000 --> 02:30:34.000]  The group's website says citizens don't seem to mind this monitoring, so we're hiding recorders in public places in hopes of gathering information to help win the war on terror.
[02:30:34.000 --> 02:30:43.000]  The site encourages those who are angry about surveillance to contact Congress as section 215 of the Patriot Act reaches expiration on June 1.
[02:30:43.000 --> 02:30:47.000]  You can listen to some of those audio recordings embedded in the article.
[02:30:47.000 --> 02:30:53.000]  Activists place hidden tape recorders throughout New York to protest NSA at infowars.com.
[02:30:53.000 --> 02:31:17.000]  This is Leigh Ann McAdoo reporting for infowars.com.
[02:31:23.000 --> 02:31:29.000]  We're now at infowarslife.com or call 888-253-3139.
[02:31:54.000 --> 02:31:58.000]  That's infowarslife.com or call 888-253-3139.
[02:31:58.000 --> 02:32:00.000]  Hey, how are you doing? Good, brother.
[02:32:00.000 --> 02:32:08.000]  I just recently started using your products. Everything you said about them is correct. Me and my wife both use a lot of them and it's made a lot of changes in our lives here.
[02:32:08.000 --> 02:32:13.000]  Well, thank you, brother, it's because it also funds our operation, but doing that I know I've got to have the highest quality.
[02:32:13.000 --> 02:32:21.000]  Supermail vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:32:21.000 --> 02:32:26.000]  We've been to the supermail and the superfemale vitality, big changes, a lot of energy.
[02:32:26.000 --> 02:32:30.000]  We've gotten off to the cheap energy drinks, energy shots, a big ton of money there.
[02:32:30.000 --> 02:32:38.000]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated, or maximum potency.
[02:32:38.000 --> 02:32:44.000]  They want to stun and dumb down and energy drinks and stuff, just cover that up for a while, but then burn you out in my experience,
[02:32:44.000 --> 02:32:50.000]  whereas stuff that gets your glands naturally going goes right to the source, so it's pretty exciting and I love it.
[02:32:50.000 --> 02:32:57.000]  Visit infowarslife.com today to secure your supermail vitality and other powerful products from InfoWars Life.
[02:33:20.000 --> 02:33:22.000]  Alex Jones.
[02:33:29.000 --> 02:33:31.000]  I'll just keep her coming.
[02:33:36.000 --> 02:33:38.000]  Gonna take you down.
[02:33:39.000 --> 02:33:41.000]  Down, down, down.
