[00:00.000 --> 00:05.000]  1884 is 1776.
[2:29:25.080 --> 2:29:29.360]  through nature that are simply amazing. It gets 40% off. This product's been sold out
[2:29:29.360 --> 2:29:33.840]  for six, seven months because of supply chain breakdowns because we would not cut the quality
[2:29:33.840 --> 2:29:37.240]  of the ingredients. We could cut the quality all day and buy crap from China and never
[2:29:37.240 --> 2:29:42.640]  be sold out. We're not doing that. This is the highest rated. It's 40% off. The sale
[2:29:42.640 --> 2:29:48.440]  ends on Monday, 40% off DNA force plus and a limited supply of brain force ultra as well.
[2:29:48.440 --> 2:29:53.120]  It'll be sold out on Monday. It's 25% off. So support the M4 while getting great products
[2:29:53.120 --> 2:29:58.680]  the same time. Thank you all for your support info or store.com. If you're ruthless mega
[2:29:58.680 --> 2:30:03.200]  corporations have taken over almost every government on earth and who are trying to
[2:30:03.200 --> 2:30:08.720]  destroy the middle class in any form of operability, you've got to divide and conquer the public
[2:30:08.720 --> 2:30:13.840]  so they don't know they're being targeted. That's why the Fortune 100 have wrapped themselves
[2:30:13.840 --> 2:30:19.680]  in the name of LBGT and African American rights and all the rest of it all over the world.
[2:30:19.680 --> 2:30:23.720]  That's now their corporate face while they run slave camps in Africa and in communist
[2:30:23.720 --> 2:30:28.600]  China and many other areas while they undermine our basic liberties here and spy on us through
[2:30:28.600 --> 2:30:33.680]  the big tech and the central banks in other zone. So this is a criminal takeover and when
[2:30:33.680 --> 2:30:40.280]  you look at the new super class, it's the politicians, it's the corporate media, it's
[2:30:40.280 --> 2:30:44.320]  the police, it's the bureaucrats, it's members of Congress and their staff and their families,
[2:30:44.320 --> 2:30:51.160]  it's the White House, hell it's postal workers who are all exempt from the poison shots but
[2:30:51.160 --> 2:30:55.080]  not the general public and everybody else through corporate rule. So this is the true
[2:30:55.080 --> 2:31:01.200]  discrimination that's going on. The globalists are bombarding us with propaganda and with
[2:31:01.200 --> 2:31:06.960]  spiritual warfare and with poisons and chemicals added to the food, it's all come out. And they're
[2:31:06.960 --> 2:31:11.400]  doing that not because we're weak but because we're made the image of God, the creator and
[2:31:11.400 --> 2:31:17.840]  we are powerful and the social engineers fear that so much. So that's why I repeat that
[2:31:17.840 --> 2:31:24.480]  famous internet saying that nobody knows who first came up with the boy, is it true?
[2:31:24.480 --> 2:31:30.840]  The propaganda would not be necessary if the situation was hopeless. They need all their
[2:31:30.840 --> 2:31:36.520]  propaganda and all their lies and all their evil and all their cultural death because
[2:31:36.520 --> 2:31:41.720]  they know we are strong and they know in the end they signed on to God of this world who
[2:31:41.720 --> 2:31:45.840]  is a loser. And that's why it's so important that everybody keep info wars in the air now
[2:31:45.840 --> 2:31:50.520]  more than ever. Because even if you don't believe in God, what the globalists are manifesting
[2:31:50.520 --> 2:31:55.000]  in setting up is safe handling. And we are opposing the one world government and the
[2:31:55.000 --> 2:31:57.320]  mark of the beast they just announced.
[2:31:57.320 --> 2:32:02.600]  So when I first started taking survival skills, basically I was 275 pounds overweight. I had
[2:32:02.600 --> 2:32:07.360]  brain fog like you wouldn't believe. I was barely holding on to a job and I heard Dr.
[2:32:07.360 --> 2:32:11.200]  Group on your show and I listened to it. So the first one I got was the original survival
[2:32:11.200 --> 2:32:15.280]  skills, the X1. And it worked pretty good. And then shortly thereafter you came out with
[2:32:15.280 --> 2:32:18.480]  that too. You had, you know, with a deep-burdened source, you know, and I got really excited
[2:32:18.480 --> 2:32:23.880]  about that. So I took it and man, in two weeks, I went from brain fog to like literally like
[2:32:23.880 --> 2:32:29.240]  my brain was enlightened. You know, I could think again, I could connect with people again.
[2:32:29.240 --> 2:32:33.680]  And over the course of the next couple of years, I got my health back and I religiously
[2:32:33.680 --> 2:32:38.080]  take basically all of your supplements. They're all absolutely amazing supplements. The one
[2:32:38.080 --> 2:32:42.800]  I like recently is knock out literally like if you want to sleep, just take it. It's amazing.
[2:32:42.800 --> 2:32:47.120]  It works. But anyway, so the point is we have to get ourselves clean. We have to break free
[2:32:47.120 --> 2:32:51.280]  of the globalist system. And the only way to do that is to take our own health into our
[2:32:51.280 --> 2:32:52.280]  own hands.
[2:32:52.280 --> 2:33:00.080]  Beautifully said, brother. I thank you so much for calling Godspeed.
[2:33:00.080 --> 2:33:04.120]  You're listening to the Alex Jones show.
[2:33:04.120 --> 2:33:21.000]  Dr. Darren J.B. is our guest.
[2:33:21.000 --> 2:33:26.000]  From the front lines of the Information War, it's Alex Jones.
[2:33:26.000 --> 2:33:32.200]  So I've been on air 28 years and I've learned a lot. In fact, I'd learned more in a year
[2:33:32.200 --> 2:33:35.760]  now that I learned the previous five or six years. That's part of getting older and having
[2:33:35.760 --> 2:33:37.260]  experiences.
[2:33:37.260 --> 2:33:41.440]  But I remember in the 90s, warning people about certain militias that were calling for
[2:33:41.440 --> 2:33:46.680]  violence and saying, clearly, that's a Fed running those. And then all these other militias
[2:33:46.680 --> 2:33:51.640]  would say, you're against militias. You're against the Second Amendment. You must be
[2:33:51.640 --> 2:33:55.800]  a Fed. I'm like, no, I believe in the Second Amendment. I believe in lawful militias and
[2:33:55.800 --> 2:34:00.000]  I believe citizens should be like civil defense. And I'm not even against people having militias.
[2:34:00.000 --> 2:34:04.840]  You know, if they're like a civil defense club and don't call for pipe bombing people.
[2:34:04.840 --> 2:34:10.120]  And then it would always turn out that indeed it was Feds running the groups who'd even
[2:34:10.120 --> 2:34:17.200]  been attacking me saying, don't listen to Jones. You know, he's he's a Fed or Jones
[2:34:17.200 --> 2:34:18.200]  more recently.
[2:34:18.200 --> 2:34:23.480]  He says Q is run by the deep state. Why Q says Trump's invincible. And we know it was
[2:34:23.480 --> 2:34:27.200]  all a cut out. And so I've been proven right over and over again. But you've got to be
[2:34:27.200 --> 2:34:31.440]  an idiot not to understand this. We had a million people, the Trump rally at the ellipse,
[2:34:31.440 --> 2:34:36.120]  the left's trying to conflate that with the 500 600 that went the capital, the majority
[2:34:36.120 --> 2:34:40.240]  of those waved in by police that were told to stand down. And being there that day, there
[2:34:40.240 --> 2:34:44.920]  were provocateurs everywhere saying, attack, attack, a bunch of them looked like antifa.
[2:34:44.920 --> 2:34:50.000]  They were a bunch of, you know, theater geek types up on platforms saying, get in there,
[2:34:50.000 --> 2:34:53.600]  get in there. And by the time I showed up the capital, I said, turn back, don't go in.
[2:34:53.600 --> 2:34:57.520]  You're we're gonna have a Kent state. Somebody's gonna get killed. And indeed that happened.
[2:34:57.520 --> 2:35:04.960]  The reason I tell that story is this same thing that happened 20 years ago in the nineties
[2:35:04.960 --> 2:35:11.160]  or 25 years ago to me happened again. I started, you know, having people like Dr. Bede on the
[2:35:11.160 --> 2:35:14.760]  show after he'd been on Tucker's and had big articles in revolver. That's what I'm getting
[2:35:14.760 --> 2:35:19.280]  emails and calls saying, you better not say there were any feds there. You're saying we're
[2:35:19.280 --> 2:35:24.360]  feds. And I said to those people, I'm not saying you're a fed. I'm saying, clearly some
[2:35:24.360 --> 2:35:29.400]  of these people were feds. No, no, no, there weren't feds provocaturing. Don't look into
[2:35:29.400 --> 2:35:34.160]  that or you're saying we're all feds. So that same tactic was done again to me. And I'm
[2:35:34.160 --> 2:35:40.240]  like, whoa, whoa, whoa, whoa, whoa. This is a little weird here. So he only had, you
[2:35:40.240 --> 2:35:44.240]  know, 10 minutes or so on Tucker, we'll go a little bit the next hour and then Roger
[2:35:44.240 --> 2:35:48.200]  Stone's coming up with a lot of breaking news. So I wanted him to have a chance to talk more
[2:35:48.200 --> 2:35:52.360]  about this, but I'm not here like the French Inquisition or the Spanish Inquisition saying
[2:35:52.360 --> 2:35:56.000]  you're a fed. That's a fed. This is a fed. But I am here to be able to look at the evidence
[2:35:56.000 --> 2:36:02.480]  and talk about people that provocatured like this Ray Epps guy, not being arrested. But
[2:36:02.480 --> 2:36:07.720]  Owen Schreuer, who was there and did nothing and told people not to go in, he's been arrested.
[2:36:07.720 --> 2:36:11.840]  And now they want to arrest me. They're saying they're trying to claim I did this. So it's
[2:36:11.840 --> 2:36:15.320]  really wild to try to stop people going in the building with police permission, by the
[2:36:15.320 --> 2:36:19.520]  way, and to be them saying arrest me in the news, but then people that are like attack,
[2:36:19.520 --> 2:36:25.080]  go in and burn it down, get them, get them. They're all protected. So Dr. Darren Beatty
[2:36:25.080 --> 2:36:29.080]  is a former professor of political science Duke University who went on to serve in the
[2:36:29.080 --> 2:36:33.080]  White House as an advisor and speechwriter to President Trump. He's also the founder
[2:36:33.080 --> 2:36:38.600]  of revolver news, revolver.news. So we're here talking about things we're not supposed
[2:36:38.600 --> 2:36:43.400]  to talk about according to the super patriots, Darren, but you've been vindicated in the
[2:36:43.400 --> 2:36:47.280]  last four or five months exposing this. It's now come out that indeed there were feds and
[2:36:47.280 --> 2:36:51.080]  informants and they did provocateur. And since you did that, it forced the FBI to come out
[2:36:51.080 --> 2:36:55.240]  and admit that myself and Trump and Roger Stone, because they've got all our phone records,
[2:36:55.240 --> 2:36:59.240]  were not coordinating what happened that day. That made us look like idiots. That was a
[2:36:59.240 --> 2:37:04.120]  disaster for America. And for the 10 day investigation we wanted the Senate. So I'm done ranting.
[2:37:04.120 --> 2:37:07.440]  I want you to be able to flesh out what's happened and unfolded since you were on Tucker
[2:37:07.440 --> 2:37:08.440]  a few days ago.
[2:37:08.440 --> 2:37:13.880]  Well, first of all, thanks for having me on. And this is a very important subject. And
