[00:00.000 --> 00:10.580]  xbox test
[02:37:11.080 --> 02:37:16.760]  they want to make it pink cupcakes now this is only happening to the african-american players
[02:37:16.760 --> 02:37:20.600]  it's not happening to the white players you'll never see tom brady selling cupcakes you'll never
[02:37:20.600 --> 02:37:26.440]  see tom brady go to the mat gala like odell beckham did and a skirt and then when asked you know
[02:37:26.440 --> 02:37:32.280]  what was the sexuality he gave a uh you know it's it's it's up in the air type of answer and they're
[02:37:32.280 --> 02:37:38.520]  always promoting this to keep so that's why when you get to gelette ad which they signed a fire
[02:37:38.520 --> 02:37:43.800]  or that extension with the nfl that home won't add the eight million dollars that they lost they
[02:37:43.800 --> 02:37:47.960]  didn't even care about it because they see the bigger picture of it's going to happen with all
[02:37:47.960 --> 02:37:53.560]  us if they make money or not and that's why you saw a black man doing a trans ad and not a white one
[02:37:53.560 --> 02:37:59.400]  is because they because we are the culture right now that's in the uh that's in the in the sports
[02:37:59.400 --> 02:38:04.280]  sporting events right now so we have to convince each other that this is okay we always have to
[02:38:04.280 --> 02:38:10.200]  promote sex and now if you promote sex and it's okay you're basically showing children that you
[02:38:10.200 --> 02:38:15.240]  could do whatever be whatever you want and it's not necessarily about the game anymore so the
[02:38:15.240 --> 02:38:20.040]  media spun it that you're being anti-quote gay but but really what you're saying is there's a whole
[02:38:20.040 --> 02:38:25.880]  agenda to feminize men and to say that manly men are somehow dirty and bad and these gelette ads
[02:38:25.880 --> 02:38:31.880]  a man says man that's a good looking girl and goes to talk to her and that's basically rape
[02:38:31.880 --> 02:38:37.160]  and of course like you said they lost eight million dollars but it's such a weird mission such a cult
[02:38:37.160 --> 02:38:43.000]  they said we don't care we're going to do it anyways i mean this is crazy i mean like i said it's
[02:38:43.000 --> 02:38:47.160]  always my emasculating emails it's not even not it's not just in sports and football it's in the
[02:38:47.160 --> 02:38:51.560]  movies it's in children's movies i watch movies like the lego movie with my daughter and they're
[02:38:51.560 --> 02:38:56.680]  set out to emasculate strong male characters and say well the woman can do it better or the woman
[02:38:56.680 --> 02:39:02.200]  can do it softer look at the Incredibles they basically in the hood poor Robert partly emasculated
[02:39:02.200 --> 02:39:06.280]  him so he stayed at home in the moment i'll do the job which i have no problem with that but
[02:39:06.280 --> 02:39:11.400]  did you do it at the end of the movie gamer gate was in order to only have women uh in positions
[02:39:11.400 --> 02:39:16.200]  of leadership it's in the pentagon now it's a thing to make men obsolete and the left says
[02:39:16.200 --> 02:39:22.680]  everywhere men are obsolete it's an attack on men like i said this is an agenda they keep going
[02:39:22.680 --> 02:39:26.680]  and where it's a better way to get the agenda pushed through is that keep brainwashing with it
[02:39:26.680 --> 02:39:32.680]  keep showing you examples of it of men who are as manly man like as it used to be show them cooking
[02:39:32.680 --> 02:39:37.480]  show them cleaning uh men do this every day but they're doing it at nausea they do it at four
[02:39:37.480 --> 02:39:43.560]  point to to welcome in sooner or later we're gonna be watching ESPN draft and you go see two men make
[02:39:43.560 --> 02:39:47.960]  out and we want to be like oh that's what it is there's nothing wrong with that if if you think
[02:39:47.960 --> 02:39:53.400]  something wrong with that but that's what but their course is feeding it everywhere and everywhere
[02:39:53.400 --> 02:39:57.640]  it's it's everywhere and my kids can have a chance to make up their minds but you're not making up
[02:39:57.640 --> 02:40:04.280]  their minds if you show them every time there's on tv an example of what it is well i gotta say this
[02:40:04.280 --> 02:40:10.120]  i'm really a fan of your courage and what you're doing uh and you know plus you're extremely well
[02:40:10.120 --> 02:40:14.280]  spoken on these issues are there any other major league players you know you talk about what's
[02:40:14.280 --> 02:40:20.120]  happening in in the NBA i mean it's any movie i watch any show it's like every movie the woman's
[02:40:20.120 --> 02:40:24.840]  the hero the guy's an idiot and it goes back to directives that came out in the 70s like archie
[02:40:24.840 --> 02:40:30.280]  bunkers are more on uh married with children you know that guy's a moron every man's a moron
[02:40:30.280 --> 02:40:34.600]  every woman's a genius to literally break up the family there's an admitted agenda here
[02:40:35.400 --> 02:40:39.400]  and it doesn't mean have to be NBA players again but when you look at remember the Allen
[02:40:39.400 --> 02:40:44.360]  ironson rule where they had made guys put suits on you had to come in like it was a business now you
[02:40:44.360 --> 02:40:50.600]  watch those guys walk into the stadium it's like a resort tour fashion show no one's dressing like
[02:40:50.600 --> 02:40:55.400]  they're going to business everybody's dressing like they're going on vacation to or go to cons
[02:40:55.400 --> 02:40:59.880]  festival that's how these guys are dressing and they want grown heterosexual men to look at this
[02:40:59.880 --> 02:41:04.760]  like this doesn't run with it statistically as you you're absolutely right women want
[02:41:04.760 --> 02:41:10.280]  powerful aggressive hardworking alpha males especially feminist and all the rest of them so
[02:41:10.280 --> 02:41:16.040]  they're training men to act like something that women are going to reject which again is all about
[02:41:16.040 --> 02:41:20.680]  population reduction and i don't bring this up because you're black it's just a fact lbj because
[02:41:20.680 --> 02:41:24.600]  you had and i was against segregation but segregation made a lot of the communities very
[02:41:24.600 --> 02:41:29.560]  strong had their own businesses lbj brought in a thing to say women will give you money but don't
[02:41:29.560 --> 02:41:33.080]  have men in the house and then you saw what it did to that community well it's happening to
[02:41:33.080 --> 02:41:38.600]  everybody right now and it's a sickening evil agenda and it's all it's all the plan and plot to
[02:41:38.600 --> 02:41:43.320]  get to the children to be pedophiles with children that's all it is you take the man out of the
[02:41:43.320 --> 02:41:47.400]  household there is no fin for the mother to have anybody to come watch the guy that's why
[02:41:48.120 --> 02:41:52.120]  child support the guys are in jail for child support that's why it's always that separation of
[02:41:52.120 --> 02:41:55.960]  the man from the family so you can go right to the children and be able to indoctrinate the
[02:41:55.960 --> 02:42:01.960]  children whatever you want them to watch wow man i tell you i want to come back with our guest
[02:42:01.960 --> 02:42:08.200]  uh larry johnson and continue to talk to him because he is taken on the beast they told us last
[02:42:08.200 --> 02:42:13.000]  year before ready platform they said don't talk about radical islam and don't talk about the
[02:42:13.000 --> 02:42:18.200]  trans movement and the kids and i said go to hell and they have put us through hell but that's
[02:42:18.200 --> 02:42:23.640]  okay because folks they're now having drag queen story time where the kids actually ride on the
[02:42:23.640 --> 02:42:29.000]  men's jocks they have they have they have stuff i can't even say on air in for children's books
[02:42:29.000 --> 02:42:34.040]  that teach kids that if a man wants to have sex with you do it it's beyond criminal and this
[02:42:34.040 --> 02:42:37.960]  and our guest is knocking out of the park what he did was great in the nfl but this is a hundred
[02:42:37.960 --> 02:42:43.720]  times more heroic our guest you can follow him at the motivational edge dot org larry johnson
[02:42:43.720 --> 02:42:48.600]  former nfl star stay with us info wars dot com news wars dot com we'll be right back
[02:42:48.600 --> 02:42:58.840]  super male vitality is already in the top three of our best sellers for the six years we've had it
[02:42:59.400 --> 02:43:05.880]  it is a award-winning formula produced in utah by one of the top herbal companies in the nation
[02:43:05.880 --> 02:43:11.960]  that we've been private labeling it is cold pressed it takes at least three times the herbs
[02:43:11.960 --> 02:43:17.480]  that are wild crafted and organic to be able to produce this it's not boiled it's not heated it's
[02:43:17.480 --> 02:43:24.600]  never been dried it's taken from fresh herbs that's why it's so strong that's why it's so
[02:43:24.600 --> 02:43:32.040]  effective for libido stamina and energy and i'm so excited about super male vitality and carnivore
[02:43:32.040 --> 02:43:38.760]  30 that i'm offering you with every order of super male vitality at 25 percent off a free bottle
[02:43:38.760 --> 02:43:44.360]  of carnivore digestive enzyme we're gonna sell out of this very quickly but it's an offer so
