[00:00:00.896 --> 00:00:03.176]  Victimizers, beware!
[02:13:46.585 --> 02:13:49.807]  And this whole thing about cases going up, well, why are cases up?
[02:13:49.807 --> 02:13:51.808]  Because everyone's getting tested!
[02:13:51.808 --> 02:13:53.329]  This is common sense!
[02:13:53.329 --> 02:13:58.973]  You could test everyone in the city for herpes, and herpes cases would be going up as well!
[02:13:58.973 --> 02:14:02.995]  Would you have a national shutdown and tell people to stop kissing and going out?
[02:14:02.995 --> 02:14:06.697]  And by the way, the tests are not even 100% accurate.
[02:14:06.697 --> 02:14:08.238]  That is also known.
[02:14:08.238 --> 02:14:11.580]  So who knows what the real cases really are?
[02:14:13.533 --> 02:14:15.535]  Thank you very much, Mr. Schroeder.
[02:14:15.535 --> 02:14:18.098]  Why do the politicians all over the world love this big tech?
[02:14:18.098 --> 02:14:24.065]  Because you see the City Council, but now Owen's not there at the meeting.
[02:14:24.065 --> 02:14:25.387]  Again, it's further dehumanization.
[02:14:25.387 --> 02:14:28.170]  But here's the CDC's own website.
[02:14:28.170 --> 02:14:31.294]  COVID-19 is no longer a epidemic.
[02:14:33.285 --> 02:14:36.027]  Because the death numbers statistically are not high enough for that.
[02:14:36.027 --> 02:14:40.910]  But everybody's testing positive, because they've ramped up the testing massively.
[02:14:40.910 --> 02:14:44.173]  And that's why they're calling it the numbers are up, not the death.
[02:14:44.173 --> 02:14:48.616]  But as soon as the winter or the fall starts, you will get some real pneumonia, some real flu deaths.
[02:14:48.616 --> 02:14:51.978]  And they can put those in a column, and they'll use that to totally shut things down again.
[02:14:51.978 --> 02:14:54.059]  This is truly a psychological takeover.
[02:14:54.059 --> 02:14:57.082]  Dan Lyman is joining us here, visiting from Switzerland.
[02:14:57.082 --> 02:15:00.264]  Reporter for InfoWars via EuropeWars.com.
[02:15:00.264 --> 02:15:01.465]  Had a great interview yesterday.
[02:15:02.659 --> 02:15:12.334]  I want to just spend time in this shorter segment of the time we have left, just in general, about your view of the world and the election and just all the crazy communists running around and where all this is going.
[02:15:13.274 --> 02:15:22.116]  Yeah, it's amazing to watch it unfolding across the United States, but then also it's catching fire, so to speak, in Europe as well.
[02:15:22.116 --> 02:15:23.636]  And then also, of course, in Australia.
[02:15:23.636 --> 02:15:27.757]  It's just amazing the way that Western civilization, the direction it's headed in at this point.
[02:15:27.757 --> 02:15:32.978]  So I think things will, of course, they will only increase in intensity as we get closer to the election.
[02:15:32.978 --> 02:15:37.639]  And frankly, if Trump wins, I think they will continue to increase past that.
[02:15:37.639 --> 02:15:39.720]  And I shudder to think what would happen if
[02:15:40.280 --> 02:15:46.704]  Biden wins based on the program and the platform that he's putting out more and more increasingly and the people that are behind him.
[02:15:46.704 --> 02:15:49.626]  And how are patriots going to react to that at that point?
[02:15:49.626 --> 02:15:52.547]  And I can say, Dan, is there a war on Western civilization?
[02:15:52.547 --> 02:15:58.351]  Every UN, every globalist organization says they want to get rid of the Western civilization, the nuclear family.
[02:15:58.351 --> 02:15:59.751]  That's just a human thing.
[02:15:59.751 --> 02:16:01.072]  And just everything that's good.
[02:16:01.072 --> 02:16:05.575]  It's such an alien, evil agenda.
[02:16:05.575 --> 02:16:07.476]  From studying history's roots, where does it come from?
[02:16:09.107 --> 02:16:13.929]  As Owen and I were saying yesterday, at its root, of course, this is a spiritual battle.
[02:16:13.929 --> 02:16:19.211]  And I think a lot of people are starting to figure that out now because we're starting to see just how evil a lot of these people are.
[02:16:19.211 --> 02:16:22.692]  You watch these videos of Savannah and Owen getting... We're not cherry-picking!
[02:16:22.692 --> 02:16:24.152]  I mean, they're almost all evil.
[02:16:24.152 --> 02:16:24.652]  Absolutely.
[02:16:24.652 --> 02:16:26.033]  And you can find them over and over.
[02:16:26.033 --> 02:16:31.955]  And you were touching on earlier the video of the people going into the church that are now being attacked by Black Lives Matter activists.
[02:16:31.955 --> 02:16:37.557]  So this is a spiritual battle that has manifested itself in the political and cultural war that we're seeing unfolding right now.
[02:16:38.257 --> 02:16:41.279]  Because when God goes out of the world, what comes in?
[02:16:41.279 --> 02:16:42.100]  Satanic behavior.
[02:16:42.100 --> 02:16:43.921]  I mean, look at these people.
[02:16:43.921 --> 02:16:45.482]  Look how they're walking.
[02:16:45.482 --> 02:16:51.486]  The Black Lives Matter people, whether they be black or white, they literally walk like goblins or something.
[02:16:51.486 --> 02:16:54.868]  Yeah, as you always say, the light has gone out in their eyes, and you can see it.
[02:16:54.868 --> 02:16:57.710]  And you know, Owen and I were talking about this earlier yesterday as well.
[02:16:59.457 --> 02:17:09.662]  The increasingly people are being you're being identified that you're basically a dissident or a thought criminal by your behavior or your actions that you're not taking.
[02:17:09.662 --> 02:17:16.426]  So as time has gone on, you know, you've gone from being able to wear the MAGA hat to not because you're going to be attacked or an InfoWars t-shirt.
[02:17:16.426 --> 02:17:17.446]  You might be worried about that.
[02:17:17.446 --> 02:17:22.909]  So you you stopped identifying yourself as a dissident or a patriot or now you can't.
[02:17:23.129 --> 02:17:29.010]  Just say, hey, all police aren't bad or now they're saying Ford can't sell vehicles to the police.
[02:17:29.010 --> 02:17:30.830]  What is the dominance over everything?
[02:17:30.830 --> 02:17:31.490]  Absolutely.
[02:17:31.490 --> 02:17:37.431]  And now and you hear these stories now increasingly like the other day when they did the on Instagram, everyone put up the black squares.
[02:17:37.431 --> 02:17:45.973]  You had a lot of stories coming out of people who were being pressured by their fellow students or colleagues that if they didn't put up the square, then then they were getting harassed.
[02:17:45.973 --> 02:17:47.453]  So you can't even opt out of this.
[02:17:47.453 --> 02:17:51.054]  Oh, they're talking about kicking him out of high school, kicking him out of their job.
[02:17:51.054 --> 02:17:51.874]  Police officers.
[02:17:52.954 --> 02:17:54.936]  Mothers are getting fired in Atlanta?
[02:17:54.936 --> 02:18:08.628]  I mean, I know a retired SWAT team officer, a nice guy from California, I'm trying to get him on the show about this, he does some security for us, and he was a trainer at CrossFit here in Austin, and they said, oh, you were a police officer, you're fired.
[02:18:08.628 --> 02:18:10.790]  So just being, I mean, this is insanity.
[02:18:10.790 --> 02:18:13.373]  But the very same groups will call the police.
[02:18:13.373 --> 02:18:16.916]  It's like a crazy virtue signal, like, look, I did something.
[02:18:17.355 --> 02:18:24.424]  Right, and then as soon as something bad happens to them, they're calling the police, or as soon as there's a skid mark on a rainbow crossing, the police are getting involved.
[02:18:24.424 --> 02:18:28.830]  So, they really like the police when the police are doing their bidding, but they don't- Well, exactly.
[02:18:28.830 --> 02:18:33.636]  They want control of the police, so they're just crushing the police right now to make them roll over to their demands.
[02:18:34.016 --> 02:18:34.676]  Right, absolutely.
[02:18:34.676 --> 02:18:36.117]  This is terrorism.
[02:18:36.117 --> 02:18:36.938]  Absolutely it is.
[02:18:36.938 --> 02:18:41.280]  It's terrorism on our society, on our civilization, and it's endless.
[02:18:41.280 --> 02:18:43.141]  It's like every day there's something new.
[02:18:43.141 --> 02:18:53.346]  You know, everyone thought it was crazy when Minneapolis said they were going to defund or, you know, basically dismantle their police department, and now it's being rolled out in basically every Democrat-controlled major city across America.
[02:18:53.346 --> 02:18:56.848]  And they're taking the police budget and putting it into SJW arming.
[02:18:56.848 --> 02:19:02.711]  So you're not getting rid of the police, you're getting a new special fourth branch of emergency EMS all over the country.
[02:19:03.379 --> 02:19:04.080]  Right, exactly.
[02:19:04.080 --> 02:19:08.086]  And they are arrogant, crazy SJWs with guns.
[02:19:08.086 --> 02:19:08.386]  Definitely.
[02:19:08.386 --> 02:19:09.268]  That's not going to go well.
[02:19:10.376 --> 02:19:15.379]  And as we touched on yesterday, they're already building these civilian forces in Spain, for instance.
[02:19:15.379 --> 02:19:20.162]  They have over 3,000 civilians there that are patrolling the beaches now, as we were saying yesterday.
[02:19:20.162 --> 02:19:22.643]  So we see they are building their own escape.
[02:19:22.643 --> 02:19:24.004]  Well, this is a UN global formula.
[02:19:24.004 --> 02:19:30.488]  I mean, I've watched the UN hearings with the Attorney General Loretta Lynch five years ago, where they said, we're going to have the domestic security force.
[02:19:30.488 --> 02:19:31.888]  It's going to deal with emergencies.
[02:19:31.888 --> 02:19:32.829]  It's going to deal with outbreaks.
[02:19:32.829 --> 02:19:34.570]  It's going to deal with influxes of migrants.
[02:19:34.570 --> 02:19:36.131]  Because the influxes are coming.
[02:19:36.131 --> 02:19:39.313]  There's going to be migrants everywhere because they're organizing them and bringing them here.
[02:19:39.935 --> 02:19:40.315]  Right.
[02:19:40.315 --> 02:19:46.982]  And they're going to be all protected by the attorneys at the ACLU and these SPLC attack dogs.
[02:19:46.982 --> 02:19:50.706]  Anyone who speaks out against this is going to be under attack, for sure.
[02:19:50.706 --> 02:19:55.051]  It's so evil, it's hard to even comprehend it.
[02:19:55.051 --> 02:19:55.772]  It really is.
[02:19:55.772 --> 02:19:56.713]  Every day is crazy.
[02:19:56.713 --> 02:19:57.573]  Crazier than the last.
[02:19:59.448 --> 02:20:06.535]  And of course, Don Lemon with his doublespeak, he said, no, it doesn't matter if there's mass shootings of black on blacks a hundred times, a thousand times, the cops, we don't care.
[02:20:06.535 --> 02:20:13.382]  And we know that he knows better because Tucker's been pulling those clips, everyone's been pulling them up from 2013, 2014, what Don Lemon was saying back then.
[02:20:13.382 --> 02:20:14.183]  We know he knows better.
[02:20:14.183 --> 02:20:18.827]  Here's the question with Don Lemon and this arrogant look in his eyes, evil, evil, and all these folks.
[02:20:19.708 --> 02:20:21.511]  I mean, you're already on your knees, you're on your belly.
[02:20:21.511 --> 02:20:23.354]  How far are you going to get down to the New World Order?
[02:20:23.354 --> 02:20:25.277]  The police department's bowing down.
[02:20:25.277 --> 02:20:28.142]  You really think when the globals take over you're still getting your pension fund?
[02:20:28.142 --> 02:20:31.226]  You're idiots, and you have destroyed yourself along with us.
[02:20:31.226 --> 02:20:33.129]  It's time to stop bowing and stop groveling.
[02:20:35.356 --> 02:20:37.097]  Let's go to Juan in Connecticut.
[02:20:37.097 --> 02:20:37.577]  You're on the air.
[02:20:37.577 --> 02:20:39.017]  Thanks for holding.
[02:20:39.017 --> 02:20:39.818]  I sure can, sir.
[02:20:39.818 --> 02:20:40.798]  Thank you.
[02:20:40.798 --> 02:20:43.999]  Sir, it's an honor to talk to you, brother.
[02:20:51.142 --> 02:20:52.582]  I just want to plug in.
[02:20:52.582 --> 02:20:57.003]  I'm a truck driver, and two before us have changed the way I drive.
[02:20:57.003 --> 02:21:00.264]  Me and my brothers that drive, there's a couple of us.
[02:21:00.264 --> 02:21:03.645]  We're all Hispanics, Cubans, Puerto Ricans.
[02:21:03.645 --> 02:21:12.207]  We used to be on Monster and Red Bull and all that, and I have lost weight because I stopped drinking all that sugar, and I just want to thank you for that, man.
[02:21:12.407 --> 02:21:18.052]  Well, brother, we put more in this than any other long-term, high-quality energy powder there is.
[02:21:18.052 --> 02:21:20.353]  So this was designed by one of the top guys in the country.
[02:21:20.353 --> 02:21:22.815]  He didn't want his name on it because, obviously, the political issues.
[02:21:22.815 --> 02:21:25.477]  But we had to pay a lot of money for this formulation just for the design of it.
[02:21:25.477 --> 02:21:29.520]  And we believe it is the best, strongest, but healthiest energy out there.
[02:21:29.520 --> 02:21:31.322]  And you're saying that it's made your life better.
[02:21:31.322 --> 02:21:32.042]  So that means a lot to me.
[02:21:32.042 --> 02:21:32.403]  Thank you.
[02:21:32.403 --> 02:21:33.824]  To all your truck drivers, we love you.
[02:21:34.264 --> 02:21:37.907]  Ultra 12 is already our overall number one bestseller.
[02:21:37.907 --> 02:21:51.298]  Ultra 12 is twice as strong as Secret 12 for an even lower price because I signed a huge multi-year contract to guarantee to buy a ton of it and my bet ended up to be successful so far.
[02:21:51.878 --> 02:21:53.959]  Folks are ordering it in mass.
[02:21:53.959 --> 02:21:55.540]  They're getting great responses.
[02:21:55.540 --> 02:22:02.802]  They're giving us incredible reviews because we know what vitamin B12 of this type does, taken under the tongue, where it's more absorbable.
[02:22:02.802 --> 02:22:08.725]  It supports healthy nerve and brain cells, helps make DNA, help the body produce more energy.
[02:22:08.985 --> 02:22:09.545]  We're good to go.
