[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[2:28:18.700 --> 2:28:22.700]  For those that don't know how search engines work, that means they have been de-indexing.
[2:28:22.700 --> 2:28:25.700]  They have been removing us on purpose.
[2:28:25.700 --> 2:28:27.700]  Well, that's right, yeah. I mean, that's right.
[2:28:27.700 --> 2:28:29.700]  You know, so we've got to make a stand.
[2:28:29.700 --> 2:28:32.700]  We've got to let Google know that we're not happy with the way that they're operating.
[2:28:32.700 --> 2:28:36.700]  You know, if we do nothing, it's only going to get worse.
[2:28:36.700 --> 2:28:41.700]  So we've got a protest in some way about it, and boycotting is one thing that we can do.
[2:28:41.700 --> 2:28:46.700]  And I'm sure it will have some effect, although Google will obviously make out that it's not bothering them at all.
[2:28:46.700 --> 2:28:54.700]  But, you know, I mean, there's just so many different ways that they stop in certain videos, for instance, going viral on YouTube now.
[2:28:54.700 --> 2:28:56.700]  You know, just a host of different ways.
[2:28:56.700 --> 2:29:03.700]  Fiddling the view counters, removing honors from videos, removing honors from people's channels like they did with my channel last week.
[2:29:03.700 --> 2:29:09.700]  And a few other people, they've done this, too, and removing pages full of comments.
[2:29:09.700 --> 2:29:16.700]  And this is another way they keep videos out of the most discussed list, is to remove lots of comments so that it keeps it low on those lists.
[2:29:16.700 --> 2:29:18.700]  And, you know...
[2:29:18.700 --> 2:29:24.700]  That's right. When it's a video with a girl and a bikini, they keep all the comments, but then they remove them from ours.
[2:29:24.700 --> 2:29:27.700]  You'll just go in and they'll be, say, 2,000 comments.
[2:29:27.700 --> 2:29:31.700]  They'll just remove them and start it over to knock you off the main pages.
[2:29:31.700 --> 2:29:35.700]  And again, the worst part of this is they pose like they're open and free.
[2:29:35.700 --> 2:29:39.700]  It's just, it's just absolutely disgusting.
[2:29:39.700 --> 2:30:02.700]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[2:30:09.700 --> 2:30:14.700]  Put an end to wage garnishment, bank levies and liens, and you won't pay one dime to creditors.
[2:30:14.700 --> 2:30:22.700]  With Debt Crisis Solutions Program, you'll also restore your credit history and be protected from legal action without making one more payment to creditors.
[2:30:22.700 --> 2:30:29.700]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage garnishment in bank levies, liens and judgments.
[2:30:29.700 --> 2:30:32.700]  Doing nothing doesn't make the debt go away.
[2:30:32.700 --> 2:30:41.700]  Become debt-free in 90 days, guaranteed. Call Debt Crisis Solutions now for a free consultation at 718-615-0123.
[2:30:41.700 --> 2:30:52.700]  That's 718-615-0123. Or visit them online at DebtCrisisSolutions.com. That's DebtCrisisSolutions.com today.
[2:30:52.700 --> 2:31:00.700]  On September 11th, 2001, along with hundreds of my fellow troops, I went to Ground Zero and we knew what to do.
[2:31:00.700 --> 2:31:02.700]  At least we thought we did.
[2:31:02.700 --> 2:31:08.700]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[2:31:08.700 --> 2:31:17.700]  Whitman, EPA director on the 18th made a statement that the air was safe to breathe.
[2:31:17.700 --> 2:31:24.700]  This film follows the growing momentum of 9-11 Truth as brave souls throughout the world take action against their global masters.
[2:31:24.700 --> 2:31:33.700]  He had his hand over the radio while he was getting the countdown. He takes his hand off and you hear three, two, one, and it was boom, boom, boom, boom, boom.
[2:31:33.700 --> 2:31:42.700]  This is an emergency transmission worldwide. Download Truth Rising at prisonplanet.tv and aggressively spread it worldwide.
[2:31:42.700 --> 2:31:51.700]  Or order the DVD at infowars.com. If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[2:31:51.700 --> 2:31:57.700]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[2:31:57.700 --> 2:32:03.700]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[2:32:03.700 --> 2:32:08.700]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[2:32:08.700 --> 2:32:14.700]  People who alkalize the water they drink experience normalized blood sugar, mental clarity, and loss of weight.
[2:32:14.700 --> 2:32:20.700]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[2:32:20.700 --> 2:32:24.700]  The fact is that disease simply cannot exist in an alkaline environment.
[2:32:24.700 --> 2:32:29.700]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[2:32:29.700 --> 2:32:32.700]  Do your part. Alkalize and supercharge your body now.
[2:32:32.700 --> 2:32:41.700]  Alcovision plasma pH drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[2:32:41.700 --> 2:32:51.700]  Order your bottle of Alcovision Plasma pH drops now by going directly to alkavision.com. Again, that's alcovision.com.
[2:33:11.700 --> 2:33:17.700]  For all the cowardly pig people out there, they're still going to have their NFL websites.
[2:33:17.700 --> 2:33:21.700]  They're still going to have their Dancing With The Stars websites.
[2:33:21.700 --> 2:33:24.700]  They're still going to have the Wall Street Journal in the New York Times.
[2:33:24.700 --> 2:33:27.700]  They're still going to have CNN and Fox News.
[2:33:27.700 --> 2:33:30.700]  They can't play on a level playing field.
[2:33:30.700 --> 2:33:32.700]  We're kicking their butts.
[2:33:32.700 --> 2:33:37.700]  Infowars.com, PrisonPlanet.com, bigger than most major newspaper websites.
[2:33:37.700 --> 2:33:41.700]  They're scared of that and thousands of other prolific sites out there.
[2:33:41.700 --> 2:33:43.700]  So they're shutting them down.
[2:33:43.700 --> 2:33:47.700]  And so, ladies and gentlemen, that's why we stay on shortwave and stay on AM and FM dial.
[2:33:47.700 --> 2:33:52.700]  Because that's all precious, but they're moving in with the digital to shut down the mom and pop stations.
[2:33:52.700 --> 2:33:56.700]  They are hitting us from every side as we go into this darkness.
[2:33:56.700 --> 2:34:01.700]  That's why it's important to have hard copies of all my books and videos and materials.
[2:34:01.700 --> 2:34:08.700]  Low-tech Infowars, because as things get worse and worse, that information will be more and more precious.
[2:34:08.700 --> 2:34:13.700]  That's why if you don't have the full library of DVDs and films at infowars.com, you need to get them.
[2:34:13.700 --> 2:34:19.700]  Or call toll-free to get them, 888-253-3139.
[2:34:19.700 --> 2:34:25.700]  And long-term, they admit, they plan within about five years, your computer will have nothing on it.
[2:34:25.700 --> 2:34:27.700]  You won't be able to buy one that doesn't.
[2:34:27.700 --> 2:34:35.700]  It will all be about the servers and it'll be their servers and everything you have will be on their servers, their system.
[2:34:35.700 --> 2:34:44.700]  And so you'll just have a terminal or a handheld device that dials into them and then see they are re-engineering the architecture so there's no freedom.
[2:34:44.700 --> 2:34:47.700]  When video sharing sites got big, they just bought them up.
[2:34:47.700 --> 2:34:53.700]  So don't leave Google and YouTube, keep fighting there in my space.
[2:34:53.700 --> 2:35:00.700]  But clone everything you do to lesser subsites and try to promote those and make them big.
[2:35:00.700 --> 2:35:02.700]  Use alternative search engines.
[2:35:02.700 --> 2:35:09.700]  We're going to do a big story about this and fight for this issue because they're going to incrementally hack the web down to nothing.
[2:35:09.700 --> 2:35:13.700]  Going back to John Watkins, NuffRespect YouTube channel.
[2:35:13.700 --> 2:35:20.700]  NuffRespect, you're going to be able Friday right to basically turn your side off for a day or what are you planning to do?
[2:35:20.700 --> 2:35:32.700]  Well, what I'm planning to do, as you mentioned earlier about uploading a video that just contains just a black screen basically, just nothing.
[2:35:32.700 --> 2:35:36.700]  Just as a little protest to say, you know, I'm not happy with this.
[2:35:36.700 --> 2:35:47.700]  And also what I'm going to do, I'll upload that before Friday and then what I'm going to do is from Friday for a good couple of days I'm just going to switch all videos to private.
[2:35:47.700 --> 2:35:50.700]  So the only friends can view those videos.
[2:35:50.700 --> 2:35:55.700]  And you know, some of my videos do get quite a lot of views.
[2:35:55.700 --> 2:36:00.700]  So I'm sure that YouTube should notice that.
[2:36:00.700 --> 2:36:01.700]  I'm sure they would notice that.
[2:36:01.700 --> 2:36:06.700]  Well, they're going to notice is the big buzz of all these sites being turned off, including the Alex Jones channel.
[2:36:06.700 --> 2:36:10.700]  I'm going to get the guy that runs that to shut it down.
[2:36:10.700 --> 2:36:15.700]  And again, because we need to show people what it's going to be like if they win.
[2:36:15.700 --> 2:36:21.700]  Well, that's right. We've got a protest about this now because if we do nothing, it'll just continue.
[2:36:21.700 --> 2:36:26.700]  And, you know, it's frightening really when you consider, you know, what they're doing right now.
[2:36:26.700 --> 2:36:31.700]  It really makes you worry about where it's all going to end up really, you know.
[2:36:31.700 --> 2:36:35.700]  I mean, Google is just taking over just about every service available on the Internet.
[2:36:35.700 --> 2:36:41.700]  And if that carries on there, it's just going to be one big monopoly that Google owns.
[2:36:41.700 --> 2:36:47.700]  And, you know, that's just the tip of the iceberg, really, because when you look into Internet too,
[2:36:47.700 --> 2:36:53.700]  the way they're chopping up the web, it's just, I mean, obviously, you know, we know the reason why they're doing it.
[2:36:53.700 --> 2:37:00.700]  Because in order for them to, you know, for the elite to, in order for them to continue with their globalist agenda,
[2:37:00.700 --> 2:37:04.700]  they need to restrict the web. And that's exactly what they're doing right now.
[2:37:04.700 --> 2:37:11.700]  And this new policy on YouTube now where they're algorithmically demoting videos,
[2:37:11.700 --> 2:37:17.700]  that just, it just doesn't sound right to me. It just doesn't sound fair or democratic in any way at all.
[2:37:17.700 --> 2:37:24.700]  Yeah, they claim, well, we have a magic machine that shows that it's no longer your videos will be on top of the number of hits,
[2:37:24.700 --> 2:37:30.700]  which is obviously the most democratic system. It's just like Dig got big being open and free voting up stories,
[2:37:30.700 --> 2:37:35.700]  and then they rigged it and admitted that they'd rigged it. As soon as something gets big, they have to rig it
[2:37:35.700 --> 2:37:40.700]  because the patriots, the liberty lovers, the anti-war people, those that love freedom take it over.
[2:37:40.700 --> 2:37:48.700]  But I want to explain to everybody, the Wall Street Journal is reporting today, Google wants its own fast track on the web,
[2:37:48.700 --> 2:37:57.700]  and it says, the celebrated openness of the Internet, network providers are not supposed to give preferential treatment to any traffic.
[2:37:57.700 --> 2:38:05.700]  It's quietly losing powerful defenders. We'll see the media made the people that defended net neutrality were really operatives.
[2:38:05.700 --> 2:38:10.700]  And now at the key point, they're flipping, and it's in the article going, yeah, let's shut down the old web.
[2:38:10.700 --> 2:38:16.700]  Yeah, I mean, actually says it in this article, yeah, you'll only be able to go to the places we want you to.
[2:38:16.700 --> 2:38:24.700]  That's a good thing. I mean, this is it. So it's not just Google that's censoring themselves and censoring their search engines
[2:38:24.700 --> 2:38:28.700]  while lying to the public and holding out that they're free and open and the best.
[2:38:28.700 --> 2:38:34.700]  It's that they want to be the backbone for the censorship of the web,
