[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[02:42:51.699 --> 02:42:52.900]  Can you imagine if, you know,
[02:42:53.621 --> 02:42:57.704]  President Trump had the Secretary of State executed out of nowhere.
[02:42:57.704 --> 02:42:59.165]  It would be psychotic.
[02:42:59.165 --> 02:43:00.366]  It would not make any sense.
[02:43:00.366 --> 02:43:05.510]  Yet that is the norm in this most evil of countries.
[02:43:05.510 --> 02:43:10.174]  Well, if people want to go down this rabbit hole, they can just search engine North Korean labor camps.
[02:43:10.174 --> 02:43:12.636]  But the sickest part is juxtaposing it.
[02:43:12.636 --> 02:43:16.959]  Kim Jong-un's women and all these women dressed in white all around him.
[02:43:16.959 --> 02:43:19.141]  And they're all manicured and dressed in Western style.
[02:43:19.141 --> 02:43:20.422]  They've all got Western apparel.
[02:43:20.982 --> 02:43:27.408]  And then you see, you know, people being, babies being eaten by rats or them telling families in forced labor, go ahead and eat your child.
[02:43:27.408 --> 02:43:29.270]  And then they do eat their child.
[02:43:29.270 --> 02:43:31.572]  And then you look at the eyes of the guards.
[02:43:31.572 --> 02:43:33.694]  It's like they're demon possessed.
[02:43:33.694 --> 02:43:35.376]  It's like they're jack-o'-lanterns.
[02:43:35.376 --> 02:43:38.819]  They are, it's like some evil spirit is feeding in North Korea.
[02:43:39.460 --> 02:43:44.642]  They are explicitly told, the guards are, enemies of the leader are not human beings.
[02:43:44.642 --> 02:43:49.243]  And there's one story in these labor camps when a woman was raped by the guards.
[02:43:49.243 --> 02:43:52.204]  Well, you're not allowed to have sex with the guards, so she was punished.
[02:43:52.204 --> 02:44:00.266]  They ran her over with a truck, amputated her legs, and then she had to push herself around on a tire to still fulfill her work quota.
[02:44:00.586 --> 02:44:02.389]  That is how reprehensible it is in the camps.
[02:44:02.389 --> 02:44:04.472]  Also, they have family punishment.
[02:44:04.472 --> 02:44:10.822]  So when your family goes to the camps, and let's suppose you kill yourself, your family has to fulfill your quota.
[02:44:10.822 --> 02:44:14.808]  So even death is not escape from the leadership of this horrific regime.
[02:44:16.451 --> 02:44:26.480]  And for those who don't know, they have restaurants in Denver and New York and London celebrating North Korea, celebrating China, and it's a form of sick cuckolding.
[02:44:26.480 --> 02:44:32.305]  It's like people in the lap of luxury, the lap of freedom, are almost like begging to open the gate of hell.
[02:44:33.800 --> 02:44:41.741]  Yeah, I mean, when you go there and you see these people, and what I did, being an obnoxious New Yorker, I would wave at everyone, get right in their face.
[02:44:41.741 --> 02:44:44.382]  Because when you do that to someone, the reaction is going to be sincere.
[02:44:44.382 --> 02:44:45.742]  They're going to be taken aback.
[02:44:45.742 --> 02:44:48.663]  And you'd see grandmas with their grandkids doting over them.
[02:44:48.663 --> 02:44:51.063]  Teenage girls would giggle and cover their mouths.
[02:44:51.063 --> 02:44:56.024]  You know, the teenage guys who thought they were too tough for school with their track suits would just stare at you and glare down.
[02:44:56.024 --> 02:44:57.704]  But their reactions were so normal.
[02:44:57.704 --> 02:45:01.285]  And you realize, communism can't turn people into robots.
[02:45:01.285 --> 02:45:02.185]  If they could, it would work.
[02:45:02.805 --> 02:45:09.875]  But so what you have is 24 million prisoners who are desperately trying to live normal lives in the most abnormal country on earth.
[02:45:09.875 --> 02:45:19.168]  And that's why I'm so honored that I get to talk about this to give people understanding and why I wrote my book so people can get this is not something to take lightly.
[02:45:19.889 --> 02:45:21.892]  This is what happens once you go into collectivism.
[02:45:21.892 --> 02:45:23.053]  Just evil rises.
[02:45:23.053 --> 02:45:24.415]  It's not about ingenuity.
[02:45:24.415 --> 02:45:25.457]  It's not about work.
[02:45:25.457 --> 02:45:27.180]  It's all just about barbarism.
[02:45:27.180 --> 02:45:29.383]  Michael Malish, you know, you've written a lot of best-selling books.
[02:45:29.383 --> 02:45:31.626]  They know how to Google your name.
[02:45:31.626 --> 02:45:34.971]  I mean, you can see satellite photos of only what two towns have power.
[02:45:36.093 --> 02:45:40.560]  And you see the South, it's all lit up like a Christmas tree, just to show the de-industrialization.
[02:45:40.560 --> 02:45:48.954]  But you've got gigantic huevos to go into a place where they routinely, as you know, kidnap and kill people.
[02:45:48.954 --> 02:45:49.655]  Why did you do this?
[02:45:50.874 --> 02:45:51.674]  Because I had to.
[02:45:51.674 --> 02:45:53.335]  Because someone had to do something about this.
[02:45:53.335 --> 02:45:59.776]  Because as a Jew, as a Russian, those were two chances for my family to have been taken to a camp in the middle of the night.
[02:45:59.776 --> 02:46:02.437]  And the biggest place where that's still the case on Earth is North Korea.
[02:46:02.437 --> 02:46:05.937]  And I said, by golly, I'm going to do something about this.
[02:46:05.937 --> 02:46:09.218]  Because after a while, as a writer, you want to give back and kind of make a difference.
[02:46:09.218 --> 02:46:16.380]  And if I'm moving the needle a little bit over there, that is a huge opportunity for positive change on this Earth.
[02:46:16.380 --> 02:46:18.160]  I'm just so ashamed of humanity
[02:46:19.460 --> 02:46:20.681]  I feel guilty for North Korea.
[02:46:20.681 --> 02:46:21.721]  I think that's what you just said.
[02:46:21.721 --> 02:46:24.183]  We're not like liberals here, like trying to find guilt.
[02:46:24.183 --> 02:46:29.786]  I just can't help but feel guilty when I've got this great life in this great country to see people living like this.
[02:46:29.786 --> 02:46:31.928]  And then I see people making jokes about it.
[02:46:31.928 --> 02:46:33.609]  I want to smack them in the face.
[02:46:33.609 --> 02:46:34.069]  Right.
[02:46:34.069 --> 02:46:38.692]  And what you also see a lot of times is these kind of some of these neocons who don't understand.
[02:46:38.692 --> 02:46:40.133]  They'd be like, they're threatening us.
[02:46:40.133 --> 02:46:41.554]  We should just bomb them to oblivion.
[02:46:42.054 --> 02:46:43.055]  Yeah, real tough guy.
[02:46:43.055 --> 02:46:45.257]  You're bombing 24 million slaves.
[02:46:45.257 --> 02:46:46.218]  That's the real moral of it.
[02:46:46.218 --> 02:46:47.580]  They have no internet, no TV.
[02:46:47.580 --> 02:46:49.041]  They believe the propaganda.
[02:46:49.041 --> 02:46:51.143]  The children are taken at birth in the lower caste.
[02:46:51.143 --> 02:46:52.044]  They don't know where they are.
[02:46:52.044 --> 02:46:56.669]  And they believe since the last war when over a million of them died in the North alone, that they're waiting for this.
[02:46:56.669 --> 02:47:00.573]  And they've got, what is it, 100,000 pieces of artillery aimed at Seoul?
[02:47:00.573 --> 02:47:02.075]  I mean, let's talk about war scenarios here.
[02:47:03.989 --> 02:47:05.930]  I mean, Alex, it's a nightmare scenario.
[02:47:05.930 --> 02:47:09.353]  You know, you hear in the press, it's like, what if they're going to nuke LA?
[02:47:09.353 --> 02:47:19.101]  Right now, even if they didn't have nukes, which they certainly do, right now, they can send so many missiles into Seoul, South Korea, population 10 million, just south of North Korea.
[02:47:19.101 --> 02:47:23.064]  I don't even want to imagine that visual of missiles hitting all these skyscrapers.
[02:47:23.064 --> 02:47:27.047]  It would be like the film Independence Day, but for real, the horrors of that are
[02:47:27.487 --> 02:47:28.608]  Unfathomable.
[02:47:28.608 --> 02:47:34.815]  And they boast explicitly that if we're going down, we're taking down as many people with us as we can.
[02:47:34.815 --> 02:47:41.842]  So people who are just like... Why don't Derelicts get with Kim Jong-un and say, let's work with the West, let's make a deal, bring wealth in.
[02:47:41.842 --> 02:47:44.024]  I just, I guess they just love the power and they're too cowardly.
[02:47:44.024 --> 02:47:46.266]  They're just, they're such pig demons.
[02:47:46.266 --> 02:47:47.968]  And look at these fat little demons.
[02:47:47.968 --> 02:47:48.528]  I just, you know.
[02:47:49.329 --> 02:47:50.389]  There's two reasons.
[02:47:50.389 --> 02:47:53.490]  Kim Jong-nam, the eldest brother, wanted to liberalize.
[02:47:53.490 --> 02:47:57.032]  And Kim Jong-il said, if you want openness, open a window.
[02:47:57.032 --> 02:47:59.232]  We're Korea, what worked for China will work for us.
[02:47:59.232 --> 02:48:02.454]  So that's one of the reasons why he was passed over for Kim Jong-un.
[02:48:02.454 --> 02:48:13.917]  But also, if you look at Romania, Iraq, Libya, and many other such dictatorships, when these regimes go down, the people at the top are personally tortured and murdered with good reason.
[02:48:13.917 --> 02:48:14.798]  That's right, like Ceaușescu.
[02:48:15.618 --> 02:48:16.278]  Yes!
[02:48:16.278 --> 02:48:22.081]  So if Kim Jong Un lost his control and power, certainly someone would and should put a bullet in him.
[02:48:22.081 --> 02:48:25.143]  So that's a big reason for him to do whatever he can to maintain that hold.
[02:48:26.889 --> 02:48:30.232]  Yeah, we should do a whole show sometime on the fall of Ceausescu.
[02:48:30.232 --> 02:48:34.415]  They had power for the whole country, but he only liked his little city in a city having it.
[02:48:34.415 --> 02:48:36.938]  So he turned everybody's power off at night time.
[02:48:36.938 --> 02:48:39.360]  I mean, he just, these people.
[02:48:39.360 --> 02:48:48.728]  And one of the greatest moments that you will ever see as someone who loves freedom, if you go on YouTube and look up Ceausescu's final speech, he would give speeches, everyone had to cheer or else, you know, they're going to get you.
[02:48:48.728 --> 02:48:52.351]  And this is the first time the audience in 40 years or something like that started booing him.
[02:48:52.651 --> 02:48:58.481]  And you see the look on his face when he turns and he realizes the jig is up and I think within a week later him and his evil wife were shot.
[02:48:59.605 --> 02:49:03.186]  That's because his own military was ready to kill him.
[02:49:03.186 --> 02:49:05.287]  Yeah, but Kim Jong-un, it's not the same way.
[02:49:05.287 --> 02:49:09.349]  They are loyal to the leader and that makes it even harder to imagine an endgame there.
[02:49:09.349 --> 02:49:10.109]  Well, I know this.
[02:49:10.109 --> 02:49:12.790]  I'm not looking for a war, but the left openly wants a civil war.
[02:49:12.790 --> 02:49:15.491]  I think we've already entered the first levels of it.
[02:49:15.491 --> 02:49:22.854]  From Johnny Depp to Madonna saying, kill the president, to Kathy Griffin, and I just, they're the most un-militaristic
[02:49:24.875 --> 02:49:28.638]  Wimps, trying to start a war with the ghost of George Washington.
[02:49:28.638 --> 02:49:32.200]  I feel sorry for them if they actually kick this thing off.
[02:49:32.200 --> 02:49:34.462]  Oh yeah, I mean, oh yeah.
[02:49:34.462 --> 02:49:36.443]  The other side has all the guns.
[02:49:36.443 --> 02:49:38.805]  You know, don't bring a decapitated head to a gunfight.
[02:49:38.805 --> 02:49:40.226]  You're not going to win, Kathy Griffin.
[02:49:41.894 --> 02:49:44.035]  So, is it a coming of age for the left?
[02:49:44.035 --> 02:49:47.077]  They say they're anti-violence, but they want it offensively?
[02:49:47.077 --> 02:49:49.198]  I mean, they're so pathetic and childlike.
[02:49:49.198 --> 02:49:53.040]  Why do you think they're just running around talking about murder and frothing at the mouth?
[02:49:53.040 --> 02:49:57.383]  Because I think when you start talking to each other and have an echo chamber, you have to try to outdo each other.
[02:49:57.383 --> 02:50:02.986]  You know how, like, in stand-up or improv, the first rule is, yes, and you have to build on the other person's joke, right?
[02:50:02.986 --> 02:50:09.409]  So they're trying to outdo each other and virtue signal to show their consent for the president to be like, well, I want him to be impeached.
[02:50:09.409 --> 02:50:09.689]  Oh, yeah?
[02:50:09.689 --> 02:50:10.690]  Well, I want him to be shot.
[02:50:11.190 --> 02:50:17.295]  And they don't realize how this comes off to even regular liberal people who might believe in a social state.
